Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 70010 - 79999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
70010,TC,RADIOLOGY,11,$647,$518
,26,,197,"$7,513","$5,872"
,GLOBL,,28,"$1,731","$1,155"
,TOTAL,,236,"$9,891","$7,545"
70015,26,,246,"$14,954","$11,827"
,GLOBL,,54,"$2,079","$1,600"
,TOTAL,,300,"$17,033","$13,426"
70030,TC,,187,"$2,774","$2,104"
,26,,"15,303","$137,753","$106,336"
,GLOBL,,"4,101","$104,934","$79,256"
,TOTAL,,"19,591","$245,460","$187,696"
70100,TC,,607,"$12,304","$9,260"
,26,,"5,253","$51,067","$38,303"
,GLOBL,,"1,713","$51,041","$37,731"
,TOTAL,,"7,573","$114,413","$85,293"
70110,TC,,497,"$11,650","$8,613"
,26,,"15,775","$205,551","$153,809"
,GLOBL,,"2,167","$80,389","$58,259"
,TOTAL,,"18,439","$297,590","$220,681"
70120,TC,,59,"$1,331",$926
,26,,"1,476","$13,718","$10,637"
,GLOBL,,592,"$19,310","$14,047"
,TOTAL,,"2,127","$34,359","$25,610"
70130,TC,,76,"$2,242","$1,683"
,26,,"1,031","$17,685","$13,432"
,GLOBL,,"1,123","$53,032","$39,526"
,TOTAL,,"2,230","$72,959","$54,641"
70134,TC,,2,$52,$42
,26,,82,"$1,423","$1,042"
,GLOBL,,100,"$4,320","$3,355"
,TOTAL,,184,"$5,795","$4,439"
70140,TC,,"1,071","$27,098","$20,536"
,26,,"9,974","$101,134","$76,633"
,GLOBL,,"3,359","$117,461","$88,354"
,TOTAL,,"14,404","$245,693","$185,523"
70150,TC,,"2,626","$80,337","$60,495"
,26,,"45,498","$607,073","$454,321"
,GLOBL,,"6,272","$273,084","$200,407"
,TOTAL,,"54,396","$960,494","$715,222"
70160,TC,,"1,913","$38,200","$28,302"
,26,,"43,354","$395,077","$295,756"
