Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 80048 - 89399 ,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
80048,26,PATH/LAB,17,$137,$137
,GLOBL,,"5,889,025","$57,266,016","$57,161,505"
,TOTAL,,"5,889,042","$57,266,153","$57,161,641"
80049,TC,,1,$11,$11
,26,,8,$94,$94
,GLOBL,,"1,713,622","$15,999,934","$15,992,358"
,TOTAL,,"1,713,631","$16,000,039","$15,992,463"
80050,GLOBL,,2,$9,$9
,TOTAL,,2,$9,$9
80051,TC,,1,$3,$3
,GLOBL,,"2,282,209","$12,379,033","$12,367,119"
,TOTAL,,"2,282,210","$12,379,037","$12,367,122"
80053,TC,,2,$26,$26
,26,,8,$97,$86
,GLOBL,,"8,882,961","$105,158,947","$104,944,406"
,TOTAL,,"8,882,971","$105,159,070","$104,944,518"
80054,TC,,2,$17,$17
,26,,2,$24,$24
,GLOBL,,"2,218,616","$25,586,274","$25,570,047"
,TOTAL,,"2,218,620","$25,586,315","$25,570,088"
80055,GLOBL,,11,$967,$967
,TOTAL,,11,$967,$967
80058,TC,,1,$10,$10
,GLOBL,,"888,493","$6,584,252","$6,580,260"
,TOTAL,,"888,494","$6,584,261","$6,580,269"
80059,GLOBL,,"25,304","$2,071,706","$2,071,344"
,TOTAL,,"25,304","$2,071,706","$2,071,344"
80061,TC,,73,"$1,160","$1,159"
,26,,24,$345,$341
,GLOBL,,"11,782,531","$164,412,348","$164,105,506"
,TOTAL,,"11,782,628","$164,413,854","$164,107,005"
80069,GLOBL,,"204,711","$2,030,637","$2,026,361"
,TOTAL,,"204,711","$2,030,637","$2,026,361"
80072,GLOBL,,"59,169","$1,660,314","$1,656,568"
,TOTAL,,"59,169","$1,660,314","$1,656,568"
80074,GLOBL,,"74,440","$4,600,227","$4,593,109"
,TOTAL,,"74,440","$4,600,227","$4,593,109"
80076,TC,,2,$22,$22
,GLOBL,,"2,615,344","$21,426,067","$21,370,276"
,TOTAL,,"2,615,346","$21,426,088","$21,370,297"
80090,GLOBL,,797,"$53,973","$53,792"
,TOTAL,,797,"$53,973","$53,792"
