Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 33010 - 37799,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
33010,80'S,CARDIOVASCULAR,1,$24,$19
,OTHER,,"4,710","$554,450","$438,741"
,TOTAL,,"4,711","$554,474","$438,760"
33011,OTHER,,128,"$12,371","$9,896"
,TOTAL,,128,"$12,371","$9,896"
33015,OTHER,,471,"$189,090","$149,794"
,TOTAL,,471,"$189,090","$149,794"
33020,80'S,,51,"$6,252","$5,001"
,OTHER,,289,"$219,904","$175,739"
,TOTAL,,340,"$226,156","$180,741"
33025,80'S,,502,"$72,604","$57,515"
,OTHER,,"5,009","$4,230,966","$3,359,786"
,TOTAL,,"5,511","$4,303,570","$3,417,302"
33030,80'S,,137,"$29,998","$23,998"
,OTHER,,637,"$761,805","$606,032"
,TOTAL,,774,"$791,803","$630,031"
33031,80'S,,77,"$10,687","$8,460"
,OTHER,,260,"$206,623","$163,583"
,TOTAL,,337,"$217,310","$172,043"
33050,80'S,,15,"$1,501","$1,201"
,OTHER,,78,"$49,026","$39,220"
,TOTAL,,93,"$50,526","$40,421"
33120,80'S,,178,"$43,313","$34,651"
,OTHER,,604,"$807,826","$646,161"
,TOTAL,,782,"$851,139","$680,811"
33130,80'S,,7,"$1,383","$1,106"
,OTHER,,32,"$30,819","$24,637"
,TOTAL,,39,"$32,202","$25,744"
33140,80'S,,288,"$39,853","$31,798"
,OTHER,,"1,228","$981,192","$781,319"
,TOTAL,,"1,516","$1,021,046","$813,116"
33200,80'S,,3,$279,$223
,OTHER,,437,"$362,737","$288,827"
,TOTAL,,440,"$363,016","$289,050"
33201,OTHER,,172,"$127,681","$101,869"
,TOTAL,,172,"$127,681","$101,869"
33206,80'S,,3,$292,$234
,OTHER,,"2,418","$1,109,134","$883,456"
,TOTAL,,"2,421","$1,109,426","$883,689"
33207,80'S,,6,$647,$517
,OTHER,,"35,863","$21,019,261","$16,750,491"
,TOTAL,,"35,869","$21,019,908","$16,751,009"
33208,80'S,,13,"$1,374","$1,099"
,OTHER,,"107,696","$64,673,180","$51,503,321"
,TOTAL,,"107,709","$64,674,554","$51,504,420"
33210,80'S,,1,$20,$16
,OTHER,,"23,880","$4,563,261","$3,620,857"
,TOTAL,,"23,881","$4,563,281","$3,620,873"
33211,OTHER,,"1,772","$263,093","$208,555"
,TOTAL,,"1,772","$263,093","$208,555"
33212,80'S,,1,$71,$57
