Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 54000 - 55899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
54000,OTHER,MALE GENITAL,$61,"$5,516","$4,163"
,TOTAL,,$61,"$5,516","$4,163"
54001,SG,,$70,"$27,971","$22,362"
,OTHER,,"$1,808","$241,187","$188,212"
,TOTAL,,"$1,878","$269,158","$210,575"
54015,SG,,$3,"$1,728","$1,383"
,OTHER,,$127,"$30,051","$23,801"
,TOTAL,,$130,"$31,779","$25,183"
54050,OTHER,,$883,"$73,152","$54,298"
,TOTAL,,$883,"$73,152","$54,298"
54055,OTHER,,$667,"$88,932","$67,403"
,TOTAL,,$667,"$88,932","$67,403"
54056,OTHER,,"$1,696","$164,544","$119,803"
,TOTAL,,"$1,696","$164,544","$119,803"
54057,SG,,$31,"$8,961","$6,956"
,OTHER,,$347,"$29,305","$22,257"
,TOTAL,,$378,"$38,267","$29,213"
54060,SG,,$83,"$22,402","$17,826"
,OTHER,,$675,"$89,170","$68,809"
,TOTAL,,$758,"$111,572","$86,635"
54065,SG,,$34,"$8,835","$7,068"
,OTHER,,$859,"$167,260","$130,372"
,TOTAL,,$893,"$176,094","$137,440"
54100,SG,,$64,"$17,195","$13,537"
,OTHER,,"$1,759","$196,647","$150,352"
,TOTAL,,"$1,823","$213,843","$163,889"
54105,SG,,$19,"$4,839","$3,871"
,OTHER,,$315,"$51,979","$41,126"
,TOTAL,,$334,"$56,818","$44,997"
54110,SG,,$2,$603,$483
,80'S,,$1,$95,$76
,OTHER,,$52,"$27,700","$21,680"
,TOTAL,,$55,"$28,398","$22,238"
54111,80'S,,$8,$872,$697
,OTHER,,$41,"$28,355","$22,503"
,TOTAL,,$49,"$29,227","$23,200"
54112,80'S,,$5,$757,$513
,OTHER,,$34,"$33,650","$25,075"
,TOTAL,,$39,"$34,407","$25,588"
54115,SG,,$1,$332,$266
,80'S,,$6,$313,$251
,OTHER,,$75,"$27,427","$21,721"
,TOTAL,,$82,"$28,073","$22,238"
54120,SG,,$4,"$1,619","$1,295"
,80'S,,$72,"$7,283","$5,826"
,OTHER,,$507,"$306,278","$243,852"
,TOTAL,,$583,"$315,179","$250,974"
54125,SG,,$1,$385,$308
,80'S,,$24,"$3,385","$2,708"
,OTHER,,$140,"$112,836","$88,800"
,TOTAL,,$165,"$116,605","$91,816"
54130,80'S,,$4,$776,$621
,OTHER,,$17,"$18,886","$15,108"
,TOTAL,,$21,"$19,661","$15,729"
54135,OTHER,,$2,"$3,622","$2,898"
,TOTAL,,$2,"$3,622","$2,898"
54150,OTHER,,$10,"$1,074",$815
,TOTAL,,$10,"$1,074",$815
54152,SG,,$51,"$14,996","$11,686"
,80'S,,$1,$29,$23
,OTHER,,$476,"$58,223","$45,271"
,TOTAL,,$528,"$73,247","$56,980"
54160,OTHER,,$35,"$4,715","$3,736"
,TOTAL,,$35,"$4,715","$3,736"
54161,SG,,"$1,165","$474,526","$374,976"
,OTHER,,"$12,953","$2,450,819","$1,912,479"
,TOTAL,,"$14,118","$2,925,345","$2,287,455"
54200,OTHER,,"$1,134","$88,692","$66,276"
,TOTAL,,"$1,134","$88,692","$66,276"
54205,SG,,$2,"$1,167",$934
,OTHER,,$3,$678,$428
,TOTAL,,$5,"$1,846","$1,362"
54220,SG,,$1,$153,$122
,OTHER,,$250,"$33,144","$25,615"
,TOTAL,,$251,"$33,297","$25,737"
54230,OTHER,,$76,"$4,888","$3,608"
,TOTAL,,$76,"$4,888","$3,608"
54231,OTHER,,$426,"$58,626","$46,198"
,TOTAL,,$426,"$58,626","$46,198"
54235,OTHER,,"$14,938","$1,029,055","$758,150"
,TOTAL,,"$14,938","$1,029,055","$758,150"
54240,OTHER,,"$2,013","$142,357","$109,336"
,TOTAL,,"$2,013","$142,357","$109,336"
54250,OTHER,,"$3,645","$430,771","$335,776"
,TOTAL,,"$3,645","$430,771","$335,776"
54300,SG,,$4,"$1,956","$1,565"
,80'S,,$4,$404,$323
,OTHER,,$67,"$37,309","$28,880"
,TOTAL,,$75,"$39,670","$30,768"
54304,80'S,,$1,$119,$95
,OTHER,,$17,"$13,482","$10,625"
,TOTAL,,$18,"$13,601","$10,721"
54308,OTHER,,$7,"$4,984","$3,942"
,TOTAL,,$7,"$4,984","$3,942"
54312,OTHER,,$2,"$1,723","$1,378"
,TOTAL,,$2,"$1,723","$1,378"
54316,80'S,,$1,$159,$47
,OTHER,,$4,"$4,208","$3,366"
,TOTAL,,$5,"$4,367","$3,413"
54318,OTHER,,$1,$433,$346
,TOTAL,,$1,$433,$346
