Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 40490 - 49999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
40490,OTHER,DIGESTIVE,"17,640","$1,450,507","$1,077,638"
,TOTAL,,"17,640","$1,450,507","$1,077,638"
40500,SG,,90,"$36,187","$28,420"
,OTHER,,964,"$300,994","$236,616"
,TOTAL,,"1,054","$337,181","$265,036"
40510,SG,,142,"$55,552","$44,406"
,OTHER,,"1,607","$559,788","$439,954"
,TOTAL,,"1,749","$615,339","$484,360"
40520,SG,,138,"$54,386","$42,920"
,OTHER,,"2,182","$753,938","$594,777"
,TOTAL,,"2,320","$808,324","$637,697"
40525,SG,,39,"$14,761","$11,786"
,OTHER,,359,"$188,868","$149,883"
,TOTAL,,398,"$203,629","$161,669"
40527,SG,,12,"$4,828","$3,863"
,80'S,,7,$689,$551
,OTHER,,134,"$85,884","$68,546"
,TOTAL,,153,"$91,401","$72,960"
40530,SG,,38,"$12,371","$9,739"
,OTHER,,256,"$80,582","$63,749"
,TOTAL,,294,"$92,953","$73,488"
40650,SG,,10,"$4,272","$3,418"
,80'S,,1,$33,$26
,OTHER,,190,"$49,886","$39,000"
,TOTAL,,201,"$54,191","$42,444"
40652,SG,,10,"$4,675","$3,740"
,OTHER,,219,"$71,580","$56,458"
,TOTAL,,229,"$76,255","$60,198"
40654,SG,,47,"$21,959","$17,488"
,OTHER,,554,"$219,046","$172,387"
,TOTAL,,601,"$241,006","$189,875"
40700,OTHER,,8,"$6,417","$4,674"
,TOTAL,,8,"$6,417","$4,674"
40701,OTHER,,7,"$7,205","$5,764"
,TOTAL,,7,"$7,205","$5,764"
40702,OTHER,,10,$771,$601
,TOTAL,,10,$771,$601
40720,OTHER,,13,"$10,572","$8,414"
,TOTAL,,13,"$10,572","$8,414"
40761,OTHER,,29,"$24,917","$19,853"
,TOTAL,,29,"$24,917","$19,853"
40799,OTHER,,12,"$3,914","$3,131"
,TOTAL,,12,"$3,914","$3,131"
40800,OTHER,,853,"$69,187","$50,333"
,TOTAL,,853,"$69,187","$50,333"
40801,SG,,12,"$5,134","$3,947"
,OTHER,,400,"$62,293","$46,735"
,TOTAL,,412,"$67,427","$50,682"
40804,OTHER,,141,"$11,806","$8,804"
,TOTAL,,141,"$11,806","$8,804"
40805,80'S,,1,$16,$13
,OTHER,,77,"$12,722","$9,641"
,TOTAL,,78,"$12,738","$9,654"
40806,SG,,1,$316,$253
,OTHER,,32,$848,$594
,TOTAL,,33,"$1,164",$847
40808,OTHER,,"7,284","$546,208","$405,307"
,TOTAL,,"7,284","$546,208","$405,307"
40810,OTHER,,"2,111","$218,660","$165,532"
,TOTAL,,"2,111","$218,660","$165,532"
40812,OTHER,,"6,510","$989,247","$755,906"
,TOTAL,,"6,510","$989,247","$755,906"
40814,SG,,75,"$30,106","$23,846"
,OTHER,,"1,656","$400,368","$314,131"
,TOTAL,,"1,731","$430,474","$337,977"
40816,SG,,19,"$7,552","$6,042"
,OTHER,,981,"$228,191","$178,466"
,TOTAL,,"1,000","$235,743","$184,508"
40818,SG,,9,"$1,911","$1,529"
,80'S,,1,$20,$16
,OTHER,,195,"$27,221","$21,490"
,TOTAL,,205,"$29,152","$23,035"
40819,SG,,15,"$4,160","$3,328"
,OTHER,,173,"$26,970","$20,135"
,TOTAL,,188,"$31,130","$23,462"
40820,SG,,18,"$5,157","$4,126"
,OTHER,,"1,025","$85,075","$65,182"
,TOTAL,,"1,043","$90,232","$69,308"
40830,OTHER,,257,"$24,986","$19,345"
,TOTAL,,257,"$24,986","$19,345"
40831,SG,,2,$499,$399
,OTHER,,167,"$22,307","$17,353"
,TOTAL,,169,"$22,806","$17,753"
40840,SG,,1,$407,$325
,80'S,,3,$282,$225
,OTHER,,98,"$39,185","$30,901"
,TOTAL,,102,"$39,873","$31,452"
40842,SG,,1,$451,$361
,OTHER,,14,"$6,101","$4,881"
,TOTAL,,15,"$6,551","$5,241"
40843,OTHER,,2,"$1,339","$1,071"
,TOTAL,,2,"$1,339","$1,071"
40844,OTHER,,10,"$8,665","$6,932"
,TOTAL,,10,"$8,665","$6,932"
40845,SG,,2,"$1,456","$1,165"
,80'S,,2,$387,$310
,OTHER,,48,"$58,980","$46,495"
,TOTAL,,52,"$60,824","$47,969"
40899,80'S,,1,$16,$13
,OTHER,,84,"$16,687","$13,350"
,TOTAL,,85,"$16,703","$13,362"
41000,SG,,1,$313,$250
,OTHER,,214,"$16,685","$12,492"
,TOTAL,,215,"$16,998","$12,742"
41005,OTHER,,65,"$5,061","$3,798"
,TOTAL,,65,"$5,061","$3,798"
41006,OTHER,,54,"$8,742","$6,782"
,TOTAL,,54,"$8,742","$6,782"
41007,SG,,1,$151,$121
,80'S,,1,$17,$14
,OTHER,,41,"$7,954","$6,258"
,TOTAL,,43,"$8,122","$6,393"
41008,OTHER,,133,"$22,707","$17,397"
,TOTAL,,133,"$22,707","$17,397"
41009,SG,,1,$311,$249
,OTHER,,135,"$31,552","$24,621"
,TOTAL,,136,"$31,863","$24,869"
41010,OTHER,,26,"$1,672","$1,198"
,TOTAL,,26,"$1,672","$1,198"
41015,OTHER,,70,"$10,903","$8,632"
,TOTAL,,70,"$10,903","$8,632"
41016,OTHER,,94,"$22,044","$17,268"
,TOTAL,,94,"$22,044","$17,268"
41017,SG,,3,$779,$623
,80'S,,1,$32,$26
,OTHER,,171,"$31,853","$24,923"
,TOTAL,,175,"$32,664","$25,572"
41018,OTHER,,77,"$22,396","$17,353"
,TOTAL,,77,"$22,396","$17,353"
41100,SG,,1,$436,$349
,80'S,,1,$20,$16
,OTHER,,"5,434","$592,503","$451,550"
,TOTAL,,"5,436","$592,959","$451,914"
41105,SG,,36,"$12,904","$10,323"
,OTHER,,"1,739","$162,506","$124,122"
,TOTAL,,"1,775","$175,410","$134,445"
41108,OTHER,,"2,142","$170,299","$128,728"
,TOTAL,,"2,142","$170,299","$128,728"
41110,SG,,60,"$17,339","$13,608"
,OTHER,,"1,441","$165,067","$126,215"
,TOTAL,,"1,501","$182,406","$139,823"
41112,SG,,137,"$54,181","$43,150"
,80'S,,1,$33,$9
,OTHER,,"3,719","$702,007","$543,584"
,TOTAL,,"3,857","$756,221","$586,743"
41113,SG,,43,"$17,175","$13,641"
,OTHER,,910,"$197,690","$153,983"
,TOTAL,,953,"$214,865","$167,624"
41114,SG,,8,"$3,140","$2,512"
,80'S,,1,$42,$34
,OTHER,,231,"$106,420","$83,936"
,TOTAL,,240,"$109,602","$86,481"
41115,SG,,2,$455,$364
,OTHER,,56,"$6,667","$4,943"
,TOTAL,,58,"$7,121","$5,306"
41116,SG,,50,"$13,181","$10,410"
,OTHER,,"1,482","$250,098","$194,254"
,TOTAL,,"1,532","$263,279","$204,665"
41120,SG,,44,"$28,960","$22,537"
,80'S,,50,"$3,945","$3,156"
,OTHER,,"1,367","$845,535","$670,024"
,TOTAL,,"1,461","$878,440","$695,717"
41130,80'S,,23,"$2,111","$1,689"
,OTHER,,259,"$171,375","$135,864"
,TOTAL,,282,"$173,486","$137,553"
41135,80'S,,64,"$15,225","$11,915"
,OTHER,,353,"$512,553","$408,520"
,TOTAL,,417,"$527,778","$420,434"
41140,80'S,,2,$539,$431
,OTHER,,21,"$30,974","$24,779"
,TOTAL,,23,"$31,512","$25,210"
41145,80'S,,11,"$3,269","$2,615"
,OTHER,,46,"$83,270","$66,515"
,TOTAL,,57,"$86,539","$69,131"
41150,80'S,,30,"$7,217","$5,774"
,OTHER,,243,"$356,828","$283,312"
,TOTAL,,273,"$364,045","$289,085"
41153,80'S,,49,"$13,235","$10,588"
,OTHER,,193,"$317,988","$254,150"
,TOTAL,,242,"$331,223","$264,738"
41155,80'S,,87,"$27,614","$21,705"
,OTHER,,582,"$1,140,603","$903,251"
,TOTAL,,669,"$1,168,218","$924,956"
41250,SG,,4,"$1,684","$1,347"
