Medicare Part B Physician/Supplier BESS Data ,,,,,
For Calendar Year 2000,,,,,
Code Ranges 00100 - 01999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,AD,,10,$528,$422
,QK,,192,"$56,325","$44,829"
,QZ,,46,"$17,631","$13,929"
,OTHER,,232,"$59,785","$47,803"
,TOTAL,,719,"$257,979","$204,649"
00850,AA,,"1,019","$245,878","$190,913"
,AD,,17,"$3,047","$2,363"
,QK,,427,"$53,123","$40,801"
,QZ,,210,"$44,372","$34,264"
,OTHER,,661,"$76,545","$59,466"
,TOTAL,,"2,334","$422,966","$327,807"
00855,AA,,56,"$17,948","$14,278"
,QK,,10,"$1,652","$1,322"
,QZ,,8,"$3,279","$2,588"
,OTHER,,79,"$13,037","$10,260"
,TOTAL,,153,"$35,916","$28,448"
00857,AA,,236,"$91,696","$71,521"
,AD,,4,$217,$173
,QK,,109,"$20,264","$15,804"
,QZ,,46,"$14,859","$11,181"
,OTHER,,168,"$25,007","$19,424"
,TOTAL,,563,"$152,043","$118,104"
00860,AA,,"18,726","$4,520,069","$3,569,822"
,AD,,282,"$21,705","$17,250"
,QK,,"14,959","$1,875,458","$1,478,213"
,QZ,,"4,315","$973,369","$770,314"
,OTHER,,"16,611","$2,024,805","$1,607,322"
,TOTAL,,"54,893","$9,415,406","$7,442,921"
00862,AA,,"10,392","$3,644,544","$2,896,118"
,AD,,180,"$15,296","$12,169"
,QK,,"10,581","$1,963,335","$1,564,436"
,QZ,,"1,668","$526,052","$418,277"
,OTHER,,"10,151","$1,785,243","$1,427,336"
,TOTAL,,"32,972","$7,934,470","$6,318,337"
00864,AA,,"1,737","$965,875","$763,402"
,AD,,58,"$4,548","$3,639"
,QK,,"2,118","$614,594","$489,091"
,QZ,,293,"$131,557","$105,072"
,OTHER,,"1,879","$509,254","$405,825"
,TOTAL,,"6,085","$2,225,828","$1,767,028"
00865,AA,,"6,088","$2,155,675","$1,707,024"
,AD,,112,"$7,682","$6,140"
,QK,,"5,707","$1,022,568","$808,460"
,QZ,,"1,055","$355,928","$282,513"
,OTHER,,"5,616","$985,685","$783,472"
,TOTAL,,"18,578","$4,527,538","$3,587,609"
