Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 60000 - 64999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
60000,SG,ENDOCRINE,2,$515,$412
,OTHER,,50,"$3,168","$2,503"
,TOTAL,,52,"$3,683","$2,915"
60001,OTHER,,"5,156","$154,831","$117,480"
,TOTAL,,"5,156","$154,831","$117,480"
60100,OTHER,,"15,934","$1,145,380","$885,903"
,TOTAL,,"15,934","$1,145,380","$885,903"
60200,SG,,20,"$8,586","$6,869"
,80'S,,124,"$9,319","$7,362"
,OTHER,,"1,124","$572,367","$455,576"
,TOTAL,,"1,268","$590,271","$469,806"
60210,80'S,,451,"$45,977","$36,687"
,OTHER,,"1,785","$1,064,929","$847,318"
,TOTAL,,"2,236","$1,110,906","$884,006"
60212,80'S,,87,"$13,096","$10,357"
,OTHER,,311,"$273,804","$217,486"
,TOTAL,,398,"$286,900","$227,843"
60220,SG,,14,"$5,712","$4,569"
,80'S,,"1,795","$193,463","$153,645"
,OTHER,,"5,597","$3,626,951","$2,875,744"
,TOTAL,,"7,406","$3,826,126","$3,033,959"
60225,80'S,,372,"$52,808","$41,932"
,OTHER,,"1,276","$1,092,392","$863,641"
,TOTAL,,"1,648","$1,145,201","$905,573"
60240,80'S,,946,"$148,623","$118,374"
,OTHER,,"3,873","$2,997,284","$2,379,225"
,TOTAL,,"4,819","$3,145,906","$2,497,600"
60252,80'S,,171,"$31,966","$25,342"
,OTHER,,573,"$640,050","$509,754"
,TOTAL,,744,"$672,016","$535,096"
60254,80'S,,48,"$12,100","$9,578"
,OTHER,,177,"$265,159","$210,667"
,TOTAL,,225,"$277,259","$220,245"
60260,80'S,,112,"$14,642","$11,672"
,OTHER,,458,"$354,459","$282,540"
,TOTAL,,570,"$369,101","$294,212"
60270,80'S,,40,"$7,714","$6,091"
,OTHER,,189,"$201,893","$161,423"
,TOTAL,,229,"$209,607","$167,514"
60271,80'S,,147,"$22,650","$18,088"
,OTHER,,622,"$599,776","$476,565"
,TOTAL,,769,"$622,425","$494,653"
60280,SG,,20,"$11,879","$9,503"
,80'S,,31,"$2,182","$1,746"
,OTHER,,312,"$134,725","$105,625"
,TOTAL,,363,"$148,786","$116,874"
60281,80'S,,1,$88,$70
,OTHER,,10,"$5,292","$3,834"
,TOTAL,,11,"$5,379","$3,904"
60500,80'S,,"2,209","$350,460","$278,102"
,OTHER,,"8,778","$8,524,240","$6,768,113"
,TOTAL,,"10,987","$8,874,700","$7,046,215"
60502,80'S,,62,"$12,031","$9,625"
,OTHER,,319,"$377,165","$300,885"
,TOTAL,,381,"$389,197","$310,510"
60505,80'S,,23,"$4,942","$3,953"
,OTHER,,80,"$99,703","$79,682"
