Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 90281 - 99199 ,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
90371,TOTAL,MEDICINE,108,"$15,928","$12,657"
90375,TOTAL,,271,"$28,842","$22,949"
90376,TOTAL,,198,"$20,082","$15,982"
90378,TOTAL,,2,$200,$160
90379,TOTAL,,1,$43,$31
90385,TOTAL,,3,$119,$95
90389,TOTAL,,225,"$10,096","$7,466"
90393,TOTAL,,2,$57,$46
90396,TOTAL,,2,$293,$234
90399,TOTAL,,5,$0,$0
90471,TOTAL,,"56,924","$236,351","$162,109"
90472,TOTAL,,"4,172","$19,770","$13,309"
90476,TOTAL,,1,$1,$1
90585,TOTAL,,39,$758,$546
90586,TOTAL,,"1,478","$241,975","$188,953"
90632,TOTAL,,"3,457","$187,850","$130,977"
90633,TOTAL,,96,"$3,382","$2,372"
90634,TOTAL,,28,$728,$516
90636,TOTAL,,6,$361,$289
90645,TOTAL,,30,$527,$367
90646,TOTAL,,29,$600,$462
90647,TOTAL,,3,$47,$29
90648,TOTAL,,17,$207,$81
90657,TOTAL,,"143,725","$446,993","$446,408"
90658,TOTAL,,"5,380,875","$24,389,040","$24,358,062"
90659,TOTAL,,"4,173,720","$21,396,012","$21,370,270"
90660,TOTAL,,129,$548,$548
90665,TOTAL,,116,"$6,704","$4,268"
90669,TOTAL,,"2,489","$25,637","$25,543"
90675,TOTAL,,927,"$94,113","$73,962"
90676,TOTAL,,35,"$2,114","$1,692"
90691,TOTAL,,49,"$1,874","$1,233"
90692,TOTAL,,3,$3,$2
90700,TOTAL,,5,$74,$56
90701,TOTAL,,75,$630,$395
90702,TOTAL,,"2,792","$14,943","$9,524"
90703,TOTAL,,"64,812","$241,929","$168,826"
90707,TOTAL,,1,$5,$4
90708,TOTAL,,1,$21,$17
90718,TOTAL,,"31,448","$167,529","$113,370"
90719,TOTAL,,2,$6,$5
90720,TOTAL,,3,$74,$59
90721,TOTAL,,3,$33,$26
90732,TOTAL,,"1,192,072","$14,516,907","$14,481,603"
90733,TOTAL,,1,$64,$51
90735,TOTAL,,1,$9,$7
90744,TOTAL,,303,"$6,231","$4,215"
90745,TOTAL,,31,$850,$432
90746,TOTAL,,"25,673","$1,316,681","$922,866"
90747,TOTAL,,"1,139","$144,036","$112,317"
90748,TOTAL,,222,"$11,341","$8,481"
90749,TOTAL,,27,$244,$181
90780,TOTAL,,"1,595,738","$68,555,052","$54,014,423"
