CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2548 ,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
RADIOLOGY,73706,26,11972,1061695.82,812633.42,,,
RADIOLOGY,73706,TC,472,110405.35,84351.08,,,
RADIOLOGY,73706,GLOBL,1611,626827.85,484456.97,,,
RADIOLOGY,73706,TOTAL,14055,1798929.02,1381441.47,,,
RADIOLOGY,73718,26,75928,5025623.13,3820927.35,,,
RADIOLOGY,73718,TC,11472,3295904.07,2532844.61,,,
RADIOLOGY,73718,GLOBL,40147,14931764.35,11423568.310000001,,,
RADIOLOGY,73718,TOTAL,127547,23253291.550000001,17777340.27,,,
RADIOLOGY,73719,26,1165,94589.06,71657.05,,,
RADIOLOGY,73719,TC,38,12847.45,9905.98,,,
RADIOLOGY,73719,GLOBL,256,112715.44,87038.6,,,
RADIOLOGY,73719,TOTAL,1459,220151.95,168601.63,,,
RADIOLOGY,73720,26,43277,4606491.08,3494979.8,,,
RADIOLOGY,73720,TC,2436,966434.03,743675.27,,,
RADIOLOGY,73720,GLOBL,9905,5234998.53,4018940.5,,,
RADIOLOGY,73720,TOTAL,55618,10807923.640000001,8257595.5699999994,,,
RADIOLOGY,73721,26,362712,24763016.239999998,18605688.190000001,,,
RADIOLOGY,73721,TC,97409,17501453.510000002,13207314.34,,,
RADIOLOGY,73721,GLOBL,245536,63374313.509999998,47947190.189999998,,,
RADIOLOGY,73721,TOTAL,705657,105638783.26000001,79760192.719999999,,,
RADIOLOGY,73722,26,4408,362665.63,274054.8,,,
RADIOLOGY,73722,TC,812,257819.18,199021.26,,,
RADIOLOGY,73722,GLOBL,2474,1004558.94,764550.95,,,
RADIOLOGY,73722,TOTAL,7694,1625043.75,1237627.01,,,
RADIOLOGY,73723,26,20028,2130806.06,1621449.13,,,
RADIOLOGY,73723,TC,1508,528003.19999999995,406512.36,,,
RADIOLOGY,73723,GLOBL,6332,3040263.68,2338744.12,,,
RADIOLOGY,73723,TOTAL,27868,5699072.9399999985,4366705.6099999994,,,
RADIOLOGY,73725,26,9330,794322.92,608743.76,,,
RADIOLOGY,73725,TC,662,142524.10999999999,110448.67,,,
RADIOLOGY,73725,GLOBL,4663,1498105.43,1162129.33,,,
RADIOLOGY,73725,TOTAL,14655,2434952.46,1881321.76,,,
RADIOLOGY,74000,26,1782233.1,16599407.58,12572654.060000001,,,
RADIOLOGY,74000,TC,89029,1354483.93,988436.44,,,
RADIOLOGY,74000,GLOBL,273682,6754398.0700000003,4914198.5599999996,,,
RADIOLOGY,74000,TOTAL,2144944.1,24708289.579999998,18475289.059999999,,,
RADIOLOGY,74010,26,25584,301817.08,226110.32,,,
RADIOLOGY,74010,TC,4183,113430.77,82939.95,,,
RADIOLOGY,74010,GLOBL,12428,480216.42,346761.2,,,
RADIOLOGY,74010,TOTAL,42195,895464.27,655811.47,,,
RADIOLOGY,74020,26,609867,8282044.8399999999,6188904.8200000003,,,
RADIOLOGY,74020,TC,20302,538990.93999999994,380495.72,,,
RADIOLOGY,74020,GLOBL,46900,1908467.76,1373751.56,,,
RADIOLOGY,74020,TOTAL,677069,10729503.539999999,7943152.1000000006,,,
RADIOLOGY,74022,26,591478,9464710.8499999996,7030352.5700000003,,,
RADIOLOGY,74022,TC,10025,319103.89,226253.24,,,
RADIOLOGY,74022,GLOBL,22206,1082564.05,778989.1,,,
RADIOLOGY,74022,TOTAL,623709,10866378.789999999,8035594.9100000001,,,
RADIOLOGY,74150,26,80565,4845306.66,3644349.95,,,
RADIOLOGY,74150,TC,5917,468950.93,345405.43,,,
RADIOLOGY,74150,GLOBL,17909,2712949.15,2011980.63,,,
RADIOLOGY,74150,TOTAL,104391,8027206.7400000002,6001736.0099999998,,,
RADIOLOGY,74160,26,113924,7233114.3200000003,5381871.8799999999,,,
RADIOLOGY,74160,TC,9850,1297812.82,977358.35,,,
RADIOLOGY,74160,GLOBL,19002,4105023.22,3089589.87,,,
RADIOLOGY,74160,TOTAL,142776,12635950.359999999,9448820.0999999996,,,
RADIOLOGY,74170,26,80618,5701650.29,4238728.57,,,
RADIOLOGY,74170,TC,9932,1947974.84,1456615.53,,,
RADIOLOGY,74170,GLOBL,27926,7912096.0599999996,5990994.4500000002,,,
RADIOLOGY,74170,TOTAL,118476,15561721.189999999,11686338.550000001,,,
RADIOLOGY,74174,26,142536,15846623.23,11960703.630000001,,,
RADIOLOGY,74174,TC,5397,2013919.1,1544844.92,,,
RADIOLOGY,74174,GLOBL,18220,9281058.7899999991,7121861.3300000001,,,
RADIOLOGY,74174,TOTAL,166153,27141601.120000001,20627409.879999999,,,
RADIOLOGY,74175,26,41301,3587349.47,2708616.2,,,
RADIOLOGY,74175,TC,1331,368860.83,281979.76,,,
RADIOLOGY,74175,GLOBL,6055,2332317.98,1789453.7,,,
RADIOLOGY,74175,TOTAL,48687,6288528.2800000003,4780049.66,,,
RADIOLOGY,74176,26,1963763,174243066.13999999,130943030.84,,,
RADIOLOGY,74176,TC,66338,7517134.6299999999,5610086.2400000002,,,
RADIOLOGY,74176,GLOBL,159593,34587955.020000003,26059218.289999999,,,
RADIOLOGY,74176,TOTAL,2189694,216348155.78999999,162612335.37,,,
RADIOLOGY,74177,26,2307992,212946272.09,159292635.80000001,,,
RADIOLOGY,74177,TC,97204,21789010.109999999,16600991.16,,,
RADIOLOGY,74177,GLOBL,197543,65995908.140000001,50331791.07,,,
RADIOLOGY,74177,TOTAL,2602739,300731190.33999997,226225418.03,,,
RADIOLOGY,74178,26,428334,43185951.530000001,32478735.489999998,,,
RADIOLOGY,74178,TC,64521,17120783.09,13070305.189999999,,,
RADIOLOGY,74178,GLOBL,152947,60025123.920000002,45892337.390000001,,,
RADIOLOGY,74178,TOTAL,645802,120331858.54000001,91441378.069999993,,,
RADIOLOGY,74181,26,86998,6332048.1600000001,4818378.24,,,
RADIOLOGY,74181,TC,3186,812803.69,624477.36,,,
RADIOLOGY,74181,GLOBL,17117,5846662.5300000003,4472299.55,,,
RADIOLOGY,74181,TOTAL,107301,12991514.380000001,9915155.1500000004,,,
RADIOLOGY,74182,26,3206,277381.39,210964.03,,,
RADIOLOGY,74182,TC,86,35199.660000000003,27278.03,,,
RADIOLOGY,74182,GLOBL,969,471138.05,362051.65,,,
RADIOLOGY,74182,TOTAL,4261,783719.1,600293.71000000008,,,
RADIOLOGY,74183,26,163575,18525193.32,13928479.16,,,
RADIOLOGY,74183,TC,12457,5200165.97,4007460.94,,,
RADIOLOGY,74183,GLOBL,56719,31211756.640000001,23997771.82,,,
RADIOLOGY,74183,TOTAL,232751,54937115.93,41933711.920000002,,,
RADIOLOGY,74185,26,12384,1051124.46,802081.25,,,
RADIOLOGY,74185,TC,796,265008.84000000003,203883.91,,,
RADIOLOGY,74185,GLOBL,4654,2034364.9,1570712.15,,,
RADIOLOGY,74185,TOTAL,17834,3350498.2,2576677.31,,,
RADIOLOGY,74190,26,724,17558.64,13418,,,
RADIOLOGY,74190,GLOBL,341,25961.47,19292.939999999999,,,
RADIOLOGY,74190,TOTAL,1065,43520.11,32710.94,,,
RADIOLOGY,74210,26,2061,36721.42,27781.49,,,
RADIOLOGY,74210,TC,123,6884.28,4944.42,,,
RADIOLOGY,74210,GLOBL,434,36236.99,27668.39,,,
RADIOLOGY,74210,TOTAL,2618,79842.69,60394.3,,,
RADIOLOGY,74220,26,166498,3919629.6,2936934.69,,,
RADIOLOGY,74220,TC,3755,268707.01,200320.89,,,
RADIOLOGY,74220,GLOBL,25442,2437299.73,1803629.05,,,
RADIOLOGY,74220,TOTAL,195695,6625636.3399999999,4940884.63,,,
RADIOLOGY,74230,26,348404,9454400.6699999999,7212268.0099999998,,,
RADIOLOGY,74230,TC,931,59965.87,46250.83,,,
RADIOLOGY,74230,GLOBL,15644,1439931.24,1108443.4099999999,,,
RADIOLOGY,74230,TOTAL,364979,10954297.779999999,8366962.25,,,
RADIOLOGY,74235,26,26,1549.15,1214.52,,,
RADIOLOGY,74235,GLOBL,N/A,0,0,,,
RADIOLOGY,74235,TOTAL,26,1549.15,1214.52,,,
RADIOLOGY,74240,26,50361,1769968.67,1349824.31,,,
RADIOLOGY,74240,TC,382,29933.66,21637.06,,,
RADIOLOGY,74240,GLOBL,14616,1658475.3,1273515.71,,,
RADIOLOGY,74240,TOTAL,65359,3458377.63,2644977.08,,,
RADIOLOGY,74241,26,26279,923062.89,696150.65,,,
RADIOLOGY,74241,TC,304,24873.360000000001,17969.099999999999,,,
RADIOLOGY,74241,GLOBL,2622,324545.89,241476.95,,,
RADIOLOGY,74241,TOTAL,29205,1272482.1399999999,955596.70000000007,,,
RADIOLOGY,74245,26,18473,853396.54,647539.73,,,
RADIOLOGY,74245,TC,229,30833.08,23205.65,,,
RADIOLOGY,74245,GLOBL,1463,275813.62,208091.55,,,
RADIOLOGY,74245,TOTAL,20165,1160043.24,878836.92999999993,,,
RADIOLOGY,74246,26,34223,1188775.95,878532.32,,,
RADIOLOGY,74246,TC,970,94279.76,68641.490000000005,,,
RADIOLOGY,74246,GLOBL,10635,1398703.98,1032890.1,,,
RADIOLOGY,74246,TOTAL,45828,2681759.69,1980063.91,,,
RADIOLOGY,74247,26,19272,675140.58,500241.1,,,
RADIOLOGY,74247,TC,202,22748.61,16809.439999999999,,,
RADIOLOGY,74247,GLOBL,6326,976968.14,721613.13,,,
RADIOLOGY,74247,TOTAL,25800,1674857.33,1238663.67,,,
RADIOLOGY,74249,26,17131,784561.27,590495.89,,,
RADIOLOGY,74249,TC,394,59306.52,44293.78,,,
RADIOLOGY,74249,GLOBL,3289,666471.16,504664.13,,,
RADIOLOGY,74249,TOTAL,20814,1510338.95,1139453.8,,,
RADIOLOGY,74250,26,54016,1290451.49,979415.56,,,
RADIOLOGY,74250,TC,525,43947.16,33134.99,,,
RADIOLOGY,74250,GLOBL,5076,571071.01,427522.23,,,
RADIOLOGY,74250,TOTAL,59617,1905469.66,1440072.78,,,
RADIOLOGY,74251,26,374,12835.01,9772.1,,,
RADIOLOGY,74251,GLOBL,N/A,1381.81,943.64,,,
RADIOLOGY,74251,TOTAL,382,14216.82,10715.74,,,
RADIOLOGY,74260,26,79,2055.52,1496.91,,,
RADIOLOGY,74260,GLOBL,N/A,132.81,104.12,,,
RADIOLOGY,74260,TOTAL,80,2188.33,1601.03,,,
RADIOLOGY,74261,26,4787,589328.53,447085.29,,,
RADIOLOGY,74261,TC,491,63586.82,48393.33,,,
RADIOLOGY,74261,GLOBL,3901,999114.48,763159.01,,,
RADIOLOGY,74261,TOTAL,9179,1652029.83,1258637.6299999999,,,
RADIOLOGY,74262,26,388,49677.64,37999.129999999997,,,
RADIOLOGY,74262,TC,N/A,0,0,,,
RADIOLOGY,74262,GLOBL,126,50167.99,38584.67,,,
RADIOLOGY,74262,TOTAL,514,99845.63,76583.799999999988,,,
RADIOLOGY,74263,26,N/A,0,0,,,
RADIOLOGY,74263,TC,N/A,0,0,,,
RADIOLOGY,74263,GLOBL,N/A,0,0,,,
RADIOLOGY,74263,TOTAL,N/A,0,0,,,
RADIOLOGY,74270,26,40229,1403741.57,1061468.48,,,
RADIOLOGY,74270,TC,366,43547.12,32813.230000000003,,,
RADIOLOGY,74270,GLOBL,2724,439141.82,325744.62,,,
RADIOLOGY,74270,TOTAL,43319,1886430.51,1420026.33,,,
RADIOLOGY,74280,26,14907,740509.81,553524.06999999995,,,
RADIOLOGY,74280,TC,279,40949.19,30183.19,,,
RADIOLOGY,74280,GLOBL,2314,473755.56,356429.81,,,
RADIOLOGY,74280,TOTAL,17500,1255214.56,940137.06999999983,,,
RADIOLOGY,74283,26,449,44648.45,34418.31,,,
RADIOLOGY,74283,TC,N/A,123.66,96.95,,,
RADIOLOGY,74283,GLOBL,791,156106.09,112351.05,,,
RADIOLOGY,74283,TOTAL,1241,200878.2,146866.31,,,
RADIOLOGY,74290,26,76,1225.28,960.61,,,
RADIOLOGY,74290,GLOBL,N/A,67.150000000000006,52.65,,,
RADIOLOGY,74290,TOTAL,77,1292.43,1013.26,,,
RADIOLOGY,74291,26,N/A,11.66,9.14,,,
RADIOLOGY,74291,GLOBL,N/A,42,32.93,,,
RADIOLOGY,74291,TOTAL,N/A,53.66,42.07,,,
RADIOLOGY,74300,26,44556,715281.05,548656.36,,,
RADIOLOGY,74300,TC,N/A,64.58,50.62,,,
RADIOLOGY,74300,GLOBL,31,1390.68,1057.58,,,
RADIOLOGY,74300,TOTAL,44589,716736.31,549764.55999999994,,,
RADIOLOGY,74301,26,148,1565.38,1212.3800000000001,,,
RADIOLOGY,74301,GLOBL,N/A,0,0,,,
RADIOLOGY,74301,TOTAL,148,1565.38,1212.3800000000001,,,
RADIOLOGY,74305,26,17410,375468.12,290661.77,,,
RADIOLOGY,74305,TC,11,190.51,124.74,,,
RADIOLOGY,74305,GLOBL,143,7796.02,5859.95,,,
RADIOLOGY,74305,TOTAL,17564,383454.65,296646.46000000002,,,
RADIOLOGY,74320,26,5430,146074.23999999999,113625.57,,,
RADIOLOGY,74320,GLOBL,24,2523.86,1978.76,,,
RADIOLOGY,74320,TOTAL,5454,148598.1,115604.33,,,
RADIOLOGY,74327,26,349,12546.77,9677.65,,,
RADIOLOGY,74327,GLOBL,N/A,787.72,511.17,,,
RADIOLOGY,74327,TOTAL,354,13334.49,10188.82,,,
RADIOLOGY,74328,26,55395,1794609.55,1384714.86,,,
RADIOLOGY,74328,TC,N/A,0,0,,,
RADIOLOGY,74328,GLOBL,21,3044.79,2256.44,,,
RADIOLOGY,74328,TOTAL,55416,1797654.34,1386971.3,,,
RADIOLOGY,74329,26,2620,89760.09,68954.95,,,
RADIOLOGY,74329,GLOBL,N/A,315.08,247.02,,,
RADIOLOGY,74329,TOTAL,2622,90075.17,69201.97,,,
RADIOLOGY,74330,26,22243,962827.86,743268.12,,,
RADIOLOGY,74330,TC,N/A,135.44,106.18,,,
RADIOLOGY,74330,GLOBL,N/A,730.87,433.54,,,
RADIOLOGY,74330,TOTAL,22248,963694.16999999993,743807.84000000008,,,
RADIOLOGY,74340,26,10477,281368.09999999998,217432.34,,,
RADIOLOGY,74340,TC,N/A,0,0,,,
RADIOLOGY,74340,GLOBL,N/A,939.46,636.83000000000004,,,
RADIOLOGY,74340,TOTAL,10486,282307.56,218069.17,,,
RADIOLOGY,74355,26,35,1330.19,1042.92,,,
RADIOLOGY,74355,GLOBL,N/A,0,0,,,
RADIOLOGY,74355,TOTAL,35,1330.19,1042.92,,,
RADIOLOGY,74360,26,3443,97140.49,75248.91,,,
RADIOLOGY,74360,TC,N/A,5.43,0,,,
RADIOLOGY,74360,GLOBL,125,16017.73,12201.55,,,
RADIOLOGY,74360,TOTAL,3569,113163.65,87450.46,,,
RADIOLOGY,74363,26,3072,138558.17000000001,108067.54,,,
RADIOLOGY,74363,GLOBL,N/A,946.3,741.89,,,
RADIOLOGY,74363,TOTAL,3076,139504.47,108809.43,,,
RADIOLOGY,74400,26,10377,255382.73,190641.1,,,
RADIOLOGY,74400,TC,539,45973.87,33822.080000000002,,,
RADIOLOGY,74400,GLOBL,3801,436665.22,325303.90000000002,,,
RADIOLOGY,74400,TOTAL,14717,738021.82000000007,549767.08000000007,,,
RADIOLOGY,74410,26,346,8442.86,6328.02,,,
RADIOLOGY,74410,TC,36,3019.95,2083.56,,,
RADIOLOGY,74410,GLOBL,892,96479.52,70927.81,,,
RADIOLOGY,74410,TOTAL,1274,107942.33,79339.39,,,
RADIOLOGY,74415,26,1343,32890.879999999997,24122.53,,,
RADIOLOGY,74415,TC,80,9009.9599999999991,6803.83,,,
RADIOLOGY,74415,GLOBL,635,86395.94,65264.86,,,
RADIOLOGY,74415,TOTAL,2058,128296.78,96191.22,,,
RADIOLOGY,74420,26,153902,2857071.15,2198500.59,,,
RADIOLOGY,74420,TC,12500,1717781.86,1342187.09,,,
RADIOLOGY,74420,GLOBL,1358,157885.25,120816.63,,,
RADIOLOGY,74420,TOTAL,167760,4732738.26,3661504.31,,,
RADIOLOGY,74425,26,36137,662173.25,513790.12,,,
RADIOLOGY,74425,TC,83,1388.65,1007.26,,,
RADIOLOGY,74425,GLOBL,982,74034.75,56464.47,,,
RADIOLOGY,74425,TOTAL,37202,737596.65,571261.85,,,
RADIOLOGY,74430,26,18281,281550.28000000003,216671.43,,,
RADIOLOGY,74430,TC,368,9161.2000000000007,6825.86,,,
RADIOLOGY,74430,GLOBL,4039,165102.35,125797.77,,,
RADIOLOGY,74430,TOTAL,22688,455813.83,349295.06,,,
RADIOLOGY,74440,26,15,291.70999999999998,228.72,,,
RADIOLOGY,74440,GLOBL,N/A,225.15,176.52,,,
RADIOLOGY,74440,TOTAL,18,516.86,405.24,,,
RADIOLOGY,74445,26,N/A,300.92,235.92,,,
RADIOLOGY,74445,GLOBL,26,3402.09,2545.98,,,
RADIOLOGY,74445,TOTAL,31,3703.01,2781.9,,,
RADIOLOGY,74450,26,5935,98180.34,74887.210000000006,,,
RADIOLOGY,74450,TC,29,1856.32,1341.64,,,
RADIOLOGY,74450,GLOBL,511,41087.410000000003,31278.81,,,
RADIOLOGY,74450,TOTAL,6475,141124.07,107507.66,,,
RADIOLOGY,74455,26,7657,126892.91,96894.89,,,
RADIOLOGY,74455,TC,335,23367.919999999998,17919.990000000002,,,
RADIOLOGY,74455,GLOBL,6858,602438.27,464632.84,,,
RADIOLOGY,74455,TOTAL,14850,752699.10000000009,579447.72,,,
RADIOLOGY,74470,26,82,2228.96,1724.47,,,
RADIOLOGY,74470,TC,N/A,44.63,34.99,,,
RADIOLOGY,74470,GLOBL,104,8749.15,6426.68,,,
RADIOLOGY,74470,TOTAL,187,11022.74,8186.14,,,
RADIOLOGY,74475,26,23374,640996.47,499644.37,,,
RADIOLOGY,74475,TC,N/A,0,0,,,
RADIOLOGY,74475,GLOBL,48,4916.62,3674.69,,,
RADIOLOGY,74475,TOTAL,23422,645913.09,503319.06,,,
RADIOLOGY,74480,26,14109,383553.97,298431.77,,,
RADIOLOGY,74480,TC,N/A,136.30000000000001,106.86,,,
RADIOLOGY,74480,GLOBL,48,4828,3785.02,,,
RADIOLOGY,74480,TOTAL,14159,388518.27,302323.65000000002,,,
RADIOLOGY,74485,26,3974,106938.91,83267.899999999994,,,
RADIOLOGY,74485,TC,N/A,0,0,,,
RADIOLOGY,74485,GLOBL,48,4354.1099999999997,3351.66,,,
RADIOLOGY,74485,TOTAL,4022,111293.02,86619.56,,,
RADIOLOGY,74710,26,N/A,35.86,28.11,,,
RADIOLOGY,74710,GLOBL,N/A,71.02,55.68,,,
RADIOLOGY,74710,TOTAL,N/A,106.88,83.789999999999992,,,
RADIOLOGY,74740,26,698,12755.88,9243.23,,,
RADIOLOGY,74740,TC,N/A,315.08999999999997,247.02,,,
RADIOLOGY,74740,GLOBL,214,17073.46,12437.31,,,
RADIOLOGY,74740,TOTAL,917,30144.43,21927.56,,,
RADIOLOGY,74742,26,N/A,232.46,182.26,,,
RADIOLOGY,74742,GLOBL,N/A,94,73.7,,,
RADIOLOGY,74742,TOTAL,N/A,326.45999999999998,255.96,,,
RADIOLOGY,74775,26,83,2643.12,1994.48,,,
RADIOLOGY,74775,GLOBL,11,883.12,692.38,,,
RADIOLOGY,74775,TOTAL,94,3526.24,2686.86,,,
RADIOLOGY,75557,26,2213,261462.53,198252.34,,,
RADIOLOGY,75557,TC,56,11719.08,9154.2099999999991,,,
RADIOLOGY,75557,GLOBL,284,88290.39,67153.37,,,
RADIOLOGY,75557,TOTAL,2553,361472,274559.92,,,
RADIOLOGY,75559,26,67,9531.7900000000009,7419.34,,,
RADIOLOGY,75559,TC,N/A,1496.4,1057.9000000000001,,,
RADIOLOGY,75559,GLOBL,N/A,1794.88,1407.19,,,
RADIOLOGY,75559,TOTAL,76,12823.07,9884.43,,,
RADIOLOGY,75561,26,12895,1689158.74,1280998.6399999999,,,
RADIOLOGY,75561,TC,314,98222.56,75912.2,,,
RADIOLOGY,75561,GLOBL,1463,610797.30000000005,468775.64,,,
RADIOLOGY,75561,TOTAL,14672,2398178.6,1825686.48,,,
RADIOLOGY,75563,26,1701,250989.33,189338.15,,,
RADIOLOGY,75563,TC,170,56141.67,43756.21,,,
RADIOLOGY,75563,GLOBL,389,220481.43,169688.69,,,
RADIOLOGY,75563,TOTAL,2260,527612.42999999993,402783.05,,,
RADIOLOGY,75565,26,4786,60126.12,46171.93,,,
RADIOLOGY,75565,TC,203,8156.62,6360.27,,,
RADIOLOGY,75565,GLOBL,694,40879.17,31696.16,,,
RADIOLOGY,75565,TOTAL,5683,109161.91,84228.36,,,
RADIOLOGY,75571,26,4911,139053.21,102566.01,,,
RADIOLOGY,75571,TC,268,5928.68,4207.8100000000004,,,
RADIOLOGY,75571,GLOBL,3194,164319.16,117360.84,,,
RADIOLOGY,75571,TOTAL,8373,309301.05,224134.66,,,
RADIOLOGY,75572,26,10629,879197.26,671002.5,,,
RADIOLOGY,75572,TC,249,47511.78,36337.47,,,
RADIOLOGY,75572,GLOBL,1739,502625.35,383840.98,,,
RADIOLOGY,75572,TOTAL,12617,1429334.39,1091180.95,,,
RADIOLOGY,75573,26,347,44404.3,33793.08,,,
RADIOLOGY,75573,TC,N/A,1092.78,856.75,,,
RADIOLOGY,75573,GLOBL,70,23691.67,18235.919999999998,,,
RADIOLOGY,75573,TOTAL,422,69188.75,52885.75,,,
RADIOLOGY,75574,26,27316,3283889.38,2499353.02,,,
RADIOLOGY,75574,TC,1099,230616.78,176036.92,,,
RADIOLOGY,75574,GLOBL,14347,5040965.0999999996,3863885.44,,,
RADIOLOGY,75574,TOTAL,42762,8555471.2599999998,6539275.3799999999,,,
RADIOLOGY,75600,26,1815,44506.99,34562.730000000003,,,
RADIOLOGY,75600,TC,N/A,880.07,689.98,,,
RADIOLOGY,75600,GLOBL,71,16583.16,13000.99,,,
RADIOLOGY,75600,TOTAL,1891,61970.22,48253.7,,,
RADIOLOGY,75605,26,2770,156684.29999999999,121550.63,,,
RADIOLOGY,75605,TC,N/A,618.03,484.53,,,
RADIOLOGY,75605,GLOBL,725,104955.63,82070.69,,,
RADIOLOGY,75605,TOTAL,3502,262257.96000000002,204105.85,,,
RADIOLOGY,75625,26,85096,4783338.8099999996,3717922.15,,,
RADIOLOGY,75625,TC,1426,119853.47,93905.61,,,
RADIOLOGY,75625,GLOBL,17460,2603479.21,2026521.9,,,
RADIOLOGY,75625,TOTAL,103982,7506671.4899999993,5838349.6600000001,,,
RADIOLOGY,75630,26,29946,2624379.77,2039594.53,,,
RADIOLOGY,75630,TC,90,7911.05,6202.16,,,
RADIOLOGY,75630,GLOBL,3935,733616.95,571965.65,,,
RADIOLOGY,75630,TOTAL,33971,3365907.77,2617762.34,,,
RADIOLOGY,75635,26,78617,9396381.4499999993,7154650.4100000001,,,
RADIOLOGY,75635,TC,4341,1171876.32,900701.64,,,
RADIOLOGY,75635,GLOBL,14268,5906833.9100000001,4537727.8099999996,,,
RADIOLOGY,75635,TOTAL,97226,16475091.68,12593079.859999999,,,
RADIOLOGY,75650,26,N/A,0,0,,,
RADIOLOGY,75650,TOTAL,N/A,0,0,,,
RADIOLOGY,75658,26,1103,70101.23,54653.03,,,
RADIOLOGY,75658,TC,N/A,106.05,83.14,,,
RADIOLOGY,75658,GLOBL,1502,254323.51,198443.68,,,
RADIOLOGY,75658,TOTAL,2606,324530.78999999998,253179.85,,,
RADIOLOGY,75671,26,N/A,0,0,,,
RADIOLOGY,75671,TOTAL,N/A,0,0,,,
RADIOLOGY,75680,26,N/A,0,0,,,
RADIOLOGY,75680,TOTAL,N/A,0,0,,,
RADIOLOGY,75705,26,6163,683722.13,534262.31999999995,,,
RADIOLOGY,75705,TC,N/A,1049.3399999999999,822.68,,,
RADIOLOGY,75705,GLOBL,95,22811.27,17883.91,,,
RADIOLOGY,75705,TOTAL,6264,707582.74,552968.91,,,
RADIOLOGY,75710,26,89361,4925322.08,3833430.17,,,
RADIOLOGY,75710,TC,615,74492.22,58285.64,,,
RADIOLOGY,75710,GLOBL,51594,9179798.9900000002,7147889.1299999999,,,
RADIOLOGY,75710,TOTAL,141570,14179613.289999999,11039604.939999999,,,
RADIOLOGY,75716,26,66166,4261458.53,3310128.97,,,
RADIOLOGY,75716,TC,1392,192182.55,150355.99,,,
RADIOLOGY,75716,GLOBL,17369,3691830.62,2875037.05,,,
RADIOLOGY,75716,TOTAL,84927,8145471.7000000002,6335522.0099999998,,,
RADIOLOGY,75726,26,41389,2378715.44,1856123.35,,,
RADIOLOGY,75726,TC,47,4695.66,3681.33,,,
RADIOLOGY,75726,GLOBL,1130,183831.31,142100.13,,,
RADIOLOGY,75726,TOTAL,42566,2567242.41,2001904.81,,,
RADIOLOGY,75731,26,48,2775.93,2176.3200000000002,,,
RADIOLOGY,75731,GLOBL,N/A,1787.8,1401.6,,,
RADIOLOGY,75731,TOTAL,58,4563.7299999999996,3577.92,,,
RADIOLOGY,75733,26,N/A,621.99,487.66,,,
RADIOLOGY,75733,GLOBL,N/A,2004,1571.1,,,
RADIOLOGY,75733,TOTAL,20,2625.99,2058.7600000000002,,,
RADIOLOGY,75736,26,5343,297619.98,232027.53,,,
RADIOLOGY,75736,TC,N/A,142.53,111.74,,,
RADIOLOGY,75736,GLOBL,1129,206689.9,160811.04999999999,,,
RADIOLOGY,75736,TOTAL,6473,504452.41,392950.31999999989,,,
RADIOLOGY,75741,26,426,27768.25,21710.62,,,
RADIOLOGY,75741,GLOBL,N/A,675.95,529.92999999999995,,,
RADIOLOGY,75741,TOTAL,430,28444.2,22240.55,,,
RADIOLOGY,75743,26,823,67600.5,52776.73,,,
RADIOLOGY,75743,TC,N/A,224.32,175.88,,,
RADIOLOGY,75743,GLOBL,N/A,352.88,276.66000000000003,,,
RADIOLOGY,75743,TOTAL,827,68177.700000000012,53229.27,,,
RADIOLOGY,75746,26,149,8678.0499999999993,6771.42,,,
RADIOLOGY,75746,GLOBL,N/A,1303.52,1021.96,,,
RADIOLOGY,75746,TOTAL,157,9981.57,7793.38,,,
RADIOLOGY,75756,26,539,32339.94,25184.01,,,
RADIOLOGY,75756,TC,N/A,114.48,89.75,,,
RADIOLOGY,75756,GLOBL,175,29005.88,22740.95,,,
RADIOLOGY,75756,TOTAL,715,61460.3,48014.71,,,
RADIOLOGY,75774,26,59522,1072458.93,836170.28,,,
RADIOLOGY,75774,TC,114,9240.69,7244.84,,,
RADIOLOGY,75774,GLOBL,10607,1067089.32,832123.21,,,
RADIOLOGY,75774,TOTAL,70243,2148788.94,1675538.33,,,
RADIOLOGY,75791,26,8984,722662.6,561601.96,,,
RADIOLOGY,75791,TC,30,7185.26,5633.23,,,
RADIOLOGY,75791,GLOBL,9486,3136726.06,2435991.6,,,
RADIOLOGY,75791,TOTAL,18500,3866573.92,3003226.79,,,
RADIOLOGY,75801,26,72,3242.87,2542.21,,,
RADIOLOGY,75801,GLOBL,N/A,0,0,,,
RADIOLOGY,75801,TOTAL,72,3242.87,2542.21,,,
RADIOLOGY,75803,26,14,833.41,651.52,,,
RADIOLOGY,75803,TC,N/A,0,0,,,
RADIOLOGY,75803,TOTAL,14,833.41,651.52,,,
RADIOLOGY,75805,26,29,1246.83,977.5,,,
RADIOLOGY,75805,TOTAL,29,1246.83,977.5,,,
RADIOLOGY,75807,26,83,5138.9399999999996,4028.88,,,
RADIOLOGY,75807,GLOBL,N/A,0,0,,,
RADIOLOGY,75807,TOTAL,83,5138.9399999999996,4028.88,,,
RADIOLOGY,75809,26,2782,64585.36,48384.07,,,
RADIOLOGY,75809,TC,36,3205.12,2512.7600000000002,,,
