CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2548 ,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
RADIOLOGY,72080,26,26229,317132.78999999998,232601.22,,,
RADIOLOGY,72080,TC,2445,59194.23,41701.32,,,
RADIOLOGY,72080,GLOBL,21030,765818.08,558865.26,,,
RADIOLOGY,72080,TOTAL,49704,1142145.1000000001,833167.79999999993,,,
RADIOLOGY,72090,26,12165,197715.17,146156.53,,,
RADIOLOGY,72090,TC,864,32340.81,23516.77,,,
RADIOLOGY,72090,GLOBL,8870,481190.54,358094.86,,,
RADIOLOGY,72090,TOTAL,21899,711246.52,527768.15999999992,,,
RADIOLOGY,72100,26,1065791,12849766.01,9316379.4700000007,,,
RADIOLOGY,72100,TC,140013,3342688.35,2373400.29,,,
RADIOLOGY,72100,GLOBL,809918,29277933.16,21293694.949999999,,,
RADIOLOGY,72100,TOTAL,2015722,45470387.520000003,32983474.710000001,,,
RADIOLOGY,72110,26,518563,8509739.7899999991,6098623.04,,,
RADIOLOGY,72110,TC,63676,2100778.2599999998,1477184.71,,,
RADIOLOGY,72110,GLOBL,357462,18081938.879999999,13058881.359999999,,,
RADIOLOGY,72110,TOTAL,939701,28692456.93,20634689.109999999,,,
RADIOLOGY,72114,26,38721,676542.99,495464.03,,,
RADIOLOGY,72114,TC,6685,312722.92,224670.15,,,
RADIOLOGY,72114,GLOBL,52314,3436513.49,2543937.77,,,
RADIOLOGY,72114,TOTAL,97720,4425779.4000000004,3264071.95,,,
RADIOLOGY,72120,26,16267,195371.2,144163.54999999999,,,
RADIOLOGY,72120,TC,1999,56003.11,39839.74,,,
RADIOLOGY,72120,GLOBL,21854,893098.39,659460.18000000005,,,
RADIOLOGY,72120,TOTAL,40120,1144472.7,843463.47,,,
RADIOLOGY,72125,26,919066,46736247.890000001,34858072.909999996,,,
RADIOLOGY,72125,TC,6257,734319.67,552005.80000000005,,,
RADIOLOGY,72125,GLOBL,24774,4462240.51,3362053.59,,,
RADIOLOGY,72125,TOTAL,950097,51932808.07,38772132.299999997,,,
RADIOLOGY,72126,26,17880,1029798.43,782706.49,,,
RADIOLOGY,72126,TC,536,86220.69,66244.539999999994,,,
RADIOLOGY,72126,GLOBL,2468,568304.05000000005,433321.2,,,
RADIOLOGY,72126,TOTAL,20884,1684323.17,1282272.23,,,
RADIOLOGY,72127,26,1730,103677.41,78939.73,,,
RADIOLOGY,72127,TC,85,16394.63,12109.59,,,
RADIOLOGY,72127,GLOBL,472,125873.34,96379.98,,,
RADIOLOGY,72127,TOTAL,2287,245945.38,187429.3,,,
RADIOLOGY,72128,26,125713,5368655.3600000003,4067387.06,,,
RADIOLOGY,72128,TC,2496,272588.19,207293.8,,,
RADIOLOGY,72128,GLOBL,8990,1478477.84,1125562.45,,,
RADIOLOGY,72128,TOTAL,137199,7119721.3900000006,5400243.3100000015,,,
RADIOLOGY,72129,26,15023,782816.21,599376.62,,,
RADIOLOGY,72129,TC,246,35580.620000000003,27215.21,,,
RADIOLOGY,72129,GLOBL,1232,252712.39,195283.4,,,
RADIOLOGY,72129,TOTAL,16501,1071109.22,821875.23,,,
RADIOLOGY,72130,26,1123,65553.320000000007,49959.91,,,
RADIOLOGY,72130,TC,65,13732.47,10579.4,,,
RADIOLOGY,72130,GLOBL,288,80436.55,62126.07,,,
RADIOLOGY,72130,TOTAL,1476,159722.34,122665.38,,,
RADIOLOGY,72131,26,347927,15729103.539999999,11836817.52,,,
RADIOLOGY,72131,TC,13773,1538850.55,1158136.1000000001,,,
RADIOLOGY,72131,GLOBL,51928,8817550.6600000001,6656869.96,,,
RADIOLOGY,72131,TOTAL,413628,26085504.75,19651823.579999998,,,
RADIOLOGY,72132,26,50456,2863312.26,2183003.04,,,
RADIOLOGY,72132,TC,1573,238743.33,182028.22,,,
RADIOLOGY,72132,GLOBL,7488,1631663.62,1245553.72,,,
RADIOLOGY,72132,TOTAL,59517,4733719.21,3610584.98,,,
RADIOLOGY,72133,26,3457,209160.87,158967.26,,,
RADIOLOGY,72133,TC,190,37823.82,28962.73,,,
RADIOLOGY,72133,GLOBL,1229,334404.71999999997,255217.95,,,
RADIOLOGY,72133,TOTAL,4876,581389.40999999992,443147.94000000012,,,
RADIOLOGY,72141,26,350115,25102604.239999998,18915355.559999999,,,
RADIOLOGY,72141,TC,60868,9166603.4800000004,6934670,,,
RADIOLOGY,72141,GLOBL,183421,42506435.399999999,32149991.960000001,,,
RADIOLOGY,72141,TOTAL,594404,76775643.120000005,58000017.520000003,,,
RADIOLOGY,72142,26,3277,257417.42,195567.06,,,
RADIOLOGY,72142,TC,341,58141.84,44264.32,,,
RADIOLOGY,72142,GLOBL,870,258241.38,197403.08,,,
RADIOLOGY,72142,TOTAL,4488,573800.64,437234.46,,,
RADIOLOGY,72146,26,134557,8735757.6899999995,6650672.2400000002,,,
RADIOLOGY,72146,TC,17577,2633500.6,2010161.47,,,
RADIOLOGY,72146,GLOBL,54022,12292296.359999999,9384476.0099999998,,,
RADIOLOGY,72146,TOTAL,206156,23661554.649999999,18045309.719999999,,,
RADIOLOGY,72147,26,2660,207983.78,160190.57,,,
RADIOLOGY,72147,TC,195,34924.589999999997,26745.47,,,
RADIOLOGY,72147,GLOBL,638,185042.48,143370.18,,,
RADIOLOGY,72147,TOTAL,3493,427950.85,330306.21999999997,,,
RADIOLOGY,72148,26,788192,59480571.890000001,44808168.729999997,,,
RADIOLOGY,72148,TC,158768,25047049.199999999,18937918.649999999,,,
RADIOLOGY,72148,GLOBL,433383.1,105216762.16,79689359.120000005,,,
RADIOLOGY,72148,TOTAL,1380343.1,189744383.25,143435446.5,,,
RADIOLOGY,72149,26,5296,466067.56,354693.76,,,
RADIOLOGY,72149,TC,428,94610.15,72973.41,,,
RADIOLOGY,72149,GLOBL,1629,526886.74,402027.36,,,
RADIOLOGY,72149,TOTAL,7353,1087564.45,829694.53,,,
RADIOLOGY,72156,26,83874,9071857.1300000008,6888018.4800000004,,,
RADIOLOGY,72156,TC,7571,1872419.8,1433780.89,,,
RADIOLOGY,72156,GLOBL,25565,9402257.5,7162629.8499999996,,,
RADIOLOGY,72156,TOTAL,117010,20346534.43,15484429.220000001,,,
RADIOLOGY,72157,26,67166,6661626.8600000003,5101809.62,,,
RADIOLOGY,72157,TC,4463,1218548.8400000001,936002.56000000006,,,
RADIOLOGY,72157,GLOBL,15239,5975724.96,4571963.2699999996,,,
RADIOLOGY,72157,TOTAL,86868,13855900.66,10609775.449999999,,,
RADIOLOGY,72158,26,194410,22723573.530000001,17240975.41,,,
RADIOLOGY,72158,TC,22720,5793339.9699999997,4441876.87,,,
RADIOLOGY,72158,GLOBL,66910,25603888.5,19556184.039999999,,,
RADIOLOGY,72158,TOTAL,284040,54120802,41239036.32,,,
RADIOLOGY,72159,26,71,6272.07,4807.76,,,
RADIOLOGY,72159,TC,N/A,688.54,455.72,,,
RADIOLOGY,72159,GLOBL,N/A,3468.66,2719.43,,,
RADIOLOGY,72159,TOTAL,81,10429.27,7982.9100000000008,,,
RADIOLOGY,72170,26,1154262,11154126.960000001,8249884.6399999997,,,
RADIOLOGY,72170,TC,62350,1223012.8799999999,883192.09,,,
RADIOLOGY,72170,GLOBL,684138,20105636.34,14786242.050000001,,,
RADIOLOGY,72170,TOTAL,1900750,32482776.18,23919318.780000001,,,
RADIOLOGY,72190,26,39485,464969.34,344540.35,,,
RADIOLOGY,72190,TC,3294,102355.86,74852.070000000007,,,
RADIOLOGY,72190,GLOBL,28028,1214832.57,888743.22,,,
RADIOLOGY,72190,TOTAL,70807,1782157.77,1308135.6399999999,,,
RADIOLOGY,72191,26,2170,196094.29,149704.42000000001,,,
RADIOLOGY,72191,TC,180,50111.57,39287.58,,,
RADIOLOGY,72191,GLOBL,427,166802.47,128906.91,,,
RADIOLOGY,72191,TOTAL,2777,413008.33,317898.90999999997,,,
RADIOLOGY,72192,26,136356,7433131.6900000004,5605164.8799999999,,,
RADIOLOGY,72192,TC,3217,261179.07,195488.95,,,
RADIOLOGY,72192,GLOBL,10452,1507701.65,1138409.8700000001,,,
RADIOLOGY,72192,TOTAL,150025,9202012.4100000001,6939063.7000000002,,,
RADIOLOGY,72193,26,30612,1730603.58,1296990.56,,,
RADIOLOGY,72193,TC,1443,238121.36,179446.39,,,
RADIOLOGY,72193,GLOBL,3746,855840.22,654590.97,,,
RADIOLOGY,72193,TOTAL,35801,2824565.16,2131027.92,,,
RADIOLOGY,72194,26,4348,263228.59999999998,198781.3,,,
RADIOLOGY,72194,TC,428,88007.72,66424.72,,,
RADIOLOGY,72194,GLOBL,1610,443779.88,338077.28,,,
RADIOLOGY,72194,TOTAL,6386,795016.2,603283.30000000005,,,
RADIOLOGY,72195,26,49271,3442260.41,2617261.44,,,
RADIOLOGY,72195,TC,7539,2176523.86,1676537.36,,,
RADIOLOGY,72195,GLOBL,22634,8529319.3800000008,6561815.96,,,
RADIOLOGY,72195,TOTAL,79444,14148103.65,10855614.76,,,
RADIOLOGY,72196,26,1752,148143.82,112455.46,,,
RADIOLOGY,72196,TC,80,22553.99,17269.39,,,
RADIOLOGY,72196,GLOBL,772,318801.46000000002,245076.85,,,
RADIOLOGY,72196,TOTAL,2604,489499.27,374801.7,,,
RADIOLOGY,72197,26,63763,7212053.21,5470027.04,,,
RADIOLOGY,72197,TC,5598,2016163.58,1557573.68,,,
RADIOLOGY,72197,GLOBL,27990,14064200.65,10832473.98,,,
RADIOLOGY,72197,TOTAL,97351,23292417.440000001,17860074.699999999,,,
RADIOLOGY,72198,26,2526,188877.33,145560.54999999999,,,
RADIOLOGY,72198,TC,203,42743.06,33450.65,,,
RADIOLOGY,72198,GLOBL,1011,315807.75,246212.94,,,
RADIOLOGY,72198,TOTAL,3740,547428.14,425224.14,,,
RADIOLOGY,72200,26,8868,79277.55,58117.85,,,
RADIOLOGY,72200,TC,1653,34335.43,25485.55,,,
RADIOLOGY,72200,GLOBL,5976,180587.78,134413.56,,,
RADIOLOGY,72200,TOTAL,16497,294200.76,218016.96,,,
RADIOLOGY,72202,26,18866,181978.99,132164.62,,,
RADIOLOGY,72202,TC,2916,74803.94,53816,,,
RADIOLOGY,72202,GLOBL,10514,383731.98,279615.49,,,
RADIOLOGY,72202,TOTAL,32296,640514.90999999992,465596.11,,,
RADIOLOGY,72220,26,89344,799407.67,583012.25,,,
RADIOLOGY,72220,TC,11365,231567.28,168762.86,,,
RADIOLOGY,72220,GLOBL,33090,985811.73,719551.88,,,
RADIOLOGY,72220,TOTAL,133799,2016786.68,1471326.99,,,
RADIOLOGY,72240,26,5736,256101.23,195958.24,,,
RADIOLOGY,72240,TC,141,11291.5,8622.0300000000007,,,
RADIOLOGY,72240,GLOBL,1131,148016.38,112951.92,,,
RADIOLOGY,72240,TOTAL,7008,415409.11,317532.19,,,
RADIOLOGY,72255,26,531,24001.91,18417.689999999999,,,
RADIOLOGY,72255,TC,11,777.4,609.49,,,
RADIOLOGY,72255,GLOBL,210,26855.43,20674.07,,,
RADIOLOGY,72255,TOTAL,752,51634.74,39701.249999999993,,,
RADIOLOGY,72265,26,25726,1058372.04,812158.24,,,
RADIOLOGY,72265,TC,673,54042.09,41327.46,,,
RADIOLOGY,72265,GLOBL,5338,682187.48,527364.99,,,
RADIOLOGY,72265,TOTAL,31737,1794601.61,1380850.69,,,
RADIOLOGY,72270,26,6904,451475.19,345725.67,,,
RADIOLOGY,72270,TC,159,19225.39,14769.78,,,
RADIOLOGY,72270,GLOBL,1417,275130.90999999997,212136.1,,,
RADIOLOGY,72270,TOTAL,8480,745831.49,572631.55000000005,,,
RADIOLOGY,72275,26,39481,1621493.15,1247252.99,,,
RADIOLOGY,72275,TC,81,6406.62,4582.01,,,
RADIOLOGY,72275,GLOBL,44141,5267994.95,4067551.74,,,
RADIOLOGY,72275,TOTAL,83703,6895894.7200000007,5319386.74,,,
RADIOLOGY,72285,26,587,35577.089999999997,27638.13,,,
RADIOLOGY,72285,TC,63,3125.28,2450.21,,,
RADIOLOGY,72285,GLOBL,363,42132.9,32344.2,,,
RADIOLOGY,72285,TOTAL,1013,80835.26999999999,62432.540000000008,,,
RADIOLOGY,72291,26,54501,3944759.75,3081989.74,,,
RADIOLOGY,72291,TC,N/A,299.26,234.62,,,
RADIOLOGY,72291,GLOBL,5793,921429.5,720588.45,,,
RADIOLOGY,72291,TOTAL,60299,4866488.51,3802812.810000001,,,
RADIOLOGY,72292,26,851,63146.080000000002,49195.98,,,
RADIOLOGY,72292,TC,N/A,0,0,,,
RADIOLOGY,72292,GLOBL,20,4801.45,3764.36,,,
RADIOLOGY,72292,TOTAL,871,67947.53,52960.34,,,
RADIOLOGY,72295,26,5457,235413.8,179661.01,,,
RADIOLOGY,72295,TC,152,7863.15,6164.73,,,
RADIOLOGY,72295,GLOBL,4616,446514.4,341978.55,,,
RADIOLOGY,72295,TOTAL,10225,689791.35,527804.29,,,
RADIOLOGY,73000,26,48564,416102.71,302180.36,,,
RADIOLOGY,73000,TC,6089,124927.14,89569.78,,,
RADIOLOGY,73000,GLOBL,42101,1235325.67,901975.19,,,
RADIOLOGY,73000,TOTAL,96754,1776355.52,1293725.33,,,
RADIOLOGY,73010,26,18391,183488.69,133784.71,,,
RADIOLOGY,73010,TC,2608,57846,42726.36,,,
RADIOLOGY,73010,GLOBL,31807,1035840.42,768043.68,,,
RADIOLOGY,73010,TOTAL,52806,1277175.1100000001,944554.75,,,
RADIOLOGY,73020,26,89028,699483.92,520153.35,,,
RADIOLOGY,73020,TC,3800,59566.73,42435.37,,,
RADIOLOGY,73020,GLOBL,54780,1302531.24,967329.29,,,
RADIOLOGY,73020,TOTAL,147608,2061581.89,1529918.01,,,
RADIOLOGY,73030,26,1215264,12556606.859999999,9048058.3000000007,,,
RADIOLOGY,73030,TC,153608,3216817.93,2269625.58,,,
RADIOLOGY,73030,GLOBL,1163651.5,36789913.189999998,26792338.760000002,,,
RADIOLOGY,73030,TOTAL,2532523.5,52563337.979999997,38110022.640000001,,,
RADIOLOGY,73040,26,8767,244107.74,185335.09,,,
RADIOLOGY,73040,TC,884,66890.33,51009.79,,,
RADIOLOGY,73040,GLOBL,6685,729876.35,560651.30000000005,,,
RADIOLOGY,73040,TOTAL,16336,1040874.42,796996.18,,,
RADIOLOGY,73050,26,2803,32051.16,22538.54,,,
RADIOLOGY,73050,TC,572,16271.11,11469.99,,,
RADIOLOGY,73050,GLOBL,7604,299609.74,222924.43,,,
RADIOLOGY,73050,TOTAL,10979,347932.01,256932.96,,,
RADIOLOGY,73060,26,251444,2252118.15,1655850.05,,,
RADIOLOGY,73060,TC,21782,439626.54,322968.76,,,
RADIOLOGY,73060,GLOBL,99764,2921806.72,2148607.37,,,
RADIOLOGY,73060,TOTAL,372990,5613551.4100000001,4127426.18,,,
RADIOLOGY,73070,26,124889,1021759.03,754644.2,,,
RADIOLOGY,73070,TC,15713,317497.57,232628.11,,,
RADIOLOGY,73070,GLOBL,107067,3026887.05,2220342.98,,,
RADIOLOGY,73070,TOTAL,247669,4366143.6500000004,3207615.29,,,
RADIOLOGY,73080,26,232693,2089155.66,1514169.07,,,
RADIOLOGY,73080,TC,17095,424254.71999999997,300542.59999999998,,,
RADIOLOGY,73080,GLOBL,105650,3649033.6,2651201.6,,,
RADIOLOGY,73080,TOTAL,355438,6162443.9800000004,4465913.2699999996,,,
RADIOLOGY,73085,26,64,1888,1458.52,,,
RADIOLOGY,73085,TC,16,1186.29,930.04,,,
RADIOLOGY,73085,GLOBL,138,14583.92,11269.51,,,
RADIOLOGY,73085,TOTAL,218,17658.21,13658.07,,,
RADIOLOGY,73090,26,173385,1489135.24,1091091.45,,,
RADIOLOGY,73090,TC,15266,298534.78000000003,220964.4,,,
RADIOLOGY,73090,GLOBL,51024,1442704.18,1064341.18,,,
RADIOLOGY,73090,TOTAL,239675,3230374.2,2376397.0299999998,,,
RADIOLOGY,73092,26,N/A,53.6,42.04,,,
RADIOLOGY,73092,TC,N/A,36.43,28.56,,,
RADIOLOGY,73092,GLOBL,20,565.17999999999995,322.04000000000002,,,
RADIOLOGY,73092,TOTAL,29,655.20999999999992,392.64,,,
RADIOLOGY,73100,26,128099,1180701.29,874613.17,,,
RADIOLOGY,73100,TC,18727,421193.18,309019.25,,,
RADIOLOGY,73100,GLOBL,206190.5,6512010.5300000003,4810548.3899999997,,,
RADIOLOGY,73100,TOTAL,353016.5,8113905,5994180.8099999996,,,
RADIOLOGY,73110,26,535707,4797724.33,3458006.38,,,
RADIOLOGY,73110,TC,60601,1749042.27,1249432.1200000001,,,
RADIOLOGY,73110,GLOBL,413841,16005430.35,11737657.01,,,
RADIOLOGY,73110,TOTAL,1010149,22552196.949999999,16445095.51,,,
RADIOLOGY,73115,26,503,14475.36,10958.42,,,
RADIOLOGY,73115,TC,42,3247.88,2546.31,,,
RADIOLOGY,73115,GLOBL,573,65546.5,50073.53,,,
RADIOLOGY,73115,TOTAL,1118,83269.740000000005,63578.259999999987,,,
RADIOLOGY,73120,26,111603,963945.88,708165.23,,,
RADIOLOGY,73120,TC,26140,510266.77,371944.64,,,
RADIOLOGY,73120,GLOBL,155684.5,4394174.6100000003,3235400.82,,,
RADIOLOGY,73120,TOTAL,293427.5,5868387.2599999998,4315510.6899999985,,,
RADIOLOGY,73130,26,588436,5293888.8,3789451.01,,,
RADIOLOGY,73130,TC,69791,1680410.64,1195535.52,,,
RADIOLOGY,73130,GLOBL,420861.2,14347058.789999999,10453149.859999999,,,
RADIOLOGY,73130,TOTAL,1079088.2,21321358.23,15438136.390000001,,,
RADIOLOGY,73140,26,151969,1082677.02,762059.31,,,
RADIOLOGY,73140,TC,22053,574004.17000000004,398913.12,,,
RADIOLOGY,73140,GLOBL,196170.5,6600439.4800000004,4785359.7699999996,,,
RADIOLOGY,73140,TOTAL,370192.5,8257120.6699999999,5946332.1999999993,,,
RADIOLOGY,73200,26,70326,3514682.64,2636822.34,,,
RADIOLOGY,73200,TC,3428,399161.43,298011.96000000002,,,
RADIOLOGY,73200,GLOBL,15949,2817438.47,2125214.29,,,
RADIOLOGY,73200,TOTAL,89703,6731282.54,5060048.59,,,
RADIOLOGY,73201,26,11341,653738.21,495531.7,,,
RADIOLOGY,73201,TC,621,99872.53,76985.78,,,
RADIOLOGY,73201,GLOBL,2768,639592.49,490206.21,,,
RADIOLOGY,73201,TOTAL,14730,1393203.23,1062723.69,,,
RADIOLOGY,73202,26,1246,74513.25,55805.38,,,
RADIOLOGY,73202,TC,74,16315.86,12586.58,,,
RADIOLOGY,73202,GLOBL,641,189740.91,146601.63,,,
RADIOLOGY,73202,TOTAL,1961,280570.02,214993.59,,,
RADIOLOGY,73206,26,3197,275943.96999999997,211159.7,,,
RADIOLOGY,73206,TC,69,15074.33,11635.28,,,
RADIOLOGY,73206,GLOBL,296,91309.26,71085.350000000006,,,
RADIOLOGY,73206,TOTAL,3562,382327.56,293880.33000000007,,,
RADIOLOGY,73218,26,18502,1171730.3,886921.05,,,
RADIOLOGY,73218,TC,6223,1684910.0800000001,1298278.19,,,
RADIOLOGY,73218,GLOBL,10659,3948623.13,3023243.75,,,
RADIOLOGY,73218,TOTAL,35384,6805263.5099999998,5208442.99,,,
RADIOLOGY,73219,26,267,21522.09,16322.52,,,
RADIOLOGY,73219,TC,19,6106.56,4643.45,,,
RADIOLOGY,73219,GLOBL,94,39419.61,30250.66,,,
RADIOLOGY,73219,TOTAL,380,67048.259999999995,51216.63,,,
RADIOLOGY,73220,26,8676,933343.32,705474.25,,,
RADIOLOGY,73220,TC,1152,446544.98,342380.23,,,
RADIOLOGY,73220,GLOBL,3437,1798132.52,1380403.29,,,
RADIOLOGY,73220,TOTAL,13265,3178020.82,2428257.77,,,
RADIOLOGY,73221,26,254035,17390458.93,13024250.439999999,,,
RADIOLOGY,73221,TC,73806,13101580.58,9865880.4600000009,,,
RADIOLOGY,73221,GLOBL,167262,43178256.890000001,32559361.620000001,,,
RADIOLOGY,73221,TOTAL,495103,73670296.400000006,55449492.520000003,,,
RADIOLOGY,73222,26,14310,1169859.54,879610.13,,,
RADIOLOGY,73222,TC,3021,918733.91,706606.56,,,
RADIOLOGY,73222,GLOBL,6810,2710471.47,2075237.3,,,
RADIOLOGY,73222,TOTAL,24141,4799064.92,3661453.99,,,
RADIOLOGY,73223,26,9927,1060940.5,804535.33,,,
RADIOLOGY,73223,TC,1328,466957.78,358983.14,,,
RADIOLOGY,73223,GLOBL,4801,2309090.63,1775413.24,,,
RADIOLOGY,73223,TOTAL,16056,3836988.91,2938931.71,,,
RADIOLOGY,73225,26,64,5152.72,3809.72,,,
RADIOLOGY,73225,TC,N/A,319.41000000000003,250.42,,,
RADIOLOGY,73225,GLOBL,N/A,1240.3599999999999,972.44,,,
RADIOLOGY,73225,TOTAL,68,6712.49,5032.58,,,
RADIOLOGY,73500,26,279257,2682950.0099999998,1999394.64,,,
RADIOLOGY,73500,TC,16733,297323.63,211521.79,,,
RADIOLOGY,73500,GLOBL,245781,6744241.9500000002,4956764.2300000004,,,
RADIOLOGY,73500,TOTAL,541771,9724515.5899999999,7167680.6600000001,,,
RADIOLOGY,73510,26,1567181,18405788.68,13501970.550000001,,,
RADIOLOGY,73510,TC,157477,4378911.9800000004,3129765.7,,,
RADIOLOGY,73510,GLOBL,898476.5,35881998.75,25997110.859999999,,,
RADIOLOGY,73510,TOTAL,2623134.5,58666699.409999996,42628847.109999999,,,
RADIOLOGY,73520,26,210724,2991181.57,2178251.75,,,
RADIOLOGY,73520,TC,26650,738142.94,527353.67000000004,,,
RADIOLOGY,73520,GLOBL,159581,6770888.0800000001,4878427.46,,,
RADIOLOGY,73520,TOTAL,396955,10500212.59,7584032.8799999999,,,
RADIOLOGY,73525,26,6001,176725.08,134629.68,,,
RADIOLOGY,73525,TC,354,27054.11,20261.39,,,
RADIOLOGY,73525,GLOBL,7418,798623.8,617039.32999999996,,,
RADIOLOGY,73525,TOTAL,13773,1002402.99,771930.39999999991,,,
RADIOLOGY,73530,26,75717,1170652.3999999999,891525.39,,,
RADIOLOGY,73530,TC,30,451.93,304.68,,,
RADIOLOGY,73530,GLOBL,207,6299.52,4678.08,,,
RADIOLOGY,73530,TOTAL,75954,1177403.8500000001,896508.15,,,
RADIOLOGY,73540,26,147,1667.74,1233.1099999999999,,,
RADIOLOGY,73540,TC,15,498.51,288.81,,,
RADIOLOGY,73540,GLOBL,76,3462.8,2559.15,,,
RADIOLOGY,73540,TOTAL,238,5629.05,4081.07,,,
RADIOLOGY,73550,26,422330,4084695.84,3045243.45,,,
RADIOLOGY,73550,TC,26277,509346.37,377469.68,,,
RADIOLOGY,73550,GLOBL,139548,4066095.37,2993736.79,,,
RADIOLOGY,73550,TOTAL,588155,8660137.5800000001,6416449.9199999999,,,
RADIOLOGY,73560,26,934974,9010140.6600000001,6624261.25,,,
RADIOLOGY,73560,TC,115728.5,2477553.34,1774155.45,,,
RADIOLOGY,73560,GLOBL,1035761,32279300.260000002,23588866.809999999,,,
RADIOLOGY,73560,TOTAL,2086463.5,43766994.260000013,31987283.510000002,,,
RADIOLOGY,73562,26,852543,8870792.0700000003,6364418.8399999999,,,
RADIOLOGY,73562,TC,118599,3290619.59,2324219.59,,,
RADIOLOGY,73562,GLOBL,1176349.7,45036307.960000001,32640162.949999999,,,
RADIOLOGY,73562,TOTAL,2147491.7000000002,57197719.619999997,41328801.380000003,,,
RADIOLOGY,73564,26,584463,7193331.3799999999,5135723.47,,,
RADIOLOGY,73564,TC,61300,1978018.85,1385505.67,,,
RADIOLOGY,73564,GLOBL,617380,27615222.609999999,20134827.199999999,,,
RADIOLOGY,73564,TOTAL,1263143,36786572.840000004,26656056.34,,,
RADIOLOGY,73565,26,52366,508243.93,364104.44,,,
RADIOLOGY,73565,TC,15392,396067.96,278891.39,,,
RADIOLOGY,73565,GLOBL,261777,9348714.2100000009,6890625.6500000004,,,
RADIOLOGY,73565,TOTAL,329535,10253026.1,7533621.4800000004,,,
RADIOLOGY,73580,26,1803,53077.43,40686.57,,,
RADIOLOGY,73580,TC,320,31237.23,23457.93,,,
RADIOLOGY,73580,GLOBL,30515,3978863.63,3081200.65,,,
RADIOLOGY,73580,TOTAL,32638,4063178.29,3145345.15,,,
RADIOLOGY,73590,26,363662,3263608.13,2395146.15,,,
RADIOLOGY,73590,TC,28202,531466.42000000004,387790.15,,,
RADIOLOGY,73590,GLOBL,119682,3351802.04,2458157.7599999998,,,
RADIOLOGY,73590,TOTAL,511546,7146876.5899999999,5241094.0599999996,,,
RADIOLOGY,73592,26,21,179.15,133.58000000000001,,,
RADIOLOGY,73592,TC,N/A,44.54,34.92,,,
RADIOLOGY,73592,GLOBL,N/A,156.63,122.79,,,
RADIOLOGY,73592,TOTAL,30,380.32,291.29000000000002,,,
RADIOLOGY,73600,26,122608,1057034.3500000001,786155.22,,,
RADIOLOGY,73600,TC,15081,312028.53000000003,230804.02,,,
RADIOLOGY,73600,GLOBL,140800,4092165.63,3022540.19,,,
RADIOLOGY,73600,TOTAL,278489,5461228.5099999998,4039499.43,,,
RADIOLOGY,73610,26,680527,6081298.5599999996,4396865.28,,,
RADIOLOGY,73610,TC,72321,1777307.89,1265391.44,,,
RADIOLOGY,73610,GLOBL,526395,17938402.82,13044354.52,,,
RADIOLOGY,73610,TOTAL,1279243,25797009.27,18706611.239999998,,,
RADIOLOGY,73615,26,133,4087.2,3109.4,,,
RADIOLOGY,73615,TC,25,1815.56,1206.4000000000001,,,
RADIOLOGY,73615,GLOBL,961,102723.9,78530.31,,,
RADIOLOGY,73615,TOTAL,1119,108626.66,82846.11,,,
RADIOLOGY,73620,26,165042,1311106.27,973274.91,,,
RADIOLOGY,73620,TC,29451,584209.82999999996,428425.27,,,
RADIOLOGY,73620,GLOBL,556329,15665634.390000001,11497724.24,,,
RADIOLOGY,73620,TOTAL,750822,17560950.489999998,12899424.42,,,
RADIOLOGY,73630,26,988952,8525604,6168111.5300000003,,,
RADIOLOGY,73630,TC,122104,2800562.8,1986822.69,,,
RADIOLOGY,73630,GLOBL,1387394,44738408.119999997,32602577.579999998,,,
RADIOLOGY,73630,TOTAL,2498450,56064574.919999987,40757511.799999997,,,
RADIOLOGY,73650,26,41126,338957.36,244644.87,,,
RADIOLOGY,73650,TC,6811,137906.44,95683.97,,,
RADIOLOGY,73650,GLOBL,60582.5,1737417.57,1250718.3999999999,,,
RADIOLOGY,73650,TOTAL,108519.5,2214281.37,1591047.24,,,
RADIOLOGY,73660,26,68746,466720.85,336236.72,,,
RADIOLOGY,73660,TC,10064,237043.77,166923.51999999999,,,
RADIOLOGY,73660,GLOBL,45988,1423492.3,1030050.5,,,
RADIOLOGY,73660,TOTAL,124798,2127256.92,1533210.74,,,
RADIOLOGY,73700,26,198508,9838972.0999999996,7409476.4299999997,,,
RADIOLOGY,73700,TC,6351,734975.88,553174.97,,,
RADIOLOGY,73700,GLOBL,28351,4976877.84,3751929.8,,,
RADIOLOGY,73700,TOTAL,233210,15550825.82,11714581.199999999,,,
RADIOLOGY,73701,26,31840,1692535.88,1291401.69,,,
RADIOLOGY,73701,TC,436,65303.03,49984.5,,,
RADIOLOGY,73701,GLOBL,1922,437167.99,334861.77,,,
RADIOLOGY,73701,TOTAL,34198,2195006.9,1676247.96,,,
RADIOLOGY,73702,26,3139,183574.42,139295.53,,,
RADIOLOGY,73702,TC,128,27697.65,21285.62,,,
RADIOLOGY,73702,GLOBL,1284,374664.38,288068.37,,,
RADIOLOGY,73702,TOTAL,4551,585936.44999999995,448649.52,,,
