CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
DIGESTIVE SYSTEM,46500,OTHER,12254,3012087.79,2292135.3199999998,,,
DIGESTIVE SYSTEM,46500,TOTAL,12258,3012405.39,2292384.2999999998,,,
DIGESTIVE SYSTEM,46505,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46505,SG,N/A,1198.25,939.43,,,
DIGESTIVE SYSTEM,46505,OTHER,981,272108.75,208571.46,,,
DIGESTIVE SYSTEM,46505,TOTAL,983,273307,209510.89,,,
DIGESTIVE SYSTEM,46600,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46600,SG,N/A,405.36,310.86,,,
DIGESTIVE SYSTEM,46600,OTHER,95881,8233507.7300000004,6080755.4900000002,,,
DIGESTIVE SYSTEM,46600,TOTAL,95889,8233913.0900000008,6081066.3500000006,,,
DIGESTIVE SYSTEM,46604,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46604,SG,N/A,438.07,343.45,,,
DIGESTIVE SYSTEM,46604,OTHER,1417,718403.11,553401.66,,,
DIGESTIVE SYSTEM,46604,TOTAL,1418,718841.17999999993,553745.11,,,
DIGESTIVE SYSTEM,46606,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46606,SG,11,1759.37,1379.37,,,
DIGESTIVE SYSTEM,46606,OTHER,2709,374473.01,284712.7,,,
DIGESTIVE SYSTEM,46606,TOTAL,2720,376232.38,286092.07,,,
DIGESTIVE SYSTEM,46608,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46608,OTHER,80,8503,6579.61,,,
DIGESTIVE SYSTEM,46608,TOTAL,80,8503,6579.61,,,
DIGESTIVE SYSTEM,46610,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46610,SG,N/A,994.75,779.88,,,
DIGESTIVE SYSTEM,46610,OTHER,196,31196.06,23886.82,,,
DIGESTIVE SYSTEM,46610,TOTAL,197,32190.81,24666.7,,,
DIGESTIVE SYSTEM,46611,OTHER,527,85151.33,63840.28,,,
DIGESTIVE SYSTEM,46611,TOTAL,527,85151.33,63840.28,,,
DIGESTIVE SYSTEM,46612,SG,N/A,996.26,665.82,,,
DIGESTIVE SYSTEM,46612,OTHER,113,21449.85,16480.150000000001,,,
DIGESTIVE SYSTEM,46612,TOTAL,114,22446.11,17145.97,,,
DIGESTIVE SYSTEM,46614,SG,N/A,47.41,37.17,,,
DIGESTIVE SYSTEM,46614,OTHER,861,82859.78,62269.22,,,
DIGESTIVE SYSTEM,46614,TOTAL,862,82907.19,62306.39,,,
DIGESTIVE SYSTEM,46615,80S,N/A,25.96,20.350000000000001,,,
DIGESTIVE SYSTEM,46615,SG,N/A,1992.52,1562.14,,,
DIGESTIVE SYSTEM,46615,OTHER,787,124338.17,93601.65,,,
DIGESTIVE SYSTEM,46615,TOTAL,791,126356.65,95184.14,,,
DIGESTIVE SYSTEM,46700,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46700,SG,N/A,479.1,375.61,,,
DIGESTIVE SYSTEM,46700,OTHER,423,289759.65000000002,224730.31,,,
DIGESTIVE SYSTEM,46700,TOTAL,424,290238.75,225105.92000000001,,,
DIGESTIVE SYSTEM,46706,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46706,OTHER,73,18457.439999999999,14309.59,,,
DIGESTIVE SYSTEM,46706,TOTAL,73,18457.439999999999,14309.59,,,
DIGESTIVE SYSTEM,46707,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46707,OTHER,127,60863.1,47017.83,,,
DIGESTIVE SYSTEM,46707,TOTAL,127,60863.1,47017.83,,,
DIGESTIVE SYSTEM,46710,80S,N/A,168.47,132.08000000000001,,,
DIGESTIVE SYSTEM,46710,OTHER,N/A,7795.39,6111.59,,,
DIGESTIVE SYSTEM,46710,TOTAL,N/A,7963.8600000000006,6243.67,,,
DIGESTIVE SYSTEM,46712,OTHER,N/A,6528.34,3830.6,,,
DIGESTIVE SYSTEM,46712,TOTAL,N/A,6528.34,3830.6,,,
DIGESTIVE SYSTEM,46715,OTHER,N/A,980.22,768.49,,,
DIGESTIVE SYSTEM,46715,TOTAL,N/A,980.22,768.49,,,
DIGESTIVE SYSTEM,46730,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,46730,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,46740,OTHER,N/A,8993.75,7051.1,,,
DIGESTIVE SYSTEM,46740,TOTAL,N/A,8993.75,7051.1,,,
DIGESTIVE SYSTEM,46742,80S,N/A,695.99,545.65,,,
DIGESTIVE SYSTEM,46742,OTHER,N/A,4702.6000000000004,3686.84,,,
DIGESTIVE SYSTEM,46742,TOTAL,N/A,5398.59,4232.49,,,
DIGESTIVE SYSTEM,46744,OTHER,19,61753.86,48414.99,,,
DIGESTIVE SYSTEM,46744,TOTAL,19,61753.86,48414.99,,,
DIGESTIVE SYSTEM,46750,80S,92,7654.57,5964.4,,,
DIGESTIVE SYSTEM,46750,SG,N/A,1418.59,1112.17,,,
DIGESTIVE SYSTEM,46750,OTHER,518,326518.2,251454.54,,,
DIGESTIVE SYSTEM,46750,TOTAL,611,335591.36,258531.11,,,
DIGESTIVE SYSTEM,46753,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46753,OTHER,61,36694.39,28202.46,,,
DIGESTIVE SYSTEM,46753,TOTAL,61,36694.39,28202.46,,,
DIGESTIVE SYSTEM,46754,OTHER,26,5969.1,4617.09,,,
DIGESTIVE SYSTEM,46754,TOTAL,26,5969.1,4617.09,,,
DIGESTIVE SYSTEM,46760,80S,N/A,448.5,351.63,,,
DIGESTIVE SYSTEM,46760,OTHER,16,16642.59,13047.8,,,
DIGESTIVE SYSTEM,46760,TOTAL,19,17091.09,13399.43,,,
DIGESTIVE SYSTEM,46761,80S,75,7700.02,5912.99,,,
DIGESTIVE SYSTEM,46761,OTHER,286,189691.69,146656.38,,,
DIGESTIVE SYSTEM,46761,TOTAL,361,197391.71,152569.37,,,
DIGESTIVE SYSTEM,46762,OTHER,N/A,8178.44,6411.88,,,
DIGESTIVE SYSTEM,46762,TOTAL,N/A,8178.44,6411.88,,,
DIGESTIVE SYSTEM,46900,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46900,SG,N/A,170.16,133.41,,,
DIGESTIVE SYSTEM,46900,OTHER,1915,414338.15,310663.07,,,
DIGESTIVE SYSTEM,46900,TOTAL,1916,414508.31,310796.48,,,
DIGESTIVE SYSTEM,46910,SG,13,2119.04,1546.07,,,
DIGESTIVE SYSTEM,46910,OTHER,994,157883.42000000001,119199.79,,,
DIGESTIVE SYSTEM,46910,TOTAL,1007,160002.46,120745.86,,,
DIGESTIVE SYSTEM,46916,SG,N/A,72.36,56.73,,,
DIGESTIVE SYSTEM,46916,OTHER,909,199796.45,150872.26,,,
DIGESTIVE SYSTEM,46916,TOTAL,910,199868.81,150928.99,,,
DIGESTIVE SYSTEM,46917,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46917,OTHER,408,108433.73,82036.179999999993,,,
DIGESTIVE SYSTEM,46917,TOTAL,408,108433.73,82036.179999999993,,,
DIGESTIVE SYSTEM,46922,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46922,SG,27,22116.33,16560.419999999998,,,
DIGESTIVE SYSTEM,46922,OTHER,2665,587842.88,451184.84,,,
DIGESTIVE SYSTEM,46922,TOTAL,2692,609959.21,467745.26,,,
DIGESTIVE SYSTEM,46924,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46924,SG,21,16571.5,12761.52,,,
DIGESTIVE SYSTEM,46924,OTHER,2659,901136.8,691675.12,,,
DIGESTIVE SYSTEM,46924,TOTAL,2680,917708.3,704436.64,,,
DIGESTIVE SYSTEM,46930,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46930,SG,44,3739.04,2780.28,,,
DIGESTIVE SYSTEM,46930,OTHER,13132,2264579.46,1693043.18,,,
DIGESTIVE SYSTEM,46930,TOTAL,13176,2268318.5,1695823.46,,,
DIGESTIVE SYSTEM,46940,OTHER,473,114256.62,86655.26,,,
DIGESTIVE SYSTEM,46940,TOTAL,473,114256.62,86655.26,,,
DIGESTIVE SYSTEM,46942,OTHER,195,47816.63,37024.120000000003,,,
DIGESTIVE SYSTEM,46942,TOTAL,195,47816.63,37024.120000000003,,,
DIGESTIVE SYSTEM,46945,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46945,SG,N/A,654.29,512.97,,,
DIGESTIVE SYSTEM,46945,OTHER,1193,276504.51,213602.04,,,
DIGESTIVE SYSTEM,46945,TOTAL,1197,277158.8,214115.01,,,
DIGESTIVE SYSTEM,46946,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46946,SG,72,75416.52,58896,,,
DIGESTIVE SYSTEM,46946,OTHER,2956,927453.4,715270.81,,,
DIGESTIVE SYSTEM,46946,TOTAL,3028,1002869.92,774166.81,,,
DIGESTIVE SYSTEM,46947,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,46947,SG,15,21765.43,16982.490000000002,,,
DIGESTIVE SYSTEM,46947,OTHER,2483,1203658.57,924775.52,,,
DIGESTIVE SYSTEM,46947,TOTAL,2498,1225424,941758.01,,,
DIGESTIVE SYSTEM,46999,80S,N/A,489.88,384.05,,,
DIGESTIVE SYSTEM,46999,SG,N/A,0,0,,,
DIGESTIVE SYSTEM,46999,OTHER,896,214481.83,166772.23000000001,,,
DIGESTIVE SYSTEM,46999,TOTAL,900,214971.71,167156.28,,,
DIGESTIVE SYSTEM,47000,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47000,SG,114,46517.88,34622.03,,,
DIGESTIVE SYSTEM,47000,OTHER,53576,6041461.3200000003,4607512.8600000003,,,
DIGESTIVE SYSTEM,47000,TOTAL,53690,6087979.2000000002,4642134.8900000006,,,
DIGESTIVE SYSTEM,47001,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47001,SG,N/A,0,0,,,
DIGESTIVE SYSTEM,47001,OTHER,4988,519447.69,402435.14,,,
DIGESTIVE SYSTEM,47001,TOTAL,4988,519447.69,402435.14,,,
DIGESTIVE SYSTEM,47010,80S,49,8140.9,6382.45,,,
DIGESTIVE SYSTEM,47010,OTHER,258,268998.7,210178.87,,,
DIGESTIVE SYSTEM,47010,TOTAL,307,277139.59999999998,216561.32,,,
DIGESTIVE SYSTEM,47011,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,47011,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,47015,80S,N/A,1075.74,843.39,,,
DIGESTIVE SYSTEM,47015,OTHER,40,39025.19,30595.77,,,
DIGESTIVE SYSTEM,47015,TOTAL,48,40100.93,31439.16,,,
DIGESTIVE SYSTEM,47100,80S,1095,89353.8,69756.92,,,
DIGESTIVE SYSTEM,47100,SG,N/A,0,0,,,
DIGESTIVE SYSTEM,47100,OTHER,4662,2623074.79,2039107.15,,,
DIGESTIVE SYSTEM,47100,TOTAL,5757,2712428.59,2108864.0699999998,,,
DIGESTIVE SYSTEM,47120,80S,642,220851.72,172400.1,,,
DIGESTIVE SYSTEM,47120,OTHER,2511,5447438.5499999998,4249164.1399999997,,,
DIGESTIVE SYSTEM,47120,TOTAL,3153,5668290.2699999996,4421564.2399999993,,,
DIGESTIVE SYSTEM,47122,80S,74,41414.69,32119.07,,,
DIGESTIVE SYSTEM,47122,OTHER,229,795442.45,618363.68999999994,,,
DIGESTIVE SYSTEM,47122,TOTAL,303,836857.1399999999,650482.75999999989,,,
DIGESTIVE SYSTEM,47125,80S,98,46127.53,35955.29,,,
DIGESTIVE SYSTEM,47125,OTHER,330,986049.66,770176.09,,,
DIGESTIVE SYSTEM,47125,TOTAL,428,1032177.19,806131.38,,,
DIGESTIVE SYSTEM,47130,80S,150,81720.33,64068.72,,,
DIGESTIVE SYSTEM,47130,OTHER,477,1555464.85,1212423.8700000001,,,
DIGESTIVE SYSTEM,47130,TOTAL,627,1637185.18,1276492.5900000001,,,
DIGESTIVE SYSTEM,47133,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,47133,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,47135,80S,891,719889.06,560104.23,,,
DIGESTIVE SYSTEM,47135,OTHER,1651,7275842.8099999996,5663503.8499999996,,,
DIGESTIVE SYSTEM,47135,TOTAL,2542,7995731.8699999992,6223608.0800000001,,,
DIGESTIVE SYSTEM,47136,OTHER,N/A,0,0,,,
DIGESTIVE SYSTEM,47136,TOTAL,N/A,0,0,,,
DIGESTIVE SYSTEM,47140,80S,N/A,635.87,498.53,,,
DIGESTIVE SYSTEM,47140,OTHER,N/A,3974.21,3115.78,,,
DIGESTIVE SYSTEM,47140,TOTAL,N/A,4610.08,3614.31,,,
DIGESTIVE SYSTEM,47141,80S,N/A,2043.77,1602.33,,,
DIGESTIVE SYSTEM,47141,OTHER,N/A,28835.24,22606.799999999999,,,
DIGESTIVE SYSTEM,47141,TOTAL,13,30879.01,24209.13,,,
DIGESTIVE SYSTEM,47142,80S,14,11230.83,9284.82,,,
DIGESTIVE SYSTEM,47142,OTHER,25,105782.93,85932.9,,,
DIGESTIVE SYSTEM,47142,TOTAL,39,117013.75999999999,95217.72,,,
DIGESTIVE SYSTEM,47143,80S,333,11724.95,9105.1,,,
DIGESTIVE SYSTEM,47143,OTHER,1284,302171.98,234111.92,,,
DIGESTIVE SYSTEM,47143,TOTAL,1617,313896.93,243217.02,,,
DIGESTIVE SYSTEM,47144,OTHER,N/A,869.15,681.41,,,
DIGESTIVE SYSTEM,47144,TOTAL,N/A,869.15,681.41,,,
DIGESTIVE SYSTEM,47145,80S,N/A,158.24,124.07,,,
DIGESTIVE SYSTEM,47145,OTHER,N/A,1914.68,1501.1,,,
DIGESTIVE SYSTEM,47145,TOTAL,N/A,2072.92,1625.17,,,
DIGESTIVE SYSTEM,47146,80S,20,595.26,424.64,,,
DIGESTIVE SYSTEM,47146,OTHER,71,12393.69,9453.85,,,
DIGESTIVE SYSTEM,47146,TOTAL,91,12988.95,9878.49,,,
DIGESTIVE SYSTEM,47147,80S,49,1881.79,1475.3,,,
DIGESTIVE SYSTEM,47147,OTHER,186,44577.56,34875.279999999999,,,
DIGESTIVE SYSTEM,47147,TOTAL,235,46459.35,36350.58,,,
DIGESTIVE SYSTEM,47300,80S,49,6627.88,5196.29,,,
DIGESTIVE SYSTEM,47300,OTHER,199,181223.49,141560.12,,,
DIGESTIVE SYSTEM,47300,TOTAL,248,187851.37,146756.41,,,
DIGESTIVE SYSTEM,47350,80S,51,9119.9699999999993,7150.13,,,
DIGESTIVE SYSTEM,47350,OTHER,252,302486.75,235432.11,,,
DIGESTIVE SYSTEM,47350,TOTAL,303,311606.71999999997,242582.24,,,
DIGESTIVE SYSTEM,47360,80S,N/A,2717.38,2130.4,,,
DIGESTIVE SYSTEM,47360,OTHER,67,113769.11,88921.54,,,
DIGESTIVE SYSTEM,47360,TOTAL,76,116486.49,91051.939999999988,,,
DIGESTIVE SYSTEM,47361,80S,25,11456.6,8981.92,,,
DIGESTIVE SYSTEM,47361,OTHER,156,455406.83,355564.04,,,
DIGESTIVE SYSTEM,47361,TOTAL,181,466863.43,364545.96,,,
DIGESTIVE SYSTEM,47362,80S,N/A,2016.42,1580.89,,,
DIGESTIVE SYSTEM,47362,OTHER,68,90116.44,70617.100000000006,,,
DIGESTIVE SYSTEM,47362,TOTAL,77,92132.86,72197.990000000005,,,
DIGESTIVE SYSTEM,47370,80S,136,26203,20389.28,,,
DIGESTIVE SYSTEM,47370,OTHER,448,549517.07999999996,427093.24,,,
DIGESTIVE SYSTEM,47370,TOTAL,584,575720.07999999996,447482.52,,,
DIGESTIVE SYSTEM,47371,80S,N/A,99.23,77.790000000000006,,,
DIGESTIVE SYSTEM,47371,OTHER,N/A,1969.39,1544.01,,,
DIGESTIVE SYSTEM,47371,TOTAL,N/A,2068.62,1621.8,,,
DIGESTIVE SYSTEM,47379,80S,364,57271.43,44628.19,,,
DIGESTIVE SYSTEM,47379,OTHER,2695,1829910.71,1426232.23,,,
DIGESTIVE SYSTEM,47379,TOTAL,3059,1887182.14,1470860.42,,,
DIGESTIVE SYSTEM,47380,80S,88,15620.11,12246.12,,,
DIGESTIVE SYSTEM,47380,OTHER,400,442556.3,345403.05,,,
DIGESTIVE SYSTEM,47380,TOTAL,488,458176.41,357649.17,,,
DIGESTIVE SYSTEM,47381,OTHER,N/A,12478.89,9783.44,,,
DIGESTIVE SYSTEM,47381,TOTAL,N/A,12478.89,9783.44,,,
DIGESTIVE SYSTEM,47382,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47382,OTHER,2072,1707233.09,1318020.1299999999,,,
DIGESTIVE SYSTEM,47382,TOTAL,2072,1707233.09,1318020.1299999999,,,
DIGESTIVE SYSTEM,47399,80S,N/A,110.33,86.49,,,
DIGESTIVE SYSTEM,47399,OTHER,359,303607.59000000003,237134.52,,,
DIGESTIVE SYSTEM,47399,TOTAL,360,303717.92,237221.01,,,
DIGESTIVE SYSTEM,47400,80S,N/A,1277.8399999999999,1037.73,,,
DIGESTIVE SYSTEM,47400,OTHER,24,39569.019999999997,31209.56,,,
DIGESTIVE SYSTEM,47400,TOTAL,28,40846.859999999993,32247.29,,,
DIGESTIVE SYSTEM,47420,80S,111,16803.14,12971.23,,,
DIGESTIVE SYSTEM,47420,OTHER,389,404805.41,316924.49,,,
DIGESTIVE SYSTEM,47420,TOTAL,500,421608.55,329895.71999999997,,,
DIGESTIVE SYSTEM,47425,80S,12,2326.79,1824.19,,,
DIGESTIVE SYSTEM,47425,OTHER,32,40099.4,30772.23,,,
DIGESTIVE SYSTEM,47425,TOTAL,44,42426.19,32596.42,,,
DIGESTIVE SYSTEM,47460,80S,N/A,1672.84,1122.5899999999999,,,
DIGESTIVE SYSTEM,47460,OTHER,46,53648.94,40133.89,,,
DIGESTIVE SYSTEM,47460,TOTAL,55,55321.78,41256.480000000003,,,
DIGESTIVE SYSTEM,47480,80S,62,6802.27,5268.36,,,
DIGESTIVE SYSTEM,47480,OTHER,286,215188.47,167615.46,,,
DIGESTIVE SYSTEM,47480,TOTAL,348,221990.74,172883.82,,,
DIGESTIVE SYSTEM,47490,80S,N/A,54.44,42.68,,,
DIGESTIVE SYSTEM,47490,OTHER,9652,3309091.57,2581128.48,,,
DIGESTIVE SYSTEM,47490,TOTAL,9653,3309146.01,2581171.16,,,
DIGESTIVE SYSTEM,47500,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47500,OTHER,5074,296855.19,231189.24,,,
DIGESTIVE SYSTEM,47500,TOTAL,5074,296855.19,231189.24,,,
DIGESTIVE SYSTEM,47505,80S,N/A,28.77,22.58,,,
DIGESTIVE SYSTEM,47505,OTHER,16620,510144.4,393363.25,,,
DIGESTIVE SYSTEM,47505,TOTAL,16628,510173.17,393385.83,,,
DIGESTIVE SYSTEM,47510,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47510,OTHER,2015,922445.14,719845.17,,,
DIGESTIVE SYSTEM,47510,TOTAL,2015,922445.14,719845.17,,,
DIGESTIVE SYSTEM,47511,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47511,OTHER,4860,2855258.14,2227614.96,,,
DIGESTIVE SYSTEM,47511,TOTAL,4860,2855258.14,2227614.96,,,
DIGESTIVE SYSTEM,47525,OTHER,12290,1035634.95,790915.76,,,
DIGESTIVE SYSTEM,47525,TOTAL,12290,1035634.95,790915.76,,,
DIGESTIVE SYSTEM,47530,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47530,OTHER,210,68505.78,53252.57,,,
DIGESTIVE SYSTEM,47530,TOTAL,210,68505.78,53252.57,,,
DIGESTIVE SYSTEM,47550,80S,84,2129.23,1669.24,,,
DIGESTIVE SYSTEM,47550,OTHER,435,72204.73,56215.94,,,
DIGESTIVE SYSTEM,47550,TOTAL,519,74333.959999999992,57885.18,,,
DIGESTIVE SYSTEM,47552,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47552,OTHER,382,89039.63,69782.039999999994,,,
DIGESTIVE SYSTEM,47552,TOTAL,382,89039.63,69782.039999999994,,,
DIGESTIVE SYSTEM,47553,OTHER,229,55833.45,43679.95,,,
DIGESTIVE SYSTEM,47553,TOTAL,229,55833.45,43679.95,,,
DIGESTIVE SYSTEM,47554,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47554,OTHER,102,41662.769999999997,32663.56,,,
DIGESTIVE SYSTEM,47554,TOTAL,102,41662.769999999997,32663.56,,,
DIGESTIVE SYSTEM,47555,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47555,OTHER,1233,396585.11,307691.24,,,
DIGESTIVE SYSTEM,47555,TOTAL,1233,396585.11,307691.24,,,
DIGESTIVE SYSTEM,47556,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47556,OTHER,1218,484085.26,378727.48,,,
DIGESTIVE SYSTEM,47556,TOTAL,1218,484085.26,378727.48,,,
DIGESTIVE SYSTEM,47560,80S,N/A,182.24,142.88,,,
DIGESTIVE SYSTEM,47560,OTHER,61,15414.5,11994.33,,,
DIGESTIVE SYSTEM,47560,TOTAL,67,15596.74,12137.21,,,
DIGESTIVE SYSTEM,47561,80S,N/A,71.06,55.71,,,
DIGESTIVE SYSTEM,47561,OTHER,33,9276.35,7272.67,,,
DIGESTIVE SYSTEM,47561,TOTAL,35,9347.41,7328.38,,,
DIGESTIVE SYSTEM,47562,80S,21630,2081183.45,1607929.77,,,
DIGESTIVE SYSTEM,47562,SG,94,192068.14,137947.26,,,
DIGESTIVE SYSTEM,47562,OTHER,113077,77429131.879999995,59950908.280000001,,,
DIGESTIVE SYSTEM,47562,TOTAL,134801,79702383.469999999,61696785.310000002,,,
DIGESTIVE SYSTEM,47563,80S,9067,942706.44,729333.95,,,
DIGESTIVE SYSTEM,47563,SG,117,242676.22,184133.51,,,
DIGESTIVE SYSTEM,47563,OTHER,50040,36854620.630000003,28541430.170000002,,,
DIGESTIVE SYSTEM,47563,TOTAL,59224,38040003.289999999,29454897.629999999,,,
DIGESTIVE SYSTEM,47564,80S,271,44674.54,34612.300000000003,,,
DIGESTIVE SYSTEM,47564,OTHER,1252,1383446.35,1075640.3999999999,,,
DIGESTIVE SYSTEM,47564,TOTAL,1523,1428120.89,1110252.7,,,
DIGESTIVE SYSTEM,47570,80S,N/A,115.56,90.6,,,
DIGESTIVE SYSTEM,47570,OTHER,13,8991.65,6934.18,,,
DIGESTIVE SYSTEM,47570,TOTAL,14,9107.2099999999991,7024.7800000000007,,,
DIGESTIVE SYSTEM,47579,80S,35,5576.01,4371.55,,,
DIGESTIVE SYSTEM,47579,OTHER,215,144993.4,112859.42,,,
DIGESTIVE SYSTEM,47579,TOTAL,250,150569.41,117230.97,,,
DIGESTIVE SYSTEM,47600,80S,2890,391485.82,304204.43,,,
DIGESTIVE SYSTEM,47600,OTHER,12053,10989978.57,8544026.9700000007,,,
DIGESTIVE SYSTEM,47600,TOTAL,14943,11381464.390000001,8848231.4000000004,,,
DIGESTIVE SYSTEM,47605,80S,618,98447.76,76518.509999999995,,,
DIGESTIVE SYSTEM,47605,OTHER,2509,2614971.2400000002,2033203.88,,,
DIGESTIVE SYSTEM,47605,TOTAL,3127,2713419,2109722.39,,,
DIGESTIVE SYSTEM,47610,80S,280,50391.24,39275.93,,,
DIGESTIVE SYSTEM,47610,OTHER,939,1099757.01,860344.73,,,
DIGESTIVE SYSTEM,47610,TOTAL,1219,1150148.25,899620.66,,,
DIGESTIVE SYSTEM,47612,80S,45,8301.2800000000007,6508.15,,,
DIGESTIVE SYSTEM,47612,OTHER,144,167107.91,129860.97,,,
DIGESTIVE SYSTEM,47612,TOTAL,189,175409.19,136369.12,,,
DIGESTIVE SYSTEM,47620,80S,20,4118.62,3229.01,,,
DIGESTIVE SYSTEM,47620,OTHER,52,68419.8,52873.67,,,
DIGESTIVE SYSTEM,47620,TOTAL,72,72538.42,56102.68,,,
DIGESTIVE SYSTEM,47630,80S,N/A,0,0,,,
DIGESTIVE SYSTEM,47630,OTHER,272,127273.18,98568.26,,,
DIGESTIVE SYSTEM,47630,TOTAL,272,127273.18,98568.26,,,
DIGESTIVE SYSTEM,47700,80S,N/A,325.43,255.13,,,
DIGESTIVE SYSTEM,47700,OTHER,14,10036.83,7868.89,,,
DIGESTIVE SYSTEM,47700,TOTAL,17,10362.26,8124.02,,,
DIGESTIVE SYSTEM,47701,80S,N/A,686.41,538.15,,,
DIGESTIVE SYSTEM,47701,OTHER,N/A,16367.45,12832.04,,,
DIGESTIVE SYSTEM,47701,TOTAL,13,17053.86,13370.19,,,
DIGESTIVE SYSTEM,47711,80S,60,8773.9599999999991,6878.78,,,
DIGESTIVE SYSTEM,47711,OTHER,224,209572.21,163758.46,,,
DIGESTIVE SYSTEM,47711,TOTAL,284,218346.17,170637.24,,,
DIGESTIVE SYSTEM,47712,80S,12,2602.81,2040.6,,,
DIGESTIVE SYSTEM,47712,OTHER,50,61594.33,48289.98,,,
DIGESTIVE SYSTEM,47712,TOTAL,62,64197.14,50330.58,,,
DIGESTIVE SYSTEM,47715,80S,N/A,775.44,607.94000000000005,,,
DIGESTIVE SYSTEM,47715,OTHER,23,18561.04,14551.84,,,
DIGESTIVE SYSTEM,47715,TOTAL,29,19336.48,15159.78,,,
DIGESTIVE SYSTEM,47720,80S,11,1431.87,1122.58,,,
DIGESTIVE SYSTEM,47720,OTHER,28,26245.34,20576.349999999999,,,
DIGESTIVE SYSTEM,47720,TOTAL,39,27677.21,21698.93,,,
DIGESTIVE SYSTEM,47721,80S,N/A,1062.7,833.15,,,
DIGESTIVE SYSTEM,47721,OTHER,12,16330.44,12803.05,,,
DIGESTIVE SYSTEM,47721,TOTAL,17,17393.14,13636.2,,,
DIGESTIVE SYSTEM,47740,80S,N/A,731.4,573.41,,,
DIGESTIVE SYSTEM,47740,OTHER,21,21561.59,16904.3,,,
DIGESTIVE SYSTEM,47740,TOTAL,26,22292.99,17477.71,,,
DIGESTIVE SYSTEM,47741,80S,17,2850.43,2234.75,,,
DIGESTIVE SYSTEM,47741,OTHER,43,49006.21,38420.910000000003,,,
DIGESTIVE SYSTEM,47741,TOTAL,60,51856.639999999999,40655.660000000003,,,
DIGESTIVE SYSTEM,47760,80S,123,37209.64,28368,,,
DIGESTIVE SYSTEM,47760,OTHER,400,778114.22,603939.17000000004,,,
DIGESTIVE SYSTEM,47760,TOTAL,523,815323.86,632307.17000000004,,,
DIGESTIVE SYSTEM,47765,80S,20,8692.19,6814.67,,,
DIGESTIVE SYSTEM,47765,OTHER,57,148607.35,114104.71,,,
DIGESTIVE SYSTEM,47765,TOTAL,77,157299.54,120919.38,,,
DIGESTIVE SYSTEM,47780,80S,205,77833.95,61021.93,,,
DIGESTIVE SYSTEM,47780,OTHER,670,1567664.07,1219447.74,,,
DIGESTIVE SYSTEM,47780,TOTAL,875,1645498.02,1280469.67,,,
DIGESTIVE SYSTEM,47785,80S,109,51371.4,40275.22,,,
DIGESTIVE SYSTEM,47785,OTHER,337,979042.3,767275.15,,,
DIGESTIVE SYSTEM,47785,TOTAL,446,1030413.7,807550.37,,,
DIGESTIVE SYSTEM,47800,80S,91,16193.39,12195.75,,,
DIGESTIVE SYSTEM,47800,OTHER,202,212074.82,162364.24,,,
DIGESTIVE SYSTEM,47800,TOTAL,293,228268.21,174559.99,,,
DIGESTIVE SYSTEM,47801,80S,24,2691.6,2110.19,,,
