CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,
MUSCULOSKELETAL,28660,OTHER,660,57614.05,42852.61,,,
MUSCULOSKELETAL,28660,TOTAL,660,57614.05,42852.61,,,
MUSCULOSKELETAL,28665,80S,N/A,16.920000000000002,13.26,,,
MUSCULOSKELETAL,28665,SG,N/A,375.7,294.55,,,
MUSCULOSKELETAL,28665,OTHER,196,25383.62,19367.650000000001,,,
MUSCULOSKELETAL,28665,TOTAL,203,25776.240000000002,19675.46,,,
MUSCULOSKELETAL,28666,80S,N/A,0,0,,,
MUSCULOSKELETAL,28666,SG,N/A,1176.83,922.63,,,
MUSCULOSKELETAL,28666,OTHER,130,25544.7,19647.919999999998,,,
MUSCULOSKELETAL,28666,TOTAL,131,26721.53,20570.55,,,
MUSCULOSKELETAL,28675,80S,N/A,0,0,,,
MUSCULOSKELETAL,28675,SG,16,9841.18,7715.4,,,
MUSCULOSKELETAL,28675,OTHER,238,95599.31,73246.990000000005,,,
MUSCULOSKELETAL,28675,TOTAL,254,105440.49,80962.39,,,
MUSCULOSKELETAL,28705,80S,86,15836.18,12116.36,,,
MUSCULOSKELETAL,28705,OTHER,349,444656.12,343280.93,,,
MUSCULOSKELETAL,28705,TOTAL,435,460492.3,355397.29,,,
MUSCULOSKELETAL,28715,80S,570,75555.97,58072.53,,,
MUSCULOSKELETAL,28715,SG,N/A,11030.69,6256.53,,,
MUSCULOSKELETAL,28715,OTHER,1832,1889396.57,1453417.62,,,
MUSCULOSKELETAL,28715,TOTAL,2405,1975983.23,1517746.68,,,
MUSCULOSKELETAL,28725,80S,1142,105224.64,80787.88,,,
MUSCULOSKELETAL,28725,SG,27,71018.27,52199.95,,,
MUSCULOSKELETAL,28725,OTHER,3713,2776963.23,2138891.2200000002,,,
MUSCULOSKELETAL,28725,TOTAL,4882,2953206.14,2271879.0499999998,,,
MUSCULOSKELETAL,28730,80S,750,69841.48,53681.279999999999,,,
MUSCULOSKELETAL,28730,SG,41,105661.7,82608.19,,,
MUSCULOSKELETAL,28730,OTHER,2828,2445751.4300000002,1875331.3,,,
MUSCULOSKELETAL,28730,TOTAL,3619,2621254.61,2011620.77,,,
MUSCULOSKELETAL,28735,80S,142,15071.5,11419.36,,,
MUSCULOSKELETAL,28735,SG,N/A,8021.65,6288.97,,,
MUSCULOSKELETAL,28735,OTHER,448,359354.51,276712.57,,,
MUSCULOSKELETAL,28735,TOTAL,593,382447.66,294420.90000000002,,,
MUSCULOSKELETAL,28737,80S,41,2970.62,2328.98,,,
MUSCULOSKELETAL,28737,OTHER,208,159902.38,123540.26,,,
MUSCULOSKELETAL,28737,TOTAL,249,162873,125869.24,,,
MUSCULOSKELETAL,28740,80S,761,49629.52,38189.379999999997,,,
MUSCULOSKELETAL,28740,SG,50,130839.67999999999,98311.7,,,
MUSCULOSKELETAL,28740,OTHER,3375,2393577.0699999998,1836177.65,,,
MUSCULOSKELETAL,28740,TOTAL,4186,2574046.27,1972678.73,,,
MUSCULOSKELETAL,28750,80S,673,53471.98,41215.08,,,
MUSCULOSKELETAL,28750,SG,202,543289.91,415357.96,,,
MUSCULOSKELETAL,28750,OTHER,10873,11011682.57,8471959.6600000001,,,
MUSCULOSKELETAL,28750,TOTAL,11748,11608444.460000001,8928532.6999999993,,,
MUSCULOSKELETAL,28755,80S,N/A,0,0,,,
MUSCULOSKELETAL,28755,SG,46,34843.31,27317.09,,,
MUSCULOSKELETAL,28755,OTHER,2862,1013467.52,776017.77,,,
MUSCULOSKELETAL,28755,TOTAL,2908,1048310.83,803334.86,,,
MUSCULOSKELETAL,28760,80S,53,4119.01,3169.35,,,
MUSCULOSKELETAL,28760,SG,N/A,23777.63,18641.669999999998,,,
MUSCULOSKELETAL,28760,OTHER,457,408591.92,316549.84000000003,,,
MUSCULOSKELETAL,28760,TOTAL,519,436488.56,338360.86,,,
MUSCULOSKELETAL,28800,80S,54,3989.97,3128.15,,,
MUSCULOSKELETAL,28800,SG,N/A,0,0,,,
MUSCULOSKELETAL,28800,OTHER,908,450425.63,351664.99,,,
MUSCULOSKELETAL,28800,TOTAL,962,454415.6,354793.14,,,
MUSCULOSKELETAL,28805,80S,174,18482.78,14490.48,,,
MUSCULOSKELETAL,28805,SG,N/A,0,0,,,
MUSCULOSKELETAL,28805,OTHER,7708,5536838.9100000001,4306284.18,,,
MUSCULOSKELETAL,28805,TOTAL,7882,5555321.6900000004,4320774.66,,,
MUSCULOSKELETAL,28810,80S,245,12862.52,10076.700000000001,,,
MUSCULOSKELETAL,28810,SG,33,28508.18,21430.55,,,
MUSCULOSKELETAL,28810,OTHER,17472,6719628.3300000001,5222460.51,,,
MUSCULOSKELETAL,28810,TOTAL,17750,6760999.0299999993,5253967.76,,,
MUSCULOSKELETAL,28820,80S,N/A,0,0,,,
MUSCULOSKELETAL,28820,SG,229,193130.19,150417.16,,,
MUSCULOSKELETAL,28820,OTHER,28360,11003091.76,8541191.5600000005,,,
MUSCULOSKELETAL,28820,TOTAL,28589,11196221.949999999,8691608.7200000007,,,
MUSCULOSKELETAL,28825,80S,N/A,0,0,,,
MUSCULOSKELETAL,28825,SG,149,127641.13,98734.86,,,
MUSCULOSKELETAL,28825,OTHER,14166,5558814.04,4296032.04,,,
MUSCULOSKELETAL,28825,TOTAL,14315,5686455.1699999999,4394766.9000000004,,,
MUSCULOSKELETAL,28890,OTHER,332,85463.08,66326.69,,,
MUSCULOSKELETAL,28890,TOTAL,332,85463.08,66326.69,,,
MUSCULOSKELETAL,28899,80S,37,2797.86,2193.58,,,
MUSCULOSKELETAL,28899,SG,N/A,0,0,,,
MUSCULOSKELETAL,28899,OTHER,6321,516034.19,402750.68,,,
MUSCULOSKELETAL,28899,TOTAL,6358,518832.05,404944.26,,,
MUSCULOSKELETAL,29000,OTHER,N/A,1269.58,995.35,,,
MUSCULOSKELETAL,29000,TOTAL,N/A,1269.58,995.35,,,
MUSCULOSKELETAL,29010,OTHER,N/A,142.47,111.7,,,
MUSCULOSKELETAL,29010,TOTAL,N/A,142.47,111.7,,,
MUSCULOSKELETAL,29015,OTHER,N/A,1394.27,1093.1199999999999,,,
MUSCULOSKELETAL,29015,TOTAL,N/A,1394.27,1093.1199999999999,,,
MUSCULOSKELETAL,29020,OTHER,N/A,542.97,404.53,,,
MUSCULOSKELETAL,29020,TOTAL,N/A,542.97,404.53,,,
MUSCULOSKELETAL,29025,OTHER,N/A,344.3,269.93,,,
MUSCULOSKELETAL,29025,TOTAL,N/A,344.3,269.93,,,
MUSCULOSKELETAL,29044,OTHER,N/A,402.12,315.27,,,
MUSCULOSKELETAL,29044,TOTAL,N/A,402.12,315.27,,,
MUSCULOSKELETAL,29049,OTHER,22,2049.73,1606.95,,,
MUSCULOSKELETAL,29049,TOTAL,22,2049.73,1606.95,,,
MUSCULOSKELETAL,29055,80S,N/A,0,0,,,
MUSCULOSKELETAL,29055,OTHER,62,8255.36,5783.97,,,
MUSCULOSKELETAL,29055,TOTAL,62,8255.36,5783.97,,,
MUSCULOSKELETAL,29058,OTHER,20,1696.52,1330.06,,,
MUSCULOSKELETAL,29058,TOTAL,20,1696.52,1330.06,,,
MUSCULOSKELETAL,29065,80S,N/A,0,0,,,
MUSCULOSKELETAL,29065,OTHER,10570,956793.31,725321.73,,,
MUSCULOSKELETAL,29065,TOTAL,10570,956793.31,725321.73,,,
MUSCULOSKELETAL,29075,80S,N/A,0,0,,,
MUSCULOSKELETAL,29075,OTHER,72313,5984707.3799999999,4508105.37,,,
MUSCULOSKELETAL,29075,TOTAL,72313,5984707.3799999999,4508105.37,,,
MUSCULOSKELETAL,29085,80S,N/A,0,0,,,
MUSCULOSKELETAL,29085,OTHER,7885,718950.41,540764.72,,,
MUSCULOSKELETAL,29085,TOTAL,7885,718950.41,540764.72,,,
MUSCULOSKELETAL,29086,OTHER,431,32143.23,24344.33,,,
MUSCULOSKELETAL,29086,TOTAL,431,32143.23,24344.33,,,
MUSCULOSKELETAL,29105,80S,N/A,0,0,,,
MUSCULOSKELETAL,29105,SG,N/A,150.69999999999999,118.15,,,
MUSCULOSKELETAL,29105,OTHER,24431,1697264.25,1287737.1000000001,,,
MUSCULOSKELETAL,29105,TOTAL,24434,1697414.95,1287855.25,,,
MUSCULOSKELETAL,29125,80S,N/A,0,0,,,
MUSCULOSKELETAL,29125,SG,N/A,45.72,35.85,,,
MUSCULOSKELETAL,29125,OTHER,90997,4404321.76,3302068.73,,,
MUSCULOSKELETAL,29125,TOTAL,90998,4404367.4800000004,3302104.58,,,
MUSCULOSKELETAL,29126,SG,N/A,46.51,36.47,,,
MUSCULOSKELETAL,29126,OTHER,757,50685.25,37663.050000000003,,,
MUSCULOSKELETAL,29126,TOTAL,758,50731.76,37699.519999999997,,,
MUSCULOSKELETAL,29130,80S,N/A,0,0,,,
MUSCULOSKELETAL,29130,OTHER,18420,617618.37,457535.1,,,
MUSCULOSKELETAL,29130,TOTAL,18420,617618.37,457535.1,,,
MUSCULOSKELETAL,29131,OTHER,379,17267.89,12953.06,,,
MUSCULOSKELETAL,29131,TOTAL,379,17267.89,12953.06,,,
MUSCULOSKELETAL,29200,OTHER,19790,988698.38,764715.84,,,
MUSCULOSKELETAL,29200,TOTAL,19790,988698.38,764715.84,,,
MUSCULOSKELETAL,29240,80S,N/A,0,0,,,
MUSCULOSKELETAL,29240,OTHER,26606,1460225.08,1125279.8600000001,,,
MUSCULOSKELETAL,29240,TOTAL,26606,1460225.08,1125279.8600000001,,,
MUSCULOSKELETAL,29260,OTHER,7294,333167.06,253218.61,,,
MUSCULOSKELETAL,29260,TOTAL,7294,333167.06,253218.61,,,
MUSCULOSKELETAL,29280,OTHER,5713,241141.12,184044.55,,,
MUSCULOSKELETAL,29280,TOTAL,5713,241141.12,184044.55,,,
MUSCULOSKELETAL,29305,80S,N/A,0,0,,,
MUSCULOSKELETAL,29305,OTHER,32,5091.04,3991.33,,,
MUSCULOSKELETAL,29305,TOTAL,32,5091.04,3991.33,,,
MUSCULOSKELETAL,29325,OTHER,N/A,965.99,757.33,,,
MUSCULOSKELETAL,29325,TOTAL,N/A,965.99,757.33,,,
MUSCULOSKELETAL,29345,80S,N/A,0,0,,,
MUSCULOSKELETAL,29345,OTHER,2355,289480.62,220626.06,,,
MUSCULOSKELETAL,29345,TOTAL,2355,289480.62,220626.06,,,
MUSCULOSKELETAL,29355,OTHER,344,44093.75,33389.06,,,
MUSCULOSKELETAL,29355,TOTAL,344,44093.75,33389.06,,,
MUSCULOSKELETAL,29358,OTHER,44,4620.5600000000004,3477.35,,,
MUSCULOSKELETAL,29358,TOTAL,44,4620.5600000000004,3477.35,,,
MUSCULOSKELETAL,29365,80S,N/A,0,0,,,
MUSCULOSKELETAL,29365,OTHER,620,71084.7,53086.6,,,
MUSCULOSKELETAL,29365,TOTAL,620,71084.7,53086.6,,,
MUSCULOSKELETAL,29405,80S,N/A,0,0,,,
MUSCULOSKELETAL,29405,SG,N/A,47.18,36.99,,,
MUSCULOSKELETAL,29405,OTHER,55788,4304718.1900000004,3233633.02,,,
MUSCULOSKELETAL,29405,TOTAL,55789,4304765.37,3233670.01,,,
MUSCULOSKELETAL,29425,80S,N/A,0,0,,,
MUSCULOSKELETAL,29425,SG,N/A,145.88,114.37,,,
MUSCULOSKELETAL,29425,OTHER,23774,1803488.83,1350509.42,,,
MUSCULOSKELETAL,29425,TOTAL,23777,1803634.71,1350623.79,,,
MUSCULOSKELETAL,29435,OTHER,241,25926.44,19623.59,,,
MUSCULOSKELETAL,29435,TOTAL,241,25926.44,19623.59,,,
MUSCULOSKELETAL,29440,OTHER,64,2010.33,1576.19,,,
MUSCULOSKELETAL,29440,TOTAL,64,2010.33,1576.19,,,
MUSCULOSKELETAL,29445,SG,N/A,65.53,51.37,,,
MUSCULOSKELETAL,29445,OTHER,30883,3542160.91,2693577.1,,,
MUSCULOSKELETAL,29445,TOTAL,30884,3542226.44,2693628.47,,,
MUSCULOSKELETAL,29450,OTHER,354,50466.84,38094.43,,,
MUSCULOSKELETAL,29450,TOTAL,354,50466.84,38094.43,,,
MUSCULOSKELETAL,29505,80S,N/A,0,0,,,
MUSCULOSKELETAL,29505,OTHER,10936,593859.23,449240.06,,,
MUSCULOSKELETAL,29505,TOTAL,10936,593859.23,449240.06,,,
MUSCULOSKELETAL,29515,80S,N/A,0,0,,,
MUSCULOSKELETAL,29515,SG,82,3346.23,2623.31,,,
MUSCULOSKELETAL,29515,OTHER,61782,3493191.13,2642464.4300000002,,,
MUSCULOSKELETAL,29515,TOTAL,61864,3496537.36,2645087.7400000002,,,
MUSCULOSKELETAL,29520,OTHER,16624,763676.41,590049.53,,,
MUSCULOSKELETAL,29520,TOTAL,16624,763676.41,590049.53,,,
MUSCULOSKELETAL,29530,80S,N/A,0,0,,,
MUSCULOSKELETAL,29530,OTHER,40510,1984010.67,1530398.36,,,
MUSCULOSKELETAL,29530,TOTAL,40510,1984010.67,1530398.36,,,
MUSCULOSKELETAL,29540,SG,N/A,63.24,49.56,,,
MUSCULOSKELETAL,29540,OTHER,222729,8071651.4400000004,6107129.4800000004,,,
MUSCULOSKELETAL,29540,TOTAL,222732,8071714.6800000006,6107179.04,,,
MUSCULOSKELETAL,29550,SG,N/A,41.5,32.54,,,
MUSCULOSKELETAL,29550,OTHER,64181,1751446.27,1325152.28,,,
MUSCULOSKELETAL,29550,TOTAL,64183,1751487.77,1325184.82,,,
MUSCULOSKELETAL,29580,80S,N/A,0,0,,,
MUSCULOSKELETAL,29580,SG,17,481.44,377.57,,,
MUSCULOSKELETAL,29580,OTHER,259928,13484514.35,10230861.890000001,,,
MUSCULOSKELETAL,29580,TOTAL,259945,13484995.789999999,10231239.460000001,,,
MUSCULOSKELETAL,29581,80S,N/A,2,1.57,,,
MUSCULOSKELETAL,29581,SG,523,30129.68,23585.95,,,
MUSCULOSKELETAL,29581,OTHER,124341,5783225.79,4444455.2699999996,,,
MUSCULOSKELETAL,29581,TOTAL,124865,5813357.4699999997,4468042.79,,,
MUSCULOSKELETAL,29582,OTHER,3148,198965.26,154948.76999999999,,,
MUSCULOSKELETAL,29582,TOTAL,3148,198965.26,154948.76999999999,,,
MUSCULOSKELETAL,29583,OTHER,265,10063.459999999999,7731.18,,,
MUSCULOSKELETAL,29583,TOTAL,265,10063.459999999999,7731.18,,,
MUSCULOSKELETAL,29584,OTHER,1397,97786.6,76054.77,,,
MUSCULOSKELETAL,29584,TOTAL,1397,97786.6,76054.77,,,
MUSCULOSKELETAL,29590,OTHER,N/A,0,0,,,
MUSCULOSKELETAL,29590,TOTAL,N/A,0,0,,,
MUSCULOSKELETAL,29700,OTHER,3432,161992.54999999999,122395.53,,,
MUSCULOSKELETAL,29700,TOTAL,3432,161992.54999999999,122395.53,,,
MUSCULOSKELETAL,29705,OTHER,2977,172600.77,129338.21,,,
MUSCULOSKELETAL,29705,TOTAL,2977,172600.77,129338.21,,,
MUSCULOSKELETAL,29710,OTHER,12,1339.57,1050.26,,,
MUSCULOSKELETAL,29710,TOTAL,12,1339.57,1050.26,,,
MUSCULOSKELETAL,29715,OTHER,N/A,142.30000000000001,111.56,,,
MUSCULOSKELETAL,29715,TOTAL,N/A,142.30000000000001,111.56,,,
MUSCULOSKELETAL,29720,OTHER,72,5669.48,4181.3599999999997,,,
MUSCULOSKELETAL,29720,TOTAL,72,5669.48,4181.3599999999997,,,
MUSCULOSKELETAL,29730,80S,N/A,0,0,,,
MUSCULOSKELETAL,29730,OTHER,408,19908,15188.19,,,
MUSCULOSKELETAL,29730,TOTAL,408,19908,15188.19,,,
MUSCULOSKELETAL,29740,OTHER,78,6904.08,5234.1400000000003,,,
MUSCULOSKELETAL,29740,TOTAL,78,6904.08,5234.1400000000003,,,
MUSCULOSKELETAL,29750,OTHER,N/A,408.04,319.89999999999998,,,
MUSCULOSKELETAL,29750,TOTAL,N/A,408.04,319.89999999999998,,,
MUSCULOSKELETAL,29799,OTHER,529,16763.36,12999.45,,,
MUSCULOSKELETAL,29799,TOTAL,529,16763.36,12999.45,,,
MUSCULOSKELETAL,29800,80S,N/A,0,0,,,
MUSCULOSKELETAL,29800,OTHER,24,16394.560000000001,12094.98,,,
MUSCULOSKELETAL,29800,TOTAL,24,16394.560000000001,12094.98,,,
MUSCULOSKELETAL,29804,80S,N/A,829.69,620.32000000000005,,,
MUSCULOSKELETAL,29804,OTHER,126,98654.13,76515.81,,,
MUSCULOSKELETAL,29804,TOTAL,134,99483.82,77136.13,,,
MUSCULOSKELETAL,29805,80S,N/A,0,0,,,
MUSCULOSKELETAL,29805,SG,15,10581.14,8295.5400000000009,,,
MUSCULOSKELETAL,29805,OTHER,811,293579.06,226456.27,,,
MUSCULOSKELETAL,29805,TOTAL,826,304160.2,234751.81,,,
MUSCULOSKELETAL,29806,80S,N/A,0,0,,,
MUSCULOSKELETAL,29806,SG,19,38568.69,28457.47,,,
MUSCULOSKELETAL,29806,OTHER,2309,2602013.08,1980199.74,,,
MUSCULOSKELETAL,29806,TOTAL,2328,2640581.77,2008657.21,,,
MUSCULOSKELETAL,29807,80S,N/A,0,0,,,
MUSCULOSKELETAL,29807,SG,46,92430.6,70727.38,,,
MUSCULOSKELETAL,29807,OTHER,4413,4278792.0999999996,3268573.79,,,
MUSCULOSKELETAL,29807,TOTAL,4459,4371222.6999999993,3339301.17,,,
MUSCULOSKELETAL,29819,80S,N/A,0,0,,,
MUSCULOSKELETAL,29819,SG,56,91625.41,70971.08,,,
MUSCULOSKELETAL,29819,OTHER,2182,853234.76,661713.77,,,
MUSCULOSKELETAL,29819,TOTAL,2238,944860.17,732684.85,,,
MUSCULOSKELETAL,29820,80S,399,8108.98,6245.76,,,
MUSCULOSKELETAL,29820,SG,13,19251.87,15093.42,,,
MUSCULOSKELETAL,29820,OTHER,1429,511655.73,393953.31,,,
MUSCULOSKELETAL,29820,TOTAL,1841,539016.57999999996,415292.49,,,
MUSCULOSKELETAL,29821,80S,697,19160.98,14857.45,,,
MUSCULOSKELETAL,29821,SG,33,51828.92,39784.639999999999,,,
MUSCULOSKELETAL,29821,OTHER,2502,944208.22,733678.09,,,
MUSCULOSKELETAL,29821,TOTAL,3232,1015198.12,788320.17999999993,,,
MUSCULOSKELETAL,29822,80S,5931,202400.02,156044.62,,,
MUSCULOSKELETAL,29822,SG,429,321222.58,244373.46,,,
MUSCULOSKELETAL,29822,OTHER,21960,8086758.6699999999,6211229.1699999999,,,
MUSCULOSKELETAL,29822,TOTAL,28320,8610381.2699999996,6611647.25,,,
MUSCULOSKELETAL,29823,80S,11967,514727.69,396038.38,,,
MUSCULOSKELETAL,29823,SG,796,1448438.35,1114204,,,
MUSCULOSKELETAL,29823,OTHER,36097,22003982.539999999,16934113.07,,,
MUSCULOSKELETAL,29823,TOTAL,48860,23967148.579999998,18444355.449999999,,,
MUSCULOSKELETAL,29824,80S,17466,833707.96,644164.85,,,
MUSCULOSKELETAL,29824,SG,956,1642913.05,1247227.58,,,
MUSCULOSKELETAL,29824,OTHER,53738,36777363.859999999,28260907.370000001,,,
MUSCULOSKELETAL,29824,TOTAL,72160,39253984.869999997,30152299.800000001,,,
MUSCULOSKELETAL,29825,80S,1176,45967.16,35426.92,,,
MUSCULOSKELETAL,29825,SG,42,84758.720000000001,63342.55,,,
MUSCULOSKELETAL,29825,OTHER,3688,2348745.5299999998,1811937.95,,,
MUSCULOSKELETAL,29825,TOTAL,4906,2479471.41,1910707.42,,,
MUSCULOSKELETAL,29826,80S,32493,809050.33,628639.18999999994,,,
MUSCULOSKELETAL,29826,SG,N/A,0,0,,,
MUSCULOSKELETAL,29826,OTHER,77503,13914612.300000001,10780497.84,,,
MUSCULOSKELETAL,29826,TOTAL,109996,14723662.630000001,11409137.029999999,,,
MUSCULOSKELETAL,29827,80S,27407,4134096.36,3185426.73,,,
MUSCULOSKELETAL,29827,SG,1303,2954554.73,2243245.62,,,
MUSCULOSKELETAL,29827,OTHER,80155,109573160.26000001,84363132.239999995,,,
MUSCULOSKELETAL,29827,TOTAL,108865,116661811.34999999,89791804.590000004,,,
MUSCULOSKELETAL,29828,80S,5562,425194.57,328217.17,,,
MUSCULOSKELETAL,29828,SG,299,610727.80000000005,460854.06,,,
MUSCULOSKELETAL,29828,OTHER,15478,13809268.369999999,10661935.560000001,,,
MUSCULOSKELETAL,29828,TOTAL,21339,14845190.74,11451006.789999999,,,
MUSCULOSKELETAL,29830,80S,N/A,0,0,,,
MUSCULOSKELETAL,29830,OTHER,180,95146.61,73921.55,,,
MUSCULOSKELETAL,29830,TOTAL,180,95146.61,73921.55,,,
MUSCULOSKELETAL,29834,80S,92,3275.31,2442.5700000000002,,,
MUSCULOSKELETAL,29834,SG,N/A,7483.78,5589.79,,,
MUSCULOSKELETAL,29834,OTHER,377,116063.45,88591.24,,,
MUSCULOSKELETAL,29834,TOTAL,478,126822.54,96623.6,,,
MUSCULOSKELETAL,29835,80S,12,599.28,469.82,,,
MUSCULOSKELETAL,29835,OTHER,72,60838.48,47467.19,,,
MUSCULOSKELETAL,29835,TOTAL,84,61437.760000000002,47937.01,,,
MUSCULOSKELETAL,29836,80S,37,2455.7399999999998,1866,,,
MUSCULOSKELETAL,29836,OTHER,106,68742.33,52380.79,,,
MUSCULOSKELETAL,29836,TOTAL,143,71198.070000000007,54246.79,,,
MUSCULOSKELETAL,29837,80S,39,2671.54,1986.8,,,
MUSCULOSKELETAL,29837,SG,N/A,3640.17,2853.89,,,
MUSCULOSKELETAL,29837,OTHER,174,106401.68,79902.240000000005,,,
MUSCULOSKELETAL,29837,TOTAL,217,112713.39,84742.930000000008,,,
MUSCULOSKELETAL,29838,80S,47,3682.36,2683.92,,,
MUSCULOSKELETAL,29838,SG,12,14422.31,10771.71,,,
MUSCULOSKELETAL,29838,OTHER,512,341229.13,260171.38,,,
MUSCULOSKELETAL,29838,TOTAL,571,359333.8,273627.01,,,
MUSCULOSKELETAL,29840,80S,N/A,59.5,46.65,,,
MUSCULOSKELETAL,29840,SG,N/A,2507.2399999999998,1965.67,,,
MUSCULOSKELETAL,29840,OTHER,132,57662.99,44301.11,,,
MUSCULOSKELETAL,29840,TOTAL,137,60229.73,46313.43,,,
MUSCULOSKELETAL,29843,80S,N/A,73.569999999999993,57.68,,,
MUSCULOSKELETAL,29843,OTHER,31,12674.02,9925.66,,,
MUSCULOSKELETAL,29843,TOTAL,33,12747.59,9983.34,,,
MUSCULOSKELETAL,29844,80S,28,1197.6099999999999,938.88,,,
MUSCULOSKELETAL,29844,OTHER,278,123079.06,96240.33,,,
MUSCULOSKELETAL,29844,TOTAL,306,124276.67,97179.21,,,
MUSCULOSKELETAL,29845,80S,48,3413.77,2558.61,,,
MUSCULOSKELETAL,29845,SG,N/A,514.5,403.37,,,
MUSCULOSKELETAL,29845,OTHER,251,139054.37,107610.92,,,
MUSCULOSKELETAL,29845,TOTAL,300,142982.64000000001,110572.9,,,
MUSCULOSKELETAL,29846,80S,122,6792.86,5235.6099999999997,,,
MUSCULOSKELETAL,29846,SG,35,37174.57,29092.080000000002,,,
MUSCULOSKELETAL,29846,OTHER,1950,1168760.1499999999,897499.39,,,
MUSCULOSKELETAL,29846,TOTAL,2107,1212727.58,931827.08,,,
MUSCULOSKELETAL,29847,80S,20,1070.8699999999999,839.52,,,
MUSCULOSKELETAL,29847,SG,N/A,2242.65,1758.24,,,
MUSCULOSKELETAL,29847,OTHER,89,67847.33,52959.24,,,
MUSCULOSKELETAL,29847,TOTAL,110,71160.849999999991,55556.999999999993,,,
MUSCULOSKELETAL,29848,80S,N/A,0,0,,,
MUSCULOSKELETAL,29848,SG,897,1011539.77,778927.04,,,
MUSCULOSKELETAL,29848,OTHER,41112,29181455.649999999,22562930.030000001,,,
MUSCULOSKELETAL,29848,TOTAL,42009,30192995.420000002,23341857.07,,,
MUSCULOSKELETAL,29850,80S,N/A,178.63,140.04,,,
MUSCULOSKELETAL,29850,SG,N/A,667.38,523.22,,,
MUSCULOSKELETAL,29850,OTHER,45,22140.11,17357.91,,,
MUSCULOSKELETAL,29850,TOTAL,48,22986.12,18021.169999999998,,,
MUSCULOSKELETAL,29851,80S,N/A,524.80999999999995,312.39,,,
MUSCULOSKELETAL,29851,SG,N/A,5659.5,4437.04,,,
MUSCULOSKELETAL,29851,OTHER,25,24815.37,18482.66,,,
MUSCULOSKELETAL,29851,TOTAL,33,30999.68,23232.09,,,
MUSCULOSKELETAL,29855,80S,184,19835.87,15336.23,,,
MUSCULOSKELETAL,29855,SG,N/A,2637.09,2067.48,,,
MUSCULOSKELETAL,29855,OTHER,538,480353.6,367098.01,,,
MUSCULOSKELETAL,29855,TOTAL,723,502826.56,384501.72,,,
MUSCULOSKELETAL,29856,80S,N/A,1085.42,850.97,,,
MUSCULOSKELETAL,29856,OTHER,33,36090.699999999997,28295.1,,,
MUSCULOSKELETAL,29856,TOTAL,41,37176.120000000003,29146.07,,,
MUSCULOSKELETAL,29860,80S,20,1669.8,1309.1300000000001,,,
MUSCULOSKELETAL,29860,SG,N/A,6227.18,4882.12,,,
MUSCULOSKELETAL,29860,OTHER,63,42426.96,33262.730000000003,,,
MUSCULOSKELETAL,29860,TOTAL,86,50323.94,39453.980000000003,,,
MUSCULOSKELETAL,29861,80S,38,761.63,593.89,,,
MUSCULOSKELETAL,29861,OTHER,142,60056.11,46933.58,,,
MUSCULOSKELETAL,29861,TOTAL,180,60817.74,47527.47,,,
MUSCULOSKELETAL,29862,80S,275,22872.09,17732.79,,,
MUSCULOSKELETAL,29862,SG,40,97454.44,76231.02,,,
MUSCULOSKELETAL,29862,OTHER,916,840097.7,637810.91,,,
MUSCULOSKELETAL,29862,TOTAL,1231,960424.23,731774.72,,,
MUSCULOSKELETAL,29863,80S,139,14241.73,11065.67,,,
MUSCULOSKELETAL,29863,SG,N/A,2490.87,1952.85,,,
MUSCULOSKELETAL,29863,OTHER,500,497654.33,379443.63,,,
MUSCULOSKELETAL,29863,TOTAL,640,514386.93,392462.15,,,
MUSCULOSKELETAL,29866,80S,N/A,417.88,327.63,,,
MUSCULOSKELETAL,29866,OTHER,32,43971.17,34358.120000000003,,,
MUSCULOSKELETAL,29866,TOTAL,35,44389.05,34685.75,,,
MUSCULOSKELETAL,29867,80S,N/A,1182.1500000000001,926.79,,,
MUSCULOSKELETAL,29867,SG,N/A,0,0,,,
MUSCULOSKELETAL,29867,OTHER,39,48768.37,38119.14,,,
MUSCULOSKELETAL,29867,TOTAL,45,49950.52,39045.93,,,
MUSCULOSKELETAL,29868,80S,N/A,775.8,448.84,,,
MUSCULOSKELETAL,29868,OTHER,N/A,12980.79,9180.81,,,
MUSCULOSKELETAL,29868,TOTAL,11,13756.59,9629.65,,,
MUSCULOSKELETAL,29870,80S,N/A,0,0,,,
MUSCULOSKELETAL,29870,SG,25,18812.16,14472.96,,,
MUSCULOSKELETAL,29870,OTHER,1631,575513.71,445101.96,,,
MUSCULOSKELETAL,29870,TOTAL,1656,594325.87,459574.92,,,
MUSCULOSKELETAL,29871,80S,N/A,0,0,,,
MUSCULOSKELETAL,29871,SG,N/A,1144.0999999999999,896.97,,,
MUSCULOSKELETAL,29871,OTHER,2284,1001713.33,780841.13,,,
MUSCULOSKELETAL,29871,TOTAL,2285,1002857.43,781738.1,,,
MUSCULOSKELETAL,29873,80S,N/A,33.18,26.01,,,
MUSCULOSKELETAL,29873,SG,124,88791.89,68021.08,,,
MUSCULOSKELETAL,29873,OTHER,3940,1418805.37,1088498.44,,,
