Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 69000 - 69990,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,13,"$4,714","$3,268"
69714,OTHER,,42,"$37,059","$29,647"
,TOTAL,,42,"$37,059","$29,647"
69715,OTHER,,7,"$8,170","$6,536"
,TOTAL,,7,"$8,170","$6,536"
69717,OTHER,,4,"$3,524","$2,819"
,TOTAL,,4,"$3,524","$2,819"
69720,SG,,1,$339,$272
,OTHER,,89,"$63,892","$50,613"
,TOTAL,,90,"$64,231","$50,884"
69725,80'S,,2,$380,$304
,OTHER,,18,"$20,009","$16,007"
,TOTAL,,20,"$20,389","$16,311"
69740,OTHER,,13,"$7,932","$6,266"
,TOTAL,,13,"$7,932","$6,266"
69745,OTHER,,1,$566,$452
,TOTAL,,1,$566,$452
69799,OTHER,,57,"$20,674","$16,539"
,TOTAL,,57,"$20,674","$16,539"
69801,SG,,512,"$344,221","$271,210"
,OTHER,,"2,089","$1,212,740","$957,478"
,TOTAL,,"2,601","$1,556,961","$1,228,688"
69802,SG,,1,$937,$749
,OTHER,,10,"$8,490","$6,090"
,TOTAL,,11,"$9,427","$6,839"
69805,SG,,3,"$2,821","$2,257"
,OTHER,,42,"$38,677","$30,136"
,TOTAL,,45,"$41,499","$32,393"
69806,SG,,21,"$19,908","$14,807"
,OTHER,,182,"$147,801","$115,243"
,TOTAL,,203,"$167,709","$130,050"
69820,OTHER,,16,"$8,805","$6,964"
,TOTAL,,16,"$8,805","$6,964"
69840,80'S,,1,$64,$51
,OTHER,,6,"$4,068","$3,230"
,TOTAL,,7,"$4,132","$3,281"
69905,SG,,8,"$7,231","$5,705"
,OTHER,,34,"$24,685","$19,616"
,TOTAL,,42,"$31,917","$25,321"
69910,SG,,3,"$2,840","$2,272"
,80'S,,1,$79,$63
,OTHER,,88,"$69,826","$54,435"
,TOTAL,,92,"$72,745","$56,770"
69915,OTHER,,21,"$26,771","$20,694"
,TOTAL,,21,"$26,771","$20,694"
69930,SG,,7,"$6,645","$5,316"
,80'S,,5,$770,$616
,OTHER,,"1,001","$1,088,193","$863,735"
,TOTAL,,"1,013","$1,095,608","$869,667"
69949,OTHER,,132,"$13,368","$10,487"
,TOTAL,,132,"$13,368","$10,487"
69950,80'S,,1,$247,$197
,OTHER,,7,"$10,797","$5,865"
,TOTAL,,8,"$11,044","$6,063"
69955,80'S,,1,$281,$225
,OTHER,,8,"$11,128","$8,744"
,TOTAL,,9,"$11,409","$8,969"
69960,80'S,,1,$132,$106
,OTHER,,22,"$26,897","$21,517"
,TOTAL,,23,"$27,029","$21,623"
69970,80'S,,1,$292,$233
,OTHER,,42,"$71,950","$57,534"
,TOTAL,,43,"$72,241","$57,767"
69979,OTHER,,17,"$6,324","$5,059"
,TOTAL,,17,"$6,324","$5,059"
69990,80'S,,861,"$28,600","$22,811"
,OTHER,,"9,682","$1,974,406","$1,565,966"
,TOTAL,,"10,543","$2,003,006","$1,588,777"
