Medicare Part Physician/Supplier BESS Data,,,,,
,,Medicare Part B Physician/Supplier BESS Data,,,
For Calendar Year 2002,,,,,
Code Ranges 10040 - 19499,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
10040,OTHER,INTEGUMENTARY,"25,475","$1,790,922","$1,322,683"
,TOTAL,,"25,475","$1,790,922","$1,322,683"
10060,OTHER,,"603,733","$55,201,396","$41,044,762"
,TOTAL,,"603,733","$55,201,396","$41,044,762"
10061,80'S,,1,$19,$15
,OTHER,,"128,166","$19,520,149","$14,993,599"
,TOTAL,,"128,167","$19,520,168","$14,993,614"
10080,OTHER,,"2,022","$205,773","$149,753"
,TOTAL,,"2,022","$205,773","$149,753"
10081,OTHER,,740,"$125,682","$96,914"
,TOTAL,,740,"$125,682","$96,914"
10120,OTHER,,"39,590","$3,468,521","$2,521,855"
,TOTAL,,"39,590","$3,468,521","$2,521,855"
10121,OTHER,,"7,703","$1,359,548","$1,051,001"
,TOTAL,,"7,703","$1,359,548","$1,051,001"
10140,OTHER,,"69,487","$7,126,562","$5,480,648"
,TOTAL,,"69,487","$7,126,562","$5,480,648"
10160,OTHER,,"58,772","$4,066,884","$3,081,499"
,TOTAL,,"58,772","$4,066,884","$3,081,499"
10180,SG,,296,"$121,003","$94,501"
,OTHER,,"15,445","$1,829,252","$1,436,034"
,TOTAL,,"15,741","$1,950,255","$1,530,535"
11000,OTHER,,"193,696","$8,585,842","$6,436,223"
,TOTAL,,"193,696","$8,585,842","$6,436,223"
11001,OTHER,,"2,803","$67,851","$52,868"
,TOTAL,,"2,803","$67,851","$52,868"
11010,80'S,,3,$62,$49
,OTHER,,"3,277","$533,024","$418,317"
,TOTAL,,"3,280","$533,086","$418,366"
11011,80'S,,5,$162,$129
,OTHER,,"3,620","$906,261","$717,721"
,TOTAL,,"3,625","$906,423","$717,851"
11012,80'S,,17,$747,$597
,OTHER,,"6,065","$1,788,691","$1,415,253"
,TOTAL,,"6,082","$1,789,437","$1,415,851"
