Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
56405,SG,FEMALE GENITAL,17,"$7,295","$5,836"
,OTHER,,"3,163","$399,529","$301,429"
,TOTAL,,"3,180","$406,824","$307,265"
56420,OTHER,,"1,517","$186,515","$138,362"
,TOTAL,,"1,517","$186,515","$138,362"
56440,SG,,40,"$15,988","$12,790"
,OTHER,,476,"$90,478","$70,924"
,TOTAL,,516,"$106,466","$83,715"
56441,SG,,28,"$8,133","$6,269"
,OTHER,,393,"$45,795","$35,418"
,TOTAL,,421,"$53,928","$41,687"
56501,OTHER,,"3,381","$422,845","$320,903"
,TOTAL,,"3,381","$422,845","$320,903"
56515,SG,,109,"$51,768","$40,584"
,OTHER,,"1,471","$276,486","$216,891"
,TOTAL,,"1,580","$328,254","$257,475"
56605,SG,,230,"$65,568","$51,791"
,OTHER,,"26,253","$2,580,710","$1,948,333"
,TOTAL,,"26,483","$2,646,278","$2,000,124"
56606,OTHER,,"4,397","$270,694","$214,279"
,TOTAL,,"4,397","$270,694","$214,279"
56620,SG,,111,"$77,312","$60,703"
,80'S,,108,"$7,545","$5,884"
,OTHER,,"2,103","$950,360","$749,290"
,TOTAL,,"2,322","$1,035,216","$815,877"
56625,SG,,5,"$4,628","$3,703"
,80'S,,15,"$1,193",$955
,OTHER,,168,"$86,617","$68,836"
,TOTAL,,188,"$92,439","$73,493"
56630,80'S,,61,"$7,006","$5,524"
,OTHER,,653,"$471,313","$374,568"
,TOTAL,,714,"$478,318","$380,092"
56631,80'S,,25,"$4,067","$3,254"
,OTHER,,246,"$243,555","$193,332"
,TOTAL,,271,"$247,622","$196,586"
56632,80'S,,35,"$6,943","$5,555"
,OTHER,,214,"$251,522","$201,205"
,TOTAL,,249,"$258,466","$206,759"
56633,80'S,,25,"$3,904","$3,123"
,OTHER,,198,"$179,511","$142,922"
,TOTAL,,223,"$183,415","$146,045"
56634,80'S,,14,"$2,100","$1,680"
,OTHER,,75,"$77,888","$62,298"
,TOTAL,,89,"$79,987","$63,978"
56637,80'S,,32,"$6,780","$5,424"
,OTHER,,260,"$329,867","$263,512"
,TOTAL,,292,"$336,646","$268,935"
56640,80'S,,8,"$1,650","$1,320"
,OTHER,,30,"$36,555","$29,244"
,TOTAL,,38,"$38,204","$30,563"
56700,SG,,3,$621,$460
,80'S,,2,$40,$32
,OTHER,,66,"$8,070","$6,089"
,TOTAL,,71,"$8,731","$6,581"
56720,SG,,2,$307,$245
,OTHER,,43,"$1,708","$1,311"
,TOTAL,,45,"$2,015","$1,556"
56740,SG,,50,"$24,126","$19,096"
,OTHER,,479,"$127,985","$100,440"
,TOTAL,,529,"$152,111","$119,536"
56800,SG,,10,"$4,450","$3,560"
,80'S,,23,$514,$396
,OTHER,,203,"$35,922","$28,513"
,TOTAL,,236,"$40,886","$32,469"
56805,OTHER,,2,"$2,553","$2,043"
,TOTAL,,2,"$2,553","$2,043"
56810,SG,,26,"$17,603","$12,885"
,80'S,,74,"$2,077","$1,634"
,OTHER,,602,"$109,172","$85,934"
,TOTAL,,702,"$128,852","$100,452"
57000,SG,,6,"$1,137",$875
,80'S,,1,$18,$15
,OTHER,,110,"$16,825","$12,991"
,TOTAL,,117,"$17,980","$13,880"
57010,SG,,1,$417,$334
,80'S,,1,$61,$49
,OTHER,,104,"$33,003","$26,237"
,TOTAL,,106,"$33,481","$26,620"
57020,SG,,4,"$1,265","$1,012"
,OTHER,,95,"$7,756","$6,031"
,TOTAL,,99,"$9,021","$7,043"
57022,OTHER,,6,$560,$448
,TOTAL,,6,$560,$448
57023,OTHER,,65,"$16,236","$12,989"
,TOTAL,,65,"$16,236","$12,989"
57061,OTHER,,"2,044","$232,958","$177,839"
,TOTAL,,"2,044","$232,958","$177,839"
57065,SG,,83,"$23,688","$18,437"
,OTHER,,"1,072","$188,641","$145,555"
,TOTAL,,"1,155","$212,329","$163,992"
57100,OTHER,,"6,602","$602,416","$456,511"
,TOTAL,,"6,602","$602,416","$456,511"
57105,SG,,62,"$24,420","$19,272"
,OTHER,,"1,052","$142,310","$110,082"
,TOTAL,,"1,114","$166,729","$129,354"
57106,80'S,,185,"$6,360","$5,023"
,OTHER,,"1,061","$258,570","$205,537"
,TOTAL,,"1,246","$264,930","$210,559"
57107,80'S,,40,"$6,564","$5,178"
,OTHER,,139,"$152,081","$119,933"
,TOTAL,,179,"$158,645","$125,111"
57109,80'S,,7,"$1,465","$1,172"
,OTHER,,33,"$44,065","$35,252"
,TOTAL,,40,"$45,529","$36,424"
57110,80'S,,135,"$17,369","$13,844"
,OTHER,,495,"$382,662","$305,460"
,TOTAL,,630,"$400,031","$319,304"
57111,80'S,,5,"$1,133",$906
,OTHER,,38,"$49,517","$39,614"
,TOTAL,,43,"$50,650","$40,520"
57112,80'S,,1,$285,$228
,OTHER,,11,"$9,538","$7,630"
,TOTAL,,12,"$9,823","$7,858"
57120,80'S,,612,"$39,673","$31,507"
,OTHER,,"2,045","$794,330","$631,765"
,TOTAL,,"2,657","$834,003","$663,272"
57130,SG,,5,"$1,674","$1,339"
,80'S,,5,$100,$80
,OTHER,,58,"$8,158","$6,343"
,TOTAL,,68,"$9,932","$7,762"
57135,SG,,143,"$56,719","$44,765"
,OTHER,,"1,392","$243,042","$190,194"
,TOTAL,,"1,535","$299,761","$234,959"
57150,80'S,,1,$2,$2
,OTHER,,"16,616","$924,679","$695,881"
,TOTAL,,"16,617","$924,681","$695,883"
57155,OTHER,,"1,941","$710,669","$566,702"
,TOTAL,,"1,941","$710,669","$566,702"
57160,OTHER,,"104,522","$7,333,691","$5,426,570"
