Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 90281 - 99199 ,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
90281,TOTAL,MEDICINE,18,$0,$0
90283,TOTAL,,6,$0,$0
90287,TOTAL,,1,$0,$0
90371,TOTAL,,371,"$44,510","$34,783"
90375,TOTAL,,473,"$38,238","$30,406"
90376,TOTAL,,100,"$12,432","$9,844"
90378,TOTAL,,1,$16,$13
90384,TOTAL,,1,$0,$0
90385,TOTAL,,16,$575,$460
90396,TOTAL,,2,$134,$107
90399,TOTAL,,2,$0,$0
90471,TOTAL,,"142,558","$558,647","$405,807"
90472,TOTAL,,"7,853","$31,241","$22,416"
90585,TOTAL,,4,$249,$176
90586,TOTAL,,"1,257","$208,917","$164,645"
90632,TOTAL,,968,"$53,410","$37,690"
90633,TOTAL,,25,$682,$484
90634,TOTAL,,5,$144,$115
90636,TOTAL,,310,"$23,768","$17,822"
90645,TOTAL,,40,$971,$756
90646,TOTAL,,99,"$2,086","$1,635"
90647,TOTAL,,26,$665,$519
90648,TOTAL,,26,$541,$399
90657,TOTAL,,"94,137","$556,547","$556,043"
90658,TOTAL,,"9,393,951","$72,810,753","$72,680,731"
90659,TOTAL,,"2,465,076","$18,488,160","$18,459,055"
90665,TOTAL,,9,$542,$366
90675,TOTAL,,956,"$116,490","$90,642"
90676,TOTAL,,9,"$1,140",$912
90691,TOTAL,,52,"$2,120","$1,354"
90692,TOTAL,,2,$59,$23
90700,TOTAL,,3,$59,$47
90701,TOTAL,,194,"$2,597","$1,929"
90702,TOTAL,,593,"$3,913","$3,205"
90703,TOTAL,,"37,096","$264,090","$194,242"
90704,TOTAL,,3,$27,$22
90705,TOTAL,,2,$25,$10
90707,TOTAL,,10,$354,$256
90708,TOTAL,,7,$141,$113
90713,TOTAL,,16,$351,$263
90716,TOTAL,,8,$448,$359
90717,TOTAL,,1,$57,$46
90718,TOTAL,,"55,870","$473,557","$344,303"
90720,TOTAL,,5,$170,$136
90721,TOTAL,,9,$310,$248
90723,TOTAL,,2,$81,$65
90732,TOTAL,,"1,436,563","$20,141,370","$20,076,052"
90733,TOTAL,,40,"$2,660","$1,905"
90735,TOTAL,,3,$79,$36
90740,TOTAL,,932,"$138,909","$108,070"
90743,TOTAL,,32,"$1,159",$845
90744,TOTAL,,531,"$15,784","$11,333"
90746,TOTAL,,"30,773","$1,764,783","$1,265,005"
90747,TOTAL,,"1,173","$145,246","$114,380"
90748,TOTAL,,147,"$7,481","$5,407"
90749,TOTAL,,29,$154,$114
90780,TOTAL,,"2,341,891","$93,256,601","$73,277,281"
90781,TOTAL,,"1,348,765","$27,140,310","$21,309,082"
90782,TOTAL,,"2,596,118","$9,753,341","$7,000,074"
90783,TOTAL,,826,"$11,739","$8,669"
90784,TOTAL,,"62,904","$1,000,634","$768,041"
90788,TOTAL,,"18,530","$74,425","$53,355"
90799,TOTAL,,"13,232","$247,533","$193,843"
90801,TOTAL,,"1,143,704","$148,696,752","$113,233,833"
90802,TOTAL,,"2,586","$337,135","$258,532"
90804,TOTAL,,"695,509","$38,011,830","$17,919,457"
90805,TOTAL,,"1,454,582","$99,673,205","$44,747,652"
90806,TOTAL,,"4,362,759","$368,293,348","$177,605,017"
90807,TOTAL,,"1,146,208","$119,311,625","$56,642,044"
90808,TOTAL,,"267,325","$31,974,103","$15,810,045"
90809,TOTAL,,"34,767","$4,909,401","$2,339,760"
90810,TOTAL,,"11,582","$612,665","$298,638"
90811,TOTAL,,"11,640","$820,434","$362,414"
90812,TOTAL,,"46,727","$4,225,387","$2,041,725"
90813,TOTAL,,"11,165","$1,150,222","$524,514"
90814,TOTAL,,"2,437","$306,377","$153,623"
90815,TOTAL,,"1,081","$152,576","$74,147"
90816,TOTAL,,"1,243,696","$75,616,693","$41,097,373"
90817,TOTAL,,"697,654","$48,158,685","$35,038,091"
90818,TOTAL,,"1,059,816","$97,281,267","$51,910,992"
90819,TOTAL,,"200,972","$20,418,153","$15,179,201"
90821,TOTAL,,"27,053","$3,532,599","$1,962,671"
90822,TOTAL,,"5,736","$813,635","$564,581"
90823,TOTAL,,"6,237","$475,157","$316,699"
90824,TOTAL,,"5,046","$388,693","$247,046"
90826,TOTAL,,"3,142","$309,988","$177,282"
90827,TOTAL,,"3,717","$412,765","$278,135"
90828,TOTAL,,438,"$62,728","$44,816"
90829,TOTAL,,121,"$17,429","$13,195"
90845,TOTAL,,"4,197","$397,418","$196,534"
90846,TOTAL,,"14,611","$1,266,440","$674,058"
