Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Ranges 33010 - 37799,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
33010,OTHER,CARDIOVASCULAR,"4,592","$481,440","$380,712"
,TOTAL,,"4,592","$481,440","$380,712"
33011,OTHER,,137,"$12,231","$9,578"
,TOTAL,,137,"$12,231","$9,578"
33015,OTHER,,533,"$201,720","$160,698"
,TOTAL,,533,"$201,720","$160,698"
33020,80'S,,43,"$4,428","$3,542"
,OTHER,,299,"$172,484","$136,224"
,TOTAL,,342,"$176,911","$139,766"
33025,80'S,,581,"$64,731","$51,283"
,OTHER,,"6,086","$3,928,086","$3,119,735"
,TOTAL,,"6,667","$3,992,817","$3,171,018"
33030,80'S,,155,"$24,989","$19,946"
,OTHER,,735,"$665,631","$529,571"
,TOTAL,,890,"$690,620","$549,517"
33031,80'S,,70,"$9,321","$7,394"
,OTHER,,281,"$204,958","$162,967"
,TOTAL,,351,"$214,279","$170,361"
33050,80'S,,27,"$2,776","$2,221"
,OTHER,,121,"$70,161","$56,129"
,TOTAL,,148,"$72,937","$58,350"
33120,80'S,,223,"$45,417","$35,923"
,OTHER,,723,"$762,338","$606,308"
,TOTAL,,946,"$807,755","$642,231"
33130,80'S,,14,"$2,164","$1,731"
,OTHER,,48,"$45,539","$36,431"
,TOTAL,,62,"$47,703","$38,162"
33140,80'S,,38,"$6,896","$5,517"
,OTHER,,239,"$227,498","$178,125"
,TOTAL,,277,"$234,395","$183,642"
33141,80'S,,371,"$14,671","$11,671"
,OTHER,,"1,862","$360,332","$286,319"
,TOTAL,,"2,233","$375,004","$297,990"
33200,80'S,,2,$240,$192
,OTHER,,956,"$685,374","$544,627"
,TOTAL,,958,"$685,614","$544,819"
33201,80'S,,2,$113,$91
,OTHER,,267,"$138,366","$110,073"
,TOTAL,,269,"$138,480","$110,164"
33206,OTHER,,"1,786","$709,973","$564,583"
,TOTAL,,"1,786","$709,973","$564,583"
33207,80'S,,1,$92,$74
