Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 60000 - 64999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
60000,SG,ENDOCRINE,1,$349,$279
,OTHER,,37,"$3,009","$2,292"
,TOTAL,,38,"$3,357","$2,570"
60001,OTHER,,"4,082","$170,125","$126,978"
,TOTAL,,"4,082","$170,125","$126,978"
60100,80'S,,1,$6,$5
,OTHER,,"18,144","$1,911,417","$1,492,159"
,TOTAL,,"18,145","$1,911,423","$1,492,164"
60200,SG,,15,"$6,201","$4,881"
,80'S,,156,"$11,010","$8,808"
,OTHER,,"1,654","$866,461","$688,942"
,TOTAL,,"1,825","$883,673","$702,631"
60210,80'S,,509,"$47,919","$38,009"
,OTHER,,"1,769","$975,114","$770,642"
,TOTAL,,"2,278","$1,023,033","$808,651"
60212,80'S,,68,"$9,859","$7,887"
,OTHER,,479,"$275,572","$219,011"
,TOTAL,,547,"$285,431","$226,899"
60220,SG,,39,"$16,453","$13,003"
,80'S,,"2,004","$221,114","$174,762"
,OTHER,,"6,447","$4,253,881","$3,360,462"
,TOTAL,,"8,490","$4,491,448","$3,548,228"
60225,SG,,4,"$1,935","$1,548"
,80'S,,378,"$49,748","$39,444"
,OTHER,,"1,407","$1,097,568","$867,422"
,TOTAL,,"1,789","$1,149,252","$908,414"
60240,80'S,,"1,264","$191,396","$151,456"
,OTHER,,"4,348","$3,985,665","$3,151,981"
,TOTAL,,"5,612","$4,177,061","$3,303,437"
60252,80'S,,182,"$35,322","$27,974"
,OTHER,,722,"$846,963","$673,750"
,TOTAL,,904,"$882,285","$701,724"
60254,80'S,,51,"$13,157","$10,483"
,OTHER,,177,"$276,255","$220,168"
,TOTAL,,228,"$289,412","$230,651"
60260,80'S,,172,"$28,451","$22,453"
,OTHER,,681,"$668,483","$527,703"
,TOTAL,,853,"$696,933","$550,156"
60270,80'S,,69,"$13,067","$10,325"
,OTHER,,222,"$239,424","$191,353"
,TOTAL,,291,"$252,491","$201,678"
60271,80'S,,181,"$27,416","$21,730"
,OTHER,,753,"$730,008","$580,570"
,TOTAL,,934,"$757,424","$602,300"
60280,SG,,25,"$14,567","$11,335"
,80'S,,38,"$2,192","$1,753"
,OTHER,,315,"$119,332","$94,175"
,TOTAL,,378,"$136,090","$107,263"
60281,SG,,2,$912,$730
,80'S,,3,$276,$221
,OTHER,,15,"$8,053","$6,443"
,TOTAL,,20,"$9,241","$7,393"
60500,80'S,,"3,038","$438,084","$347,575"
,OTHER,,"12,428","$10,833,656","$8,591,125"
,TOTAL,,"15,466","$11,271,741","$8,938,700"
60502,80'S,,114,"$21,120","$16,749"
,OTHER,,542,"$601,620","$479,881"
,TOTAL,,656,"$622,740","$496,630"
60505,80'S,,45,"$8,753","$6,797"
,OTHER,,164,"$196,747","$156,261"
,TOTAL,,209,"$205,500","$163,059"
60512,80'S,,296,"$10,963","$8,731"
,OTHER,,"1,662","$381,656","$302,154"
,TOTAL,,"1,958","$392,620","$310,884"
60520,80'S,,45,"$6,805","$5,307"
,OTHER,,219,"$201,770","$158,825"
,TOTAL,,264,"$208,575","$164,132"
60521,80'S,,54,"$8,108","$6,487"
,OTHER,,539,"$236,560","$186,941"
,TOTAL,,593,"$244,668","$193,428"
60522,80'S,,28,"$5,564","$4,305"
,OTHER,,140,"$162,177","$128,258"
,TOTAL,,168,"$167,741","$132,563"
60540,80'S,,335,"$40,902","$32,543"
,OTHER,,878,"$660,785","$526,385"
,TOTAL,,"1,213","$701,687","$558,928"
60545,80'S,,69,"$10,521","$8,417"
,OTHER,,186,"$171,053","$136,683"
,TOTAL,,255,"$181,574","$145,099"
60600,80'S,,36,"$6,623","$5,298"
,OTHER,,124,"$129,020","$100,332"
,TOTAL,,160,"$135,643","$105,630"
60605,80'S,,8,"$1,697","$1,358"
,OTHER,,36,"$46,737","$37,389"
,TOTAL,,44,"$48,434","$38,747"
60650,80'S,,134,"$23,001","$18,213"
,OTHER,,443,"$467,812","$371,363"
,TOTAL,,577,"$490,813","$389,576"
60659,OTHER,,17,"$9,408","$7,526"
,TOTAL,,17,"$9,408","$7,526"
60699,80'S,,50,"$1,839","$1,471"
,OTHER,,221,"$65,767","$52,461"
,TOTAL,,271,"$67,606","$53,932"
61000,OTHER,,118,"$3,827","$3,010"
,TOTAL,,118,"$3,827","$3,010"
61001,OTHER,,26,$975,$666
,TOTAL,,26,$975,$666
61020,OTHER,,442,"$51,033","$39,957"
,TOTAL,,442,"$51,033","$39,957"
61026,OTHER,,529,"$66,950","$53,019"
,TOTAL,,529,"$66,950","$53,019"
61050,OTHER,,245,"$28,065","$21,367"
,TOTAL,,245,"$28,065","$21,367"
61055,SG,,75,"$24,161","$18,306"
,OTHER,,"2,253","$315,510","$246,900"
,TOTAL,,"2,328","$339,671","$265,206"
61070,SG,,4,"$1,257","$1,005"
,OTHER,,"2,213","$235,623","$183,761"
,TOTAL,,"2,217","$236,880","$184,767"
61105,OTHER,,127,"$35,994","$28,793"
,TOTAL,,127,"$35,994","$28,793"
61107,OTHER,,"3,275","$1,057,832","$840,945"
,TOTAL,,"3,275","$1,057,832","$840,945"
61108,OTHER,,576,"$357,606","$284,506"
,TOTAL,,576,"$357,606","$284,506"
61120,80'S,,1,$40,$32
,OTHER,,56,"$29,119","$23,296"
,TOTAL,,57,"$29,160","$23,328"
61140,80'S,,29,"$4,414","$3,531"
,OTHER,,419,"$380,667","$303,911"
,TOTAL,,448,"$385,081","$307,442"
61150,80'S,,1,$192,$153
,OTHER,,81,"$81,974","$65,533"
,TOTAL,,82,"$82,166","$65,686"
61151,OTHER,,25,"$17,446","$13,957"
,TOTAL,,25,"$17,446","$13,957"
61154,80'S,,332,"$50,179","$40,099"
,OTHER,,"7,733","$7,225,573","$5,754,195"
,TOTAL,,"8,065","$7,275,752","$5,794,294"
61156,80'S,,39,"$5,978","$4,783"
,OTHER,,171,"$154,824","$123,594"
,TOTAL,,210,"$160,802","$128,377"
61210,OTHER,,"1,745","$652,834","$517,528"
,TOTAL,,"1,745","$652,834","$517,528"
61215,OTHER,,345,"$112,891","$89,609"
,TOTAL,,345,"$112,891","$89,609"
61250,80'S,,2,$217,$174
,OTHER,,30,"$16,517","$13,214"
,TOTAL,,32,"$16,735","$13,388"
61253,OTHER,,10,"$5,801","$4,578"
,TOTAL,,10,"$5,801","$4,578"
61304,80'S,,32,"$6,961","$5,569"
,OTHER,,295,"$373,871","$295,758"
,TOTAL,,327,"$380,832","$301,327"
61305,80'S,,12,"$3,135","$2,508"
,OTHER,,45,"$69,400","$55,381"
,TOTAL,,57,"$72,535","$57,889"
61312,80'S,,811,"$197,203","$156,717"
,OTHER,,"9,201","$12,445,321","$9,900,512"
,TOTAL,,"10,012","$12,642,524","$10,057,230"
61313,80'S,,249,"$60,933","$48,594"
