Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Ranges 00100 - 01999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
00100,AA,ANESTHESIA,"5,580","$1,187,161","$935,402"
,AD,,168,"$13,287","$9,996"
,QK,,"5,102","$620,723","$489,280"
,QZ,,"2,347","$415,336","$327,821"
,OTHER,,"5,944","$654,184","$518,378"
,TOTAL,,"19,141","$2,890,692","$2,280,878"
00102,AA,,30,"$5,504","$4,403"
,QK,,29,"$3,032","$2,327"
,QZ,,13,"$2,207","$1,765"
,OTHER,,34,"$3,684","$2,935"
,TOTAL,,106,"$14,427","$11,431"
00103,AA,,"8,300","$1,375,685","$1,079,230"
,AD,,110,"$8,704","$6,838"
,QK,,"5,306","$456,838","$357,417"
,QZ,,"7,808","$1,131,836","$883,722"
,OTHER,,"6,983","$600,314","$472,972"
,TOTAL,,"28,507","$3,573,376","$2,800,179"
00104,AA,,"100,561","$8,716,696","$5,653,276"
,AD,,"1,308","$82,422","$55,923"
,QK,,"25,640","$1,130,130","$752,332"
,QZ,,"13,121","$1,088,103","$686,422"
,OTHER,,"43,755","$1,868,806","$1,234,347"
,TOTAL,,"184,385","$12,886,156","$8,382,299"
0012T,OTHER,,4,"$2,896","$2,317"
,TOTAL,,4,"$2,896","$2,317"
00120,AA,,"8,304","$1,557,501","$1,223,890"
,AD,,168,"$12,194","$9,623"
,QK,,"7,898","$818,424","$644,265"
,QZ,,"2,457","$428,887","$338,900"
,OTHER,,"8,533","$829,757","$657,496"
,TOTAL,,"27,360","$3,646,762","$2,874,173"
00124,AA,,177,"$19,660","$15,394"
,AD,,155,$893,$652
,QK,,170,"$9,140","$6,939"
,QZ,,78,"$8,332","$6,626"
,OTHER,,206,"$11,282","$8,748"
,TOTAL,,786,"$49,307","$38,360"
00126,AA,,"1,053","$113,059","$88,797"
,AD,,19,"$1,070",$850
,QK,,734,"$41,009","$32,388"
,QZ,,400,"$41,913","$33,297"
,OTHER,,"1,015","$57,553","$45,538"
,TOTAL,,"3,221","$254,604","$200,869"
0013T,OTHER,,1,$899,$500
,TOTAL,,1,$899,$500
00140,AA,,"54,428","$8,475,258","$6,700,097"
,AD,,580,"$40,413","$31,662"
,QK,,"38,953","$3,274,463","$2,576,461"
,QZ,,"37,135","$5,024,926","$3,964,459"
,OTHER,,"45,291","$3,747,590","$2,971,757"
,TOTAL,,"176,387","$20,562,650","$16,244,435"
00142,AA,,"622,378","$69,496,479","$55,057,218"
,AD,,"11,338","$721,620","$566,323"
,QK,,"419,320","$23,598,584","$18,676,009"
,QZ,,"491,405","$48,604,830","$38,465,370"
,OTHER,,"544,753","$30,096,359","$23,884,364"
,TOTAL,,"2,089,194","$172,517,873","$136,649,284"
00144,AA,,"5,078","$1,036,467","$819,288"
,AD,,125,"$8,594","$6,709"
,QK,,"5,868","$638,870","$505,227"
,QZ,,"2,827","$518,154","$410,615"
,OTHER,,"6,281","$659,347","$523,449"
,TOTAL,,"20,179","$2,861,433","$2,265,287"
00145,AA,,"34,711","$7,224,713","$5,709,336"
,AD,,755,"$52,353","$40,945"
,QK,,"31,644","$3,449,583","$2,727,078"
,QZ,,"11,256","$2,148,304","$1,700,036"
,OTHER,,"35,531","$3,806,543","$3,026,072"
,TOTAL,,"113,897","$16,681,497","$13,203,466"
00147,AA,,575,"$83,752","$66,530"
,AD,,3,$160,$128
,QK,,311,"$22,724","$17,959"
,QZ,,274,"$35,561","$27,577"
,OTHER,,378,"$28,120","$22,195"
,TOTAL,,"1,541","$170,317","$134,388"
00148,AA,,143,"$17,983","$13,989"
,AD,,5,$293,$235
,QK,,215,"$13,146","$10,165"
,QZ,,49,"$5,970","$4,619"
,OTHER,,212,"$12,891","$9,979"
,TOTAL,,624,"$50,283","$38,986"
0016T,OTHER,,660,"$371,657","$296,936"
,TOTAL,,660,"$371,657","$296,936"
00160,AA,,"20,721","$3,710,018","$2,901,337"
,AD,,372,"$27,815","$21,945"
