Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 80048 - 89399 ,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
80048,TC,PATH/LAB,4,$34,$34
,26,,2,$15,$15
,GLOBL,,"8,916,630","$88,412,178","$88,235,362"
,TOTAL,,"8,916,636","$88,412,227","$88,235,411"
80050,GLOBL,,6,$98,$98
,TOTAL,,6,$98,$98
80051,GLOBL,,"1,699,815","$8,839,832","$8,830,005"
,TOTAL,,"1,699,815","$8,839,832","$8,830,005"
80053,TC,,10,$110,$110
,GLOBL,,"16,759,884","$194,864,937","$194,455,238"
,TOTAL,,"16,759,894","$194,865,047","$194,455,348"
80061,TC,,7,$93,$93
,26,,3,$44,$26
,GLOBL,,"16,012,093","$228,620,566","$228,154,867"
,TOTAL,,"16,012,103","$228,620,704","$228,154,986"
80069,GLOBL,,"434,139","$4,494,749","$4,483,152"
,TOTAL,,"434,139","$4,494,749","$4,483,152"
80072,GLOBL,,"11,476","$302,936","$302,602"
,TOTAL,,"11,476","$302,936","$302,602"
80074,GLOBL,,"162,874","$9,002,147","$8,990,943"
,TOTAL,,"162,874","$9,002,147","$8,990,943"
80076,TC,,4,$38,$38
,GLOBL,,"4,057,920","$32,965,577","$32,878,249"
,TOTAL,,"4,057,924","$32,965,615","$32,878,286"
80090,GLOBL,,705,"$55,016","$54,888"
,TOTAL,,705,"$55,016","$54,888"
80100,GLOBL,,"92,088","$1,707,975","$1,706,870"
,TOTAL,,"92,088","$1,707,975","$1,706,870"
80101,GLOBL,,"345,316","$3,940,837","$3,934,802"
,TOTAL,,"345,316","$3,940,837","$3,934,802"
80102,GLOBL,,"12,016","$199,493","$199,113"
,TOTAL,,"12,016","$199,493","$199,113"
80103,GLOBL,,9,$58,$26
,TOTAL,,9,$58,$26
80150,GLOBL,,"1,825","$35,614","$35,566"
,TOTAL,,"1,825","$35,614","$35,566"
80152,GLOBL,,"3,190","$76,818","$76,730"
,TOTAL,,"3,190","$76,818","$76,730"
80154,GLOBL,,"16,119","$403,115","$402,780"
,TOTAL,,"16,119","$403,115","$402,780"
80156,GLOBL,,"198,118","$3,935,549","$3,929,797"
,TOTAL,,"198,118","$3,935,549","$3,929,797"
80157,GLOBL,,"2,684","$36,829","$36,820"
,TOTAL,,"2,684","$36,829","$36,820"
80158,26,,1,$24,$24
,GLOBL,,"86,331","$2,095,561","$2,083,689"
,TOTAL,,"86,332","$2,095,585","$2,083,713"
80160,GLOBL,,"1,321","$29,623","$29,487"
,TOTAL,,"1,321","$29,623","$29,487"
80162,GLOBL,,"1,174,668","$21,514,605","$21,495,612"
,TOTAL,,"1,174,668","$21,514,605","$21,495,612"
80164,GLOBL,,"403,982","$7,286,520","$7,279,159"
,TOTAL,,"403,982","$7,286,520","$7,279,159"
80166,GLOBL,,709,"$14,898","$14,873"
,TOTAL,,709,"$14,898","$14,873"
80168,GLOBL,,597,"$12,971","$12,945"
,TOTAL,,597,"$12,971","$12,945"
80170,GLOBL,,"10,508","$228,369","$228,144"
,TOTAL,,"10,508","$228,369","$228,144"
80172,GLOBL,,32,$714,$712
,TOTAL,,32,$714,$712
80173,GLOBL,,"1,440","$28,811","$28,801"
,TOTAL,,"1,440","$28,811","$28,801"
80174,GLOBL,,"1,285","$30,417","$30,370"
,TOTAL,,"1,285","$30,417","$30,370"
80176,GLOBL,,578,"$9,599","$9,516"
,TOTAL,,578,"$9,599","$9,516"
80178,GLOBL,,"149,580","$1,363,176","$1,361,363"
,TOTAL,,"149,580","$1,363,176","$1,361,363"
80182,GLOBL,,"7,421","$131,995","$131,744"
,TOTAL,,"7,421","$131,995","$131,744"
80184,GLOBL,,"111,043","$1,734,771","$1,733,521"
,TOTAL,,"111,043","$1,734,771","$1,733,521"
80185,GLOBL,,"658,530","$12,050,430","$12,038,928"
,TOTAL,,"658,530","$12,050,430","$12,038,928"
80186,GLOBL,,"30,451","$575,185","$574,643"
,TOTAL,,"30,451","$575,185","$574,643"
80188,GLOBL,,"12,736","$289,214","$288,862"
,TOTAL,,"12,736","$289,214","$288,862"
80190,GLOBL,,460,"$10,642","$10,637"
,TOTAL,,460,"$10,642","$10,637"
80192,GLOBL,,"4,610","$106,416","$106,400"
,TOTAL,,"4,610","$106,416","$106,400"
80194,GLOBL,,"8,923","$179,056","$178,908"
,TOTAL,,"8,923","$179,056","$178,908"
80196,GLOBL,,"2,959","$28,976","$28,903"
,TOTAL,,"2,959","$28,976","$28,903"
80197,GLOBL,,"95,318","$1,788,263","$1,772,579"
,TOTAL,,"95,318","$1,788,263","$1,772,579"
80198,GLOBL,,"128,208","$2,471,336","$2,465,687"
,TOTAL,,"128,208","$2,471,336","$2,465,687"
80200,GLOBL,,"4,694","$99,246","$99,125"
,TOTAL,,"4,694","$99,246","$99,125"
80201,GLOBL,,"4,003","$65,939","$65,829"
,TOTAL,,"4,003","$65,939","$65,829"
80202,GLOBL,,"94,004","$1,648,207","$1,645,954"
,TOTAL,,"94,004","$1,648,207","$1,645,954"
80299,GLOBL,,"67,413","$1,304,787","$1,302,773"
,TOTAL,,"67,413","$1,304,787","$1,302,773"
80400,GLOBL,,837,"$36,579","$36,342"
,TOTAL,,837,"$36,579","$36,342"
80402,GLOBL,,9,"$1,070","$1,070"
,TOTAL,,9,"$1,070","$1,070"
80406,GLOBL,,9,$967,$967
,TOTAL,,9,$967,$967
80408,GLOBL,,25,"$3,176","$3,176"
,TOTAL,,25,"$3,176","$3,176"
80410,GLOBL,,3,$333,$333
,TOTAL,,3,$333,$333
80412,GLOBL,,368,"$164,075","$162,950"
,TOTAL,,368,"$164,075","$162,950"
80414,GLOBL,,13,$829,$829
,TOTAL,,13,$829,$829
80415,GLOBL,,12,$743,$743
,TOTAL,,12,$743,$743
80416,GLOBL,,1,$182,$182
,TOTAL,,1,$182,$182
80417,GLOBL,,4,$263,$263
,TOTAL,,4,$263,$263
80418,GLOBL,,345,"$267,078","$265,238"
,TOTAL,,345,"$267,078","$265,238"
80420,GLOBL,,26,"$1,408","$1,408"
,TOTAL,,26,"$1,408","$1,408"
80422,GLOBL,,53,"$3,167","$3,167"
,TOTAL,,53,"$3,167","$3,167"
80424,GLOBL,,5,$349,$349
,TOTAL,,5,$349,$349
80426,GLOBL,,122,"$24,661","$24,620"
,TOTAL,,122,"$24,661","$24,620"
80428,GLOBL,,101,"$9,201","$8,967"
,TOTAL,,101,"$9,201","$8,967"
80430,GLOBL,,12,$625,$625
,TOTAL,,12,$625,$625
80432,GLOBL,,16,"$1,704","$1,704"
,TOTAL,,16,"$1,704","$1,704"
80434,GLOBL,,17,"$2,030","$2,030"
,TOTAL,,17,"$2,030","$2,030"
80435,GLOBL,,92,"$4,431","$4,282"
,TOTAL,,92,"$4,431","$4,282"
80436,GLOBL,,5,$299,$299
