Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2002,,,,,
Code Range 70010 - 79999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
70010,TC,RADIOLOGY,1,$130,$104
,26,,136,"$6,612","$5,270"
,GLOBL,,9,$890,$632
,TOTAL,,146,"$7,632","$6,007"
70015,26,,249,"$14,691","$11,689"
,GLOBL,,6,$463,$355
,TOTAL,,255,"$15,154","$12,044"
70030,TC,,830,"$11,416","$8,655"
,26,,"23,979","$204,703","$158,315"
,GLOBL,,"6,825","$162,229","$121,424"
,TOTAL,,"31,634","$378,348","$288,394"
70100,TC,,581,"$10,991","$8,235"
,26,,"6,044","$54,026","$40,952"
,GLOBL,,"2,073","$55,889","$41,781"
,TOTAL,,"8,698","$120,906","$90,967"
70110,TC,,536,"$11,820","$8,754"
,26,,"15,682","$196,585","$148,131"
,GLOBL,,"2,228","$77,334","$56,908"
,TOTAL,,"18,446","$285,738","$213,793"
70120,TC,,74,"$1,575","$1,117"
,26,,457,"$3,994","$3,041"
,GLOBL,,594,"$18,127","$13,521"
,TOTAL,,"1,125","$23,696","$17,679"
70130,TC,,143,"$3,555","$2,668"
,26,,843,"$13,737","$10,396"
,GLOBL,,917,"$39,696","$29,959"
,TOTAL,,"1,903","$56,988","$43,023"
70134,TC,,2,$48,$39
,26,,80,"$1,320","$1,010"
,GLOBL,,69,"$2,816","$2,115"
,TOTAL,,151,"$4,184","$3,163"
70140,TC,,"1,351","$32,088","$24,534"
,26,,"10,891","$105,685","$80,135"
,GLOBL,,"3,657","$119,238","$90,501"
,TOTAL,,"15,899","$257,011","$195,170"
70150,TC,,"2,160","$59,626","$44,977"
,26,,"41,373","$530,845","$400,007"
,GLOBL,,"7,252","$294,881","$218,135"
,TOTAL,,"50,785","$885,351","$663,119"
70160,TC,,"1,679","$30,663","$22,500"
,26,,"42,765","$367,485","$276,936"
,GLOBL,,"5,728","$156,947","$115,383"
,TOTAL,,"50,172","$555,094","$414,819"
70170,TC,,4,$126,$101
,26,,271,"$4,096","$3,247"
,GLOBL,,64,"$2,819","$2,189"
,TOTAL,,339,"$7,041","$5,537"
70190,TC,,45,$957,$717
,26,,698,"$7,346","$5,606"
,GLOBL,,462,"$15,237","$11,581"
,TOTAL,,"1,205","$23,540","$17,904"
70200,TC,,786,"$21,565","$16,046"
,26,,"23,169","$326,751","$247,730"
,GLOBL,,"4,146","$178,605","$133,512"
,TOTAL,,"28,101","$526,921","$397,287"
70210,TC,,"9,561","$193,307","$135,039"
,26,,"29,767","$247,666","$183,327"
,GLOBL,,"70,200","$2,054,540","$1,475,525"
,TOTAL,,"109,528","$2,495,512","$1,793,891"
70220,TC,,"13,064","$339,622","$241,880"
,26,,"89,731","$1,103,507","$822,321"
,GLOBL,,"81,229","$3,209,345","$2,332,672"
,TOTAL,,"184,024","$4,652,474","$3,396,874"
70240,TC,,19,$263,$187
,26,,377,"$3,629","$2,796"
,GLOBL,,363,"$8,320","$6,399"
,TOTAL,,759,"$12,213","$9,381"
70250,TC,,"5,985","$136,403","$104,471"
,26,,"44,178","$519,494","$400,089"
,GLOBL,,"14,543","$493,962","$373,102"
,TOTAL,,"64,706","$1,149,860","$877,662"
70260,TC,,"3,413","$112,210","$85,101"
,26,,"38,544","$638,037","$483,979"
,GLOBL,,"12,762","$614,006","$459,637"
,TOTAL,,"54,719","$1,364,254","$1,028,717"
70300,TC,,8,$77,$61
,26,,330,"$1,797","$1,352"
,GLOBL,,"1,304","$18,489","$14,117"
,TOTAL,,"1,642","$20,363","$15,530"
70310,TC,,2,$28,$22
,26,,287,"$2,475","$1,809"
,GLOBL,,492,"$10,308","$7,846"
,TOTAL,,781,"$12,810","$9,677"
70320,TC,,3,$76,$60
,26,,878,"$9,569","$7,238"
,GLOBL,,927,"$33,694","$25,539"
,TOTAL,,"1,808","$43,339","$32,838"
70328,TC,,70,"$1,146",$830
,26,,593,"$5,283","$3,881"
,GLOBL,,511,"$13,662","$9,512"
,TOTAL,,"1,174","$20,091","$14,223"
70330,TC,,290,"$8,053","$6,058"
,26,,"3,056","$36,047","$26,886"
,GLOBL,,"3,158","$128,653","$97,282"
,TOTAL,,"6,504","$172,753","$130,226"
70332,TC,,6,$452,$361
,26,,84,"$2,383","$1,858"
,GLOBL,,51,"$5,057","$3,960"
,TOTAL,,141,"$7,892","$6,180"
70336,TC,,201,"$78,719","$61,674"
,26,,"1,184","$87,200","$66,738"
,GLOBL,,"1,311","$653,253","$512,571"
,TOTAL,,"2,696","$819,173","$640,983"
70350,TC,,22,$278,$221
,26,,150,"$1,256",$924
,GLOBL,,595,"$12,847","$9,985"
,TOTAL,,767,"$14,380","$11,130"
70355,TC,,90,"$1,837","$1,428"
,26,,"9,183","$90,950","$68,920"
,GLOBL,,"19,796","$564,666","$426,425"
,TOTAL,,"29,069","$657,453","$496,773"
