MEDICARE PART B PHYSICIAN/SUPPLIER BESS DATA,,,,,
FOR CALENDAR YEAR 2007,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
L5000,TOTAL,PROSTHECTICS,"13,863","$6,371,216.40 ","$5,042,709.56 "
L5010,TOTAL,,455,"$528,212.34 ","$417,495.59 "
L5020,TOTAL,,920,"$1,152,042.46 ","$907,130.78 "
L5050,TOTAL,,562,"$1,218,028.63 ","$956,646.05 "
L5060,TOTAL,,10,"$28,736.75 ","$22,989.39 "
L5100,TOTAL,,466,"$1,021,041.00 ","$804,263.93 "
L5105,TOTAL,,88,"$287,533.52 ","$226,510.85 "
L5150,TOTAL,,19,"$61,243.57 ","$48,826.89 "
L5160,TOTAL,,7,"$27,362.91 ","$21,826.38 "
L5200,TOTAL,,315,"$967,094.35 ","$755,810.65 "
L5210,TOTAL,,106,"$209,053.48 ","$163,690.10 "
L5220,TOTAL,,106,"$285,832.50 ","$228,665.95 "
L5230,TOTAL,,23,"$77,814.19 ","$62,142.76 "
L5250,TOTAL,,13,"$61,823.34 ","$49,458.64 "
L5270,TOTAL,,2,"$8,603.92 ","$6,883.14 "
L5280,TOTAL,,2,"$8,546.57 ","$6,732.46 "
L5301,TOTAL,,"24,622","$54,847,210.60 ","$43,167,358.93 "
L5311,TOTAL,,168,"$536,832.30 ","$421,271.59 "
L5321,TOTAL,,"7,491","$23,695,348.28 ","$18,742,097.76 "
L5331,TOTAL,,139,"$634,475.05 ","$506,351.40 "
L5341,TOTAL,,25,"$120,252.02 ","$96,086.37 "
L5400,TOTAL,,97,"$110,368.29 ","$88,239.66 "
L5410,TOTAL,,59,"$21,947.41 ","$17,387.49 "
L5420,TOTAL,,11,"$15,002.89 ","$12,002.28 "
L5430,TOTAL,,9,"$3,442.28 ","$2,753.84 "
L5450,TOTAL,,376,"$141,349.93 ","$111,100.82 "
L5460,TOTAL,,22,"$10,559.24 ","$8,447.43 "
L5500,TOTAL,,86,"$65,424.26 ","$52,092.90 "
L5505,TOTAL,,13,"$23,161.02 ","$18,528.83 "
L5510,TOTAL,,51,"$23,969.56 ","$18,861.28 "
L5520,TOTAL,,29,"$42,652.83 ","$33,741.08 "
L5530,TOTAL,,"1,467","$2,421,393.66 ","$1,908,310.41 "
L5535,TOTAL,,87,"$140,210.11 ","$110,874.81 "
L5540,TOTAL,,"3,232","$5,623,028.90 ","$4,441,613.27 "
L5560,TOTAL,,13,"$24,933.22 ","$19,841.80 "
L5570,TOTAL,,22,"$42,271.71 ","$33,426.74 "
L5580,TOTAL,,660,"$1,470,047.86 ","$1,165,318.51 "
L5585,TOTAL,,108,"$269,497.76 ","$213,098.45 "
L5590,TOTAL,,"1,173","$2,718,848.31 ","$2,159,287.68 "
L5595,TOTAL,,7,"$22,130.17 ","$17,704.13 "
L5600,TOTAL,,8,"$33,489.68 ","$26,686.93 "
L5610,TOTAL,,10,"$17,005.71 ","$13,604.56 "
L5611,TOTAL,,810,"$1,146,457.69 ","$909,835.16 "
L5613,TOTAL,,325,"$703,959.77 ","$548,322.57 "
L5614,TOTAL,,24,"$33,918.94 ","$27,135.15 "
L5616,TOTAL,,107,"$135,817.12 ","$107,441.83 "
L5617,TOTAL,,175,"$81,079.71 ","$63,274.62 "
L5618,TOTAL,,909,"$234,152.10 ","$184,177.38 "
L5620,TOTAL,,"51,943","$13,269,354.09 ","$10,459,337.25 "
L5622,TOTAL,,438,"$147,195.37 ","$116,492.91 "
L5624,TOTAL,,"20,432","$6,962,376.91 ","$5,505,967.85 "
L5626,TOTAL,,198,"$88,023.49 ","$70,342.12 "
L5628,TOTAL,,72,"$32,712.22 ","$26,169.69 "
L5629,TOTAL,,"34,276","$10,192,323.81 ","$8,051,607.78 "
L5630,TOTAL,,124,"$52,885.20 ","$42,308.31 "
L5631,TOTAL,,"11,005","$4,513,652.96 ","$3,570,566.88 "
L5632,TOTAL,,918,"$189,771.39 ","$150,241.62 "
L5634,TOTAL,,144,"$41,305.98 ","$32,474.85 "
L5636,TOTAL,,227,"$50,619.36 ","$40,169.67 "
L5637,TOTAL,,"40,746","$11,908,292.51 ","$9,411,110.89 "
L5638,TOTAL,,60,"$28,820.94 ","$22,952.01 "
L5639,TOTAL,,12,"$9,872.19 ","$7,897.76 "
L5640,TOTAL,,45,"$24,564.64 ","$19,651.76 "
L5642,TOTAL,,6,"$3,205.88 ","$2,293.03 "
L5643,TOTAL,,125,"$170,358.67 ","$135,861.06 "
