,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2006,,
,,,Code Ranges 60000 - 64999,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
60000,OTHER,ENDOCRINE,24,"$2,359.93 ","$1,879.94 "
,TOTAL,,24,"$2,359.93 ","$1,879.94 "
60001,OTHER,,"2,168","$146,429.98 ","$112,859.24 "
,TOTAL,,"2,168","$146,429.98 ","$112,859.24 "
60100,OTHER,,"21,308","$1,916,134.14 ","$1,498,184.08 "
,TOTAL,,"21,308","$1,916,134.14 ","$1,498,184.08 "
60200,SG,,27,"$11,609.25 ","$8,978.06 "
,80'S,,280,"$18,197.18 ","$14,498.32 "
,OTHER,,"2,074","$1,084,812.60 ","$864,646.07 "
,TOTAL,,"2,381","$1,114,619.03 ","$888,122.45 "
60210,80'S,,378,"$35,584.17 ","$28,204.73 "
,OTHER,,"1,633","$905,960.18 ","$717,205.60 "
,TOTAL,,"2,011","$941,544.35 ","$745,410.33 "
60212,80'S,,50,"$7,403.75 ","$5,810.48 "
,OTHER,,247,"$214,322.02 ","$168,207.23 "
,TOTAL,,297,"$221,725.77 ","$174,017.71 "
60220,80'S,,"2,293","$257,234.19 ","$202,409.33 "
,OTHER,,"8,868","$5,853,126.07 ","$4,612,042.17 "
,TOTAL,,"11,161","$6,110,360.26 ","$4,814,451.50 "
60225,80'S,,278,"$38,154.23 ","$30,174.36 "
,OTHER,,"1,166","$948,872.44 ","$752,254.35 "
,TOTAL,,"1,444","$987,026.67 ","$782,428.71 "
60240,80'S,,"1,814","$270,482.15 ","$213,037.88 "
,OTHER,,"7,455","$6,600,316.89 ","$5,211,805.13 "
,TOTAL,,"9,269","$6,870,799.04 ","$5,424,843.01 "
60252,80'S,,271,"$54,101.92 ","$43,037.99 "
,OTHER,,"1,065","$1,282,333.23 ","$1,011,022.53 "
,TOTAL,,"1,336","$1,336,435.15 ","$1,054,060.52 "
60254,80'S,,59,"$15,461.27 ","$12,254.61 "
,OTHER,,238,"$371,364.70 ","$293,355.02 "
,TOTAL,,297,"$386,825.97 ","$305,609.63 "
60260,80'S,,238,"$40,181.56 ","$32,042.91 "
,OTHER,,"1,160","$1,141,028.14 ","$901,481.36 "
,TOTAL,,"1,398","$1,181,209.70 ","$933,524.27 "
60270,80'S,,58,"$11,118.34 ","$8,626.06 "
,OTHER,,235,"$265,608.85 ","$210,450.75 "
,TOTAL,,293,"$276,727.19 ","$219,076.81 "
60271,80'S,,289,"$45,373.35 ","$36,040.63 "
,OTHER,,"1,343","$1,274,791.62 ","$1,008,080.79 "
,TOTAL,,"1,632","$1,320,164.97 ","$1,044,121.42 "
60280,SG,,34,"$20,931.16 ","$16,645.75 "
,80'S,,32,"$1,978.01 ","$1,552.94 "
,OTHER,,326,"$128,069.05 ","$101,350.07 "
,TOTAL,,392,"$150,978.22 ","$119,548.76 "
60281,SG,,1,$584.12 ,$467.30 
,80'S,,4,$323.18 ,$258.55 
,OTHER,,16,"$8,296.00 ","$6,319.80 "
,TOTAL,,21,"$9,203.30 ","$7,045.65 "
60500,80'S,,"3,107","$469,767.61 ","$373,546.94 "
,OTHER,,"13,129","$11,917,038.14 ","$9,444,334.73 "
,TOTAL,,"16,236","$12,386,805.75 ","$9,817,881.67 "
60502,80'S,,162,"$31,229.45 ","$24,910.12 "
,OTHER,,577,"$682,217.89 ","$542,738.36 "
,TOTAL,,739,"$713,447.34 ","$567,648.48 "
60505,80'S,,33,"$6,830.99 ","$5,464.78 "
,OTHER,,128,"$149,854.13 ","$118,920.79 "
,TOTAL,,161,"$156,685.12 ","$124,385.57 "
60512,80'S,,301,"$11,857.39 ","$9,405.44 "
,OTHER,,"1,891","$457,222.24 ","$362,705.14 "
,TOTAL,,"2,192","$469,079.63 ","$372,110.58 "
60520,80'S,,50,"$6,949.24 ","$5,559.36 "
,OTHER,,272,"$252,534.96 ","$201,114.97 "
,TOTAL,,322,"$259,484.20 ","$206,674.33 "
60521,80'S,,57,"$8,360.66 ","$6,688.55 "
,OTHER,,363,"$314,033.48 ","$247,793.21 "
,TOTAL,,420,"$322,394.14 ","$254,481.76 "
60522,80'S,,32,"$6,297.52 ","$4,930.90 "
,OTHER,,181,"$213,742.05 ","$168,517.77 "
,TOTAL,,213,"$220,039.57 ","$173,448.67 "
60540,80'S,,195,"$26,824.79 ","$21,380.36 "
,OTHER,,694,"$545,362.40 ","$433,942.21 "
,TOTAL,,889,"$572,187.19 ","$455,322.57 "
60545,80'S,,45,"$6,837.58 ","$5,470.06 "
,OTHER,,148,"$138,504.14 ","$109,895.40 "
,TOTAL,,193,"$145,341.72 ","$115,365.46 "
60600,80'S,,36,"$6,585.31 ","$5,191.62 "
,OTHER,,162,"$162,566.57 ","$129,129.85 "
,TOTAL,,198,"$169,151.88 ","$134,321.47 "
60605,80'S,,4,$879.48 ,$703.59 
,OTHER,,27,"$29,490.36 ","$23,592.27 "
,TOTAL,,31,"$30,369.84 ","$24,295.86 "
60650,80'S,,308,"$55,543.81 ","$43,495.68 "
,OTHER,,863,"$929,841.64 ","$734,797.50 "
,TOTAL,,"1,171","$985,385.45 ","$778,293.18 "
60659,80'S,,1,$188.63 ,$150.90 
,OTHER,,20,"$18,123.21 ","$14,498.57 "
,TOTAL,,21,"$18,311.84 ","$14,649.47 "
60699,80'S,,7,"$1,082.33 ",$865.87 
,OTHER,,153,"$60,979.40 ","$48,638.04 "
,TOTAL,,160,"$62,061.73 ","$49,503.91 "
61000,OTHER,,36,"$1,619.07 ","$1,205.60 "
,TOTAL,,36,"$1,619.07 ","$1,205.60 "
61001,OTHER,,19,"$1,005.27 ",$791.82 
,TOTAL,,19,"$1,005.27 ",$791.82 
61020,OTHER,,445,"$50,180.15 ","$39,589.89 "
,TOTAL,,445,"$50,180.15 ","$39,589.89 "
61026,OTHER,,648,"$78,478.82 ","$61,990.78 "
,TOTAL,,648,"$78,478.82 ","$61,990.78 "
61050,OTHER,,186,"$20,145.77 ","$15,645.34 "
,TOTAL,,186,"$20,145.77 ","$15,645.34 "
61055,SG,,128,"$28,856.70 ","$22,986.12 "
,OTHER,,"1,901","$258,802.05 ","$200,522.15 "
,TOTAL,,"2,029","$287,658.75 ","$223,508.27 "
61070,SG,,41,"$13,046.45 ","$10,310.00 "
,OTHER,,"2,960","$222,367.01 ","$172,765.64 "
,TOTAL,,"3,001","$235,413.46 ","$183,075.64 "
61105,80'S,,1,$49.97 ,$39.98 
,OTHER,,125,"$38,505.39 ","$30,604.12 "
,TOTAL,,126,"$38,555.36 ","$30,644.10 "
61107,OTHER,,"3,105","$1,025,888.37 ","$813,639.70 "
,TOTAL,,"3,105","$1,025,888.37 ","$813,639.70 "
61108,OTHER,,708,"$474,706.48 ","$378,746.85 "
,TOTAL,,708,"$474,706.48 ","$378,746.85 "
61120,80'S,,2,$151.46 ,$121.16 
,OTHER,,102,"$49,198.21 ","$39,274.86 "
,TOTAL,,104,"$49,349.67 ","$39,396.02 "
61140,80'S,,35,"$5,736.39 ","$4,589.13 "
,OTHER,,422,"$386,892.94 ","$308,399.93 "
,TOTAL,,457,"$392,629.33 ","$312,989.06 "
61150,OTHER,,87,"$94,207.71 ","$75,366.19 "
,TOTAL,,87,"$94,207.71 ","$75,366.19 "
61151,OTHER,,16,"$12,271.19 ","$9,816.95 "
