,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2006,,
,,,Code Ranges 20000 - 29999,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
20000,OTHER,MUSCULOSKELETAL,"4,453","$739,670.52 ","$568,462.05 "
,TOTAL,,"4,453","$739,670.52 ","$568,462.05 "
20005,SG,,77,"$31,148.41 ","$24,462.44 "
,OTHER,,"4,132","$928,140.27 ","$728,867.31 "
,TOTAL,,"4,209","$959,288.68 ","$753,329.75 "
20100,AS,,3,$238.06 ,$190.44 
,80'S,,18,"$1,464.92 ","$1,171.94 "
,OTHER,,260,"$134,912.91 ","$107,230.44 "
,TOTAL,,281,"$136,615.89 ","$108,592.82 "
20101,AS,,2,$56.26 ,$45.01 
,OTHER,,92,"$15,299.53 ","$12,206.30 "
,TOTAL,,94,"$15,355.79 ","$12,251.31 "
20102,AS,,3,$85.00 ,$67.99 
,80'S,,8,$244.20 ,$195.37 
,OTHER,,383,"$83,556.75 ","$65,921.84 "
,TOTAL,,394,"$83,885.95 ","$66,185.20 "
20103,AS,,16,$750.69 ,$600.55 
,80'S,,6,$330.45 ,$264.35 
,OTHER,,"1,390","$438,771.46 ","$345,514.75 "
,TOTAL,,"1,412","$439,852.60 ","$346,379.65 "
20150,OTHER,,7,"$2,087.76 ","$1,662.02 "
,TOTAL,,7,"$2,087.76 ","$1,662.02 "
20200,SG,,59,"$24,447.86 ","$19,244.80 "
,OTHER,,"1,198","$106,093.65 ","$83,235.03 "
,TOTAL,,"1,257","$130,541.51 ","$102,479.83 "
20205,AS,,1,$22.94 ,$18.35 
,SG,,231,"$114,725.86 ","$90,961.47 "
,OTHER,,"3,432","$494,793.12 ","$387,273.40 "
,TOTAL,,"3,664","$609,541.92 ","$478,253.22 "
20206,SG,,41,"$12,117.78 ","$9,589.76 "
,OTHER,,"7,205","$679,007.48 ","$533,811.28 "
,TOTAL,,"7,246","$691,125.26 ","$543,401.04 "
20220,SG,,50,"$13,388.12 ","$10,710.50 "
,OTHER,,"6,427","$612,356.74 ","$483,483.39 "
,TOTAL,,"6,477","$625,744.86 ","$494,193.89 "
20225,SG,,115,"$46,525.39 ","$37,121.29 "
,80'S,,1,$22.40 ,$17.92 
,OTHER,,"14,995","$2,069,532.20 ","$1,641,507.36 "
,TOTAL,,"15,111","$2,116,079.99 ","$1,678,646.57 "
20240,SG,,86,"$29,414.82 ","$23,432.73 "
,OTHER,,"1,450","$280,809.36 ","$222,078.25 "
,TOTAL,,"1,536","$310,224.18 ","$245,510.98 "
20245,SG,,78,"$37,754.33 ","$29,983.63 "
,OTHER,,"1,900","$882,260.98 ","$699,479.13 "
,TOTAL,,"1,978","$920,015.31 ","$729,462.76 "
20250,AS,,3,$92.48 ,$73.99 
,80'S,,1,$27.24 ,$21.79 
,OTHER,,283,"$67,252.28 ","$53,456.89 "
,TOTAL,,287,"$67,372.00 ","$53,552.67 "
20251,AS,,75,"$3,286.06 ","$2,628.84 "
,SG,,1,$495.68 ,$396.54 
,80'S,,33,"$1,464.26 ","$1,171.42 "
,OTHER,,661,"$177,351.45 ","$140,473.66 "
,TOTAL,,770,"$182,597.45 ","$144,670.46 "
20500,OTHER,,797,"$86,470.83 ","$67,856.04 "
,TOTAL,,797,"$86,470.83 ","$67,856.04 "
20501,OTHER,,"6,548","$254,488.07 ","$198,931.63 "
,TOTAL,,"6,548","$254,488.07 ","$198,931.63 "
20520,OTHER,,"2,591","$395,863.11 ","$298,791.21 "
,TOTAL,,"2,591","$395,863.11 ","$298,791.21 "
20525,SG,,330,"$157,381.77 ","$124,008.23 "
,OTHER,,"1,912","$486,504.92 ","$382,566.57 "
,TOTAL,,"2,242","$643,886.69 ","$506,574.80 "
20526,OTHER,,"48,848","$3,575,786.01 ","$2,711,541.92 "
,TOTAL,,"48,848","$3,575,786.01 ","$2,711,541.92 "
20550,OTHER,,"808,653","$42,148,018.17 ","$31,472,349.02 "
,TOTAL,,"808,653","$42,148,018.17 ","$31,472,349.02 "
20551,OTHER,,"138,798","$5,987,112.07 ","$4,501,512.82 "
,TOTAL,,"138,798","$5,987,112.07 ","$4,501,512.82 "
20552,OTHER,,"304,828","$14,164,764.76 ","$10,665,832.50 "
,TOTAL,,"304,828","$14,164,764.76 ","$10,665,832.50 "
20553,AS,,1,$8.49 ,$6.79 
,OTHER,,"131,472","$6,788,479.81 ","$5,172,260.62 "
,TOTAL,,"131,473","$6,788,488.30 ","$5,172,267.41 "
20600,OTHER,,"377,316","$18,070,694.33 ","$13,506,729.11 "
,TOTAL,,"377,316","$18,070,694.33 ","$13,506,729.11 "
20605,OTHER,,"482,045","$25,170,340.26 ","$18,740,823.52 "
,TOTAL,,"482,045","$25,170,340.26 ","$18,740,823.52 "
20610,AS,,3,$12.53 ,$10.03 
,OTHER,,"4,949,217","$326,511,368.26 ","$246,591,886.56 "
,TOTAL,,"4,949,220","$326,511,380.79 ","$246,591,896.59 "
20612,OTHER,,"17,905","$947,077.29 ","$699,851.26 "
,TOTAL,,"17,905","$947,077.29 ","$699,851.26 "
20615,OTHER,,906,"$169,120.43 ","$130,252.15 "
,TOTAL,,906,"$169,120.43 ","$130,252.15 "
20650,AS,,2,$32.73 ,$24.49 
,SG,,323,"$94,087.95 ","$74,599.39 "
,80'S,,1,$21.13 ,$16.90 
,OTHER,,"3,055","$306,730.06 ","$242,321.11 "
,TOTAL,,"3,381","$400,871.87 ","$316,961.89 "
20660,AS,,1,$23.90 ,$19.12 
,80'S,,6,$171.68 ,$137.36 
,OTHER,,"3,182","$564,498.63 ","$446,729.45 "
,TOTAL,,"3,189","$564,694.21 ","$446,885.93 "
20661,OTHER,,"1,399","$457,297.08 ","$362,933.63 "
,TOTAL,,"1,399","$457,297.08 ","$362,933.63 "
20662,OTHER,,16,"$5,696.14 ","$4,177.92 "
,TOTAL,,16,"$5,696.14 ","$4,177.92 "
20663,OTHER,,6,"$2,462.95 ","$1,970.37 "
,TOTAL,,6,"$2,462.95 ","$1,970.37 "
20664,OTHER,,28,"$14,328.97 ","$10,967.88 "
,TOTAL,,28,"$14,328.97 ","$10,967.88 "
20665,AS,,2,$14.26 ,$11.41 
,80'S,,2,$36.13 ,$28.90 
,OTHER,,839,"$92,183.06 ","$73,138.06 "
,TOTAL,,843,"$92,233.45 ","$73,178.37 "
20670,AS,,1,$20.79 ,$16.63 
,SG,,888,"$248,177.17 ","$194,378.39 "
,OTHER,,"14,609","$4,626,394.42 ","$3,625,194.65 "
,TOTAL,,"15,498","$4,874,592.38 ","$3,819,589.67 "
20680,AS,,"1,054","$30,538.93 ","$24,313.97 "
,SG,,"9,330","$4,152,611.38 ","$3,264,366.50 "
,80'S,,363,"$11,084.98 ","$8,830.20 "
,OTHER,,"51,584","$11,958,342.04 ","$9,405,085.69 "
,TOTAL,,"62,331","$16,152,577.33 ","$12,702,596.36 "
20690,AS,,2,$48.86 ,$39.09 
,SG,,142,"$37,269.48 ","$29,234.13 "
,80'S,,1,$18.99 ,$15.19 
,OTHER,,"4,040","$562,082.55 ","$445,337.51 "
,TOTAL,,"4,185","$599,419.88 ","$474,625.92 "
20692,AS,,121,"$5,174.12 ","$4,053.56 "
,SG,,20,"$5,728.96 ","$4,583.16 "
,80'S,,109,"$5,186.52 ","$4,122.64 "
