,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2006,,
,,,Code Ranges 56405 - 58999,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
56405,OTHER,FEMALE GENITAL,"4,376","$448,495.25 ","$334,967.79 "
,TOTAL,,"4,376","$448,495.25 ","$334,967.79 "
56420,OTHER,,"1,769","$214,926.02 ","$158,178.89 "
,TOTAL,,"1,769","$214,926.02 ","$158,178.89 "
56440,SG,,61,"$24,925.38 ","$19,358.33 "
,OTHER,,431,"$73,295.47 ","$56,667.92 "
,TOTAL,,492,"$98,220.85 ","$76,026.25 "
56441,SG,,43,"$11,259.08 ","$8,974.57 "
,80'S,,2,$32.77 ,$26.21 
,OTHER,,373,"$43,067.11 ","$33,504.97 "
,TOTAL,,418,"$54,358.96 ","$42,505.75 "
56501,OTHER,,"3,861","$460,205.13 ","$344,831.32 "
,TOTAL,,"3,861","$460,205.13 ","$344,831.32 "
56515,SG,,113,"$55,740.35 ","$44,004.08 "
,OTHER,,"1,702","$317,979.99 ","$246,803.17 "
,TOTAL,,"1,815","$373,720.34 ","$290,807.25 "
56605,OTHER,,"26,034","$2,079,955.03 ","$1,542,466.01 "
,TOTAL,,"26,034","$2,079,955.03 ","$1,542,466.01 "
56606,OTHER,,"4,878","$189,541.99 ","$147,770.25 "
,TOTAL,,"4,878","$189,541.99 ","$147,770.25 "
56620,SG,,152,"$107,274.05 ","$85,283.59 "
,80'S,,101,"$7,027.15 ","$5,549.53 "
,OTHER,,"2,245","$1,039,555.63 ","$821,781.06 "
,TOTAL,,"2,498","$1,153,856.83 ","$912,614.18 "
56625,SG,,3,"$3,017.25 ","$2,413.79 "
,80'S,,18,"$1,533.34 ","$1,226.66 "
,OTHER,,193,"$98,039.66 ","$77,644.18 "
,TOTAL,,214,"$102,590.25 ","$81,284.63 "
56630,80'S,,60,"$7,332.13 ","$5,832.92 "
,OTHER,,724,"$527,873.86 ","$418,716.51 "
,TOTAL,,784,"$535,205.99 ","$424,549.43 "
56631,80'S,,33,"$5,358.98 ","$4,141.39 "
,OTHER,,293,"$283,634.50 ","$225,426.52 "
,TOTAL,,326,"$288,993.48 ","$229,567.91 "
56632,80'S,,34,"$6,585.35 ","$5,268.26 "
,OTHER,,230,"$262,880.00 ","$209,547.46 "
,TOTAL,,264,"$269,465.35 ","$214,815.72 "
56633,80'S,,27,"$3,903.00 ","$3,122.38 "
,OTHER,,211,"$187,328.19 ","$148,935.57 "
,TOTAL,,238,"$191,231.19 ","$152,057.95 "
56634,80'S,,8,"$1,416.94 ","$1,133.57 "
,OTHER,,57,"$60,440.83 ","$47,752.55 "
,TOTAL,,65,"$61,857.77 ","$48,886.12 "
56637,80'S,,32,"$6,836.22 ","$5,468.96 "
,OTHER,,214,"$271,089.24 ","$216,865.28 "
,TOTAL,,246,"$277,925.46 ","$222,334.24 "
56640,OTHER,,13,"$16,368.35 ","$13,094.68 "
,TOTAL,,13,"$16,368.35 ","$13,094.68 "
56700,SG,,3,$818.99 ,$655.19 
,OTHER,,57,"$7,249.65 ","$5,638.13 "
,TOTAL,,60,"$8,068.64 ","$6,293.32 "
56720,SG,,3,$491.86 ,$393.48 
,OTHER,,37,"$1,201.14 ",$960.89 
,TOTAL,,40,"$1,693.00 ","$1,354.37 "
56740,SG,,53,"$26,501.34 ","$20,692.47 "
,OTHER,,435,"$116,546.57 ","$90,545.91 "
,TOTAL,,488,"$143,047.91 ","$111,238.38 "
56800,SG,,15,"$7,292.45 ","$5,762.08 "
,80'S,,46,"$1,007.55 ",$755.12 
,OTHER,,272,"$44,854.80 ","$35,009.21 "
,TOTAL,,333,"$53,154.80 ","$41,526.41 "
56805,OTHER,,1,"$1,071.91 ",$857.53 
,TOTAL,,1,"$1,071.91 ",$857.53 
56810,SG,,37,"$25,460.04 ","$19,831.94 "
,80'S,,215,"$5,081.98 ","$4,012.31 "
,OTHER,,"1,084","$172,920.43 ","$136,064.47 "
,TOTAL,,"1,336","$203,462.45 ","$159,908.72 "
56820,OTHER,,"4,066","$398,112.99 ","$296,283.38 "
,TOTAL,,"4,066","$398,112.99 ","$296,283.38 "
56821,OTHER,,"2,523","$353,696.85 ","$266,479.77 "
,TOTAL,,"2,523","$353,696.85 ","$266,479.77 "
57000,SG,,6,"$1,790.12 ","$1,432.08 "
,80'S,,5,$104.70 ,$83.76 
,OTHER,,95,"$13,202.58 ","$10,257.01 "
,TOTAL,,106,"$15,097.40 ","$11,772.85 "
57010,SG,,1,$229.11 ,$183.29 
,80'S,,2,$63.22 ,$50.57 
,OTHER,,118,"$38,664.94 ","$30,296.15 "
,TOTAL,,121,"$38,957.27 ","$30,530.01 "
57020,OTHER,,98,"$9,089.36 ","$6,967.55 "
,TOTAL,,98,"$9,089.36 ","$6,967.55 "
57022,OTHER,,6,$825.06 ,$605.85 
,TOTAL,,6,$825.06 ,$605.85 
57023,SG,,2,$631.18 ,$504.94 
,80'S,,2,$92.22 ,$73.77 
,OTHER,,102,"$26,286.74 ","$20,785.42 "
,TOTAL,,106,"$27,010.14 ","$21,364.13 "
57061,OTHER,,"2,029","$210,977.81 ","$159,346.88 "
,TOTAL,,"2,029","$210,977.81 ","$159,346.88 "
57065,SG,,104,"$30,770.59 ","$24,177.47 "
,OTHER,,"1,347","$222,730.23 ","$172,517.13 "
,TOTAL,,"1,451","$253,500.82 ","$196,694.60 "
57100,OTHER,,"5,899","$481,283.82 ","$361,570.81 "
,TOTAL,,"5,899","$481,283.82 ","$361,570.81 "
57105,SG,,65,"$25,392.29 ","$20,179.89 "
,OTHER,,870,"$99,694.68 ","$76,874.26 "
,TOTAL,,935,"$125,086.97 ","$97,054.15 "
57106,80'S,,188,"$8,052.47 ","$6,381.32 "
,OTHER,,"1,191","$347,283.52 ","$273,825.48 "
,TOTAL,,"1,379","$355,335.99 ","$280,206.80 "
57107,80'S,,41,"$7,181.18 ","$5,744.92 "
,OTHER,,157,"$178,648.03 ","$142,080.40 "
,TOTAL,,198,"$185,829.21 ","$147,825.32 "
57109,80'S,,10,"$2,352.19 ","$1,881.76 "
,OTHER,,41,"$57,005.51 ","$45,306.84 "
,TOTAL,,51,"$59,357.70 ","$47,188.60 "
57110,80'S,,155,"$20,148.31 ","$16,107.21 "
,OTHER,,632,"$509,520.61 ","$406,915.89 "
,TOTAL,,787,"$529,668.92 ","$423,023.10 "
57111,80'S,,10,"$2,411.19 ","$1,928.94 "
,OTHER,,39,"$53,910.12 ","$43,128.11 "
,TOTAL,,49,"$56,321.31 ","$45,057.05 "
57112,80'S,,5,"$1,332.97 ",$967.17 
,OTHER,,12,"$14,009.48 ","$11,207.58 "
,TOTAL,,17,"$15,342.45 ","$12,174.75 "
57120,80'S,,666,"$43,182.77 ","$34,184.10 "
,OTHER,,"2,342","$885,930.22 ","$705,120.54 "
,TOTAL,,"3,008","$929,112.99 ","$739,304.64 "
57130,SG,,1,$421.79 ,$337.43 
,80'S,,4,$69.33 ,$55.46 
,OTHER,,59,"$8,137.54 ","$6,276.48 "
,TOTAL,,64,"$8,628.66 ","$6,669.37 "
57135,SG,,131,"$52,287.48 ","$40,943.08 "
,OTHER,,"1,187","$188,158.98 ","$146,283.72 "
,TOTAL,,"1,318","$240,446.46 ","$187,226.80 "
57150,OTHER,,"24,357","$1,527,164.26 ","$1,129,867.72 "
