Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 90281 - 99199,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
90281,TOTAL,MEDICINE,20,$0.20 ,$0.18 
90283,TOTAL,,4,$0.04 ,$0.02 
90371,TOTAL,,476,"$156,347.42 ","$112,352.93 "
90375,TOTAL,,490,"$31,353.23 ","$24,809.34 "
90376,TOTAL,,151,"$9,645.64 ","$7,584.48 "
90384,TOTAL,,1,$0.01 ,$0.01 
90385,TOTAL,,7,$224.91 ,$154.20 
90389,TOTAL,,11,$0.11 ,$0.11 
90396,TOTAL,,1,$106.87 ,$85.50 
90399,TOTAL,,1,$0.01 ,$0.01 
90471,TOTAL,,"340,508","$2,740,576.59 ","$1,956,844.25 "
90472,TOTAL,,"15,296","$85,091.99 ","$59,767.49 "
90473,TOTAL,,15,$0.15 ,$0.14 
90585,TOTAL,,10,$441.56 ,$310.56 
90586,TOTAL,,"1,100","$164,084.89 ","$129,134.87 "
90632,TOTAL,,"1,239","$76,262.83 ","$54,449.51 "
90633,TOTAL,,9,$239.94 ,$191.95 
90636,TOTAL,,167,"$12,263.78 ","$9,228.51 "
90645,TOTAL,,29,$618.42 ,$439.21 
90646,TOTAL,,17,$359.59 ,$271.10 
90647,TOTAL,,36,$832.16 ,$646.70 
90648,TOTAL,,17,$325.68 ,$224.15 
90655,TOTAL,,43,$503.70 ,$502.61 
90657,TOTAL,,"6,220","$40,750.44 ","$40,727.09 "
90658,TOTAL,,"8,511,273","$84,370,657.56 ","$84,228,345.07 "
90659,TOTAL,,"3,483","$33,940.69 ","$33,923.71 "
90660,TOTAL,,146,"$3,962.11 ","$3,881.68 "
90665,TOTAL,,1,$30.00 ,$24.00 
90675,TOTAL,,"1,206","$133,760.28 ","$104,186.61 "
90676,TOTAL,,12,"$1,265.37 ","$1,012.29 "
90691,TOTAL,,121,"$4,327.73 ","$2,890.57 "
90692,TOTAL,,4,$98.49 ,$78.79 
90698,TOTAL,,1,$17.00 ,$13.60 
90700,TOTAL,,21,$373.97 ,$231.82 
90701,TOTAL,,22,$457.98 ,$297.49 
90702,TOTAL,,591,"$4,138.43 ","$2,938.11 "
90703,TOTAL,,"64,559","$784,672.62 ","$567,527.94 "
90713,TOTAL,,1,$21.85 ,$17.48 
90715,TOTAL,,54,$777.24 ,$617.10 
90717,TOTAL,,1,$0.01 ,
90718,TOTAL,,"111,972","$1,143,905.89 ","$796,413.02 "
90719,TOTAL,,1,$9.17 ,$7.34 
90720,TOTAL,,2,$14.00 ,$11.20 
90721,TOTAL,,1,$39.00 ,$31.20 
90732,TOTAL,,"1,332,718","$27,879,668.90 ","$27,760,190.86 "
90733,TOTAL,,16,$938.56 ,$750.88 
90734,TOTAL,,5,$304.34 ,$243.47 
90740,TOTAL,,"1,305","$128,561.57 ","$98,092.54 "
90743,TOTAL,,73,"$1,804.11 ","$1,291.81 "
90744,TOTAL,,484,"$12,386.98 ","$8,723.97 "
90746,TOTAL,,"32,023","$1,725,754.15 ","$1,243,213.66 "
90747,TOTAL,,"2,382","$176,396.96 ","$138,241.93 "
90748,TOTAL,,1,$0.01 ,$0.01 
90749,TOTAL,,16,$823.37 ,$650.45 
90780,TOTAL,,"3,330,837","$375,895,948.29 ","$296,613,542.58 "
90781,TOTAL,,"2,065,307","$67,841,775.68 ","$53,667,436.45 "
90782,TOTAL,,"4,238,941","$89,508,878.76 ","$68,454,332.40 "
90783,TOTAL,,"1,089","$22,313.96 ","$17,029.69 "
90784,TOTAL,,"81,377","$3,454,707.76 ","$2,666,659.83 "
90788,TOTAL,,"29,619","$463,360.29 ","$346,511.95 "
90799,TOTAL,,"4,755","$43,304.85 ","$33,789.06 "
90801,TOTAL,,"1,278,559","$176,808,070.62 ","$135,483,795.97 "
90802,TOTAL,,"2,018","$283,228.00 ","$213,177.59 "
90804,TOTAL,,"682,304","$37,642,867.18 ","$17,866,246.21 "
90805,TOTAL,,"1,584,764","$108,812,442.14 ","$49,059,010.17 "
90806,TOTAL,,"5,061,329","$431,476,741.76 ","$208,598,104.63 "
90807,TOTAL,,"1,154,896","$120,533,102.77 ","$57,201,020.71 "
90808,TOTAL,,"283,236","$34,211,318.98 ","$16,845,783.48 "
90809,TOTAL,,"39,141","$5,790,799.88 ","$2,846,244.42 "
90810,TOTAL,,"2,635","$152,140.56 ","$72,457.94 "
90811,TOTAL,,"11,970","$860,271.25 ","$380,690.04 "
90812,TOTAL,,"36,849","$3,504,268.21 ","$1,699,502.17 "
90813,TOTAL,,"8,711","$924,759.70 ","$413,607.85 "
90814,TOTAL,,"4,704","$608,337.07 ","$298,455.80 "
90815,TOTAL,,391,"$54,314.22 ","$25,954.05 "
90816,TOTAL,,"1,205,610","$75,452,934.94 ","$40,800,589.85 "
90817,TOTAL,,"632,257","$44,957,844.15 ","$33,029,052.59 "
90818,TOTAL,,"1,321,445","$125,358,290.91 ","$65,969,091.30 "
90819,TOTAL,,"196,328","$20,452,712.37 ","$15,091,600.24 "
90821,TOTAL,,"24,930","$3,375,219.84 ","$1,915,937.30 "
90822,TOTAL,,"6,255","$914,104.02 ","$660,375.26 "
90823,TOTAL,,"3,540","$258,521.90 ","$128,256.75 "
90824,TOTAL,,"3,921","$309,936.87 ","$181,623.25 "
90826,TOTAL,,"1,943","$205,050.22 ","$129,018.91 "
90827,TOTAL,,"1,220","$139,157.09 ","$77,662.77 "
90828,TOTAL,,80,"$11,141.84 ","$6,817.27 "
90829,TOTAL,,17,"$2,292.99 ","$1,511.80 "
90845,TOTAL,,"3,521","$330,505.48 ","$162,977.47 "
90846,TOTAL,,"16,584","$1,478,847.30 ","$783,809.44 "
90847,TOTAL,,"139,305","$14,497,192.16 ","$7,293,673.04 "
90849,TOTAL,,238,"$7,041.09 ","$3,865.55 "
90853,TOTAL,,"1,349,829","$38,071,459.01 ","$19,328,577.36 "
90857,TOTAL,,"13,371","$431,665.29 ","$209,483.33 "
90862,TOTAL,,"5,235,617","$256,118,746.09 ","$135,030,392.66 "
90865,TOTAL,,509,"$67,235.74 ","$41,168.33 "
90870,TOTAL,,"149,377","$15,135,763.02 ","$9,815,897.56 "
90880,TOTAL,,"8,517","$1,033,029.92 ","$555,606.21 "
90899,TOTAL,,413,"$23,497.53 ","$17,762.57 "
90901,TOTAL,,"17,045","$706,598.65 ","$558,087.00 "
90911,TOTAL,,"24,885","$2,249,831.51 ","$1,757,787.90 "
90921,TOTAL,,50,$246.16 ,$196.82 
90925,TOTAL,,361,$3.61 ,$2.38 
90935,TOTAL,,"1,665,848","$120,612,296.74 ","$95,792,568.51 "
90937,TOTAL,,"127,038","$15,216,811.96 ","$12,090,116.14 "
90945,TOTAL,,"145,921","$11,081,219.05 ","$8,738,173.58 "
90947,TOTAL,,"18,421","$2,229,058.16 ","$1,763,903.57 "
90989,TOTAL,,"4,319","$1,887,288.94 ","$1,464,148.88 "
90993,TOTAL,,"1,783","$43,648.62 ","$33,981.77 "
90997,TOTAL,,321,"$42,542.15 ","$33,633.68 "
90999,TOTAL,,"30,261","$340,386.39 ","$270,098.88 "
91000,TOTAL,,381,"$9,885.30 ","$7,047.78 "
91010,TOTAL,,"17,131","$1,314,576.80 ","$1,014,579.84 "
91011,TOTAL,,202,"$17,192.89 ","$13,338.79 "
91012,TOTAL,,299,"$23,209.81 ","$17,918.89 "
91020,TOTAL,,"1,503","$132,395.22 ","$102,252.21 "
91030,TOTAL,,157,"$7,543.85 ","$5,848.74 "
91032,TOTAL,,"1,355","$95,176.29 ","$74,133.95 "
91033,TOTAL,,"13,084","$1,115,428.67 ","$868,889.93 "
91052,TOTAL,,565,"$26,567.26 ","$21,126.62 "
91055,TOTAL,,257,"$19,943.80 ","$15,742.16 "
91060,TOTAL,,12,$352.34 ,$281.88 
91065,TOTAL,,"39,978","$3,218,415.57 ","$2,551,579.77 "
91100,TOTAL,,299,"$15,750.74 ","$12,437.52 "
91105,TOTAL,,"15,467","$254,577.87 ","$201,812.11 "
91110,TOTAL,,"24,541","$14,797,899.32 ","$11,745,948.64 "
91122,TOTAL,,"85,776","$25,148,183.33 ","$20,075,595.78 "
91132,TOTAL,,127,"$3,310.92 ","$2,554.52 "
91133,TOTAL,,85,"$4,699.61 ","$3,532.73 "
91299,TOTAL,,197,"$32,102.48 ","$25,425.67 "
92002,TOTAL,,"277,501","$17,539,292.32 ","$11,418,837.06 "
92004,TOTAL,,"2,068,631","$240,047,937.04 ","$165,334,108.96 "
92012,TOTAL,,"6,900,556","$432,207,712.93 ","$303,574,272.42 "
92014,TOTAL,,"9,433,906","$852,036,418.94 ","$579,863,452.10 "
92015,TOTAL,,356,"$4,170.57 ","$3,203.75 "
92018,TOTAL,,"1,673","$217,204.95 ","$167,532.32 "
92019,TOTAL,,"1,152","$76,038.55 ","$56,880.32 "
92020,TOTAL,,"799,462","$21,506,366.82 ","$16,314,664.27 "
92060,TOTAL,,"67,612","$3,450,121.53 ","$2,665,076.54 "
92065,TOTAL,,"15,795","$530,180.04 ","$413,208.92 "
92070,TOTAL,,"28,046","$1,762,631.47 ","$1,360,804.55 "
92081,TOTAL,,"122,293","$5,082,623.12 ","$3,858,317.70 "
92082,TOTAL,,"162,553","$8,760,814.30 ","$6,618,532.45 "
92083,TOTAL,,"2,492,022","$164,736,610.19 ","$123,159,679.05 "
92100,TOTAL,,"46,394","$3,323,694.89 ","$2,545,167.10 "
92120,TOTAL,,"45,427","$3,155,664.02 ","$2,440,613.49 "
92130,TOTAL,,347,"$23,990.69 ","$18,346.60 "
92135,TOTAL,,"2,794,405","$130,772,442.02 ","$100,138,588.15 "
92136,TOTAL,,"606,783","$36,082,618.69 ","$27,941,674.74 "
92140,TOTAL,,"15,230","$816,692.36 ","$634,237.59 "
92225,TOTAL,,"801,741","$23,236,894.67 ","$18,057,648.03 "
92226,TOTAL,,"1,437,779","$40,418,887.88 ","$31,074,762.40 "
92230,TOTAL,,"1,809","$188,006.34 ","$146,802.34 "
92235,TOTAL,,"1,250,539","$204,302,202.60 ","$161,024,527.19 "
92240,TOTAL,,"46,416","$16,463,481.84 ","$13,121,474.92 "
92250,TOTAL,,"1,750,913","$130,370,748.62 ","$101,739,073.48 "
92260,TOTAL,,"3,646","$73,583.94 ","$57,686.07 "
92265,TOTAL,,275,"$29,182.30 ","$22,883.52 "
92270,TOTAL,,"4,717","$379,171.11 ","$298,769.06 "
92275,TOTAL,,"3,136","$287,411.11 ","$223,480.09 "
92283,TOTAL,,"7,513","$264,159.71 ","$206,067.34 "
92284,TOTAL,,"2,233","$200,448.85 ","$155,586.58 "
92285,TOTAL,,"160,142","$7,075,920.07 ","$5,478,121.43 "
92286,TOTAL,,"76,701","$10,730,965.22 ","$8,437,111.44 "
92287,TOTAL,,634,"$66,069.36 ","$52,172.38 "
92311,TOTAL,,"1,498","$115,400.71 ","$86,126.28 "
92312,TOTAL,,705,"$54,172.03 ","$40,667.46 "
92313,TOTAL,,183,"$13,521.44 ","$10,641.71 "
92315,TOTAL,,348,"$15,900.36 ","$12,110.42 "
92316,TOTAL,,222,"$11,847.98 ","$9,332.89 "
92317,TOTAL,,8,$403.45 ,$279.28 
92325,TOTAL,,522,"$7,421.29 ","$5,311.58 "
92326,TOTAL,,"1,006","$57,518.35 ","$42,578.29 "
92330,TOTAL,,74,"$5,463.74 ","$4,112.67 "
92335,TOTAL,,32,"$1,671.40 ","$1,165.74 "
92499,TOTAL,,"62,684","$4,943,266.38 ","$3,887,030.40 "
92502,TOTAL,,677,"$67,059.06 ","$52,569.25 "
92504,TOTAL,,"155,472","$3,885,890.91 ","$2,935,808.96 "
92506,TOTAL,,"11,533","$1,353,000.90 ","$1,057,708.10 "
92507,TOTAL,,"18,376","$1,142,455.17 ","$888,894.96 "
92508,TOTAL,,711,"$25,301.35 ","$18,906.50 "
92511,TOTAL,,"39,392","$5,158,380.20 ","$3,999,798.86 "
92512,TOTAL,,"6,334","$414,964.10 ","$326,785.38 "
92516,TOTAL,,423,"$17,327.06 ","$13,569.97 "
92520,TOTAL,,"4,107","$201,998.66 ","$160,279.78 "
92526,TOTAL,,"4,963","$404,145.30 ","$320,411.49 "
92541,TOTAL,,"148,144","$7,530,065.84 ","$5,863,220.33 "
92542,TOTAL,,"167,760","$8,513,912.01 ","$6,703,957.36 "
92543,TOTAL,,"459,785","$10,880,329.11 ","$8,655,907.47 "
92544,TOTAL,,"138,502","$5,663,327.76 ","$4,506,287.49 "
92545,TOTAL,,"209,242","$8,202,231.96 ","$6,538,568.33 "
92546,TOTAL,,"192,327","$15,151,321.32 ","$12,093,607.11 "
92547,TOTAL,,"327,236","$15,545,067.09 ","$12,407,612.55 "
92548,TOTAL,,"19,499","$2,572,921.75 ","$2,043,994.22 "
92551,TOTAL,,1,$20.00 ,$16.00 
92552,TOTAL,,"114,263","$2,063,495.31 ","$1,540,840.09 "
92553,TOTAL,,"56,642","$1,537,515.62 ","$1,161,715.82 "
92555,TOTAL,,"14,940","$221,769.81 ","$162,578.31 "
92556,TOTAL,,"30,569","$684,469.76 ","$501,990.29 "
92557,TOTAL,,"1,024,297","$49,725,962.64 ","$37,368,152.19 "
92561,TOTAL,,"3,578","$113,021.54 ","$89,254.44 "
92562,TOTAL,,"3,465","$62,022.68 ","$48,617.48 "
92563,TOTAL,,"30,073","$518,093.45 ","$406,791.96 "
92564,TOTAL,,"3,223","$69,761.17 ","$55,489.11 "
92565,TOTAL,,"2,909","$41,673.76 ","$32,726.70 "
92567,TOTAL,,"890,068","$19,262,434.61 ","$14,792,455.51 "
92568,TOTAL,,"332,305","$5,313,178.89 ","$4,133,335.45 "
92569,TOTAL,,"61,237","$1,019,344.01 ","$798,803.55 "
92571,TOTAL,,"1,735","$30,452.67 ","$24,140.32 "
92572,TOTAL,,141,$457.73 ,$347.97 
92575,TOTAL,,893,"$11,480.15 ","$9,016.11 "
92576,TOTAL,,222,"$4,617.40 ","$3,568.69 "
92577,TOTAL,,"1,253","$33,969.25 ","$26,490.60 "
92579,TOTAL,,"1,041","$29,120.74 ","$20,045.82 "
92582,TOTAL,,916,"$25,370.79 ","$17,901.90 "
92583,TOTAL,,293,"$10,793.73 ","$8,411.90 "
92584,TOTAL,,"14,716","$1,496,864.67 ","$1,180,005.98 "
92585,TOTAL,,"51,535","$4,858,554.78 ","$3,808,664.24 "
92586,TOTAL,,869,"$34,293.20 ","$26,543.60 "
92587,TOTAL,,"25,476","$1,561,865.82 ","$1,214,419.48 "
92588,TOTAL,,"69,705","$5,722,568.41 ","$4,499,324.35 "
92589,TOTAL,,"4,215","$95,443.95 ","$74,895.85 "
92596,TOTAL,,57,"$1,370.65 ","$1,040.00 "
92597,TOTAL,,"1,856","$168,440.08 ","$127,784.87 "
92601,TOTAL,,3,$298.42 ,$238.74 
92602,TOTAL,,3,$286.85 ,$229.48 
92603,TOTAL,,858,"$71,507.55 ","$54,255.09 "
92604,TOTAL,,"6,922","$382,897.95 ","$281,733.50 "
92607,TOTAL,,151,"$18,726.06 ","$14,539.18 "
92608,TOTAL,,92,"$2,801.52 ","$2,241.20 "
92609,TOTAL,,159,"$10,981.30 ","$8,413.45 "
92610,TOTAL,,"3,394","$421,112.32 ","$333,179.63 "
92611,TOTAL,,"3,543","$435,415.36 ","$341,916.80 "
92612,TOTAL,,"1,796","$219,805.75 ","$172,119.26 "
92613,TOTAL,,303,"$13,784.82 ","$11,027.23 "
92614,TOTAL,,371,"$51,224.06 ","$40,415.10 "
