Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 50010 - 53899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
50010,80'S,URINARY,72,"$5,074.70 ","$4,059.83 "
,OTHER,,269,"$126,152.00 ","$100,324.45 "
,TOTAL,,341,"$131,226.70 ","$104,384.28 "
50020,80'S,,1,$70.37 ,$56.30 
,OTHER,,242,"$104,029.38 ","$83,039.01 "
,TOTAL,,243,"$104,099.75 ","$83,095.31 "
50021,OTHER,,839,"$140,974.16 ","$110,992.63 "
,TOTAL,,839,"$140,974.16 ","$110,992.63 "
50040,80'S,,1,$76.37 ,$61.10 
,OTHER,,144,"$108,656.14 ","$85,502.28 "
,TOTAL,,145,"$108,732.51 ","$85,563.38 "
50045,80'S,,7,$894.96 ,$715.97 
,OTHER,,17,"$12,718.49 ","$10,174.78 "
,TOTAL,,24,"$13,613.45 ","$10,890.75 "
50060,80'S,,14,"$2,067.61 ","$1,654.10 "
,OTHER,,67,"$61,343.20 ","$48,784.58 "
,TOTAL,,81,"$63,410.81 ","$50,438.68 "
50065,80'S,,1,$133.17 ,$106.54 
,OTHER,,14,"$12,534.29 ","$9,320.81 "
,TOTAL,,15,"$12,667.46 ","$9,427.35 "
50070,80'S,,2,$364.26 ,$291.41 
,OTHER,,5,"$4,983.38 ","$3,986.71 "
,TOTAL,,7,"$5,347.64 ","$4,278.12 "
50075,80'S,,11,"$2,525.73 ","$2,020.58 "
,OTHER,,41,"$54,353.44 ","$43,482.75 "
,TOTAL,,52,"$56,879.17 ","$45,503.33 "
50080,OTHER,,"1,436","$1,203,223.32 ","$948,865.32 "
,TOTAL,,"1,436","$1,203,223.32 ","$948,865.32 "
50081,80'S,,223,"$44,797.30 ","$35,501.17 "
,OTHER,,"2,316","$2,831,581.78 ","$2,236,663.00 "
,TOTAL,,"2,539","$2,876,379.08 ","$2,272,164.17 "
50100,80'S,,1,$92.18 ,$73.74 
