Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 69000 -  69990,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,402,"$427,620.28 ","$338,918.74 "
69646,SG,,25,"$24,246.47 ","$19,393.71 "
,OTHER,,267,"$314,347.41 ","$246,946.47 "
,TOTAL,,292,"$338,593.88 ","$266,340.18 "
69650,SG,,20,"$18,593.65 ","$14,874.90 "
,OTHER,,92,"$45,393.72 ","$35,532.91 "
,TOTAL,,112,"$63,987.37 ","$50,407.81 "
69660,SG,,138,"$98,729.62 ","$78,406.06 "
,OTHER,,843,"$663,498.52 ","$523,949.25 "
,TOTAL,,981,"$762,228.14 ","$602,355.31 "
69661,SG,,63,"$44,572.16 ","$34,656.05 "
,OTHER,,149,"$155,307.22 ","$123,054.13 "
,TOTAL,,212,"$199,879.38 ","$157,710.18 "
69662,SG,,42,"$29,832.56 ","$23,725.42 "
,OTHER,,214,"$214,509.22 ","$170,873.33 "
,TOTAL,,256,"$244,341.78 ","$194,598.75 "
69666,SG,,22,"$9,992.87 ","$7,976.32 "
,OTHER,,127,"$55,142.61 ","$42,865.32 "
,TOTAL,,149,"$65,135.48 ","$50,841.64 "
69667,SG,,16,"$6,822.15 ","$5,457.73 "
,OTHER,,99,"$54,905.07 ","$42,373.55 "
,TOTAL,,115,"$61,727.22 ","$47,831.28 "
69670,SG,,1,$253.73 ,$202.99 
,80'S,,2,$242.36 ,$193.89 
,OTHER,,41,"$20,797.45 ","$16,141.18 "
,TOTAL,,44,"$21,293.54 ","$16,538.06 "
69676,SG,,3,"$1,012.12 ",$715.99 
,OTHER,,19,"$11,469.03 ","$8,830.63 "
,TOTAL,,22,"$12,481.15 ","$9,546.62 "
69700,SG,,3,"$1,549.38 ","$1,239.50 "
,OTHER,,17,"$6,949.13 ","$5,559.33 "
,TOTAL,,20,"$8,498.51 ","$6,798.83 "
69711,SG,,2,$676.28 ,$541.02 
,OTHER,,14,"$6,719.28 ","$5,357.44 "
,TOTAL,,16,"$7,395.56 ","$5,898.46 "
69714,SG,,13,"$18,124.89 ","$14,236.75 "
,OTHER,,154,"$143,043.57 ","$111,070.81 "
,TOTAL,,167,"$161,168.46 ","$125,307.56 "
69715,SG,,1,"$1,324.19 ","$1,059.35 "
,OTHER,,4,"$4,583.04 ","$3,666.43 "
,TOTAL,,5,"$5,907.23 ","$4,725.78 "
69717,SG,,1,"$1,300.90 ","$1,040.72 "
,OTHER,,4,"$3,486.86 ","$2,789.48 "
,TOTAL,,5,"$4,787.76 ","$3,830.20 "
69718,OTHER,,3,"$3,068.42 ","$2,424.08 "
,TOTAL,,3,"$3,068.42 ","$2,424.08 "
69720,80'S,,1,$79.11 ,$63.29 
,OTHER,,82,"$56,601.33 ","$45,281.10 "
,TOTAL,,83,"$56,680.44 ","$45,344.39 "
69725,SG,,1,$739.03 ,$591.22 
,OTHER,,29,"$32,920.53 ","$26,336.45 "
,TOTAL,,30,"$33,659.56 ","$26,927.67 "
69740,80'S,,2,$265.25 ,$212.20 
,OTHER,,11,"$7,138.18 ","$5,710.55 "
,TOTAL,,13,"$7,403.43 ","$5,922.75 "
69745,OTHER,,2,"$1,206.60 ",$965.29 
,TOTAL,,2,"$1,206.60 ",$965.29 
69799,80'S,,1,$42.71 ,$34.17 
,OTHER,,97,"$20,945.47 ","$16,756.40 "
,TOTAL,,98,"$20,988.18 ","$16,790.57 "
69801,SG,,609,"$422,919.42 ","$336,603.66 "
,OTHER,,"2,625","$1,499,672.80 ","$1,177,032.85 "
,TOTAL,,"3,234","$1,922,592.22 ","$1,513,636.51 "
69802,OTHER,,20,"$16,960.80 ","$13,488.63 "
,TOTAL,,20,"$16,960.80 ","$13,488.63 "
69805,SG,,2,"$1,985.72 ","$1,588.57 "
,80'S,,1,$144.21 ,$115.37 
,OTHER,,59,"$54,537.90 ","$43,398.96 "
,TOTAL,,62,"$56,667.83 ","$45,102.90 "
69806,SG,,33,"$32,631.21 ","$26,073.89 "
,OTHER,,200,"$156,392.79 ","$123,567.36 "
,TOTAL,,233,"$189,024.00 ","$149,641.25 "
69820,OTHER,,6,"$4,040.78 ","$3,232.62 "
,TOTAL,,6,"$4,040.78 ","$3,232.62 "
69840,SG,,3,"$2,232.36 ","$1,785.89 "
,OTHER,,7,"$3,881.57 ","$2,976.04 "
,TOTAL,,10,"$6,113.93 ","$4,761.93 "
69905,SG,,1,$983.74 ,$786.99 
,OTHER,,24,"$15,027.74 ","$12,022.18 "
,TOTAL,,25,"$16,011.48 ","$12,809.17 "
69910,SG,,5,"$5,100.03 ","$4,064.57 "
,OTHER,,97,"$78,265.72 ","$61,928.65 "
,TOTAL,,102,"$83,365.75 ","$65,993.22 "
69915,OTHER,,20,"$26,596.39 ","$21,277.13 "
,TOTAL,,20,"$26,596.39 ","$21,277.13 "
69930,SG,,29,"$28,629.83 ","$22,903.86 "
,OTHER,,"1,239","$1,369,090.78 ","$1,084,202.81 "
,TOTAL,,"1,268","$1,397,720.61 ","$1,107,106.67 "
69949,OTHER,,35,"$12,438.49 ","$9,914.64 "
,TOTAL,,35,"$12,438.49 ","$9,914.64 "
69950,OTHER,,12,"$14,311.19 ","$11,368.95 "
,TOTAL,,12,"$14,311.19 ","$11,368.95 "
69955,OTHER,,16,"$21,813.57 ","$16,586.84 "
,TOTAL,,16,"$21,813.57 ","$16,586.84 "
69960,80'S,,1,$288.14 ,$207.46 
,OTHER,,17,"$20,519.57 ","$15,740.62 "
,TOTAL,,18,"$20,807.71 ","$15,948.08 "
69970,OTHER,,40,"$64,994.35 ","$51,915.46 "
,TOTAL,,40,"$64,994.35 ","$51,915.46 "
69979,OTHER,,17,"$12,737.49 ","$10,189.97 "
,TOTAL,,17,"$12,737.49 ","$10,189.97 "
69990,80'S,,"1,082","$38,106.30 ","$30,261.80 "
,OTHER,,"11,631","$2,419,026.78 ","$1,915,836.32 "
,TOTAL,,"12,713","$2,457,133.08 ","$1,946,098.12 "
,,,,,
