Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 40490 - 49999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
40490,80'S,DIGESTIVE,1,$15.53 ,$12.42 
,OTHER,,"27,047","$2,902,779.32 ","$2,216,504.26 "
,TOTAL,,"27,048","$2,902,794.85 ","$2,216,516.68 "
40500,SG,,82,"$33,795.55 ","$25,972.76 "
,OTHER,,759,"$236,308.85 ","$183,211.26 "
,TOTAL,,841,"$270,104.40 ","$209,184.02 "
40510,SG,,212,"$84,992.64 ","$67,088.92 "
,OTHER,,"1,427","$517,946.30 ","$408,375.71 "
,TOTAL,,"1,639","$602,938.94 ","$475,464.63 "
40520,SG,,207,"$83,955.93 ","$65,981.09 "
,OTHER,,"1,980","$752,508.43 ","$593,638.34 "
,TOTAL,,"2,187","$836,464.36 ","$659,619.43 "
40525,SG,,91,"$37,020.08 ","$29,143.92 "
,OTHER,,312,"$156,733.96 ","$124,324.50 "
,TOTAL,,403,"$193,754.04 ","$153,468.42 "
40527,SG,,15,"$6,668.18 ","$5,334.54 "
,OTHER,,100,"$58,144.65 ","$46,260.68 "
,TOTAL,,115,"$64,812.83 ","$51,595.22 "
40530,SG,,60,"$18,670.15 ","$14,837.95 "
,OTHER,,258,"$82,725.81 ","$65,914.54 "
,TOTAL,,318,"$101,395.96 ","$80,752.49 "
40650,SG,,14,"$6,634.60 ","$5,307.68 "
,80'S,,1,$19.68 ,$15.74 
,OTHER,,286,"$77,774.36 ","$61,417.39 "
,TOTAL,,301,"$84,428.64 ","$66,740.81 "
40652,SG,,23,"$11,246.92 ","$8,917.52 "
,OTHER,,193,"$68,476.69 ","$54,360.50 "
,TOTAL,,216,"$79,723.61 ","$63,278.02 "
40654,SG,,58,"$28,734.11 ","$22,393.81 "
,OTHER,,594,"$247,621.21 ","$195,450.56 "
,TOTAL,,652,"$276,355.32 ","$217,844.37 "
40700,SG,,2,"$1,693.37 ","$1,354.70 "
,OTHER,,9,"$5,700.26 ","$4,560.20 "
,TOTAL,,11,"$7,393.63 ","$5,914.90 "
40701,OTHER,,3,"$2,257.67 ","$1,765.31 "
,TOTAL,,3,"$2,257.67 ","$1,765.31 "
40702,OTHER,,6,$90.00 ,$46.44 
,TOTAL,,6,$90.00 ,$46.44 
40720,80'S,,1,$59.76 ,$47.81 
,OTHER,,14,"$11,933.79 ","$9,547.05 "
,TOTAL,,15,"$11,993.55 ","$9,594.86 "
40761,SG,,1,$498.33 ,$398.66 
,OTHER,,18,"$17,350.39 ","$13,880.30 "
,TOTAL,,19,"$17,848.72 ","$14,278.96 "
40799,OTHER,,12,"$2,320.74 ","$1,856.60 "
,TOTAL,,12,"$2,320.74 ","$1,856.60 "
40800,OTHER,,"1,028","$117,450.65 ","$88,022.53 "
,TOTAL,,"1,028","$117,450.65 ","$88,022.53 "
40801,SG,,13,"$5,516.86 ","$4,413.50 "
,OTHER,,494,"$91,771.23 ","$70,850.85 "
,TOTAL,,507,"$97,288.09 ","$75,264.35 "
40804,OTHER,,134,"$16,732.24 ","$12,892.25 "
,TOTAL,,134,"$16,732.24 ","$12,892.25 "
40805,OTHER,,79,"$14,475.09 ","$11,451.90 "
,TOTAL,,79,"$14,475.09 ","$11,451.90 "
40806,OTHER,,32,"$1,667.68 ","$1,156.50 "
,TOTAL,,32,"$1,667.68 ","$1,156.50 "
40808,OTHER,,"8,985","$974,986.12 ","$747,796.32 "
,TOTAL,,"8,985","$974,986.12 ","$747,796.32 "
40810,OTHER,,"2,369","$289,526.37 ","$222,075.71 "
,TOTAL,,"2,369","$289,526.37 ","$222,075.71 "
40812,OTHER,,"7,805","$1,508,912.40 ","$1,170,166.71 "
,TOTAL,,"7,805","$1,508,912.40 ","$1,170,166.71 "
40814,SG,,146,"$60,267.08 ","$47,623.58 "
,OTHER,,"1,778","$502,534.82 ","$395,859.52 "
,TOTAL,,"1,924","$562,801.90 ","$443,483.10 "
40816,SG,,50,"$19,765.59 ","$15,732.48 "
,OTHER,,"1,086","$294,842.37 ","$231,776.68 "
,TOTAL,,"1,136","$314,607.96 ","$247,509.16 "
40818,SG,,59,"$10,928.86 ","$8,743.12 "
,80'S,,7,$177.68 ,$142.14 
,OTHER,,266,"$38,044.03 ","$30,215.95 "
,TOTAL,,332,"$49,150.57 ","$39,101.21 "
40819,SG,,16,"$4,723.80 ","$3,677.47 "
,80'S,,1,$16.73 ,$13.38 
,OTHER,,210,"$43,804.73 ","$34,214.01 "
,TOTAL,,227,"$48,545.26 ","$37,904.86 "
40820,OTHER,,"1,149","$151,627.75 ","$116,707.31 "
,TOTAL,,"1,149","$151,627.75 ","$116,707.31 "
40830,OTHER,,348,"$52,174.32 ","$40,778.76 "
,TOTAL,,348,"$52,174.32 ","$40,778.76 "
40831,SG,,1,$167.48 ,$133.98 
,80'S,,3,$72.02 ,$57.61 
,OTHER,,195,"$32,790.22 ","$25,859.09 "
,TOTAL,,199,"$33,029.72 ","$26,050.68 "
40840,SG,,1,$221.45 ,$177.16 
