Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 56405 -  58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
56405,OTHER,FEMALE GENITAL,"3,811","$387,797.24 ","$293,019.65 "
,TOTAL,,"3,811","$387,797.24 ","$293,019.65 "
56420,OTHER,,"1,673","$204,678.66 ","$153,434.52 "
,TOTAL,,"1,673","$204,678.66 ","$153,434.52 "
56440,SG,,56,"$23,709.03 ","$18,110.77 "
,OTHER,,494,"$84,615.81 ","$65,523.44 "
,TOTAL,,550,"$108,324.84 ","$83,634.21 "
56441,SG,,38,"$10,629.75 ","$8,182.45 "
,80'S,,3,$42.34 ,$33.86 
,OTHER,,379,"$43,069.50 ","$33,970.22 "
,TOTAL,,420,"$53,741.59 ","$42,186.53 "
56501,OTHER,,"3,560","$412,686.61 ","$312,279.78 "
,TOTAL,,"3,560","$412,686.61 ","$312,279.78 "
56515,SG,,132,"$64,217.12 ","$50,886.78 "
,OTHER,,"1,630","$285,314.62 ","$222,332.57 "
,TOTAL,,"1,762","$349,531.74 ","$273,219.35 "
56605,OTHER,,"26,165","$2,067,263.65 ","$1,557,815.32 "
,TOTAL,,"26,165","$2,067,263.65 ","$1,557,815.32 "
56606,OTHER,,"4,807","$180,944.48 ","$142,530.49 "
,TOTAL,,"4,807","$180,944.48 ","$142,530.49 "
56620,SG,,115,"$81,768.60 ","$64,687.32 "
,80'S,,117,"$8,119.98 ","$6,317.66 "
,OTHER,,"2,132","$986,164.00 ","$777,560.17 "
,TOTAL,,"2,364","$1,076,052.58 ","$848,565.15 "
56625,SG,,3,"$2,992.99 ","$2,394.40 "
,80'S,,25,"$2,035.71 ","$1,622.05 "
,OTHER,,181,"$93,538.84 ","$74,073.95 "
,TOTAL,,209,"$98,567.54 ","$78,090.40 "
56630,80'S,,65,"$8,024.45 ","$6,419.63 "
,OTHER,,646,"$471,049.55 ","$375,215.64 "
,TOTAL,,711,"$479,074.00 ","$381,635.27 "
56631,80'S,,39,"$6,064.82 ","$4,851.87 "
,OTHER,,262,"$252,632.51 ","$202,087.00 "
,TOTAL,,301,"$258,697.33 ","$206,938.87 "
56632,80'S,,34,"$5,972.56 ","$4,778.01 "
,OTHER,,244,"$264,284.00 ","$211,080.52 "
,TOTAL,,278,"$270,256.56 ","$215,858.53 "
56633,80'S,,26,"$4,024.76 ","$3,219.81 "
,OTHER,,194,"$178,855.78 ","$142,747.99 "
,TOTAL,,220,"$182,880.54 ","$145,967.80 "
56634,80'S,,14,"$2,413.72 ","$1,930.98 "
,OTHER,,77,"$82,182.32 ","$65,711.73 "
,TOTAL,,91,"$84,596.04 ","$67,642.71 "
56637,80'S,,49,"$10,133.24 ","$8,106.59 "
,OTHER,,247,"$311,250.18 ","$246,908.44 "
,TOTAL,,296,"$321,383.42 ","$255,015.03 "
56640,80'S,,5,$953.36 ,$762.69 
,OTHER,,18,"$22,466.59 ","$17,973.26 "
,TOTAL,,23,"$23,419.95 ","$18,735.95 "
56700,SG,,6,"$1,474.13 ","$1,179.31 "
,80'S,,2,$40.38 ,$32.30 
,OTHER,,49,"$6,179.89 ","$4,943.92 "
,TOTAL,,57,"$7,694.40 ","$6,155.53 "
56720,SG,,1,$321.14 ,$256.91 
,80'S,,1,$3.53 ,$2.82 
,OTHER,,40,"$1,135.71 ",$908.54 
,TOTAL,,42,"$1,460.38 ","$1,168.27 "
56740,SG,,45,"$22,869.39 ","$18,067.44 "
,OTHER,,501,"$129,575.08 ","$101,556.18 "
,TOTAL,,546,"$152,444.47 ","$119,623.62 "
56800,SG,,4,"$1,761.63 ","$1,409.30 "
,80'S,,20,$488.36 ,$390.71 
,OTHER,,201,"$35,132.37 ","$27,285.67 "
,TOTAL,,225,"$37,382.36 ","$29,085.68 "
56810,SG,,28,"$20,025.96 ","$15,431.78 "
,80'S,,124,"$2,989.83 ","$2,391.97 "
,OTHER,,813,"$138,143.32 ","$109,005.29 "
,TOTAL,,965,"$161,159.11 ","$126,829.04 "
56820,OTHER,,"3,526","$330,913.04 ","$249,558.17 "
,TOTAL,,"3,526","$330,913.04 ","$249,558.17 "
56821,OTHER,,"2,123","$286,048.16 ","$219,122.74 "
,TOTAL,,"2,123","$286,048.16 ","$219,122.74 "
57000,SG,,7,"$1,861.56 ","$1,489.25 "
,80'S,,1,$30.06 ,$24.05 
,OTHER,,77,"$10,491.26 ","$8,259.76 "
