Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 80048 - 89399,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
80048,26,PATH/LAB,10,$99.71 ,$99.71 
,GLOBL,,"9,905,992","$98,209,975.35 ","$97,975,653.40 "
,TOTAL,,"9,906,002","$98,210,075.06 ","$97,975,753.11 "
80050,GLOBL,,2,$2.00 ,$2.00 
,TOTAL,,2,$2.00 ,$2.00 
80051,26,,1,$9.64 ,$9.64 
,GLOBL,,"1,411,776","$7,232,907.78 ","$7,222,961.54 "
,TOTAL,,"1,411,777","$7,232,917.42 ","$7,222,971.18 "
80053,TC,,1,$10.08 ,$9.07 
,26,,9,$111.90 ,$107.32 
,GLOBL,,"20,861,712","$244,853,141.21 ","$244,283,881.54 "
,TOTAL,,"20,861,722","$244,853,263.19 ","$244,283,997.93 "
80055,GLOBL,,3,$0.03 ,$0.03 
,TOTAL,,3,$0.03 ,$0.03 
80061,TC,,4,$54.00 ,$52.39 
,26,,8,$80.63 ,$80.63 
,GLOBL,,"19,009,119","$270,721,956.06 ","$270,085,489.83 "
,TOTAL,,"19,009,131","$270,722,090.69 ","$270,085,622.85 "
80069,GLOBL,,"578,872","$6,089,411.21 ","$6,071,532.61 "
,TOTAL,,"578,872","$6,089,411.21 ","$6,071,532.61 "
80074,GLOBL,,"120,366","$7,896,414.52 ","$7,887,916.89 "
,TOTAL,,"120,366","$7,896,414.52 ","$7,887,916.89 "
80076,26,,7,$67.44 ,$67.44 
,GLOBL,,"4,213,500","$34,384,723.25 ","$34,276,054.88 "
,TOTAL,,"4,213,507","$34,384,790.69 ","$34,276,122.32 "
80100,GLOBL,,"80,576","$1,370,064.26 ","$1,367,836.17 "
,TOTAL,,"80,576","$1,370,064.26 ","$1,367,836.17 "
80101,GLOBL,,"644,213","$8,944,042.10 ","$8,927,676.71 "
,TOTAL,,"644,213","$8,944,042.10 ","$8,927,676.71 "
80102,GLOBL,,"11,254","$197,408.87 ","$196,978.43 "
,TOTAL,,"11,254","$197,408.87 ","$196,978.43 "
80103,GLOBL,,3,$148.68 ,$131.16 
,TOTAL,,3,$148.68 ,$131.16 
80150,GLOBL,,"2,634","$53,088.45 ","$53,025.14 "
,TOTAL,,"2,634","$53,088.45 ","$53,025.14 "
80152,GLOBL,,"2,592","$63,039.90 ","$62,836.42 "
,TOTAL,,"2,592","$63,039.90 ","$62,836.42 "
80154,GLOBL,,"35,446","$905,007.22 ","$901,635.63 "
,TOTAL,,"35,446","$905,007.22 ","$901,635.63 "
80156,GLOBL,,"173,383","$3,492,514.17 ","$3,486,911.15 "
,TOTAL,,"173,383","$3,492,514.17 ","$3,486,911.15 "
80157,GLOBL,,"3,059","$56,333.04 ","$56,289.96 "
,TOTAL,,"3,059","$56,333.04 ","$56,289.96 "
80158,GLOBL,,"70,140","$1,701,253.41 ","$1,688,532.79 "
,TOTAL,,"70,140","$1,701,253.41 ","$1,688,532.79 "
80160,GLOBL,,973,"$23,244.17 ","$23,098.77 "
,TOTAL,,973,"$23,244.17 ","$23,098.77 "
80162,GLOBL,,"963,603","$17,868,831.72 ","$17,850,587.01 "
,TOTAL,,"963,603","$17,868,831.72 ","$17,850,587.01 "
80164,GLOBL,,"405,768","$7,380,671.45 ","$7,373,718.05 "
,TOTAL,,"405,768","$7,380,671.45 ","$7,373,718.05 "
80166,GLOBL,,536,"$10,944.46 ","$10,906.14 "
,TOTAL,,536,"$10,944.46 ","$10,906.14 "
80168,GLOBL,,484,"$10,490.36 ","$10,488.08 "
,TOTAL,,484,"$10,490.36 ","$10,488.08 "
80170,GLOBL,,"11,901","$263,060.36 ","$262,747.88 "
,TOTAL,,"11,901","$263,060.36 ","$262,747.88 "
80172,GLOBL,,20,$424.96 ,$424.96 
,TOTAL,,20,$424.96 ,$424.96 
80173,GLOBL,,"1,106","$21,654.78 ","$21,520.54 "
,TOTAL,,"1,106","$21,654.78 ","$21,520.54 "
80174,GLOBL,,"1,008","$24,206.99 ","$24,120.57 "
,TOTAL,,"1,008","$24,206.99 ","$24,120.57 "
80176,GLOBL,,"1,731","$27,007.22 ","$26,943.30 "
,TOTAL,,"1,731","$27,007.22 ","$26,943.30 "
80178,GLOBL,,"137,519","$1,269,339.77 ","$1,267,408.97 "
