Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2004,,,,,
Code Ranges 65091 - 68899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
65091,SG,EYE,21,"$10,293.40 ","$8,234.72 "
,80'S,,1,$97.40 ,$77.92 
,OTHER,,114,"$65,994.67 ","$52,635.72 "
,TOTAL,,136,"$76,385.47 ","$60,948.36 "
65093,SG,,172,"$84,103.61 ","$67,090.86 "
,OTHER,,685,"$413,481.31 ","$326,134.33 "
,TOTAL,,857,"$497,584.92 ","$393,225.19 "
65101,SG,,20,"$9,181.13 ","$7,184.92 "
,OTHER,,119,"$73,265.72 ","$58,138.71 "
,TOTAL,,139,"$82,446.85 ","$65,323.63 "
65103,SG,,54,"$25,427.23 ","$19,950.34 "
,OTHER,,282,"$188,789.17 ","$148,012.79 "
,TOTAL,,336,"$214,216.40 ","$167,963.13 "
65105,SG,,218,"$132,288.79 ","$103,799.34 "
,80'S,,57,"$6,993.80 ","$5,440.34 "
,OTHER,,"1,049","$771,790.69 ","$610,177.12 "
,TOTAL,,"1,324","$911,073.28 ","$719,416.80 "
65110,SG,,5,"$3,615.93 ","$2,892.75 "
,80'S,,9,"$1,446.73 ","$1,157.40 "
,OTHER,,104,"$106,523.52 ","$83,470.40 "
,TOTAL,,118,"$111,586.18 ","$87,520.55 "
65112,80'S,,4,$828.56 ,$662.84 
,OTHER,,38,"$45,364.86 ","$36,197.38 "
,TOTAL,,42,"$46,193.42 ","$36,860.22 "
65114,SG,,1,$966.69 ,$773.35 
,OTHER,,20,"$26,134.87 ","$20,827.90 "
,TOTAL,,21,"$27,101.56 ","$21,601.25 "
65125,OTHER,,33,"$8,022.18 ","$6,413.89 "
,TOTAL,,33,"$8,022.18 ","$6,413.89 "
65130,SG,,8,"$3,596.93 ","$2,877.54 "
,OTHER,,23,"$13,726.09 ","$10,931.38 "
,TOTAL,,31,"$17,323.02 ","$13,808.92 "
65135,SG,,4,"$1,337.03 ",$989.63 
,OTHER,,31,"$19,307.69 ","$15,446.16 "
,TOTAL,,35,"$20,644.72 ","$16,435.79 "
65140,SG,,2,$750.26 ,$600.21 
,OTHER,,17,"$10,347.83 ","$8,187.36 "
,TOTAL,,19,"$11,098.09 ","$8,787.57 "
65150,SG,,22,"$7,647.30 ","$6,117.85 "
,OTHER,,55,"$27,070.56 ","$21,656.43 "
,TOTAL,,77,"$34,717.86 ","$27,774.28 "
65155,SG,,9,"$3,670.88 ","$2,936.70 "
,OTHER,,71,"$49,479.03 ","$39,544.51 "
,TOTAL,,80,"$53,149.91 ","$42,481.21 "
65175,SG,,32,"$8,418.57 ","$6,550.45 "
,OTHER,,137,"$58,672.23 ","$46,483.95 "
,TOTAL,,169,"$67,090.80 ","$53,034.40 "
65205,OTHER,,"22,260","$1,049,858.09 ","$751,247.81 "
,TOTAL,,"22,260","$1,049,858.09 ","$751,247.81 "
65210,OTHER,,"22,432","$1,306,992.10 ","$961,850.67 "
,TOTAL,,"22,432","$1,306,992.10 ","$961,850.67 "
65220,OTHER,,"3,305","$140,563.47 ","$97,837.01 "
,TOTAL,,"3,305","$140,563.47 ","$97,837.01 "
65222,OTHER,,"33,198","$2,061,629.08 ","$1,483,042.88 "
,TOTAL,,"33,198","$2,061,629.08 ","$1,483,042.88 "
65235,SG,,158,"$64,645.44 ","$51,441.06 "
,80'S,,1,$104.89 ,$83.91 
,OTHER,,231,"$101,165.95 ","$79,805.36 "
