CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,
,,,,,
"2011 Part B National Summary Data File
Code Range: 03) Radiology (70000 - 79999)",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-2662,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
RADIOLOGY,72129,TC,161,38471.48,30480.57
RADIOLOGY,72129,GLOBL,1062,329668.12,259357.65
RADIOLOGY,72130,TOTAL,1152,180311.79,140939.39
RADIOLOGY,72130,26,784,49903.3,38932.44
RADIOLOGY,72130,TC,37,10940.25,8752.16
RADIOLOGY,72130,GLOBL,331,119468.24,93254.79
RADIOLOGY,72131,TOTAL,359518.1,30677949.91,23701158.8
RADIOLOGY,72131,26,290292,14889481,11473738.94
RADIOLOGY,72131,TC,13618,2391443.09,1847278.26
RADIOLOGY,72131,GLOBL,55608.1,13397025.82,10380141.6
RADIOLOGY,72132,TOTAL,56579.1,5503519.39,4278743.26
RADIOLOGY,72132,26,47163.1,2862104.32,2219954.21
RADIOLOGY,72132,TC,1511,341675.51,267798
RADIOLOGY,72132,GLOBL,7905,2299739.56,1790991.05
RADIOLOGY,72133,TOTAL,4596,778871.01,606514.8
RADIOLOGY,72133,26,2842,179574.26,138773.12
RADIOLOGY,72133,TC,267,75124.78,58759.86
RADIOLOGY,72133,GLOBL,1487,524171.97,408981.82
RADIOLOGY,72141,TOTAL,563878.2,117967914.95,91437172.92
RADIOLOGY,72141,26,319056,25628554.13,19672646.52
RADIOLOGY,72141,TC,53517.2,15977149.49,12458591.44
RADIOLOGY,72141,GLOBL,191305,76362211.33,59305934.96
RADIOLOGY,72142,TOTAL,4722,954995.67,740005.13
RADIOLOGY,72142,26,3302,318921.41,247750.95
RADIOLOGY,72142,TC,349,114867.01,89475.19
RADIOLOGY,72142,GLOBL,1071,521207.25,402778.99
RADIOLOGY,72146,TOTAL,201660.8,39965959.02,31257993.08
RADIOLOGY,72146,26,128456.1,10326866.72,8029252.37
RADIOLOGY,72146,TC,15899.7,5184364.25,4077943.63
RADIOLOGY,72146,GLOBL,57305,24454728.05,19150797.08
RADIOLOGY,72147,TOTAL,3871,686299.39,537892.32
RADIOLOGY,72147,26,2900,281998.68,221411.05
RADIOLOGY,72147,TC,175,55577.8,43778.34
RADIOLOGY,72147,GLOBL,796,348722.91,272702.93
RADIOLOGY,72148,TOTAL,1311162.4,289505482.11,225066906.12
RADIOLOGY,72148,26,720828,53684247.19,41248739.03
RADIOLOGY,72148,TC,138228.2,45026568.34,35203213.83
RADIOLOGY,72148,GLOBL,452106.2,190794666.58,148614953.26
RADIOLOGY,72149,TOTAL,7805,1695504.09,1326702.15
RADIOLOGY,72149,26,5391,485592.22,379324.92
RADIOLOGY,72149,TC,441,182226.82,145083.89
RADIOLOGY,72149,GLOBL,1973,1027685.05,802293.34
RADIOLOGY,72156,TOTAL,106408,29235305.64,22739743.29
RADIOLOGY,72156,26,72687,9428308.2,7301529.08
RADIOLOGY,72156,TC,6739,3066075.4,2404956.78
RADIOLOGY,72156,GLOBL,26982,16740922.04,13033257.43
RADIOLOGY,72157,TOTAL,80344,18949142.88,14861776.35
RADIOLOGY,72157,26,59139,7691046.46,6015126.19
RADIOLOGY,72157,TC,3879,1504592.13,1181848.6
RADIOLOGY,72157,GLOBL,17326,9753504.29,7664801.56
RADIOLOGY,72158,TOTAL,291286.3,85342914.81,66551879.32
RADIOLOGY,72158,26,189944.1,22525941.99,17415057.71
RADIOLOGY,72158,TC,22685,11568274.41,9082432.35
RADIOLOGY,72158,GLOBL,78657.2,51248698.41,40054389.26
RADIOLOGY,72159,TOTAL,133,26807.94,21319.49
RADIOLOGY,72159,26,104,9396.92,7390.66
RADIOLOGY,72159,TC,N/A,1633.65,1306.91
RADIOLOGY,72159,GLOBL,29,15777.37,12621.92
RADIOLOGY,72170,TOTAL,1827171.8,29863041.75,22267655.2
RADIOLOGY,72170,26,1114554.1,10661155.96,8047825.76
RADIOLOGY,72170,TC,56173.7,998107.82,732143.84
RADIOLOGY,72170,GLOBL,656444,18203777.97,13487685.6
RADIOLOGY,72190,TOTAL,66065,1703946.11,1263977.63
RADIOLOGY,72190,26,35124,409767.34,310368.8
RADIOLOGY,72190,TC,2419,73644.49,53938.06
RADIOLOGY,72190,GLOBL,28522,1220534.28,899670.77
RADIOLOGY,72191,TOTAL,123842,15620740.11,12256521.41
RADIOLOGY,72191,26,99345,9095294.45,7110231.18
RADIOLOGY,72191,TC,5199,951946.72,745374.34
RADIOLOGY,72191,GLOBL,19298,5573498.94,4400915.89
RADIOLOGY,72192,TOTAL,134620,10043229.16,7763459.83
RADIOLOGY,72192,26,118248,6430370.97,4958230.98
RADIOLOGY,72192,TC,4064,685687.57,530772.95
RADIOLOGY,72192,GLOBL,12308,2927170.62,2274455.9
RADIOLOGY,72193,TOTAL,40860,3739010.78,2879020.41
RADIOLOGY,72193,26,34528,2019183.7,1551466.51
RADIOLOGY,72193,TC,1711,372697.16,286655.6
RADIOLOGY,72193,GLOBL,4621,1347129.92,1040898.3
RADIOLOGY,72194,TOTAL,9220,1543670.25,1196687.11
RADIOLOGY,72194,26,5841,355138.73,272766.87
RADIOLOGY,72194,TC,750,225577.53,176504.14
RADIOLOGY,72194,GLOBL,2629,962953.99,747416.1
RADIOLOGY,72195,TOTAL,81058,16902353.54,13256685.23
RADIOLOGY,72195,26,48412,3565565.12,2765616.6
RADIOLOGY,72195,TC,7446,2479564.75,1953683.04
RADIOLOGY,72195,GLOBL,25200,10857223.67,8537385.59
RADIOLOGY,72196,TOTAL,3103,582901.05,455032.15
RADIOLOGY,72196,26,2341,207134.62,160151.77
RADIOLOGY,72196,TC,77,30292.29,23985.1
RADIOLOGY,72196,GLOBL,685,345474.14,270895.28
RADIOLOGY,72197,TOTAL,66321,19842949.59,15572784.64
RADIOLOGY,72197,26,42065,4821082.17,3736471.31
RADIOLOGY,72197,TC,3012,1426818.21,1125453.38
RADIOLOGY,72197,GLOBL,21244,13595049.21,10710859.95
RADIOLOGY,72198,TOTAL,5090,1050925.16,830808.31
RADIOLOGY,72198,26,3343,307429.14,240013.55
RADIOLOGY,72198,TC,155,46296.1,37027.3
RADIOLOGY,72198,GLOBL,1592,697199.92,553767.46
RADIOLOGY,72200,TOTAL,15229,265991.43,198241.95
RADIOLOGY,72200,26,8386,71790.56,53347.35
RADIOLOGY,72200,TC,1315,27372.11,20116.36
RADIOLOGY,72200,GLOBL,5528,166828.76,124778.24
RADIOLOGY,72202,TOTAL,27338,542747.46,398260.37
RADIOLOGY,72202,26,15918,152292.89,111823.6
RADIOLOGY,72202,TC,2195,55197.55,40177.77
RADIOLOGY,72202,GLOBL,9225,335257.02,246259
RADIOLOGY,72220,TOTAL,132054.7,1982696.15,1464265.1
RADIOLOGY,72220,26,88318,755003.57,561223.43
RADIOLOGY,72220,TC,10139.7,212414.24,156897.13
RADIOLOGY,72220,GLOBL,33597,1015278.34,746144.54
RADIOLOGY,72240,TOTAL,8963.1,591297.34,459536.42
RADIOLOGY,72240,26,7071.1,314327.34,243491.54
RADIOLOGY,72240,TC,130,12791.17,9956.06
RADIOLOGY,72240,GLOBL,1762,264178.83,206088.82
RADIOLOGY,72255,TOTAL,909,69686.99,54683.89
RADIOLOGY,72255,26,617,27283.31,21506.32
RADIOLOGY,72255,TC,15,1342.85,915.83
RADIOLOGY,72255,GLOBL,277,41060.83,32261.74
RADIOLOGY,72265,TOTAL,40414,2468785.92,1928991.68
RADIOLOGY,72265,26,31929,1302098.37,1016639.72
RADIOLOGY,72265,TC,867,83354.51,65020.79
RADIOLOGY,72265,GLOBL,7618,1083333.04,847331.17
RADIOLOGY,72270,TOTAL,9678,937661.13,731609.47
RADIOLOGY,72270,26,7626,492901.53,384283.06
RADIOLOGY,72270,TC,136,20023.6,15674.02
RADIOLOGY,72270,GLOBL,1916,424736,331652.39
RADIOLOGY,72275,TOTAL,89442,6965163.89,5488449.54
RADIOLOGY,72275,26,42266,1645429.45,1290105.42
RADIOLOGY,72275,TC,1265,90406.19,72040.76
RADIOLOGY,72275,GLOBL,45911,5229328.25,4126303.36
RADIOLOGY,72285,TOTAL,1509,131653.33,101950.09
RADIOLOGY,72285,26,1011,58804.14,45006.28
RADIOLOGY,72285,TC,N/A,0,0
RADIOLOGY,72285,GLOBL,498,72849.19,56943.81
RADIOLOGY,72291,TOTAL,67870,5062185.65,4034337.5
RADIOLOGY,72291,26,65498,4740495.87,3778299.67
RADIOLOGY,72291,TC,N/A,210.7,168.56
RADIOLOGY,72291,GLOBL,2372,321479.08,255869.27
RADIOLOGY,72292,TOTAL,1142,96799.81,76928.61
RADIOLOGY,72292,26,1022,77047.94,61247.07
RADIOLOGY,72292,GLOBL,120,19751.87,15681.54
RADIOLOGY,72295,TOTAL,13936,1060580.68,829575.19
RADIOLOGY,72295,26,8477,355552.87,276600.55
RADIOLOGY,72295,TC,11,1019.85,815.88
RADIOLOGY,72295,GLOBL,5448,704007.96,552158.76
RADIOLOGY,73000,TOTAL,91478,1661482.51,1225269.52
RADIOLOGY,73000,26,45542,373611.87,276985.18
RADIOLOGY,73000,TC,5689,117096.63,85637.04
RADIOLOGY,73000,GLOBL,40247,1170774.01,862647.3
RADIOLOGY,73010,TOTAL,48022.5,1085970.36,810795.22
RADIOLOGY,73010,26,18372,175909.42,130998.54
RADIOLOGY,73010,TC,2230,47623.12,34631.4
RADIOLOGY,73010,GLOBL,27420.5,862437.82,645165.28
RADIOLOGY,73020,TOTAL,138183,1922511.48,1438414.87
RADIOLOGY,73020,26,81622,613901.55,464543.89
RADIOLOGY,73020,TC,4603,72570.29,51455.76
RADIOLOGY,73020,GLOBL,51958,1236039.64,922415.22
RADIOLOGY,73030,TOTAL,2375975.2,49783683.27,36578781.17
RADIOLOGY,73030,26,1116915,11422239.17,8411533.25
RADIOLOGY,73030,TC,138503.7,2884712.01,2066213.19
RADIOLOGY,73030,GLOBL,1120556.5,35476732.09,26101034.73
RADIOLOGY,73040,TOTAL,18179,1159128.09,901559.37
RADIOLOGY,73040,26,9841,269298.1,207702.58
RADIOLOGY,73040,TC,948,73626.25,57160.22
RADIOLOGY,73040,GLOBL,7390,816203.74,636696.57
RADIOLOGY,73050,TOTAL,12150,382660.54,284674.37
RADIOLOGY,73050,26,3144,35111.69,25289.23
RADIOLOGY,73050,TC,573,15218.21,10604.41
RADIOLOGY,73050,GLOBL,8433,332330.64,248780.73
RADIOLOGY,73060,TOTAL,373706,5758307.86,4296532.01
RADIOLOGY,73060,26,248084,2209858.84,1659258.21
RADIOLOGY,73060,TC,20986,432127.77,322265.43
RADIOLOGY,73060,GLOBL,104636,3116321.25,2315008.37
RADIOLOGY,73070,TOTAL,249401.7,4486571.57,3331275.88
RADIOLOGY,73070,26,121304,949566.43,715294.88
RADIOLOGY,73070,TC,14580.7,298248.62,219104.73
RADIOLOGY,73070,GLOBL,113517,3238756.52,2396876.27
RADIOLOGY,73080,TOTAL,323750.4,5612654.83,4126400.34
RADIOLOGY,73080,26,211587,1816134.91,1343982.37
RADIOLOGY,73080,TC,15596,399190.54,289025.35
RADIOLOGY,73080,GLOBL,96567.4,3397329.38,2493392.62
RADIOLOGY,73085,TOTAL,216,17894.37,14093.54
RADIOLOGY,73085,26,66,1837.97,1432.95
RADIOLOGY,73085,TC,N/A,640.49,453.25
RADIOLOGY,73085,GLOBL,150,15415.91,12207.34
RADIOLOGY,73090,TOTAL,240879,3242417,2419798.7
RADIOLOGY,73090,26,172030,1412664.56,1056552.54
RADIOLOGY,73090,TC,14731,293747.48,220370.8
RADIOLOGY,73090,GLOBL,54118,1536004.96,1142875.36
RADIOLOGY,73092,TOTAL,44,1004.12,653
RADIOLOGY,73092,26,19,156.6,125.28
RADIOLOGY,73092,TC,N/A,109.74,53.75
RADIOLOGY,73092,GLOBL,25,737.78,473.97
RADIOLOGY,73100,TOTAL,372073,8787763.97,6571888.23
RADIOLOGY,73100,26,122026,1119539.78,846774.77
RADIOLOGY,73100,TC,17653,385560.23,285780.53
RADIOLOGY,73100,GLOBL,232394,7282663.96,5439332.93
RADIOLOGY,73110,TOTAL,959816,20809962.52,15373821.58
RADIOLOGY,73110,26,511154,4554201.09,3358609.84
RADIOLOGY,73110,TC,54719,1503529.64,1090942.11
RADIOLOGY,73110,GLOBL,393943,14752231.79,10924269.63
RADIOLOGY,73115,TOTAL,1153,89772.7,69373.18
RADIOLOGY,73115,26,430,12179.03,9580.71
RADIOLOGY,73115,TC,33,2628.98,2067.52
RADIOLOGY,73115,GLOBL,690,74964.69,57724.95
RADIOLOGY,73120,TOTAL,283030.1,5972443.77,4425619.22
RADIOLOGY,73120,26,94981,787806.91,587513.63
RADIOLOGY,73120,TC,20856.1,415760.31,305961.12
RADIOLOGY,73120,GLOBL,167193,4768876.55,3532144.47
RADIOLOGY,73130,TOTAL,1015148.2,19488186.88,14283233.24
RADIOLOGY,73130,26,554868.2,4764467.64,3482208.17
RADIOLOGY,73130,TC,63619,1511281.19,1090728.31
RADIOLOGY,73130,GLOBL,396661,13212438.05,9710296.76
RADIOLOGY,73140,TOTAL,348450,7400909.06,5372577.1
RADIOLOGY,73140,26,141241,963164.76,689693.79
RADIOLOGY,73140,TC,19466,475356.17,334479.46
RADIOLOGY,73140,GLOBL,187743,5962388.13,4348403.85
RADIOLOGY,73200,TOTAL,76698,7218726.22,5572560.22
RADIOLOGY,73200,26,58727,3017321.7,2317553.77
RADIOLOGY,73200,TC,3016,547061.8,423819.67
RADIOLOGY,73200,GLOBL,14955,3654342.72,2831186.78
RADIOLOGY,73201,TOTAL,11537,1328116.74,1034451.37
RADIOLOGY,73201,26,8639,501454.03,387718.18
RADIOLOGY,73201,TC,582,131335.31,102668.78
RADIOLOGY,73201,GLOBL,2316,695327.4,544064.41
RADIOLOGY,73202,TOTAL,1779,352695.72,277079.36
RADIOLOGY,73202,26,1003,60740.37,47433.19
RADIOLOGY,73202,TC,61,18113.02,13893.21
RADIOLOGY,73202,GLOBL,715,273842.33,215752.96
RADIOLOGY,73206,TOTAL,2939,405540.84,317089.13
RADIOLOGY,73206,26,2374,215020.37,167741.67
RADIOLOGY,73206,TC,92,26434.27,20753.33
RADIOLOGY,73206,GLOBL,473,164086.2,128594.13
RADIOLOGY,73218,TOTAL,34549,8598637.31,6731455.18
RADIOLOGY,73218,26,15859,1138560.46,883890.6
RADIOLOGY,73218,TC,6076,2043061.98,1610843.19
RADIOLOGY,73218,GLOBL,12614,5417014.87,4236721.39
RADIOLOGY,73219,TOTAL,419,91149.3,71868.18
RADIOLOGY,73219,26,277,22369.58,17383.09
RADIOLOGY,73219,TC,36,14764.54,11671.45
RADIOLOGY,73219,GLOBL,106,54015.18,42813.64
RADIOLOGY,73220,TOTAL,11243,3416921.99,2672152.06
RADIOLOGY,73220,26,6901,740064.7,570533.81
RADIOLOGY,73220,TC,938,467425.59,366643.32
RADIOLOGY,73220,GLOBL,3404,2209431.7,1734974.93
RADIOLOGY,73221,TOTAL,492368.5,117139489.93,90757377.45
RADIOLOGY,73221,26,238241,16364508.14,12499404.19
RADIOLOGY,73221,TC,70753.5,23306233.21,18150421.81
RADIOLOGY,73221,GLOBL,183374,77468748.58,60107551.45
RADIOLOGY,73222,TOTAL,21661,5784242.3,4497050.66
RADIOLOGY,73222,26,12053,971566.34,748021.1
RADIOLOGY,73222,TC,2628,1134044.29,890817.64
RADIOLOGY,73222,GLOBL,6980,3678631.67,2858211.92
RADIOLOGY,73223,TOTAL,14853,4925212.77,3862897.13
RADIOLOGY,73223,26,8329,891892.24,688019.1
RADIOLOGY,73223,TC,1247,614630.69,483953.72
RADIOLOGY,73223,GLOBL,5277,3418689.84,2690924.31
RADIOLOGY,73225,TOTAL,261,62645.8,49010.33
RADIOLOGY,73225,26,188,16321.59,12887.78
RADIOLOGY,73225,TC,N/A,3594.83,2875.85
RADIOLOGY,73225,GLOBL,73,42729.38,33246.7
RADIOLOGY,73500,TOTAL,522017,9085855.76,6767894.04
RADIOLOGY,73500,26,278848,2653608.37,2017651.02
RADIOLOGY,73500,TC,16000,277809.82,200207.58
RADIOLOGY,73500,GLOBL,227169,6154437.57,4550035.44
RADIOLOGY,73510,TOTAL,2633778.2,58502295.78,43043577.1
RADIOLOGY,73510,26,1560721.1,18075467.96,13551059.66
RADIOLOGY,73510,TC,145346.1,3940783.85,2854967.29
RADIOLOGY,73510,GLOBL,927711,36486043.97,26637550.15
RADIOLOGY,73520,TOTAL,379534.5,10036444.01,7347132.46
RADIOLOGY,73520,26,194678,2652657.66,1968784.4
RADIOLOGY,73520,TC,24097,660474.92,480187.64
RADIOLOGY,73520,GLOBL,160759.5,6723311.43,4898160.42
RADIOLOGY,73525,TOTAL,14359,958918.56,749814.83
RADIOLOGY,73525,26,6907,197524.61,153064.3
RADIOLOGY,73525,TC,431,31747.57,24561.21
RADIOLOGY,73525,GLOBL,7021,729646.38,572189.32
RADIOLOGY,73530,TOTAL,74394.1,1124894.11,872719.11
RADIOLOGY,73530,26,74185.1,1118778.46,868036.67
RADIOLOGY,73530,TC,20,353.24,268.21
RADIOLOGY,73530,GLOBL,189,5762.41,4414.23
RADIOLOGY,73540,TOTAL,335,10482,7559.03
RADIOLOGY,73540,26,99,1073.93,815.42
RADIOLOGY,73540,TC,12,344.47,160.26
RADIOLOGY,73540,GLOBL,224,9063.6,6583.35
RADIOLOGY,73542,TOTAL,25136,1543266.73,1214783.94
RADIOLOGY,73542,26,10232,301025.96,236728.97
RADIOLOGY,73542,TC,289,16294.04,12688.59
RADIOLOGY,73542,GLOBL,14615,1225946.73,965366.38
RADIOLOGY,73550,TOTAL,571001,8397368.63,6315021.38
RADIOLOGY,73550,26,403949,3733176.56,2841618.11
RADIOLOGY,73550,TC,23867,470610.52,353393.92
RADIOLOGY,73550,GLOBL,143185,4193581.55,3120009.35
RADIOLOGY,73560,TOTAL,2168910.1,46570282.22,34356090.45
RADIOLOGY,73560,26,931170.1,8911427.88,6680837.68
RADIOLOGY,73560,TC,119275.4,2556726.24,1840118.93
RADIOLOGY,73560,GLOBL,1118464.6,35102128.1,25835133.84
RADIOLOGY,73562,TOTAL,1946641.5,52057200.4,38058546.97
RADIOLOGY,73562,26,734970,7569329.99,5552192.97
RADIOLOGY,73562,TC,101361,2704170.2,1943994.89
RADIOLOGY,73562,GLOBL,1110310.5,41783700.21,30562359.11
RADIOLOGY,73564,TOTAL,1119260,31854863.66,23280822.78
RADIOLOGY,73564,26,518960,6262017.76,4556595.3
RADIOLOGY,73564,TC,42982,1317700.53,934785.08
RADIOLOGY,73564,GLOBL,557318,24275145.37,17789442.4
RADIOLOGY,73565,TOTAL,358583.5,10744569.55,7973405.07
RADIOLOGY,73565,26,54465,528389.26,386015.48
RADIOLOGY,73565,TC,17499,418315.28,300881.53
RADIOLOGY,73565,GLOBL,286619.5,9797865.01,7286508.06
RADIOLOGY,73580,TOTAL,19899,2522825.97,1991246.18
RADIOLOGY,73580,26,1546,45911.69,35863.94
RADIOLOGY,73580,TC,153,15682.57,11873.95
RADIOLOGY,73580,GLOBL,18200,2461231.71,1943508.29
RADIOLOGY,73590,TOTAL,512567.1,7228881.9,5375080.22
RADIOLOGY,73590,26,355717.1,3052781.34,2288055.61
RADIOLOGY,73590,TC,27158,523022.87,385041.17
RADIOLOGY,73590,GLOBL,129692,3653077.69,2701983.44
RADIOLOGY,73592,TOTAL,45,1149.56,853.2
RADIOLOGY,73592,26,15,123.65,79.96
RADIOLOGY,73592,TC,N/A,47.64,38.12
RADIOLOGY,73592,GLOBL,30,978.27,735.12
RADIOLOGY,73600,TOTAL,280182.7,5520066.06,4110760.95
RADIOLOGY,73600,26,118619,978128.21,740630.44
RADIOLOGY,73600,TC,14332.7,292708.53,217043.98
RADIOLOGY,73600,GLOBL,147231,4249229.32,3153086.53
RADIOLOGY,73610,TOTAL,1253635.2,24417624.54,17941808.18
RADIOLOGY,73610,26,667273.1,5706654.81,4215027.79
RADIOLOGY,73610,TC,68728,1630218.02,1176153.65
RADIOLOGY,73610,GLOBL,517634.1,17080751.71,12550626.74
RADIOLOGY,73615,TOTAL,1035,84922.81,66509.26
RADIOLOGY,73615,26,214,6101.37,4632.88
RADIOLOGY,73615,TC,12,914.59,731.64
RADIOLOGY,73615,GLOBL,809,77906.85,61144.74
RADIOLOGY,73620,TOTAL,835150,20180866.98,14937655.35
RADIOLOGY,73620,26,157454,1248827.65,942526.4
RADIOLOGY,73620,TC,32856,645848.24,475646
RADIOLOGY,73620,GLOBL,644840,18286191.09,13519482.95
RADIOLOGY,73630,TOTAL,2341404.4,52874799.55,38829452.48
RADIOLOGY,73630,26,927878.3,7958543.8,5880061.95
RADIOLOGY,73630,TC,112468,2594445.9,1868185.88
RADIOLOGY,73630,GLOBL,1301058.1,42321809.85,31081204.65
RADIOLOGY,73650,TOTAL,114252.5,2289716.45,1653174.75
RADIOLOGY,73650,26,44115,363913.68,267668.36
RADIOLOGY,73650,TC,7369,146673.88,103076.49
RADIOLOGY,73650,GLOBL,62768.5,1779128.89,1282429.9
RADIOLOGY,73660,TOTAL,121383.5,2069457.91,1505852.41
RADIOLOGY,73660,26,63393,411021.92,302310.93
RADIOLOGY,73660,TC,9595,218825.1,157059.15
RADIOLOGY,73660,GLOBL,48395.5,1439610.89,1046482.33
RADIOLOGY,73700,TOTAL,201566,16307830.83,12611531.41
RADIOLOGY,73700,26,168966,8712192.82,6713933.73
RADIOLOGY,73700,TC,5819,1069668.14,825789.17
RADIOLOGY,73700,GLOBL,26781,6525969.87,5071808.51
RADIOLOGY,73701,TOTAL,36829,2705158.85,2115540.61
RADIOLOGY,73701,26,34423,2051135.96,1601124.25
RADIOLOGY,73701,TC,512,102908.97,81269.65
RADIOLOGY,73701,GLOBL,1894,551113.92,433146.71
RADIOLOGY,73702,TOTAL,4572,728832.48,571159.13
RADIOLOGY,73702,26,3055,186959.33,145809.23
RADIOLOGY,73702,TC,278,65978.86,51134.29
RADIOLOGY,73702,GLOBL,1239,475894.29,374215.61
RADIOLOGY,73706,TOTAL,16105,2579513.25,2031701.35
RADIOLOGY,73706,26,11806,1153563.39,906034.67
RADIOLOGY,73706,TC,1220,260120.29,206388.51
RADIOLOGY,73706,GLOBL,3079,1165829.57,919278.17
RADIOLOGY,73718,TOTAL,117486,25828106.42,20175315.53
RADIOLOGY,73718,26,65356,4438773.79,3443160.12
RADIOLOGY,73718,TC,10052,3366285.62,2640401.57
RADIOLOGY,73718,GLOBL,42078,18023047.01,14091753.84
RADIOLOGY,73719,TOTAL,1680,294077.32,230404.53
RADIOLOGY,73719,26,1305,106458.04,82578.22
RADIOLOGY,73719,TC,51,21898.24,17518.51
RADIOLOGY,73719,GLOBL,324,165721.04,130307.8
RADIOLOGY,73720,TOTAL,48560.1,11804459.51,9226398.01
RADIOLOGY,73720,26,36119.1,3884464.2,3009213.77
RADIOLOGY,73720,TC,1997,1031522.47,813630.92
RADIOLOGY,73720,GLOBL,10444,6888472.84,5403553.32
RADIOLOGY,73721,TOTAL,697011.4,165396116.85,128350704.6
RADIOLOGY,73721,26,342774,23499584.96,17994522.59
RADIOLOGY,73721,TC,90321.4,30184709.46,23507741.13
RADIOLOGY,73721,GLOBL,263916,111711822.43,86848440.88
RADIOLOGY,73722,TOTAL,5703,1522951.23,1186878.26
RADIOLOGY,73722,26,3259,268876.21,208019.01
RADIOLOGY,73722,TC,529,236499.37,184875.35
RADIOLOGY,73722,GLOBL,1915,1017575.65,793983.9
RADIOLOGY,73723,TOTAL,25553,6922970.31,5411126.34
RADIOLOGY,73723,26,17176,1851763.35,1436214.63
RADIOLOGY,73723,TC,1488,732673.82,574640.16
RADIOLOGY,73723,GLOBL,6889,4338533.14,3400271.55
RADIOLOGY,73725,TOTAL,27569,7346919.43,5825741.83
RADIOLOGY,73725,26,16782,1575770.49,1237529.7
RADIOLOGY,73725,TC,964,375373.08,297256.85
RADIOLOGY,73725,GLOBL,9823,5395775.86,4290955.28
RADIOLOGY,74000,TOTAL,2099453.6,23569172.65,17926835.11
RADIOLOGY,74000,26,1759183.6,15663234.26,12113581.07
RADIOLOGY,74000,TC,74756,1213176.83,895902.42
RADIOLOGY,74000,GLOBL,265514,6692761.56,4917351.62
RADIOLOGY,74010,TOTAL,62825,1207643.54,901266.42
RADIOLOGY,74010,26,42889,488985.67,374688.04
RADIOLOGY,74010,TC,4180,110046.23,79829.86
RADIOLOGY,74010,GLOBL,15756,608611.64,446748.52
RADIOLOGY,74020,TOTAL,793916,12133948.64,9164261.49
RADIOLOGY,74020,26,726802,9688461.27,7397509.48
RADIOLOGY,74020,TC,19131,502854.48,360712.84
RADIOLOGY,74020,GLOBL,47983,1942632.89,1406039.17
RADIOLOGY,74022,TOTAL,819920.1,13742805.17,10364761.46
RADIOLOGY,74022,26,786583.1,12293440.33,9317655.09
RADIOLOGY,74022,TC,9485,299414.18,213492.17
RADIOLOGY,74022,GLOBL,23852,1149950.66,833614.2
RADIOLOGY,74150,TOTAL,148383,15094078.33,11508200.83
RADIOLOGY,74150,26,110225,6583157.12,5019755.91
RADIOLOGY,74150,TC,10149,1679976.69,1269636.27
RADIOLOGY,74150,GLOBL,28009,6830944.52,5218808.65
RADIOLOGY,74160,TOTAL,189625.1,22680519.54,17358289.29
RADIOLOGY,74160,26,147743,9402270.89,7095413.22
RADIOLOGY,74160,TC,13585,3563135.9,2753537.58
RADIOLOGY,74160,GLOBL,28297.1,9715112.75,7509338.49
RADIOLOGY,74170,TOTAL,159323.1,29200041.26,22441883.98
RADIOLOGY,74170,26,103817.1,7281464.48,5502638.37
RADIOLOGY,74170,TC,15021,4875120.57,3757798.69
RADIOLOGY,74170,GLOBL,40485,17043456.21,13181446.92
RADIOLOGY,74175,TOTAL,185326,29112251.69,22614027.23
RADIOLOGY,74175,26,149824,14365218.44,11091507.06
RADIOLOGY,74175,TC,8132,2666723.04,2081619.62
RADIOLOGY,74175,GLOBL,27370,12080310.21,9440900.55
RADIOLOGY,74176,TOTAL,1962357.2,190117468.72,146299362.45
RADIOLOGY,74176,26,1741317.2,148439980.99,114245757.25
RADIOLOGY,74176,TC,64407,7706053.93,5913573.57
RADIOLOGY,74176,GLOBL,156633,33971433.8,26140031.63
RADIOLOGY,74177,TOTAL,2275508.6,266981345.9,205854826.46
RADIOLOGY,74177,26,1992178.4,177008028.63,135665219.65
RADIOLOGY,74177,TC,83216,20256189.57,15839875.57
RADIOLOGY,74177,GLOBL,200114.2,69717127.7,54349731.24
RADIOLOGY,74178,TOTAL,728155.5,147562903.39,114777702.81
RADIOLOGY,74178,26,483258.4,47399181.08,36471903.69
RADIOLOGY,74178,TC,74737,24132480.43,18898339.22
RADIOLOGY,74178,GLOBL,170160.1,76031241.88,59407459.9
RADIOLOGY,74181,TOTAL,102641,14656065.96,11434806.04
RADIOLOGY,74181,26,81615,6022648.52,4684881.19
RADIOLOGY,74181,TC,2962,974612.31,763023.22
RADIOLOGY,74181,GLOBL,18064,7658805.13,5986901.63
RADIOLOGY,74182,TOTAL,4188,817253.9,637510.45
RADIOLOGY,74182,26,3195,280780.8,216163.21
RADIOLOGY,74182,TC,84,36395.88,28298.99
RADIOLOGY,74182,GLOBL,909,500077.22,393048.25
RADIOLOGY,74183,TOTAL,175587,51591659.1,40299079.26
RADIOLOGY,74183,26,118843,13575339.11,10427937.54
RADIOLOGY,74183,TC,7481,3994691.14,3146414.7
RADIOLOGY,74183,GLOBL,49263,34021628.85,26724727.02
RADIOLOGY,74185,TOTAL,29454,6314752.26,4957989.23
RADIOLOGY,74185,26,20190,1828761.68,1424584.2
RADIOLOGY,74185,TC,1310,511448.66,404219.87
RADIOLOGY,74185,GLOBL,7954,3974541.92,3129185.16
