,,Medicare Part B Physician/Supplier BESS Data,,,
,,For Calendar Year 2008,,,
,,Code Ranges 69000 - 69999,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
69000,SG,EAR,2,$87.39 ,$69.91 
,OTHER,,"1,762","$246,118.55 ","$189,243.79 "
,TOTAL,,"1,764","$246,205.94 ","$189,313.70 "
69005,SG,,9,$954.74 ,$740.14 
,OTHER,,885,"$150,378.32 ","$116,548.46 "
,TOTAL,,894,"$151,333.06 ","$117,288.60 "
69020,SG,,1,$57.97 ,$46.38 
,OTHER,,"1,888","$377,664.34 ","$293,207.35 "
,TOTAL,,"1,889","$377,722.31 ","$293,253.73 "
69100,SG,,57,"$2,093.44 ","$1,617.46 "
,OTHER,,"88,859","$7,532,785.30 ","$5,696,480.47 "
,TOTAL,,"88,916","$7,534,878.74 ","$5,698,097.93 "
69105,SG,,5,$431.34 ,$273.63 
,OTHER,,"1,192","$126,655.32 ","$98,189.17 "
,TOTAL,,"1,197","$127,086.66 ","$98,462.80 "
69110,SG,,70,"$24,954.48 ","$19,860.68 "
,OTHER,,"3,379","$1,066,171.72 ","$835,770.05 "
,TOTAL,,"3,449","$1,091,126.20 ","$855,630.73 "
69120,SG,,4,"$1,787.36 ","$1,429.89 "
,OTHER,,298,"$65,038.92 ","$51,393.16 "
,TOTAL,,302,"$66,826.28 ","$52,823.05 "
69140,SG,,10,"$5,928.00 ","$4,742.40 "
,OTHER,,232,"$161,050.24 ","$128,295.09 "
,TOTAL,,242,"$166,978.24 ","$133,037.49 "
69145,SG,,46,"$19,760.09 ","$15,700.07 "
,OTHER,,"2,372","$689,837.93 ","$541,783.14 "
,TOTAL,,"2,418","$709,598.02 ","$557,483.21 "
69150,SG,,4,"$1,011.01 ",$808.80 
,OTHER,,340,"$286,919.69 ","$228,816.46 "
,TOTAL,,344,"$287,930.70 ","$229,625.26 "
69155,80'S,,7,"$1,572.23 ","$1,257.80 "
,OTHER,,33,"$43,501.72 ","$34,801.37 "
,TOTAL,,40,"$45,073.95 ","$36,059.17 "
69200,OTHER,,"27,724","$2,836,424.67 ","$2,127,520.48 "
,TOTAL,,"27,724","$2,836,424.67 ","$2,127,520.48 "
69205,SG,,15,"$5,124.65 ","$3,957.83 "
,OTHER,,588,"$67,058.51 ","$51,414.25 "
,TOTAL,,603,"$72,183.16 ","$55,372.08 "
69210,SG,,31,$681.44 ,$424.42 
,OTHER,,"1,317,026","$56,765,939.42 ","$40,040,532.93 "
,TOTAL,,"1,317,057","$56,766,620.86 ","$40,040,957.35 "
69220,OTHER,,"50,405","$6,135,503.78 ","$4,520,325.70 "
,TOTAL,,"50,405","$6,135,503.78 ","$4,520,325.70 "
69222,SG,,22,"$2,419.85 ","$1,866.96 "
,OTHER,,"8,256","$1,677,366.85 ","$1,284,136.62 "
,TOTAL,,"8,278","$1,679,786.70 ","$1,286,003.58 "
69300,SG,,2,"$1,246.44 ",$997.15 
,OTHER,,50,"$19,935.09 ","$15,787.07 "
,TOTAL,,52,"$21,181.53 ","$16,784.22 "
69310,SG,,26,"$19,785.18 ","$15,828.12 "
,OTHER,,682,"$594,357.31 ","$469,258.75 "
,TOTAL,,708,"$614,142.49 ","$485,086.87 "
69320,SG,,1,"$1,093.10 ",$874.48 
,80'S,,1,$232.22 ,$185.78 
,OTHER,,43,"$58,541.16 ","$45,198.34 "
,TOTAL,,45,"$59,866.48 ","$46,258.60 "
69399,OTHER,,129,"$14,922.65 ","$11,857.45 "
,TOTAL,,129,"$14,922.65 ","$11,857.45 "
69400,OTHER,,981,"$125,928.87 ","$98,917.91 "
,TOTAL,,981,"$125,928.87 ","$98,917.91 "
69401,OTHER,,"8,555","$606,904.22 ","$467,193.87 "
,TOTAL,,"8,555","$606,904.22 ","$467,193.87 "
69405,SG,,3,$196.86 ,$157.50 
,OTHER,,35,"$4,874.35 ","$3,788.53 "
,TOTAL,,38,"$5,071.21 ","$3,946.03 "
69420,SG,,8,$755.14 ,$598.45 
,OTHER,,"12,954","$2,148,830.63 ","$1,653,163.33 "
,TOTAL,,"12,962","$2,149,585.77 ","$1,653,761.78 "
69421,SG,,33,"$15,451.88 ","$12,261.49 "
,OTHER,,620,"$107,911.00 ","$85,420.00 "
,TOTAL,,653,"$123,362.88 ","$97,681.49 "
69424,SG,,9,$568.69 ,$422.24 
,OTHER,,897,"$85,859.67 ","$64,633.50 "
,TOTAL,,906,"$86,428.36 ","$65,055.74 "
69433,SG,,63,"$7,295.37 ","$5,729.92 "
,OTHER,,"38,381","$6,766,761.38 ","$5,185,069.50 "
,TOTAL,,"38,444","$6,774,056.75 ","$5,190,799.42 "
69436,SG,,864,"$415,792.98 ","$327,678.94 "
,OTHER,,"14,994","$3,410,797.01 ","$2,685,929.62 "
,TOTAL,,"15,858","$3,826,589.99 ","$3,013,608.56 "
69440,SG,,33,"$18,259.13 ","$14,436.74 "
,OTHER,,"1,029","$541,048.58 ","$427,619.67 "
,TOTAL,,"1,062","$559,307.71 ","$442,056.41 "
69450,SG,,3,"$2,057.06 ","$1,645.65 "
,OTHER,,517,"$294,572.09 ","$234,429.38 "
,TOTAL,,520,"$296,629.15 ","$236,075.03 "
69501,SG,,3,"$2,865.70 ","$2,292.56 "
,OTHER,,89,"$53,271.69 ","$41,783.87 "
,TOTAL,,92,"$56,137.39 ","$44,076.43 "
69502,SG,,3,"$3,058.90 ","$2,339.11 "
,OTHER,,239,"$184,626.50 ","$146,305.53 "
,TOTAL,,242,"$187,685.40 ","$148,644.64 "
69505,SG,,3,"$4,068.87 ","$3,236.06 "
,80'S,,1,$80.19 ,$64.15 
,OTHER,,109,"$117,927.78 ","$92,377.50 "
,TOTAL,,113,"$122,076.84 ","$95,677.71 "
69511,SG,,1,"$1,027.04 ",$821.63 
,80'S,,1,$93.21 ,$74.57 
,OTHER,,65,"$68,326.97 ","$54,661.68 "
,TOTAL,,67,"$69,447.22 ","$55,557.88 "
69530,OTHER,,34,"$49,107.93 ","$38,482.39 "
,TOTAL,,34,"$49,107.93 ","$38,482.39 "
69535,OTHER,,203,"$489,694.48 ","$389,153.28 "
,TOTAL,,203,"$489,694.48 ","$389,153.28 "
69540,SG,,2,$269.80 ,$215.84 
,OTHER,,495,"$77,335.33 ","$58,241.60 "
,TOTAL,,497,"$77,605.13 ","$58,457.44 "
69550,SG,,2,"$1,904.50 ","$1,415.60 "
,80'S,,1,$156.22 ,$124.98 
,OTHER,,83,"$76,433.67 ","$60,098.95 "
,TOTAL,,86,"$78,494.39 ","$61,639.53 "
69552,SG,,1,"$1,112.11 ",$889.69 
,OTHER,,37,"$49,899.29 ","$39,063.80 "
,TOTAL,,38,"$51,011.40 ","$39,953.49 "
69554,OTHER,,3,"$5,118.94 ","$4,095.15 "
,TOTAL,,3,"$5,118.94 ","$4,095.15 "
69601,SG,,1,$995.00 ,$796.00 
,OTHER,,79,"$72,582.94 ","$56,096.08 "
,TOTAL,,80,"$73,577.94 ","$56,892.08 "
69602,SG,,2,"$2,425.82 ","$1,940.66 "
,OTHER,,82,"$79,658.58 ","$61,101.39 "
,TOTAL,,84,"$82,084.40 ","$63,042.05 "
69603,SG,,1,"$1,157.54 ",$926.03 
,OTHER,,52,"$59,109.59 ","$47,287.68 "
,TOTAL,,53,"$60,267.13 ","$48,213.71 "
69604,SG,,1,"$1,117.50 ",$894.00 
,OTHER,,66,"$66,557.19 ","$53,021.83 "
,TOTAL,,67,"$67,674.69 ","$53,915.83 "
69605,80'S,,1,$265.01 ,$212.01 
,OTHER,,4,"$6,085.62 ","$4,868.50 "
,TOTAL,,5,"$6,350.63 ","$5,080.51 "
69610,SG,,29,"$4,971.30 ","$3,840.33 "
,OTHER,,"3,095","$1,044,264.58 ","$817,227.23 "
,TOTAL,,"3,124","$1,049,235.88 ","$821,067.56 "
69620,SG,,28,"$15,869.62 ","$12,178.95 "
,OTHER,,915,"$462,698.56 ","$364,973.91 "
,TOTAL,,943,"$478,568.18 ","$377,152.86 "
69631,SG,,178,"$162,583.89 ","$128,949.69 "
,OTHER,,"3,219","$2,519,712.16 ","$1,986,167.78 "
,TOTAL,,"3,397","$2,682,296.05 ","$2,115,117.47 "
69632,SG,,15,"$14,762.03 ","$11,749.62 "
,OTHER,,403,"$377,590.15 ","$298,697.78 "
,TOTAL,,418,"$392,352.18 ","$310,447.40 "
69633,SG,,28,"$25,853.81 ","$20,683.08 "
,OTHER,,674,"$605,278.32 ","$473,302.84 "
,TOTAL,,702,"$631,132.13 ","$493,985.92 "
69635,SG,,11,"$13,541.52 ","$10,833.20 "
,OTHER,,268,"$292,454.68 ","$232,048.98 "
,TOTAL,,279,"$305,996.20 ","$242,882.18 "
69636,SG,,6,"$6,765.84 ","$5,036.56 "
,OTHER,,83,"$100,447.06 ","$80,325.65 "
,TOTAL,,89,"$107,212.90 ","$85,362.21 "
69637,SG,,23,"$26,061.26 ","$20,740.93 "
,OTHER,,134,"$164,388.32 ","$130,285.18 "
,TOTAL,,157,"$190,449.58 ","$151,026.11 "
69641,SG,,36,"$40,589.32 ","$32,363.45 "
,OTHER,,832,"$787,124.71 ","$621,856.71 "
,TOTAL,,868,"$827,714.03 ","$654,220.16 "
69642,SG,,11,"$12,749.77 ","$10,111.35 "
,OTHER,,291,"$342,515.55 ","$269,375.61 "
,TOTAL,,302,"$355,265.32 ","$279,486.96 "
69643,SG,,14,"$15,963.67 ","$12,662.93 "
,OTHER,,710,"$766,602.17 ","$606,643.72 "
,TOTAL,,724,"$782,565.84 ","$619,306.65 "
69644,SG,,18,"$20,175.03 ","$16,140.01 "
,OTHER,,438,"$561,653.06 ","$440,059.95 "
,TOTAL,,456,"$581,828.09 ","$456,199.96 "
69645,SG,,18,"$21,481.90 ","$16,397.93 "
,OTHER,,430,"$544,505.07 ","$432,096.79 "
,TOTAL,,448,"$565,986.97 ","$448,494.72 "
69646,SG,,7,"$7,889.50 ","$6,243.61 "
,OTHER,,273,"$373,499.41 ","$293,660.64 "
,TOTAL,,280,"$381,388.91 ","$299,904.25 "
69650,SG,,6,"$4,877.58 ","$3,464.73 "
,OTHER,,86,"$45,638.10 ","$35,461.37 "
,TOTAL,,92,"$50,515.68 ","$38,926.10 "
69660,SG,,46,"$43,403.73 ","$34,121.08 "
,OTHER,,796,"$666,272.05 ","$522,386.45 "
,TOTAL,,842,"$709,675.78 ","$556,507.53 "
69661,SG,,4,"$3,706.57 ","$2,965.26 "
,OTHER,,164,"$170,213.80 ","$133,818.22 "
,TOTAL,,168,"$173,920.37 ","$136,783.48 "
69662,SG,,17,"$16,182.77 ","$11,939.18 "
,OTHER,,201,"$205,625.79 ","$160,412.75 "
,TOTAL,,218,"$221,808.56 ","$172,351.93 "
69666,SG,,1,$452.69 ,$362.15 
,OTHER,,152,"$73,724.55 ","$56,660.09 "
,TOTAL,,153,"$74,177.24 ","$57,022.24 "
69667,SG,,2,"$1,591.77 ","$1,273.41 "
,OTHER,,123,"$73,164.91 ","$56,924.74 "
,TOTAL,,125,"$74,756.68 ","$58,198.15 "
69670,80'S,,1,$70.13 ,$56.10 
,OTHER,,62,"$35,544.58 ","$27,568.25 "
,TOTAL,,63,"$35,614.71 ","$27,624.35 "
69676,OTHER,,16,"$10,214.60 ","$8,171.70 "
,TOTAL,,16,"$10,214.60 ","$8,171.70 "
69700,OTHER,,22,"$13,122.36 ","$10,497.89 "
,TOTAL,,22,"$13,122.36 ","$10,497.89 "
69711,SG,,1,$624.83 ,$499.86 
,80'S,,1,$124.90 ,$99.92 
,OTHER,,31,"$20,971.47 ","$16,736.33 "
,TOTAL,,33,"$21,721.20 ","$17,336.11 "
69714,SG,,20,"$28,194.12 ","$22,555.30 "
,OTHER,,871,"$870,257.00 ","$687,635.56 "
,TOTAL,,891,"$898,451.12 ","$710,190.86 "
69715,OTHER,,11,"$13,482.74 ","$10,786.19 "
,TOTAL,,11,"$13,482.74 ","$10,786.19 "
69717,SG,,1,"$1,449.23 ","$1,159.38 "
,OTHER,,30,"$29,399.56 ","$22,914.80 "
,TOTAL,,31,"$30,848.79 ","$24,074.18 "
69718,OTHER,,3,"$4,085.92 ","$3,268.74 "
,TOTAL,,3,"$4,085.92 ","$3,268.74 "
69720,SG,,1,$914.85 ,$731.88 
,80'S,,3,$420.86 ,$336.69 
,OTHER,,107,"$72,053.80 ","$57,642.92 "
,TOTAL,,111,"$73,389.51 ","$58,711.49 "
69725,OTHER,,12,"$16,108.37 ","$12,886.71 "
,TOTAL,,12,"$16,108.37 ","$12,886.71 "
69740,OTHER,,7,"$5,068.33 ","$4,054.66 "
,TOTAL,,7,"$5,068.33 ","$4,054.66 "
69745,OTHER,,2,"$1,048.64 ",$838.91 
,TOTAL,,2,"$1,048.64 ",$838.91 
69799,OTHER,,135,"$28,659.35 ","$22,845.85 "
,TOTAL,,135,"$28,659.35 ","$22,845.85 "
69801,SG,,537,"$474,708.52 ","$378,690.29 "
,OTHER,,"4,818","$3,202,119.07 ","$2,512,757.04 "
,TOTAL,,"5,355","$3,676,827.59 ","$2,891,447.33 "
69802,OTHER,,15,"$13,950.31 ","$11,160.21 "
,TOTAL,,15,"$13,950.31 ","$11,160.21 "
69805,SG,,2,"$2,606.86 ","$2,085.48 "
,OTHER,,55,"$52,013.26 ","$39,612.36 "
,TOTAL,,57,"$54,620.12 ","$41,697.84 "
69806,SG,,9,"$10,568.15 ","$8,454.50 "
,OTHER,,170,"$146,852.96 ","$114,621.78 "
,TOTAL,,179,"$157,421.11 ","$123,076.28 "
69820,OTHER,,10,"$5,485.20 ","$4,388.15 "
,TOTAL,,10,"$5,485.20 ","$4,388.15 "
69840,OTHER,,3,"$2,756.06 ","$2,204.85 "
,TOTAL,,3,"$2,756.06 ","$2,204.85 "
69905,OTHER,,20,"$13,577.21 ","$10,830.93 "
,TOTAL,,20,"$13,577.21 ","$10,830.93 "
69910,SG,,1,"$1,172.26 ",$937.81 
,OTHER,,101,"$84,650.37 ","$65,709.53 "
,TOTAL,,102,"$85,822.63 ","$66,647.34 "
69915,OTHER,,3,"$4,181.46 ","$3,345.17 "
,TOTAL,,3,"$4,181.46 ","$3,345.17 "
69930,SG,,6,"$16,023.29 ","$12,818.64 "
,OTHER,,"1,675","$2,274,201.30 ","$1,798,928.07 "
,TOTAL,,"1,681","$2,290,224.59 ","$1,811,746.71 "
69949,OTHER,,35,"$18,206.78 ","$14,565.44 "
,TOTAL,,35,"$18,206.78 ","$14,565.44 "
69950,OTHER,,12,"$15,541.98 ","$12,325.57 "
,TOTAL,,12,"$15,541.98 ","$12,325.57 "
69955,OTHER,,10,"$12,208.93 ","$9,767.14 "
,TOTAL,,10,"$12,208.93 ","$9,767.14 "
69960,OTHER,,17,"$22,382.83 ","$17,906.25 "
,TOTAL,,17,"$22,382.83 ","$17,906.25 "
69970,80'S,,1,$175.43 ,$140.34 
,OTHER,,25,"$43,095.09 ","$34,476.07 "
,TOTAL,,26,"$43,270.52 ","$34,616.41 "
69979,OTHER,,6,"$3,591.51 ","$2,873.20 "
,TOTAL,,6,"$3,591.51 ","$2,873.20 "
69990,80'S,,843,"$27,527.18 ","$21,910.70 "
,OTHER,,"13,091","$2,495,475.34 ","$1,976,638.58 "
,TOTAL,,"13,934","$2,523,002.52 ","$1,998,549.28 "
