,,,Medicare Part B Physician/Supplier BESS Data,,,,,,,,
,,,For Calendar Year 2008,,,,,,,,
,,,Code Ranges 00100 - 01999,,,,,,,,
,,,,,,,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT,,,,,,
00539,AA,,65,"$46,771.19 ","$36,660.91 ",,,,,,
,AD,,2,$391.74 ,$313.39 ,,,,,,
,QK,,79,"$29,900.48 ","$23,833.83 ",,,,,,
,QZ,,10,"$4,998.75 ","$3,998.99 ",,,,,,
,OTHER,,63,"$20,541.51 ","$16,369.68 ",,,,,,
,TOTAL,,219,"$102,603.67 ","$81,176.80 ",,,,,,
00540,AA,,"6,796","$3,177,544.94 ","$2,525,575.75 ",,,,,,
,AD,,100,"$10,097.04 ","$7,944.82 ",,,,,,
,QK,,"5,237","$1,288,516.64 ","$1,023,235.16 ",,,,,,
,QZ,,"1,605","$730,065.45 ","$580,105.19 ",,,,,,
,OTHER,,"6,145","$1,454,577.93 ","$1,159,594.64 ",,,,,,
,TOTAL,,"19,883","$6,660,802.00 ","$5,296,455.56 ",,,,,,
00541,AA,,"17,309","$9,564,702.77 ","$7,607,929.63 ",,,,,,
,AD,,182,"$16,799.79 ","$12,967.77 ",,,,,,
,QK,,"13,082","$3,797,363.05 ","$3,025,328.82 ",,,,,,
,QZ,,"2,634","$1,402,792.62 ","$1,114,670.06 ",,,,,,
,OTHER,,"11,178","$3,094,298.54 ","$2,467,211.48 ",,,,,,
,TOTAL,,"44,385","$17,875,956.77 ","$14,228,107.76 ",,,,,,
00542,AA,,"3,373","$1,734,320.12 ","$1,378,599.62 ",,,,,,
,AD,,45,"$3,378.28 ","$2,656.64 ",,,,,,
,QK,,"2,362","$617,253.51 ","$491,318.40 ",,,,,,
,QZ,,547,"$273,763.62 ","$218,139.28 ",,,,,,
,OTHER,,"2,413","$616,951.51 ","$491,995.11 ",,,,,,
,TOTAL,,"8,740","$3,245,667.04 ","$2,582,709.05 ",,,,,,
00546,AA,,92,"$54,129.78 ","$42,639.02 ",,,,,,
,QK,,38,"$12,236.24 ","$9,407.12 ",,,,,,
,QZ,,52,"$27,919.40 ","$22,335.55 ",,,,,,
,OTHER,,56,"$16,128.23 ","$12,686.55 ",,,,,,
,TOTAL,,238,"$110,413.65 ","$87,068.24 ",,,,,,
00548,AA,,85,"$51,587.41 ","$41,078.15 ",,,,,,
,QK,,56,"$17,411.55 ","$13,929.24 ",,,,,,
,QZ,,21,"$10,468.70 ","$8,374.97 ",,,,,,
,OTHER,,104,"$27,094.07 ","$21,675.26 ",,,,,,
,TOTAL,,266,"$106,561.73 ","$85,057.62 ",,,,,,
00550,AA,,"2,593","$953,438.80 ","$758,264.84 ",,,,,,
,AD,,24,"$1,735.98 ","$1,388.75 ",,,,,,
,QK,,"1,616","$316,923.09 ","$252,305.17 ",,,,,,
,QZ,,362,"$132,736.60 ","$105,974.64 ",,,,,,
,OTHER,,"1,661","$313,844.44 ","$250,037.18 ",,,,,,
,TOTAL,,"6,256","$1,718,678.91 ","$1,367,970.58 ",,,,,,
00560,AA,,"9,335","$4,727,580.01 ","$3,760,525.52 ",,,,,,
,AD,,46,"$3,928.81 ","$2,987.27 ",,,,,,
,QK,,"4,169","$1,092,246.26 ","$867,530.06 ",,,,,,
,QZ,,"1,204","$572,668.86 ","$454,900.02 ",,,,,,
,OTHER,,"5,391","$1,349,871.70 ","$1,075,178.74 ",,,,,,
,TOTAL,,"20,145","$7,746,295.64 ","$6,161,121.61 ",,,,,,
00561,AA,,29,"$27,277.33 ","$21,821.86 ",,,,,,
,QK,,29,"$14,306.73 ","$11,337.04 ",,,,,,
,QZ,,16,"$13,749.71 ","$10,999.78 ",,,,,,
,OTHER,,35,"$15,091.48 ","$12,073.20 ",,,,,,
,TOTAL,,109,"$70,425.25 ","$56,231.88 ",,,,,,
00562,AA,,"73,898","$62,779,654.86 ","$49,911,190.56 ",,,,,,
,AD,,367,"$34,366.58 ","$26,473.88 ",,,,,,
,QK,,"29,714","$12,893,079.63 ","$10,251,580.21 ",,,,,,
,QZ,,"7,684","$6,264,816.03 ","$4,987,345.44 ",,,,,,
,OTHER,,"32,249","$13,634,526.64 ","$10,862,650.49 ",,,,,,
,TOTAL,,"143,912","$95,606,443.74 ","$76,039,240.58 ",,,,,,
00563,AA,,"3,350","$3,428,460.04 ","$2,734,883.83 ",,,,,,
,AD,,15,$934.84 ,$741.37 ,,,,,,
,QK,,"2,209","$1,086,359.83 ","$865,565.88 ",,,,,,
,QZ,,167,"$161,573.64 ","$128,744.04 ",,,,,,
,OTHER,,"2,481","$1,177,269.29 ","$939,858.84 ",,,,,,
,TOTAL,,"8,222","$5,854,597.64 ","$4,669,793.96 ",,,,,,
00566,AA,,"11,313","$10,021,957.13 ","$7,966,740.64 ",,,,,,
,AD,,21,"$1,333.68 ","$1,066.90 ",,,,,,
,QK,,"3,217","$1,457,338.33 ","$1,155,592.20 ",,,,,,
,QZ,,"1,076","$926,109.20 ","$739,298.79 ",,,,,,
,OTHER,,"3,472","$1,550,886.69 ","$1,234,880.14 ",,,,,,
,TOTAL,,"19,099","$13,957,625.03 ","$11,097,578.67 ",,,,,,
00580,AA,,588,"$608,648.91 ","$486,157.24 ",,,,,,
,AD,,2,$127.08 ,$101.67 ,,,,,,
,QK,,304,"$160,385.69 ","$127,787.34 ",,,,,,
,QZ,,32,"$29,673.88 ","$22,992.93 ",,,,,,
,OTHER,,222,"$106,535.83 ","$85,205.44 ",,,,,,
,TOTAL,,"1,148","$905,371.39 ","$722,244.62 ",,,,,,
00600,AA,,"8,584","$3,587,638.34 ","$2,833,479.92 ",,,,,,
,AD,,250,"$22,010.58 ","$17,299.11 ",,,,,,
,QK,,"11,167","$2,575,605.28 ","$2,031,392.12 ",,,,,,
,QZ,,"5,194","$1,898,085.77 ","$1,500,635.78 ",,,,,,
,OTHER,,"11,953","$2,635,772.76 ","$2,092,645.83 ",,,,,,
,TOTAL,,"37,148","$10,719,112.73 ","$8,475,452.76 ",,,,,,
00604,AA,,193,"$89,309.84 ","$70,733.62 ",,,,,,
,AD,,3,$173.78 ,$139.02 ,,,,,,
,QK,,248,"$60,797.57 ","$48,558.71 ",,,,,,
,QZ,,60,"$27,522.75 ","$21,825.78 ",,,,,,
,OTHER,,226,"$54,561.70 ","$43,191.00 ",,,,,,
,TOTAL,,730,"$232,365.64 ","$184,448.13 ",,,,,,
0062T,OTHER,,2,"$1,373.77 ","$1,027.50 ",,,,,,
,TOTAL,,2,"$1,373.77 ","$1,027.50 ",,,,,,
00620,AA,,"3,441","$1,385,479.41 ","$1,095,625.27 ",,,,,,
,AD,,43,"$3,542.87 ","$2,788.09 ",,,,,,
,QK,,"3,256","$758,757.31 ","$599,910.09 ",,,,,,
,QZ,,"1,213","$449,478.16 ","$357,493.42 ",,,,,,
,OTHER,,"3,814","$788,514.57 ","$626,725.73 ",,,,,,
,TOTAL,,"11,767","$3,385,772.32 ","$2,682,542.60 ",,,,,,
00622,AA,,9,"$4,871.33 ","$3,897.05 ",,,,,,
,QK,,5,"$1,632.52 ","$1,306.00 ",,,,,,
,QZ,,2,"$1,018.56 ",$814.85 ,,,,,,
,OTHER,,9,"$2,460.22 ","$1,968.18 ",,,,,,
,TOTAL,,25,"$9,982.63 ","$7,986.08 ",,,,,,
00625,AA,,145,"$105,490.17 ","$83,273.12 ",,,,,,
,AD,,13,$978.20 ,$782.52 ,,,,,,
,QK,,158,"$58,678.82 ","$46,457.92 ",,,,,,
,QZ,,60,"$30,228.72 ","$24,074.91 ",,,,,,
,OTHER,,269,"$79,559.30 ","$63,482.16 ",,,,,,
,TOTAL,,645,"$274,935.21 ","$218,070.63 ",,,,,,
00626,AA,,78,"$76,880.42 ","$60,359.97 ",,,,,,
,AD,,1,$77.00 ,$61.60 ,,,,,,
,QK,,94,"$47,880.95 ","$37,454.27 ",,,,,,
,QZ,,17,"$17,450.37 ","$13,960.28 ",,,,,,
,OTHER,,77,"$34,085.19 ","$27,268.12 ",,,,,,
,TOTAL,,267,"$176,373.93 ","$139,104.24 ",,,,,,
00630,AA,,"50,180","$16,864,043.90 ","$13,303,484.82 ",,,,,,
,AD,,"1,049","$91,778.37 ","$72,535.31 ",,,,,,
,QK,,"49,633","$9,380,531.67 ","$7,402,153.31 ",,,,,,
,QZ,,"26,832","$8,229,190.99 ","$6,512,594.94 ",,,,,,
,OTHER,,"54,340","$9,860,569.74 ","$7,828,375.10 ",,,,,,
,TOTAL,,"182,034","$44,426,114.67 ","$35,119,143.48 ",,,,,,
00632,AA,,217,"$43,690.63 ","$34,857.42 ",,,,,,
,QK,,26,"$4,000.75 ","$3,200.58 ",,,,,,
,QZ,,13,"$3,365.55 ","$2,610.10 ",,,,,,
,OTHER,,45,"$6,408.08 ","$5,126.45 ",,,,,,
,TOTAL,,301,"$57,465.01 ","$45,794.55 ",,,,,,
00634,QK,,1,$334.31 ,$267.45 ,,,,,,
,QZ,,1,$191.28 ,$153.02 ,,,,,,
,TOTAL,,2,$525.59 ,$420.47 ,,,,,,
00635,AA,,573,"$78,908.65 ","$62,564.52 ",,,,,,
,AD,,4,$320.51 ,$256.40 ,,,,,,
,QK,,429,"$30,341.71 ","$24,183.81 ",,,,,,
,QZ,,"1,213","$144,367.25 ","$112,926.24 ",,,,,,
,OTHER,,641,"$45,260.15 ","$35,928.00 ",,,,,,
,TOTAL,,"2,860","$299,198.27 ","$235,858.97 ",,,,,,
00640,AA,,649,"$83,663.90 ","$66,452.49 ",,,,,,
,AD,,2,$140.99 ,$112.79 ,,,,,,
,QK,,148,"$11,948.96 ","$9,483.16 ",,,,,,
,QZ,,126,"$17,707.02 ","$11,898.00 ",,,,,,
,OTHER,,262,"$22,077.92 ","$17,494.76 ",,,,,,
,TOTAL,,"1,187","$135,538.79 ","$105,441.20 ",,,,,,
0066T,OTHER,,40,$394.38 ,$315.51 ,,,,,,
,TOTAL,,40,$394.38 ,$315.51 ,,,,,,
0067T,OTHER,,"6,322","$2,215,536.81 ","$1,754,870.35 ",,,,,,
,TOTAL,,"6,322","$2,215,536.81 ","$1,754,870.35 ",,,,,,
00670,AA,,"30,132","$17,478,330.57 ","$13,815,524.88 ",,,,,,
,AD,,565,"$48,802.01 ","$37,616.98 ",,,,,,
,QK,,"31,970","$9,570,435.76 ","$7,574,337.35 ",,,,,,
,QZ,,"10,550","$5,738,984.26 ","$4,554,564.35 ",,,,,,
,OTHER,,"31,089","$9,025,014.67 ","$7,177,304.24 ",,,,,,
,TOTAL,,"104,306","$41,861,567.27 ","$33,159,347.80 ",,,,,,
00700,AA,,"3,896","$714,873.12 ","$566,410.65 ",,,,,,
,AD,,61,"$5,194.60 ","$4,092.81 ",,,,,,
,QK,,"3,575","$359,613.76 ","$284,259.56 ",,,,,,
,QZ,,"1,558","$265,275.07 ","$210,087.63 ",,,,,,
,OTHER,,"4,477","$434,560.78 ","$344,809.11 ",,,,,,
,TOTAL,,"13,567","$1,779,517.33 ","$1,409,659.76 ",,,,,,
00702,AA,,324,"$54,051.58 ","$42,486.89 ",,,,,,
,AD,,13,"$1,722.24 ","$1,377.79 ",,,,,,
,QK,,200,"$18,628.52 ","$14,653.41 ",,,,,,
,QZ,,173,"$24,040.49 ","$19,112.25 ",,,,,,
,OTHER,,267,"$23,517.76 ","$18,731.91 ",,,,,,
,TOTAL,,977,"$121,960.59 ","$96,362.25 ",,,,,,
0073T,OTHER,,"36,758","$20,175,040.32 ","$16,046,322.75 ",,,,,,
,TOTAL,,"36,758","$20,175,040.32 ","$16,046,322.75 ",,,,,,
00730,AA,,392,"$81,253.49 ","$64,289.39 ",,,,,,
,AD,,6,$410.23 ,$328.18 ,,,,,,
,QK,,391,"$41,730.56 ","$32,859.87 ",,,,,,
,QZ,,153,"$27,979.24 ","$22,131.81 ",,,,,,
,OTHER,,527,"$54,150.64 ","$42,784.84 ",,,,,,
,TOTAL,,"1,469","$205,524.16 ","$162,394.09 ",,,,,,
00740,AA,,"330,715","$49,466,814.46 ","$39,109,364.10 ",,,,,,
,AD,,"3,181","$230,091.82 ","$181,532.02 ",,,,,,
,QK,,"183,208","$13,975,727.20 ","$11,000,018.49 ",,,,,,
,QZ,,"186,565","$25,601,096.48 ","$20,197,877.17 ",,,,,,
,OTHER,,"257,452","$19,426,228.20 ","$15,354,781.90 ",,,,,,
,TOTAL,,"961,121","$108,699,958.16 ","$85,843,573.68 ",,,,,,
0075T,OTHER,,89,"$54,685.39 ","$43,702.46 ",,,,,,
,TOTAL,,89,"$54,685.39 ","$43,702.46 ",,,,,,
00750,AA,,"6,372","$1,154,147.22 ","$902,107.40 ",,,,,,
,AD,,114,"$9,132.31 ","$6,806.24 ",,,,,,
,QK,,"6,216","$574,655.94 ","$445,927.13 ",,,,,,
,QZ,,"3,294","$583,893.38 ","$457,705.62 ",,,,,,
,OTHER,,"7,456","$689,017.65 ","$540,752.65 ",,,,,,
,TOTAL,,"23,452","$3,010,846.50 ","$2,353,299.04 ",,,,,,
00752,AA,,"8,664","$2,292,275.28 ","$1,800,042.09 ",,,,,,
,AD,,203,"$17,348.91 ","$13,215.34 ",,,,,,
,QK,,"8,699","$1,239,361.68 ","$970,493.26 ",,,,,,
,QZ,,"4,202","$1,092,433.47 ","$860,127.11 ",,,,,,
,OTHER,,"9,622","$1,334,252.51 ","$1,054,454.08 ",,,,,,
,TOTAL,,"31,390","$5,975,671.85 ","$4,698,331.88 ",,,,,,
00754,AA,,24,"$6,214.27 ","$4,971.41 ",,,,,,
,QK,,30,"$4,179.36 ","$3,228.85 ",,,,,,
,QZ,,9,"$2,173.25 ","$1,738.60 ",,,,,,
,OTHER,,62,"$7,973.91 ","$6,152.75 ",,,,,,
,TOTAL,,125,"$20,540.79 ","$16,091.61 ",,,,,,
00756,AA,,145,"$51,865.79 ","$40,512.83 ",,,,,,
,AD,,6,$447.41 ,$357.93 ,,,,,,
,QK,,87,"$17,777.34 ","$14,136.10 ",,,,,,
,QZ,,46,"$16,412.95 ","$13,130.36 ",,,,,,
,OTHER,,132,"$24,740.75 ","$19,426.82 ",,,,,,
,TOTAL,,416,"$111,244.24 ","$87,564.04 ",,,,,,
0076T,OTHER,,5,"$1,143.12 ",$914.49 ,,,,,,
,TOTAL,,5,"$1,143.12 ",$914.49 ,,,,,,
0077T,OTHER,,2,$583.14 ,$466.52 ,,,,,,
,TOTAL,,2,$583.14 ,$466.52 ,,,,,,
00770,AA,,"6,885","$4,349,076.39 ","$3,450,518.25 ",,,,,,
,AD,,119,"$11,198.86 ","$8,751.39 ",,,,,,
,QK,,"7,014","$2,277,770.08 ","$1,804,614.62 ",,,,,,
,QZ,,"1,738","$1,016,447.62 ","$809,579.04 ",,,,,,
,OTHER,,"6,769","$2,079,120.99 ","$1,651,332.50 ",,,,,,
,TOTAL,,"22,525","$9,733,613.94 ","$7,724,795.80 ",,,,,,
0078T,OTHER,,31,"$40,422.81 ","$32,338.23 ",,,,,,
,TOTAL,,31,"$40,422.81 ","$32,338.23 ",,,,,,
0079T,OTHER,,63,"$26,887.76 ","$21,510.06 ",,,,,,
,TOTAL,,63,"$26,887.76 ","$21,510.06 ",,,,,,
00790,AA,,"154,623","$49,030,578.42 ","$38,827,613.88 ",,,,,,
,AD,,"2,914","$247,053.15 ","$193,803.59 ",,,,,,
,QK,,"144,715","$24,049,453.12 ","$18,999,966.51 ",,,,,,
,QZ,,"68,125","$20,348,052.19 ","$16,120,460.04 ",,,,,,
,OTHER,,"171,096","$27,379,591.81 ","$21,747,115.83 ",,,,,,
,TOTAL,,"541,473","$121,054,728.69 ","$95,888,959.85 ",,,,,,
00792,AA,,"1,006","$641,040.15 ","$510,891.61 ",,,,,,
,AD,,16,"$1,142.02 ",$913.60 ,,,,,,
,QK,,"1,746","$592,318.63 ","$470,687.71 ",,,,,,
,QZ,,140,"$77,399.91 ","$61,171.93 ",,,,,,
,OTHER,,"1,266","$398,231.85 ","$317,954.87 ",,,,,,
,TOTAL,,"4,174","$1,710,132.56 ","$1,361,619.72 ",,,,,,
00794,AA,,"1,612","$1,011,536.64 ","$802,199.32 ",,,,,,
,AD,,40,"$2,913.16 ","$2,323.97 ",,,,,,
,QK,,"2,982","$1,007,097.84 ","$801,544.20 ",,,,,,
,QZ,,373,"$222,405.27 ","$177,349.94 ",,,,,,
,OTHER,,"2,132","$680,115.85 ","$542,150.99 ",,,,,,
,TOTAL,,"7,139","$2,924,068.76 ","$2,325,568.42 ",,,,,,
00796,AA,,756,"$971,142.09 ","$770,238.21 ",,,,,,
,AD,,1,$65.91 ,$52.73 ,,,,,,
,QK,,341,"$229,398.34 ","$182,368.31 ",,,,,,
,QZ,,51,"$58,499.83 ","$46,518.17 ",,,,,,
,OTHER,,267,"$162,208.53 ","$129,505.86 ",,,,,,
,TOTAL,,"1,416","$1,421,314.70 ","$1,128,683.28 ",,,,,,
00797,AA,,"5,332","$2,168,771.49 ","$1,700,647.87 ",,,,,,
,AD,,98,"$8,274.75 ","$6,161.51 ",,,,,,
,QK,,"6,485","$1,409,105.02 ","$1,104,910.11 ",,,,,,
,QZ,,"1,572","$621,202.52 ","$489,735.37 ",,,,,,
,OTHER,,"6,640","$1,396,959.08 ","$1,104,812.78 ",,,,,,
,TOTAL,,"20,127","$5,604,312.86 ","$4,406,267.64 ",,,,,,
0080T,OTHER,,34,"$7,756.54 ","$6,205.18 ",,,,,,
,TOTAL,,34,"$7,756.54 ","$6,205.18 ",,,,,,
00800,AA,,"6,316","$1,087,658.97 ","$855,763.78 ",,,,,,
,AD,,116,"$9,582.57 ","$7,473.50 ",,,,,,
,QK,,"6,426","$588,589.27 ","$462,838.80 ",,,,,,
,QZ,,"2,882","$493,785.85 ","$389,402.27 ",,,,,,
,OTHER,,"7,763","$709,944.50 ","$561,862.74 ",,,,,,
,TOTAL,,"23,503","$2,889,561.16 ","$2,277,341.09 ",,,,,,
00802,AA,,377,"$135,877.99 ","$105,787.49 ",,,,,,
,AD,,12,"$1,177.15 ",$876.88 ,,,,,,
,QK,,621,"$114,885.66 ","$88,732.33 ",,,,,,
,QZ,,162,"$52,286.24 ","$40,960.47 ",,,,,,
,OTHER,,615,"$112,756.27 ","$89,000.48 ",,,,,,
,TOTAL,,"1,787","$416,983.31 ","$325,357.65 ",,,,,,
0081T,OTHER,,67,"$4,098.00 ","$3,278.50 ",,,,,,
,TOTAL,,67,"$4,098.00 ","$3,278.50 ",,,,,,
00810,AA,,"416,360","$62,652,658.73 ","$49,206,829.14 ",,,,,,
,AD,,"3,057","$222,637.68 ","$175,419.36 ",,,,,,
,QK,,"221,150","$16,504,283.25 ","$12,845,527.85 ",,,,,,
,QZ,,"302,316","$42,733,073.40 ","$33,358,811.57 ",,,,,,
,OTHER,,"301,248","$22,457,709.02 ","$17,575,276.40 ",,,,,,
,TOTAL,,"1,244,131","$144,570,362.08 ","$113,161,864.32 ",,,,,,
00820,AA,,666,"$137,195.93 ","$107,774.45 ",,,,,,
,AD,,6,$430.14 ,$344.11 ,,,,,,
,QK,,383,"$44,011.86 ","$34,889.02 ",,,,,,
,QZ,,256,"$46,355.71 ","$36,765.49 ",,,,,,
,OTHER,,565,"$62,071.68 ","$49,271.00 ",,,,,,
,TOTAL,,"1,876","$290,065.32 ","$229,044.07 ",,,,,,
00830,AA,,"43,727","$8,538,974.51 ","$6,690,017.89 ",,,,,,
,AD,,686,"$56,294.13 ","$43,256.63 ",,,,,,
,QK,,"38,059","$3,785,057.69 ","$2,946,786.41 ",,,,,,
,QZ,,"19,638","$3,743,276.64 ","$2,932,752.90 ",,,,,,
,OTHER,,"44,447","$4,387,494.38 ","$3,451,302.04 ",,,,,,
,TOTAL,,"146,557","$20,511,097.35 ","$16,064,115.87 ",,,,,,
00832,AA,,"9,113","$2,383,355.24 ","$1,874,831.96 ",,,,,,
,AD,,188,"$16,182.00 ","$12,746.05 ",,,,,,
,QK,,"8,242","$1,174,207.10 ","$917,651.45 ",,,,,,
,QZ,,"4,207","$1,100,302.12 ","$865,390.68 ",,,,,,
,OTHER,,"9,626","$1,340,767.09 ","$1,059,188.68 ",,,,,,
,TOTAL,,"31,376","$6,014,813.55 ","$4,729,808.82 ",,,,,,
00834,AA,,11,"$2,130.31 ","$1,596.25 ",,,,,,
,QK,,12,"$1,204.41 ",$963.51 ,,,,,,
,QZ,,1,$384.31 ,$307.45 ,,,,,,
,OTHER,,14,"$1,265.29 ",$990.18 ,,,,,,
,TOTAL,,38,"$4,984.32 ","$3,857.39 ",,,,,,
00836,AA,,17,"$4,475.12 ","$3,531.75 ",,,,,,
,QK,,6,$720.78 ,$539.56 ,,,,,,
,QZ,,2,$398.35 ,$318.68 ,,,,,,
,OTHER,,12,"$1,653.85 ","$1,323.06 ",,,,,,
,TOTAL,,37,"$7,248.10 ","$5,713.05 ",,,,,,
0084T,OTHER,,220,"$143,382.51 ","$113,931.32 ",,,,,,
,TOTAL,,220,"$143,382.51 ","$113,931.32 ",,,,,,
00840,AA,,"70,080","$20,364,883.34 ","$16,048,760.94 ",,,,,,
,AD,,"1,334","$115,055.15 ","$90,734.03 ",,,,,,
,QK,,"64,041","$9,907,510.67 ","$7,787,541.00 ",,,,,,
,QZ,,"31,643","$9,064,365.15 ","$7,160,035.87 ",,,,,,
,OTHER,,"84,155","$12,618,953.70 ","$9,991,128.56 ",,,,,,
,TOTAL,,"251,253","$52,070,768.01 ","$41,078,200.40 ",,,,,,
00842,AA,,8,"$1,818.50 ","$1,454.82 ",,,,,,
,QK,,4,$359.11 ,$287.28 ,,,,,,
,QZ,,6,"$1,101.92 ",$788.48 ,,,,,,
,OTHER,,4,$364.51 ,$291.60 ,,,,,,
,TOTAL,,22,"$3,644.04 ","$2,822.18 ",,,,,,
00844,AA,,"2,243","$1,004,870.23 ","$795,900.87 ",,,,,,
,AD,,69,"$5,481.25 ","$4,196.50 ",,,,,,
,QK,,"2,633","$638,245.42 ","$507,435.97 ",,,,,,
,QZ,,836,"$352,993.82 ","$279,719.12 ",,,,,,
,OTHER,,"2,672","$613,707.12 ","$488,775.91 ",,,,,,
,TOTAL,,"8,453","$2,615,297.84 ","$2,076,028.37 ",,,,,,
00846,AA,,"2,312","$997,246.06 ","$791,240.14 ",,,,,,
,AD,,114,"$9,525.23 ","$7,420.48 ",,,,,,
,QK,,"2,935","$685,464.07 ","$546,488.20 ",,,,,,
,QZ,,536,"$224,715.13 ","$178,389.99 ",,,,,,
,OTHER,,"2,838","$628,109.17 ","$499,608.26 ",,,,,,
,TOTAL,,"8,735","$2,545,059.66 ","$2,023,147.07 ",,,,,,
00848,AA,,172,"$102,860.08 ","$81,876.51 ",,,,,,
,AD,,3,$177.18 ,$141.74 ,,,,,,
,QK,,285,"$98,462.28 ","$78,561.34 ",,,,,,
,QZ,,35,"$19,474.94 ","$15,301.05 ",,,,,,
,OTHER,,244,"$78,323.28 ","$62,591.75 ",,,,,,
,TOTAL,,739,"$299,297.76 ","$238,472.39 ",,,,,,
00851,AA,,378,"$82,632.37 ","$63,633.43 ",,,,,,
,AD,,8,$554.86 ,$443.87 ,,,,,,
,QK,,613,"$65,729.52 ","$49,837.29 ",,,,,,
,QZ,,275,"$55,865.22 ","$42,671.94 ",,,,,,
,OTHER,,693,"$74,310.47 ","$56,982.02 ",,,,,,
,TOTAL,,"1,967","$279,092.44 ","$213,568.55 ",,,,,,
00860,AA,,"21,886","$5,620,011.11 ","$4,429,786.89 ",,,,,,
,AD,,513,"$41,987.70 ","$32,982.93 ",,,,,,
,QK,,"23,723","$3,261,513.95 ","$2,562,613.52 ",,,,,,
,QZ,,"10,320","$2,501,898.63 ","$1,976,094.73 ",,,,,,
,OTHER,,"25,057","$3,324,125.29 ","$2,631,683.46 ",,,,,,
,TOTAL,,"81,499","$14,749,536.68 ","$11,633,161.53 ",,,,,,
00862,AA,,"11,187","$4,390,074.22 ","$3,502,456.87 ",,,,,,
,AD,,255,"$21,233.44 ","$16,844.37 ",,,,,,
,QK,,"15,731","$3,301,549.40 ","$2,637,810.37 ",,,,,,
,QZ,,"3,395","$1,245,833.84 ","$991,286.07 ",,,,,,
,OTHER,,"14,307","$2,854,522.46 ","$2,283,402.29 ",,,,,,
,TOTAL,,"44,875","$11,813,213.36 ","$9,431,799.97 ",,,,,,
00864,AA,,"1,247","$798,148.59 ","$635,362.73 ",,,,,,
,AD,,57,"$4,636.02 ","$3,600.05 ",,,,,,
,QK,,"2,488","$865,251.72 ","$688,059.51 ",,,,,,
,QZ,,362,"$210,915.46 ","$167,154.79 ",,,,,,
,OTHER,,"1,989","$646,904.87 ","$515,967.16 ",,,,,,
,TOTAL,,"6,143","$2,525,856.66 ","$2,010,144.24 ",,,,,,
00865,AA,,"6,880","$3,003,410.52 ","$2,365,548.13 ",,,,,,
,AD,,178,"$13,698.06 ","$10,665.03 ",,,,,,
,QK,,"9,672","$2,254,199.89 ","$1,774,808.85 ",,,,,,
,QZ,,"2,315","$985,119.59 ","$777,499.15 ",,,,,,
,OTHER,,"9,069","$2,061,565.95 ","$1,631,990.61 ",,,,,,
,TOTAL,,"28,114","$8,317,994.01 ","$6,560,511.77 ",,,,,,
00866,AA,,413,"$207,337.70 ","$164,033.79 ",,,,,,
,AD,,11,"$1,047.59 ",$790.02 ,,,,,,
,QK,,593,"$150,075.31 ","$118,702.77 ",,,,,,
,QZ,,109,"$49,019.23 ","$38,208.23 ",,,,,,
,OTHER,,493,"$119,072.29 ","$94,975.89 ",,,,,,
,TOTAL,,"1,619","$526,552.12 ","$416,710.70 ",,,,,,
00868,AA,,"2,882","$1,635,678.94 ","$1,286,351.05 ",,,,,,
,AD,,37,"$4,125.39 ","$3,294.12 ",,,,,,
,QK,,"5,022","$1,494,080.28 ","$1,182,126.63 ",,,,,,
,QZ,,329,"$177,178.13 ","$140,041.20 ",,,,,,
,OTHER,,"3,214","$899,837.37 ","$712,763.85 ",,,,,,
,TOTAL,,"11,484","$4,210,900.11 ","$3,324,576.85 ",,,,,,
00870,AA,,400,"$86,278.20 ","$67,856.48 ",,,,,,
,AD,,2,$159.24 ,$127.39 ,,,,,,
,QK,,246,"$29,275.88 ","$23,198.51 ",,,,,,
,QZ,,156,"$31,255.34 ","$24,782.59 ",,,,,,
,OTHER,,329,"$37,786.40 ","$30,166.34 ",,,,,,
,TOTAL,,"1,133","$184,755.06 ","$146,131.31 ",,,,,,
00872,AA,,"1,923","$470,555.87 ","$371,869.56 ",,,,,,
,AD,,31,"$2,472.16 ","$1,943.61 ",,,,,,
,QK,,"1,052","$121,478.25 ","$94,411.05 ",,,,,,
,QZ,,773,"$178,460.31 ","$141,564.85 ",,,,,,
,OTHER,,"1,969","$219,234.75 ","$173,451.01 ",,,,,,
,TOTAL,,"5,748","$992,201.34 ","$783,240.08 ",,,,,,
00873,AA,,"17,362","$3,240,966.60 ","$2,554,278.66 ",,,,,,
,AD,,307,"$24,048.68 ","$18,966.94 ",,,,,,
,QK,,"15,601","$1,437,658.27 ","$1,132,431.19 ",,,,,,
,QZ,,"7,982","$1,451,761.78 ","$1,145,345.80 ",,,,,,
,OTHER,,"17,931","$1,639,911.16 ","$1,298,442.60 ",,,,,,
,TOTAL,,"59,183","$7,794,346.49 ","$6,149,465.19 ",,,,,,
0088T,OTHER,,15,"$4,635.87 ","$3,708.69 ",,,,,,
,TOTAL,,15,"$4,635.87 ","$3,708.69 ",,,,,,
00880,AA,,"3,908","$2,448,339.34 ","$1,943,215.54 ",,,,,,
,AD,,52,"$4,592.33 ","$3,662.92 ",,,,,,
,QK,,"3,093","$1,024,487.42 ","$813,659.49 ",,,,,,
,QZ,,948,"$575,418.70 ","$457,431.55 ",,,,,,
,OTHER,,"3,251","$1,033,166.85 ","$822,168.39 ",,,,,,
