,,,Medicare Part B Physician/Supplier BESS Data,,
,,,For Calendar Year 2008,,
,,,Code Ranges 90000 - 99199,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
90281,TOTAL,MEDICINE,49,$49.00 ,$39.20 
90283,TOTAL,,6,$6.00 ,$4.80 
90296,TOTAL,,1,$150.00 ,$120.00 
90371,TOTAL,,507,"$57,750.95 ","$30,585.20 "
90375,TOTAL,,582,"$42,225.68 ","$33,295.56 "
90376,TOTAL,,307,"$23,001.28 ","$18,340.07 "
90384,TOTAL,,5,$5.00 ,$3.20 
90385,TOTAL,,9,$225.86 ,$140.46 
90393,TOTAL,,1,$1.00 ,$0.80 
90396,TOTAL,,26,"$2,877.78 ","$2,208.02 "
90465,TOTAL,,900,"$17,020.60 ","$12,322.50 "
90466,TOTAL,,23,$225.31 ,$180.23 
90467,TOTAL,,8,$40.22 ,$21.98 
90468,TOTAL,,4,$11.97 ,$9.58 
90471,TOTAL,,"1,072,370","$20,841,268.63 ","$14,577,011.46 "
90472,TOTAL,,"54,325","$552,441.95 ","$382,624.94 "
90473,TOTAL,,648,"$8,050.65 ","$6,087.38 "
90474,TOTAL,,49,$390.57 ,$279.29 
90585,TOTAL,,5,$316.25 ,$159.91 
90586,TOTAL,,582,"$66,756.17 ","$50,920.62 "
90632,TOTAL,,345,"$15,476.46 ","$9,914.94 "
90633,TOTAL,,8,$209.33 ,$82.46 
90636,TOTAL,,17,"$1,099.73 ",$857.45 
90645,TOTAL,,7,$149.84 ,$119.88 
90647,TOTAL,,3,$62.23 ,$49.79 
90648,TOTAL,,2,$21.79 ,$17.43 
90649,TOTAL,,64,$630.68 ,$356.98 
90655,TOTAL,,219,"$2,990.33 ","$2,979.42 "
90656,TOTAL,,"683,406","$12,084,377.51 ","$12,056,625.46 "
90657,TOTAL,,"1,448","$9,535.76 ","$9,530.61 "
90658,TOTAL,,"12,062,005","$157,453,917.00 ","$157,019,808.35 "
90660,TOTAL,,"8,817","$153,255.77 ","$153,011.97 "
90662,TOTAL,,4,$100.22 ,$100.22 
90663,TOTAL,,1,$13.22 ,$13.22 
90669,TOTAL,,828,"$48,016.23 ","$47,766.78 "
90675,TOTAL,,"1,023","$150,123.64 ","$117,505.90 "
90676,TOTAL,,6,$881.28 ,$705.00 
90690,TOTAL,,2,$0.02 ,$0.02 
90691,TOTAL,,37,"$1,949.19 ","$1,394.19 "
90700,TOTAL,,5,$89.50 ,$56.88 
90701,TOTAL,,10,$101.67 ,$61.35 
90702,TOTAL,,204,"$4,449.58 ","$3,184.62 "
90703,TOTAL,,"50,914","$1,034,742.68 ","$743,165.09 "
90705,TOTAL,,1,$17.14 ,$13.71 
90707,TOTAL,,2,$42.56 ,$34.05 
90708,TOTAL,,1,$0.01 ,$0.01 
90713,TOTAL,,1,$25.90 ,$20.72 
90714,TOTAL,,"43,283","$849,006.83 ","$605,280.90 "
90715,TOTAL,,"8,994","$307,224.76 ","$211,338.92 "
90716,TOTAL,,1,$75.80 ,$60.64 
90717,TOTAL,,1,$54.87 ,$43.90 
90718,TOTAL,,"75,336","$879,521.98 ","$623,624.33 "
90719,TOTAL,,1,$0.01 ,$0.01 
90720,TOTAL,,1,$28.34 ,$6.80 
90721,TOTAL,,14,$557.58 ,$413.10 
90732,TOTAL,,"1,424,616","$44,326,034.84 ","$44,099,811.60 "
90733,TOTAL,,21,"$1,788.38 ","$1,348.99 "
90734,TOTAL,,2,$50.01 ,$40.01 
90735,TOTAL,,1,$24.50 ,$19.60 
90736,TOTAL,,14,$252.40 ,$201.93 
90740,TOTAL,,"2,092","$230,113.69 ","$174,885.30 "
90743,TOTAL,,126,"$3,023.82 ","$2,132.10 "
90744,TOTAL,,378,"$8,991.24 ","$6,036.81 "
90746,TOTAL,,"42,858","$2,407,774.96 ","$1,722,985.63 "
90747,TOTAL,,971,"$109,135.27 ","$85,237.27 "
90749,TOTAL,,15,$707.23 ,$526.30 
90760,TOTAL,,"256,256","$15,490,343.35 ","$12,095,557.97 "
90761,TOTAL,,"647,122","$11,923,211.52 ","$9,411,455.83 "
90765,TOTAL,,"1,318,649","$97,436,427.84 ","$76,154,570.88 "
90766,TOTAL,,"774,413","$18,392,810.10 ","$14,481,562.74 "
90767,TOTAL,,"2,088,955","$78,289,188.86 ","$61,964,749.09 "
90768,TOTAL,,"317,076","$6,880,093.15 ","$5,442,371.47 "
90769,TOTAL,,702,"$102,581.34 ","$81,491.53 "
90770,TOTAL,,107,"$1,638.79 ","$1,311.14 "
90771,TOTAL,,61,"$2,993.12 ","$2,330.89 "
90772,TOTAL,,"8,456,091","$165,827,571.09 ","$122,678,207.82 "
90773,TOTAL,,"2,457","$44,636.06 ","$32,686.81 "
90774,TOTAL,,"361,320","$20,311,075.52 ","$15,824,009.46 "
90775,TOTAL,,"2,032,684","$50,368,606.86 ","$39,825,709.65 "
90776,TOTAL,,30,$703.19 ,$546.55 
90779,TOTAL,,927,"$35,028.96 ","$27,616.52 "
90801,TOTAL,,"1,353,324","$177,341,123.85 ","$133,814,089.57 "
90802,TOTAL,,"2,363","$320,177.94 ","$243,906.60 "
90804,TOTAL,,"701,913","$38,397,650.83 ","$18,223,832.01 "
90805,TOTAL,,"1,500,661","$100,976,819.55 ","$44,855,071.73 "
90806,TOTAL,,"5,617,747","$445,480,151.57 ","$213,433,597.82 "
90807,TOTAL,,"974,420","$97,755,095.05 ","$45,976,843.36 "
90808,TOTAL,,"330,688","$38,258,896.90 ","$18,785,946.67 "
90809,TOTAL,,"35,495","$4,850,964.10 ","$2,324,912.11 "
90810,TOTAL,,"1,930","$125,249.73 ","$59,549.38 "
90811,TOTAL,,"7,272","$557,133.75 ","$249,177.33 "
90812,TOTAL,,"16,679","$1,493,807.90 ","$727,820.15 "
90813,TOTAL,,"3,251","$324,155.18 ","$145,451.02 "
90814,TOTAL,,"4,225","$484,183.57 ","$236,084.40 "
90815,TOTAL,,540,"$80,594.64 ","$39,474.92 "
90816,TOTAL,,"1,302,126","$73,323,886.98 ","$38,758,573.61 "
90817,TOTAL,,"500,179","$32,662,240.85 ","$23,401,903.28 "
90818,TOTAL,,"1,441,966","$122,959,376.28 ","$64,185,969.19 "
90819,TOTAL,,"132,702","$12,562,279.20 ","$8,775,427.49 "
90821,TOTAL,,"25,127","$2,941,336.77 ","$1,644,482.29 "
90822,TOTAL,,"6,275","$870,046.02 ","$605,016.71 "
90823,TOTAL,,"2,412","$159,595.85 ","$78,897.59 "
90824,TOTAL,,"3,928","$287,919.88 ","$153,000.87 "
90826,TOTAL,,"1,646","$133,337.09 ","$66,550.42 "
90827,TOTAL,,649,"$67,630.16 ","$36,273.33 "
90828,TOTAL,,32,"$4,069.47 ","$2,426.07 "
90829,TOTAL,,120,"$16,798.45 ","$8,138.62 "
90845,TOTAL,,"4,620","$388,758.19 ","$190,402.10 "
90846,TOTAL,,"18,041","$1,458,761.90 ","$835,097.04 "
90847,TOTAL,,"184,811","$17,732,134.82 ","$8,776,690.97 "
90849,TOTAL,,343,"$9,895.36 ","$4,458.64 "
90853,TOTAL,,"1,552,406","$43,130,153.07 ","$21,494,188.18 "
90857,TOTAL,,"15,212","$469,662.27 ","$229,487.64 "
90862,TOTAL,,"5,274,123","$251,447,888.34 ","$129,192,206.07 "
90865,TOTAL,,52,"$5,395.13 ","$2,452.85 "
90870,TOTAL,,"133,303","$11,265,635.57 ","$7,045,513.74 "
90880,TOTAL,,"6,352","$672,344.51 ","$366,233.99 "
90887,TOTAL,,1,$0.01 ,
90899,TOTAL,,156,"$1,687.11 ",$921.91 
90901,TOTAL,,"25,309","$965,999.44 ","$762,335.88 "
90911,TOTAL,,"21,759","$1,861,116.41 ","$1,449,508.02 "
90920,TOTAL,,1,$1.00 ,$0.80 
90921,TOTAL,,14,$14.00 ,$11.20 
90925,TOTAL,,18,$18.00 ,$14.32 
90935,TOTAL,,"1,560,286","$102,056,757.29 ","$81,038,991.90 "
90937,TOTAL,,"98,712","$10,726,243.78 ","$8,536,296.19 "
90940,TOTAL,,2,$2.00 ,$1.60 
90945,TOTAL,,"137,992","$9,389,525.64 ","$7,422,667.30 "
90947,TOTAL,,"16,440","$1,791,488.44 ","$1,421,501.26 "
90989,TOTAL,,"3,797","$1,694,930.94 ","$1,311,550.83 "
90993,TOTAL,,"1,681","$33,052.85 ","$25,898.45 "
90997,TOTAL,,405,"$36,535.08 ","$29,053.85 "
90999,TOTAL,,"5,423","$77,774.81 ","$62,032.96 "
91000,TOTAL,,164,"$5,988.56 ","$4,076.18 "
91010,TOTAL,,"15,872","$1,389,191.68 ","$1,074,853.43 "
91011,TOTAL,,127,"$10,406.89 ","$8,049.24 "
91012,TOTAL,,231,"$24,605.08 ","$19,059.35 "
91020,TOTAL,,594,"$56,498.52 ","$43,616.73 "
91022,TOTAL,,61,"$5,792.22 ","$4,633.72 "
91030,TOTAL,,50,"$2,447.31 ","$1,957.82 "
91034,TOTAL,,"5,770","$610,806.08 ","$476,153.75 "
91035,TOTAL,,"6,320","$1,044,653.07 ","$820,097.48 "
91037,TOTAL,,783,"$67,612.87 ","$52,944.42 "
91038,TOTAL,,"1,228","$78,741.66 ","$60,889.75 "
91040,TOTAL,,75,"$5,339.12 ","$4,137.18 "
91052,TOTAL,,90,"$5,182.13 ","$3,899.57 "
91055,TOTAL,,253,"$16,481.55 ","$13,174.74 "
91065,TOTAL,,"17,317","$876,790.29 ","$665,672.72 "
91100,TOTAL,,86,"$4,721.06 ","$3,742.53 "
91105,TOTAL,,"9,411","$162,758.27 ","$128,913.06 "
91110,TOTAL,,"50,478","$35,740,858.40 ","$28,280,249.10 "
91111,TOTAL,,363,"$192,077.23 ","$153,151.33 "
91120,TOTAL,,"1,467","$398,102.70 ","$312,007.69 "
91122,TOTAL,,"38,070","$8,224,142.89 ","$6,471,492.17 "
91132,TOTAL,,18,$453.60 ,$362.88 
91133,TOTAL,,66,"$2,882.81 ","$2,129.76 "
91299,TOTAL,,146,"$16,487.92 ","$13,126.73 "
92002,TOTAL,,"211,782","$13,346,033.97 ","$8,665,943.19 "
92004,TOTAL,,"1,972,592","$234,248,334.99 ","$156,244,463.95 "
92012,TOTAL,,"6,458,252","$451,429,699.23 ","$317,654,672.54 "
92014,TOTAL,,"10,263,836","$1,021,813,893.48 ","$693,992,354.68 "
92015,TOTAL,,"2,274","$1,929.02 ","$1,410.04 "
92018,TOTAL,,"1,892","$229,376.05 ","$174,318.91 "
92019,TOTAL,,674,"$39,954.95 ","$30,091.24 "
92020,TOTAL,,"850,718","$20,858,037.00 ","$15,528,985.34 "
92025,TOTAL,,"104,618","$3,124,777.03 ","$2,377,226.90 "
92060,TOTAL,,"77,990","$4,013,693.92 ","$3,073,356.30 "
92065,TOTAL,,"14,657","$561,088.76 ","$435,941.59 "
92070,TOTAL,,"39,504","$2,326,485.97 ","$1,778,320.80 "
92081,TOTAL,,"121,468","$5,399,336.93 ","$4,040,507.44 "
92082,TOTAL,,"173,630","$9,930,064.33 ","$7,410,527.04 "
92083,TOTAL,,"2,641,918","$183,103,788.99 ","$134,715,766.96 "
92100,TOTAL,,"33,775","$2,539,811.07 ","$1,928,123.64 "
92120,TOTAL,,"59,930","$3,996,860.13 ","$3,063,932.50 "
92130,TOTAL,,545,"$41,873.76 ","$32,672.75 "
92135,TOTAL,,"6,569,035","$289,607,007.15 ","$219,939,644.59 "
92136,TOTAL,,"1,164,529","$59,814,478.58 ","$45,490,015.29 "
92140,TOTAL,,"22,176","$1,203,289.22 ","$907,226.28 "
92225,TOTAL,,"899,741","$23,033,151.12 ","$17,696,459.83 "
92226,TOTAL,,"1,946,045","$48,716,960.35 ","$36,915,654.03 "
92230,TOTAL,,684,"$51,243.11 ","$39,580.97 "
92235,TOTAL,,"1,237,533","$168,210,798.21 ","$132,144,640.27 "
92240,TOTAL,,"60,164","$12,866,466.01 ","$10,240,279.84 "
92250,TOTAL,,"2,217,411","$144,729,539.33 ","$110,462,663.76 "
92260,TOTAL,,"3,234","$58,441.32 ","$45,020.14 "
92265,TOTAL,,26,"$1,906.05 ","$1,481.98 "
92270,TOTAL,,"11,889","$940,448.19 ","$744,817.36 "
92275,TOTAL,,"3,868","$407,440.13 ","$316,990.26 "
92283,TOTAL,,"11,040","$398,526.16 ","$309,682.89 "
92284,TOTAL,,"6,035","$352,062.43 ","$260,333.50 "
92285,TOTAL,,"268,004","$10,319,601.69 ","$7,869,772.89 "
92286,TOTAL,,"89,976","$10,076,739.85 ","$7,833,242.31 "
92287,TOTAL,,"1,798","$208,757.43 ","$163,482.59 "
92310,TOTAL,,4,$1.03 ,$0.83 
92311,TOTAL,,874,"$65,983.91 ","$49,371.14 "
92312,TOTAL,,408,"$33,332.68 ","$24,485.18 "
92313,TOTAL,,184,"$13,191.74 ","$9,907.51 "
92314,TOTAL,,1,$1.10 ,$0.88 
92315,TOTAL,,298,"$15,151.08 ","$11,224.90 "
92316,TOTAL,,36,"$2,265.94 ","$1,618.27 "
92317,TOTAL,,5,$156.76 ,$90.41 
92325,TOTAL,,271,"$5,836.27 ","$4,172.34 "
92326,TOTAL,,"1,053","$44,885.63 ","$32,340.02 "
92499,TOTAL,,"1,459","$68,703.21 ","$53,344.94 "
92502,TOTAL,,570,"$50,808.78 ","$38,407.05 "
92504,TOTAL,,"163,661","$4,473,897.20 ","$3,343,883.76 "
92506,TOTAL,,"11,237","$1,566,145.52 ","$1,213,906.61 "
92507,TOTAL,,"24,214","$1,538,190.75 ","$1,197,704.02 "
92508,TOTAL,,486,"$14,514.59 ","$11,447.08 "
92511,TOTAL,,"56,148","$8,111,911.37 ","$6,271,802.35 "
92512,TOTAL,,"7,493","$501,623.79 ","$396,375.79 "
92516,TOTAL,,304,"$11,776.40 ","$9,110.30 "
92520,TOTAL,,"6,162","$314,637.59 ","$246,034.30 "
92526,TOTAL,,"7,182","$587,619.69 ","$460,507.20 "
92532,TOTAL,,9,$0.09 ,$0.09 
92541,TOTAL,,"137,855","$7,381,517.27 ","$5,764,549.98 "
92542,TOTAL,,"143,237","$7,866,744.96 ","$6,186,645.50 "
92543,TOTAL,,"422,289","$11,050,739.59 ","$8,759,995.22 "
92544,TOTAL,,"122,104","$5,432,051.23 ","$4,317,758.56 "
92545,TOTAL,,"137,344","$5,607,572.93 ","$4,461,710.36 "
92546,TOTAL,,"88,209","$6,947,832.01 ","$5,534,978.29 "
92547,TOTAL,,"292,611","$1,821,895.52 ","$1,451,054.69 "
92548,TOTAL,,"19,558","$1,803,620.59 ","$1,422,168.97 "
92551,TOTAL,,24,$8.96 ,$4.55 
92552,TOTAL,,"87,917","$1,860,033.98 ","$1,354,298.64 "
92553,TOTAL,,"48,533","$1,442,058.28 ","$1,076,411.44 "
92555,TOTAL,,"15,156","$243,103.92 ","$177,794.35 "
92556,TOTAL,,"30,488","$664,664.12 ","$479,530.40 "
92557,TOTAL,,"1,046,589","$55,424,435.23 ","$41,097,177.57 "
92559,TOTAL,,1,$1.10 ,$0.88 
92561,TOTAL,,"1,100","$37,157.77 ","$28,628.09 "
92562,TOTAL,,"3,085","$75,448.99 ","$58,695.14 "
92563,TOTAL,,"27,763","$607,621.38 ","$476,706.80 "
92564,TOTAL,,"1,731","$39,448.31 ","$30,963.21 "
92565,TOTAL,,"2,735","$36,149.45 ","$28,002.18 "
92567,TOTAL,,"973,070","$21,267,379.20 ","$16,132,438.32 "
92568,TOTAL,,"361,545","$7,632,137.56 ","$5,887,725.65 "
92569,TOTAL,,"47,485","$864,120.07 ","$670,495.04 "
92571,TOTAL,,"2,025","$39,946.19 ","$31,137.60 "
92572,TOTAL,,7,$96.88 ,$64.88 
92575,TOTAL,,913,"$25,036.53 ","$19,269.60 "
92576,TOTAL,,114,"$2,782.88 ","$2,116.69 "
92577,TOTAL,,"1,091","$21,451.54 ","$16,761.34 "
92579,TOTAL,,"1,440","$65,588.40 ","$47,556.18 "
92582,TOTAL,,782,"$29,525.26 ","$21,789.28 "
92583,TOTAL,,144,"$5,005.89 ","$3,591.04 "
92584,TOTAL,,"15,085","$1,226,274.46 ","$961,694.96 "
92585,TOTAL,,"48,236","$4,586,467.14 ","$3,593,795.03 "
92586,TOTAL,,"1,265","$85,925.32 ","$67,517.87 "
92587,TOTAL,,"50,865","$2,559,867.72 ","$1,968,961.00 "
92588,TOTAL,,"112,250","$7,989,864.33 ","$6,231,535.18 "
92590,TOTAL,,4,$3.31 ,$2.64 
92591,TOTAL,,1,$1.10 ,
92592,TOTAL,,5,$5.50 ,$4.40 
92593,TOTAL,,2,$2.20 ,$1.76 
92596,TOTAL,,13,$338.60 ,$248.84 
92597,TOTAL,,"2,113","$203,750.75 ","$153,212.40 "
92601,TOTAL,,2,$306.44 ,$245.16 
92602,TOTAL,,9,$956.50 ,$765.19 
92603,TOTAL,,"1,162","$160,143.35 ","$121,027.88 "
92604,TOTAL,,"10,199","$846,672.85 ","$610,174.83 "
92607,TOTAL,,387,"$58,650.91 ","$45,140.71 "
92608,TOTAL,,55,"$1,965.50 ","$1,548.92 "
92609,TOTAL,,248,"$20,860.51 ","$16,235.86 "
92610,TOTAL,,"4,915","$519,908.72 ","$405,986.49 "
92611,TOTAL,,"5,977","$610,582.09 ","$479,293.23 "
92612,TOTAL,,"2,343","$319,070.82 ","$248,667.10 "
92613,TOTAL,,"1,421","$55,822.40 ","$44,194.00 "
92614,TOTAL,,548,"$72,947.92 ","$54,974.25 "
