Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Ranges 33010 - 37799,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
33010,OTHER,CARDIOVASCULAR,"4,728","$543,655","$429,300"
,TOTAL,,"4,728","$543,655","$429,300"
33011,OTHER,,113,"$10,186","$8,144"
,TOTAL,,113,"$10,186","$8,144"
33015,OTHER,,492,"$206,531","$164,454"
,TOTAL,,492,"$206,531","$164,454"
33020,80'S,,37,"$4,620","$3,696"
,OTHER,,261,"$183,812","$146,329"
,TOTAL,,298,"$188,432","$150,025"
33025,80'S,,477,"$66,738","$53,216"
,OTHER,,"5,351","$4,301,296","$3,421,621"
,TOTAL,,"5,828","$4,368,035","$3,474,837"
33030,80'S,,167,"$35,260","$28,128"
,OTHER,,675,"$822,719","$655,169"
,TOTAL,,842,"$857,979","$683,298"
33031,80'S,,54,"$7,864","$6,092"
,OTHER,,251,"$204,387","$162,079"
,TOTAL,,305,"$212,251","$168,172"
33050,80'S,,16,"$1,891","$1,513"
,OTHER,,93,"$61,823","$48,645"
,TOTAL,,109,"$63,714","$50,158"
33120,80'S,,194,"$49,414","$39,253"
,OTHER,,692,"$916,121","$731,486"
,TOTAL,,886,"$965,535","$770,739"
33130,80'S,,13,"$2,294","$1,835"
,OTHER,,59,"$53,359","$42,660"
,TOTAL,,72,"$55,653","$44,495"
33140,80'S,,40,"$8,050","$6,440"
,OTHER,,309,"$319,113","$253,692"
,TOTAL,,349,"$327,164","$260,132"
33141,80'S,,289,"$12,796","$10,234"
,OTHER,,"1,552","$347,341","$275,271"
,TOTAL,,"1,841","$360,138","$285,505"
33200,80'S,,5,$532,$426
,OTHER,,575,"$488,284","$388,804"
,TOTAL,,580,"$488,816","$389,229"
33201,OTHER,,224,"$180,443","$143,917"
,TOTAL,,224,"$180,443","$143,917"
33206,OTHER,,"1,970","$943,212","$751,220"
,TOTAL,,"1,970","$943,212","$751,220"
33207,80'S,,4,$404,$323
,OTHER,,"36,766","$21,072,298","$16,789,661"
,TOTAL,,"36,770","$21,072,702","$16,789,984"
33208,80'S,,6,$609,$487
,OTHER,,"121,216","$70,793,319","$56,348,271"
,TOTAL,,"121,222","$70,793,928","$56,348,758"
33210,OTHER,,"24,258","$4,142,658","$3,287,146"
,TOTAL,,"24,258","$4,142,658","$3,287,146"
33211,OTHER,,"1,698","$221,347","$174,575"
,TOTAL,,"1,698","$221,347","$174,575"
33212,OTHER,,"13,961","$5,703,804","$4,528,658"
,TOTAL,,"13,961","$5,703,804","$4,528,658"
33213,OTHER,,"20,515","$9,293,254","$7,385,551"
,TOTAL,,"20,515","$9,293,254","$7,385,551"
33214,80'S,,2,$150,$120
,OTHER,,"1,518","$741,444","$588,903"
,TOTAL,,"1,520","$741,594","$589,023"
33216,80'S,,1,$65,$52
,OTHER,,"4,491","$1,630,685","$1,297,386"
,TOTAL,,"4,492","$1,630,750","$1,297,438"
33217,OTHER,,"2,695","$1,043,499","$829,513"
,TOTAL,,"2,695","$1,043,499","$829,513"
33218,80'S,,1,$32,$25
,OTHER,,657,"$224,190","$177,961"
,TOTAL,,658,"$224,221","$177,986"
33220,OTHER,,373,"$119,568","$94,806"
,TOTAL,,373,"$119,568","$94,806"
33222,OTHER,,"2,671","$759,499","$603,142"
,TOTAL,,"2,671","$759,499","$603,142"
33223,OTHER,,904,"$326,758","$258,998"
,TOTAL,,904,"$326,758","$258,998"
33233,80'S,,2,$92,$73
,OTHER,,"26,210","$3,906,612","$3,102,590"
,TOTAL,,"26,212","$3,906,703","$3,102,664"
33234,OTHER,,"2,258","$894,700","$712,425"
,TOTAL,,"2,258","$894,700","$712,425"
33235,80'S,,1,$48,$38
,OTHER,,"2,133","$1,179,842","$939,172"
,TOTAL,,"2,134","$1,179,890","$939,210"
33236,80'S,,2,$240,$192
,OTHER,,77,"$60,128","$48,066"
,TOTAL,,79,"$60,368","$48,258"
33237,80'S,,2,$335,$268
,OTHER,,63,"$52,955","$42,364"
,TOTAL,,65,"$53,290","$42,632"
33238,80'S,,2,$234,$188
,OTHER,,53,"$36,095","$28,862"
,TOTAL,,55,"$36,329","$29,049"
33240,OTHER,,"6,564","$3,417,503","$2,703,009"
,TOTAL,,"6,564","$3,417,503","$2,703,009"
33241,80'S,,13,$441,$353
,OTHER,,"7,062","$991,678","$784,453"
,TOTAL,,"7,075","$992,119","$784,806"
33243,80'S,,15,"$2,607","$2,057"
,OTHER,,226,"$253,678","$199,942"
,TOTAL,,241,"$256,285","$201,999"
33244,80'S,,3,$369,$295
,OTHER,,"1,381","$949,199","$752,185"
,TOTAL,,"1,384","$949,568","$752,480"
33245,80'S,,9,"$1,386","$1,109"
,OTHER,,143,"$132,406","$105,749"
,TOTAL,,152,"$133,792","$106,858"
33246,80'S,,3,$800,$640
,OTHER,,503,"$691,939","$548,697"
,TOTAL,,506,"$692,739","$549,337"
33249,80'S,,3,$459,$367
,OTHER,,"26,736","$26,046,143","$20,692,621"
,TOTAL,,"26,739","$26,046,602","$20,692,988"
33250,80'S,,5,$586,$469
,OTHER,,22,"$15,064","$12,051"
,TOTAL,,27,"$15,649","$12,519"
33251,80'S,,27,"$3,707","$2,966"
,OTHER,,152,"$94,241","$74,662"
,TOTAL,,179,"$97,949","$77,628"
33253,80'S,,186,"$38,437","$30,658"
,OTHER,,774,"$799,365","$634,997"
,TOTAL,,960,"$837,802","$665,655"
33261,80'S,,4,$564,$451
,OTHER,,26,"$21,527","$17,222"
,TOTAL,,30,"$22,090","$17,672"
33282,OTHER,,"1,965","$711,517","$564,904"
,TOTAL,,"1,965","$711,517","$564,904"
33284,OTHER,,733,"$176,193","$139,122"
,TOTAL,,733,"$176,193","$139,122"
33300,80'S,,45,"$8,177","$6,542"
,OTHER,,270,"$276,492","$219,026"
,TOTAL,,315,"$284,669","$225,568"
33305,80'S,,79,"$12,387","$9,909"
,OTHER,,278,"$219,843","$175,845"
,TOTAL,,357,"$232,230","$185,754"
33310,80'S,,11,"$1,732","$1,386"
,OTHER,,95,"$98,034","$77,615"
,TOTAL,,106,"$99,766","$79,001"
33315,80'S,,25,"$5,066","$4,053"
,OTHER,,129,"$130,093","$104,075"
,TOTAL,,154,"$135,159","$108,127"
33320,80'S,,33,"$5,005","$4,004"
,OTHER,,208,"$163,153","$130,523"
,TOTAL,,241,"$168,159","$134,527"
33321,OTHER,,8,"$6,569","$5,255"
,TOTAL,,8,"$6,569","$5,255"
33322,80'S,,65,"$10,457","$8,271"
,OTHER,,167,"$136,490","$107,922"
,TOTAL,,232,"$146,947","$116,193"
33330,80'S,,16,"$3,142","$2,514"
,OTHER,,56,"$60,215","$48,092"
,TOTAL,,72,"$63,358","$50,606"
33332,80'S,,2,$505,$404
,OTHER,,8,"$7,406","$5,925"
,TOTAL,,10,"$7,911","$6,329"
33335,80'S,,63,"$14,483","$11,577"
,OTHER,,160,"$200,605","$160,366"
,TOTAL,,223,"$215,089","$171,943"
33400,80'S,,108,"$21,957","$17,467"
,OTHER,,349,"$385,466","$307,537"
,TOTAL,,457,"$407,424","$325,005"
33401,80'S,,5,$752,$602
,OTHER,,7,"$5,968","$4,775"
,TOTAL,,12,"$6,720","$5,376"
33403,80'S,,3,$547,$437
,OTHER,,13,"$15,648","$12,519"
,TOTAL,,16,"$16,195","$12,956"
33404,80'S,,18,"$6,435","$5,148"
