Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 65091 - 68899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
65091,SG,EYE,27,"$11,985","$9,553"
,80'S,,1,$88,$70
,OTHER,,141,"$75,876","$60,300"
,TOTAL,,169,"$87,949","$69,923"
65093,SG,,123,"$56,354","$44,168"
,80'S,,1,$84,$67
,OTHER,,786,"$400,126","$317,918"
,TOTAL,,910,"$456,564","$362,152"
65101,SG,,24,"$10,956","$8,738"
,OTHER,,163,"$94,793","$75,623"
,TOTAL,,187,"$105,749","$84,361"
65103,SG,,55,"$25,211","$19,758"
,80'S,,1,$106,$85
,OTHER,,373,"$239,559","$189,471"
,TOTAL,,429,"$264,877","$209,314"
65105,SG,,121,"$71,443","$55,805"
,80'S,,54,"$6,385","$5,064"
,OTHER,,"1,047","$726,180","$574,612"
,TOTAL,,"1,222","$804,008","$635,481"
65110,SG,,10,"$6,894","$5,515"
,80'S,,8,"$1,438","$1,150"
,OTHER,,118,"$119,383","$95,483"
,TOTAL,,136,"$127,715","$102,148"
65112,SG,,2,"$1,878","$1,081"
,80'S,,6,"$1,207",$965
,OTHER,,40,"$47,318","$37,826"
,TOTAL,,48,"$50,403","$39,872"
65114,SG,,2,"$1,919","$1,535"
,80'S,,1,$197,$158
,OTHER,,26,"$30,293","$24,155"
,TOTAL,,29,"$32,409","$25,847"
65125,OTHER,,47,"$8,409","$6,514"
,TOTAL,,47,"$8,409","$6,514"
65130,SG,,5,"$2,132","$1,705"
,OTHER,,31,"$16,184","$12,947"
,TOTAL,,36,"$18,315","$14,652"
65135,SG,,5,"$1,932","$1,509"
,OTHER,,30,"$15,193","$12,154"
,TOTAL,,35,"$17,125","$13,664"
65140,SG,,7,"$3,219","$2,575"
,OTHER,,51,"$30,426","$24,146"
,TOTAL,,58,"$33,645","$26,722"
65150,SG,,8,"$2,917","$2,253"
,OTHER,,47,"$22,353","$17,882"
,TOTAL,,55,"$25,270","$20,136"
65155,SG,,14,"$5,732","$4,506"
,OTHER,,80,"$52,888","$41,272"
,TOTAL,,94,"$58,620","$45,778"
65175,SG,,23,"$4,961","$3,968"
,80'S,,1,$106,$85
,OTHER,,162,"$64,084","$50,430"
,TOTAL,,186,"$69,151","$54,484"
65205,OTHER,,"19,438","$2,553,550","$1,905,280"
,TOTAL,,"19,438","$2,553,550","$1,905,280"
65210,OTHER,,"19,950","$3,255,759","$2,478,733"
,TOTAL,,"19,950","$3,255,759","$2,478,733"
65220,OTHER,,"2,812","$280,697","$204,441"
,TOTAL,,"2,812","$280,697","$204,441"
65222,OTHER,,"30,643","$4,894,471","$3,668,315"
,TOTAL,,"30,643","$4,894,471","$3,668,315"
65235,SG,,82,"$30,616","$24,212"
,OTHER,,176,"$69,976","$55,829"
,TOTAL,,258,"$100,592","$80,041"
65260,SG,,1,$239,$191
,80'S,,1,$64,$51
,OTHER,,12,"$6,153","$4,325"
,TOTAL,,14,"$6,456","$4,568"
65265,SG,,20,"$8,451","$6,761"
,80'S,,18,"$1,982","$1,586"
,OTHER,,180,"$137,600","$109,584"
,TOTAL,,218,"$148,033","$117,931"
65270,SG,,35,"$12,440","$9,928"
,OTHER,,128,"$19,705","$15,193"
,TOTAL,,163,"$32,145","$25,121"
65272,SG,,12,"$4,945","$3,904"
,OTHER,,46,"$10,521","$8,138"
,TOTAL,,58,"$15,466","$12,042"
65273,OTHER,,27,"$5,811","$4,597"
,TOTAL,,27,"$5,811","$4,597"
65275,SG,,18,"$10,456","$8,365"
,OTHER,,129,"$30,393","$23,195"
,TOTAL,,147,"$40,849","$31,560"
65280,SG,,48,"$26,890","$20,918"
,80'S,,2,$214,$172
,OTHER,,297,"$147,473","$117,443"
,TOTAL,,347,"$174,578","$138,533"
65285,SG,,95,"$52,941","$41,934"
,80'S,,54,"$8,242","$6,513"
,OTHER,,"1,218","$1,161,687","$920,289"
,TOTAL,,"1,367","$1,222,869","$968,736"
65286,OTHER,,474,"$200,558","$158,894"
,TOTAL,,474,"$200,558","$158,894"
65290,SG,,9,"$4,072","$3,238"
,OTHER,,73,"$25,240","$20,139"
,TOTAL,,82,"$29,312","$23,377"
65400,SG,,646,"$180,307","$142,922"
,OTHER,,"3,322","$1,468,145","$1,159,075"
,TOTAL,,"3,968","$1,648,453","$1,301,996"
65410,SG,,29,"$10,826","$8,309"
,OTHER,,149,"$14,707","$11,488"
,TOTAL,,178,"$25,533","$19,797"
65420,SG,,"1,818","$595,725","$470,301"
,OTHER,,"5,981","$1,812,758","$1,423,066"
,TOTAL,,"7,799","$2,408,484","$1,893,368"
65426,SG,,"1,359","$871,544","$684,366"
,OTHER,,"4,074","$1,684,318","$1,322,277"
,TOTAL,,"5,433","$2,555,862","$2,006,643"
65430,OTHER,,"3,926","$726,251","$566,892"
,TOTAL,,"3,926","$726,251","$566,892"
65435,OTHER,,"3,714","$268,466","$201,854"
,TOTAL,,"3,714","$268,466","$201,854"
65436,OTHER,,851,"$239,191","$186,443"
,TOTAL,,851,"$239,191","$186,443"
65450,OTHER,,587,"$157,480","$123,645"
,TOTAL,,587,"$157,480","$123,645"
65600,OTHER,,555,"$145,400","$111,767"
,TOTAL,,555,"$145,400","$111,767"
65710,SG,,282,"$269,567","$214,822"
,80'S,,38,"$6,376","$5,050"
,OTHER,,719,"$684,008","$541,980"
,TOTAL,,"1,039","$959,951","$761,852"
65730,SG,,"2,102","$1,967,620","$1,559,669"
