Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Ranges 38100 - 38999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
38100,80'S,LYMPHATIC,"1,397","$153,979","$121,985"
,OTHER,,"4,759","$3,140,134","$2,484,561"
,TOTAL,,"6,156","$3,294,113","$2,606,546"
38101,80'S,,9,$942,$754
,OTHER,,32,"$18,045","$14,405"
,TOTAL,,41,"$18,988","$15,159"
38102,80'S,,236,"$10,440","$8,353"
,OTHER,,778,"$211,340","$167,732"
,TOTAL,,"1,014","$221,781","$176,085"
38115,80'S,,61,"$5,359","$4,287"
,OTHER,,271,"$149,652","$118,949"
,TOTAL,,332,"$155,011","$123,236"
38120,80'S,,285,"$44,651","$35,460"
,OTHER,,814,"$767,740","$608,799"
,TOTAL,,"1,099","$812,391","$644,259"
38129,80'S,,2,$317,$254
,OTHER,,21,"$10,846","$8,677"
,TOTAL,,23,"$11,163","$8,931"
38200,OTHER,,60,"$5,835","$4,668"
,TOTAL,,60,"$5,835","$4,668"
38230,OTHER,,83,"$20,046","$15,749"
,TOTAL,,83,"$20,046","$15,749"
38231,OTHER,,"1,483","$130,705","$104,232"
,TOTAL,,"1,483","$130,705","$104,232"
38240,OTHER,,126,"$17,165","$13,553"
,TOTAL,,126,"$17,165","$13,553"
38241,OTHER,,385,"$50,855","$40,438"
,TOTAL,,385,"$50,855","$40,438"
38300,SG,,7,"$1,919","$1,455"
,OTHER,,215,"$28,427","$22,261"
,TOTAL,,222,"$30,346","$23,716"
38305,SG,,3,"$1,294","$1,035"
,OTHER,,356,"$82,973","$65,289"
,TOTAL,,359,"$84,267","$66,324"
38308,SG,,40,"$10,152","$8,122"
,80'S,,94,"$4,437","$3,550"
,OTHER,,"1,141","$275,299","$219,366"
,TOTAL,,"1,275","$289,888","$231,037"
38380,80'S,,3,$187,$149
,OTHER,,27,"$10,529","$8,423"
,TOTAL,,30,"$10,715","$8,572"
38381,80'S,,10,"$1,084",$868
,OTHER,,104,"$69,889","$55,911"
,TOTAL,,114,"$70,973","$56,779"
38382,80'S,,1,$62,$49
,OTHER,,10,"$7,245","$5,796"
,TOTAL,,11,"$7,307","$5,846"
38500,SG,,654,"$250,767","$199,317"
,OTHER,,"11,882","$1,992,380","$1,576,124"
,TOTAL,,"12,536","$2,243,147","$1,775,442"
38505,SG,,50,"$13,483","$10,701"
,80'S,,2,$16,$13
,OTHER,,"6,850","$776,155","$605,207"
,TOTAL,,"6,902","$789,655","$615,920"
38510,SG,,629,"$256,278","$203,495"
,OTHER,,"9,535","$2,794,269","$2,210,876"
,TOTAL,,"10,164","$3,050,547","$2,414,371"
38520,SG,,53,"$21,640","$17,143"
,80'S,,1,$69,$56
,OTHER,,"1,177","$433,807","$345,503"
,TOTAL,,"1,231","$455,516","$362,701"
38525,SG,,865,"$294,396","$234,650"
,80'S,,3,$131,$105
,OTHER,,"17,266","$4,141,684","$3,289,266"
,TOTAL,,"18,134","$4,436,211","$3,524,021"
38530,SG,,9,"$2,751","$2,201"
,80'S,,14,$559,$447
,OTHER,,208,"$61,015","$48,547"
,TOTAL,,231,"$64,325","$51,195"
38542,SG,,50,"$19,887","$15,587"
,80'S,,119,"$6,431","$5,115"
,OTHER,,"1,144","$413,579","$328,781"
,TOTAL,,"1,313","$439,898","$349,483"
38550,SG,,17,"$8,051","$6,401"
,OTHER,,129,"$52,330","$41,262"
,TOTAL,,146,"$60,381","$47,663"
38555,SG,,1,$600,$480
,80'S,,9,"$1,289","$1,031"
,OTHER,,88,"$76,863","$61,490"
,TOTAL,,98,"$78,751","$63,001"
38562,80'S,,342,"$28,257","$22,445"
,OTHER,,"1,448","$729,664","$581,538"
,TOTAL,,"1,790","$757,920","$603,983"
38564,80'S,,91,"$7,003","$5,603"
,OTHER,,379,"$184,450","$147,267"
,TOTAL,,470,"$191,453","$152,869"
38570,80'S,,51,"$3,945","$3,121"
,OTHER,,296,"$137,191","$109,219"
,TOTAL,,347,"$141,136","$112,340"
38571,80'S,,145,"$15,436","$12,068"
,OTHER,,358,"$230,569","$181,366"
,TOTAL,,503,"$246,005","$193,434"
38572,80'S,,52,"$6,408","$5,075"
,OTHER,,143,"$96,651","$76,004"
,TOTAL,,195,"$103,059","$81,079"
38589,80'S,,1,$89,$71
,OTHER,,27,"$8,625","$6,900"
,TOTAL,,28,"$8,714","$6,971"
38700,SG,,7,"$2,176","$1,741"
,80'S,,145,"$14,841","$11,708"
,OTHER,,758,"$485,303","$386,332"
,TOTAL,,910,"$502,319","$399,781"
38720,80'S,,283,"$48,079","$37,970"
,OTHER,,"1,239","$1,202,315","$952,349"
,TOTAL,,"1,522","$1,250,394","$990,319"
38724,80'S,,649,"$110,033","$87,387"
,OTHER,,"3,601","$3,753,870","$2,983,596"
,TOTAL,,"4,250","$3,863,903","$3,070,982"
38740,SG,,156,"$50,952","$40,673"
,80'S,,126,"$8,257","$6,542"
,OTHER,,"2,277","$932,583","$739,047"
,TOTAL,,"2,559","$991,791","$786,262"
38745,SG,,141,"$87,381","$69,824"
