Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
56405,SG,FEMALE GENITAL,14,"$5,933","$4,424"
,OTHER,,"2,709","$314,697","$237,619"
,TOTAL,,"2,723","$320,630","$242,044"
56420,OTHER,,"1,400","$157,804","$117,419"
,TOTAL,,"1,400","$157,804","$117,419"
56440,SG,,24,"$9,708","$7,766"
,OTHER,,423,"$83,604","$65,292"
,TOTAL,,447,"$93,312","$73,059"
56441,SG,,18,"$4,870","$3,882"
,80'S,,1,$11,$9
,OTHER,,299,"$39,369","$31,065"
,TOTAL,,318,"$44,250","$34,955"
56501,OTHER,,"3,534","$397,568","$298,484"
,TOTAL,,"3,534","$397,568","$298,484"
56515,SG,,105,"$50,112","$39,830"
,OTHER,,"1,553","$226,224","$175,869"
,TOTAL,,"1,658","$276,337","$215,699"
56605,SG,,166,"$45,955","$36,297"
,OTHER,,"24,952","$2,284,144","$1,718,497"
,TOTAL,,"25,118","$2,330,099","$1,754,794"
56606,OTHER,,"3,930","$212,723","$168,662"
,TOTAL,,"3,930","$212,723","$168,662"
56620,SG,,87,"$59,441","$47,323"
,80'S,,103,"$7,657","$6,001"
,OTHER,,"1,882","$919,744","$728,522"
,TOTAL,,"2,072","$986,842","$781,846"
56625,SG,,2,"$1,837","$1,469"
,80'S,,18,"$1,562","$1,250"
,OTHER,,202,"$111,483","$88,106"
,TOTAL,,222,"$114,882","$90,825"
56630,80'S,,62,"$8,313","$6,651"
,OTHER,,600,"$496,161","$395,229"
,TOTAL,,662,"$504,474","$401,879"
56631,80'S,,37,"$6,752","$5,311"
,OTHER,,246,"$272,273","$215,952"
,TOTAL,,283,"$279,025","$221,263"
56632,80'S,,25,"$5,484","$4,387"
,OTHER,,175,"$239,359","$191,247"
,TOTAL,,200,"$244,842","$195,634"
56633,80'S,,34,"$5,780","$4,594"
,OTHER,,173,"$175,739","$140,407"
,TOTAL,,207,"$181,519","$145,000"
56634,80'S,,17,"$3,312","$2,649"
,OTHER,,105,"$125,176","$100,103"
,TOTAL,,122,"$128,488","$102,752"
56637,80'S,,62,"$14,192","$11,354"
,OTHER,,265,"$369,658","$294,216"
,TOTAL,,327,"$383,850","$305,570"
56640,80'S,,12,"$2,910","$2,328"
,OTHER,,30,"$45,211","$35,768"
,TOTAL,,42,"$48,121","$38,096"
56700,SG,,3,$776,$620
,80'S,,2,$60,$48
,OTHER,,64,"$9,538","$7,360"
,TOTAL,,69,"$10,374","$8,029"
56720,SG,,3,$753,$602
,OTHER,,37,"$1,416","$1,128"
,TOTAL,,40,"$2,169","$1,731"
56740,SG,,43,"$19,728","$15,640"
,OTHER,,441,"$105,670","$82,928"
,TOTAL,,484,"$125,397","$98,568"
56800,SG,,7,"$3,431","$2,585"
,80'S,,11,$345,$276
,OTHER,,144,"$28,589","$22,372"
,TOTAL,,162,"$32,365","$25,233"
56805,OTHER,,1,$455,$364
,TOTAL,,1,$455,$364
56810,SG,,10,"$6,732","$4,888"
,80'S,,67,"$1,807","$1,403"
,OTHER,,589,"$113,367","$89,483"
,TOTAL,,666,"$121,906","$95,774"
57000,SG,,3,$763,$611
,OTHER,,68,"$10,470","$8,237"
,TOTAL,,71,"$11,234","$8,847"
57010,SG,,1,$423,$339
,80'S,,1,$29,$23
,OTHER,,82,"$26,273","$20,673"
,TOTAL,,84,"$26,725","$21,035"
57020,SG,,1,$453,$362
,OTHER,,102,"$8,097","$6,418"
,TOTAL,,103,"$8,550","$6,780"
57023,OTHER,,70,"$9,478","$7,339"
,TOTAL,,70,"$9,478","$7,339"
57061,OTHER,,"1,825","$191,229","$144,080"
,TOTAL,,"1,825","$191,229","$144,080"
57065,SG,,72,"$21,740","$17,278"
,OTHER,,"1,080","$209,033","$164,178"
,TOTAL,,"1,152","$230,773","$181,456"
57100,OTHER,,"6,349","$478,763","$358,414"
,TOTAL,,"6,349","$478,763","$358,414"
57105,SG,,55,"$22,089","$17,345"
,OTHER,,"1,002","$136,251","$105,106"
,TOTAL,,"1,057","$158,340","$122,452"
57106,80'S,,185,"$6,737","$5,317"
,OTHER,,"1,027","$253,121","$201,021"
,TOTAL,,"1,212","$259,858","$206,339"
57107,80'S,,20,"$3,654","$2,923"
,OTHER,,84,"$96,127","$75,994"
,TOTAL,,104,"$99,780","$78,917"
57109,80'S,,3,$779,$623
,OTHER,,25,"$34,684","$27,747"
,TOTAL,,28,"$35,463","$28,370"
57110,80'S,,125,"$17,029","$13,530"
,OTHER,,496,"$412,629","$329,566"
,TOTAL,,621,"$429,657","$343,095"
57111,80'S,,8,"$1,897","$1,518"
,OTHER,,33,"$44,459","$35,567"
,TOTAL,,41,"$46,356","$37,085"
57112,80'S,,3,$787,$630
,OTHER,,15,"$20,275","$16,220"
,TOTAL,,18,"$21,062","$16,850"
57120,80'S,,578,"$40,892","$32,401"
,OTHER,,"1,992","$851,761","$677,967"
,TOTAL,,"2,570","$892,653","$710,369"
57130,SG,,5,"$1,756","$1,405"
,80'S,,6,$93,$75
,OTHER,,61,"$9,212","$7,146"
,TOTAL,,72,"$11,062","$8,625"
57135,SG,,85,"$33,230","$26,484"
,OTHER,,"1,312","$231,467","$181,570"
,TOTAL,,"1,397","$264,698","$208,053"
57150,OTHER,,"13,835","$692,638","$521,184"
,TOTAL,,"13,835","$692,638","$521,184"
57160,OTHER,,"99,034","$6,990,255","$5,132,167"
,TOTAL,,"99,034","$6,990,255","$5,132,167"
57170,OTHER,,261,"$18,397","$13,112"
,TOTAL,,261,"$18,397","$13,112"
57180,OTHER,,321,"$34,829","$26,983"
,TOTAL,,321,"$34,829","$26,983"
57200,SG,,6,"$1,746","$1,397"
,80'S,,41,"$1,270","$1,016"
,OTHER,,319,"$64,404","$50,813"
,TOTAL,,366,"$67,420","$53,225"
57210,SG,,7,"$1,898","$1,518"
,80'S,,85,"$2,733","$2,155"
,OTHER,,422,"$90,483","$71,317"
,TOTAL,,514,"$95,114","$74,990"
57220,80'S,,72,"$1,910","$1,485"
,OTHER,,326,"$57,842","$46,135"
,TOTAL,,398,"$59,752","$47,620"
57230,SG,,1,$237,$190
,80'S,,10,$461,$369
,OTHER,,43,"$11,491","$9,193"
,TOTAL,,54,"$12,189","$9,751"
57240,SG,,42,"$28,562","$22,610"
,80'S,,"3,825","$178,483","$141,195"
,OTHER,,"12,435","$3,479,850","$2,754,495"
,TOTAL,,"16,302","$3,686,895","$2,918,300"
57250,SG,,44,"$30,134","$23,493"
,80'S,,"3,269","$149,023","$117,586"
,OTHER,,"9,618","$2,708,729","$2,137,022"
,TOTAL,,"12,931","$2,887,885","$2,278,101"
57260,SG,,21,"$14,355","$11,484"
