Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Ranges 40490 - 49999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
40490,OTHER,DIGESTIVE,"19,574","$1,839,105","$1,381,234"
,TOTAL,,"19,574","$1,839,105","$1,381,234"
40500,SG,,93,"$37,065","$29,492"
,OTHER,,903,"$311,213","$244,877"
,TOTAL,,996,"$348,278","$274,369"
40510,SG,,166,"$65,665","$51,977"
,OTHER,,"1,571","$597,971","$471,124"
,TOTAL,,"1,737","$663,636","$523,101"
40520,SG,,194,"$78,372","$61,871"
,OTHER,,"2,132","$853,930","$674,149"
,TOTAL,,"2,326","$932,302","$736,020"
40525,SG,,52,"$20,795","$16,356"
,OTHER,,329,"$185,014","$146,455"
,TOTAL,,381,"$205,810","$162,811"
40527,SG,,10,"$3,859","$3,087"
,OTHER,,96,"$61,540","$49,118"
,TOTAL,,106,"$65,399","$52,204"
40530,SG,,27,"$7,638","$5,992"
,OTHER,,251,"$86,568","$67,997"
,TOTAL,,278,"$94,206","$73,989"
40650,SG,,15,"$7,320","$5,856"
,OTHER,,225,"$62,857","$49,068"
,TOTAL,,240,"$70,178","$54,925"
40652,SG,,19,"$9,287","$7,429"
,OTHER,,199,"$72,540","$57,288"
,TOTAL,,218,"$81,827","$64,717"
40654,SG,,59,"$28,366","$22,292"
,OTHER,,608,"$272,123","$215,352"
,TOTAL,,667,"$300,489","$237,644"
40700,OTHER,,4,"$3,579","$2,863"
,TOTAL,,4,"$3,579","$2,863"
40701,OTHER,,1,"$1,067",$853
,TOTAL,,1,"$1,067",$853
40702,OTHER,,7,$75,$60
,TOTAL,,7,$75,$60
40720,OTHER,,15,"$14,848","$11,879"
,TOTAL,,15,"$14,848","$11,879"
40761,OTHER,,10,"$9,643","$7,715"
,TOTAL,,10,"$9,643","$7,715"
40799,OTHER,,14,"$4,436","$3,469"
,TOTAL,,14,"$4,436","$3,469"
40800,OTHER,,"1,046","$97,328","$71,630"
,TOTAL,,"1,046","$97,328","$71,630"
40801,SG,,16,"$6,358","$5,087"
,OTHER,,410,"$69,354","$53,223"
,TOTAL,,426,"$75,713","$58,310"
40804,OTHER,,123,"$13,631","$10,570"
,TOTAL,,123,"$13,631","$10,570"
40805,SG,,2,$639,$511
,OTHER,,66,"$11,195","$8,740"
,TOTAL,,68,"$11,835","$9,251"
40806,SG,,2,$478,$382
,OTHER,,25,$857,$556
,TOTAL,,27,"$1,335",$938
40808,OTHER,,"7,901","$740,244","$558,876"
,TOTAL,,"7,901","$740,244","$558,876"
40810,OTHER,,"2,452","$312,270","$239,276"
,TOTAL,,"2,452","$312,270","$239,276"
40812,OTHER,,"7,174","$1,255,752","$970,226"
,TOTAL,,"7,174","$1,255,752","$970,226"
40814,SG,,108,"$44,183","$35,074"
,OTHER,,"1,694","$458,049","$357,858"
,TOTAL,,"1,802","$502,232","$392,932"
40816,SG,,24,"$10,029","$8,024"
,OTHER,,"1,057","$265,514","$208,977"
,TOTAL,,"1,081","$275,544","$217,000"
40818,SG,,11,"$1,795","$1,436"
,80'S,,2,$40,$32
,OTHER,,197,"$29,485","$23,437"
