Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Ranges 00100 - 01999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
00100,AA,ANESTHESIA,"7,632","$1,669,206","$1,313,365"
,AD,,193,"$17,061","$13,649"
,QK,,"7,076","$848,404","$665,691"
,QZ,,"3,278","$576,839","$455,968"
,OTHER,,"8,224","$905,222","$716,241"
,TOTAL,,"26,403","$4,016,731","$3,164,914"
00102,AA,,44,"$9,990","$7,817"
,QK,,30,"$3,009","$2,331"
,QZ,,7,"$1,048",$759
,OTHER,,37,"$3,958","$3,166"
,TOTAL,,118,"$18,005","$14,073"
00103,AA,,"7,353","$1,321,966","$1,037,928"
,AD,,97,"$7,398","$5,810"
,QK,,"4,563","$424,066","$328,345"
,QZ,,"6,307","$982,568","$768,398"
,OTHER,,"5,773","$530,564","$417,195"
,TOTAL,,"24,093","$3,266,562","$2,557,676"
00104,AA,,"99,803","$9,359,634","$6,149,610"
,AD,,837,"$58,994","$40,600"
,QK,,"26,503","$1,259,428","$845,036"
,QZ,,"13,622","$1,205,970","$785,722"
,OTHER,,"50,082","$2,302,213","$1,498,408"
,TOTAL,,"190,847","$14,186,238","$9,319,377"
00120,AA,,"7,728","$1,570,280","$1,236,923"
,AD,,213,"$16,426","$12,823"
,QK,,"7,281","$809,240","$634,286"
,QZ,,"2,360","$444,898","$350,973"
,OTHER,,"8,077","$847,128","$671,329"
,TOTAL,,"25,659","$3,687,973","$2,906,334"
00124,AA,,156,"$17,153","$13,366"
,AD,,4,$148,$118
,QK,,138,"$8,065","$6,146"
,QZ,,42,"$4,505","$3,556"
,OTHER,,160,"$9,295","$7,001"
,TOTAL,,500,"$39,166","$30,187"
00126,AA,,"1,054","$124,201","$97,753"
,AD,,23,"$1,681","$1,345"
,QK,,922,"$57,427","$44,865"
,QZ,,401,"$45,624","$36,192"
,OTHER,,"1,133","$73,599","$58,086"
,TOTAL,,"3,533","$302,531","$238,241"
00140,AA,,"53,731","$9,046,280","$7,146,268"
,AD,,864,"$62,654","$49,537"
,QK,,"39,785","$3,612,033","$2,836,284"
,QZ,,"35,776","$5,197,275","$4,115,956"
,OTHER,,"45,005","$3,986,025","$3,157,901"
,TOTAL,,"175,161","$21,904,269","$17,305,945"
00142,AA,,"581,791","$71,582,885","$56,689,872"
,AD,,"11,691","$810,979","$639,386"
,QK,,"411,463","$25,529,057","$20,175,735"
,QZ,,"428,067","$46,425,014","$36,736,145"
,OTHER,,"518,742","$31,685,164","$25,130,011"
,TOTAL,,"1,951,754","$176,033,099","$139,371,150"
00144,AA,,"5,248","$1,157,987","$916,089"
,AD,,203,"$14,206","$11,223"
,QK,,"5,910","$682,721","$538,917"
,QZ,,"2,291","$454,025","$360,001"
,OTHER,,"6,308","$710,296","$563,505"
,TOTAL,,"19,960","$3,019,235","$2,389,735"
00145,AA,,"31,994","$7,254,179","$5,741,148"
,AD,,"1,032","$73,468","$58,254"
,QK,,"31,064","$3,683,655","$2,909,354"
,QZ,,"8,253","$1,679,499","$1,328,798"
,OTHER,,"33,910","$3,962,448","$3,148,968"
,TOTAL,,"106,253","$16,653,248","$13,186,523"
00147,AA,,518,"$80,998","$64,378"
,AD,,7,$460,$368
,QK,,253,"$18,573","$14,570"
,QZ,,246,"$33,837","$26,549"
,OTHER,,325,"$23,507","$18,652"
,TOTAL,,"1,349","$157,376","$124,518"
00148,AA,,136,"$18,463","$13,927"
,AD,,1,$67,$54
,QK,,174,"$11,449","$8,612"
,QZ,,63,"$8,555","$6,736"
,OTHER,,167,"$10,976","$8,432"
,TOTAL,,541,"$49,511","$37,761"
00160,AA,,"19,847","$3,849,593","$3,018,059"
,AD,,390,"$32,380","$25,716"
,QK,,"16,663","$1,703,720","$1,336,033"
,QZ,,"5,395","$995,697","$785,077"
,OTHER,,"18,871","$1,856,000","$1,467,907"
,TOTAL,,"61,166","$8,437,390","$6,632,792"
00162,AA,,823,"$211,039","$166,370"
,AD,,27,"$1,965","$1,572"
,QK,,853,"$125,074","$98,481"
,QZ,,234,"$58,264","$45,999"
,OTHER,,777,"$104,954","$83,389"
,TOTAL,,"2,714","$501,297","$395,811"
00164,AA,,166,"$24,388","$19,108"
,AD,,2,$119,$95
,QK,,142,"$10,818","$8,539"
,QZ,,194,"$26,533","$21,009"
,OTHER,,240,"$17,773","$14,128"
,TOTAL,,744,"$79,631","$62,880"
00170,AA,,"10,969","$2,005,787","$1,563,227"
,AD,,187,"$16,404","$12,893"
,QK,,"9,339","$915,721","$704,986"
,QZ,,"2,865","$477,114","$371,216"
,OTHER,,"9,987","$940,494","$738,980"
,TOTAL,,"33,347","$4,355,520","$3,391,302"
00172,AA,,36,"$8,323","$6,630"
,QK,,42,"$5,579","$4,279"
,QZ,,21,"$3,179","$2,468"
,OTHER,,43,"$4,269","$3,415"
,TOTAL,,142,"$21,349","$16,792"
