Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 60000 - 64999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
60000,SG,ENDOCRINE,1,$342,$274
,OTHER,,38,"$3,141","$2,413"
,TOTAL,,39,"$3,483","$2,687"
60001,OTHER,,"7,443","$204,685","$153,926"
,TOTAL,,"7,443","$204,685","$153,926"
60100,OTHER,,"17,363","$1,387,377","$1,074,411"
,TOTAL,,"17,363","$1,387,377","$1,074,411"
60200,SG,,19,"$7,633","$6,106"
,80'S,,177,"$13,957","$10,992"
,OTHER,,"1,489","$811,193","$644,955"
,TOTAL,,"1,685","$832,783","$662,053"
60210,80'S,,502,"$51,952","$40,761"
,OTHER,,"1,829","$1,097,419","$868,426"
,TOTAL,,"2,331","$1,149,371","$909,187"
60212,80'S,,67,"$10,075","$7,914"
,OTHER,,291,"$257,296","$202,940"
,TOTAL,,358,"$267,371","$210,854"
60220,SG,,26,"$10,663","$8,531"
,80'S,,"1,879","$204,725","$162,194"
,OTHER,,"6,098","$3,956,036","$3,130,362"
,TOTAL,,"8,003","$4,171,424","$3,301,087"
60225,SG,,3,"$1,452","$1,162"
,80'S,,355,"$51,287","$40,926"
,OTHER,,"1,261","$1,101,469","$871,895"
,TOTAL,,"1,619","$1,154,209","$913,983"
60240,80'S,,"1,107","$180,890","$143,377"
,OTHER,,"3,748","$3,716,416","$2,943,760"
,TOTAL,,"4,855","$3,897,306","$3,087,136"
60252,80'S,,203,"$38,058","$30,089"
,OTHER,,639,"$729,434","$576,644"
,TOTAL,,842,"$767,493","$606,733"
60254,80'S,,49,"$11,970","$9,576"
,OTHER,,210,"$322,134","$253,474"
,TOTAL,,259,"$334,104","$263,050"
60260,80'S,,128,"$18,762","$14,796"
,OTHER,,557,"$479,771","$377,926"
,TOTAL,,685,"$498,534","$392,722"
60270,80'S,,68,"$12,888","$10,306"
