Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 70010 - 79999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
70010,TC,RADIOLOGY,3,$238,$190
,26,,145,"$6,760","$5,178"
,GLOBL,,3,$366,$293
,TOTAL,,151,"$7,364","$5,661"
70015,26,,317,"$20,420","$16,274"
,GLOBL,,45,"$1,967","$1,472"
,TOTAL,,362,"$22,387","$17,746"
70030,TC,,632,"$9,717","$7,538"
,26,,"20,360","$190,947","$147,234"
,GLOBL,,"5,820","$153,325","$116,308"
,TOTAL,,"26,812","$353,989","$271,081"
70100,TC,,575,"$12,195","$9,330"
,26,,"5,595","$54,858","$41,252"
,GLOBL,,"1,838","$56,378","$41,857"
,TOTAL,,"8,008","$123,431","$92,440"
70110,TC,,527,"$13,025","$9,619"
,26,,"15,805","$215,155","$160,989"
,GLOBL,,"2,137","$81,769","$59,771"
,TOTAL,,"18,469","$309,949","$230,379"
70120,TC,,247,"$5,498","$3,944"
,26,,586,"$5,451","$4,081"
,GLOBL,,524,"$17,735","$12,837"
,TOTAL,,"1,357","$28,684","$20,862"
70130,TC,,100,"$2,972","$2,179"
,26,,799,"$14,199","$10,463"
,GLOBL,,943,"$45,487","$34,219"
,TOTAL,,"1,842","$62,659","$46,860"
70134,TC,,3,$106,$71
,26,,39,$713,$491
,GLOBL,,85,"$3,941","$2,926"
,TOTAL,,127,"$4,760","$3,488"
70140,TC,,"1,394","$36,770","$28,233"
,26,,"10,621","$112,861","$85,744"
,GLOBL,,"3,390","$122,253","$92,550"
,TOTAL,,"15,405","$271,884","$206,526"
70150,TC,,"2,310","$72,652","$54,569"
,26,,"43,136","$600,578","$449,159"
,GLOBL,,"6,751","$304,729","$225,413"
,TOTAL,,"52,197","$977,960","$729,141"
70160,TC,,"1,793","$36,892","$27,298"
,26,,"42,740","$406,229","$304,216"
,GLOBL,,"5,497","$168,286","$123,197"
,TOTAL,,"50,030","$611,407","$454,710"
70170,TC,,2,$66,$53
,26,,305,"$5,062","$3,941"
,GLOBL,,78,"$3,645","$2,702"
,TOTAL,,385,"$8,773","$6,696"
70190,TC,,29,$692,$484
,26,,688,"$7,916","$6,060"
,GLOBL,,451,"$16,232","$12,115"
,TOTAL,,"1,168","$24,840","$18,659"
70200,TC,,708,"$21,949","$16,290"
,26,,"24,639","$376,024","$284,391"
,GLOBL,,"4,212","$200,714","$151,128"
,TOTAL,,"29,559","$598,687","$451,809"
70210,TC,,"9,504","$212,068","$147,689"
,26,,"30,670","$279,702","$206,783"
,GLOBL,,"72,366","$2,345,444","$1,686,858"
,TOTAL,,"112,540","$2,837,214","$2,041,330"
70220,TC,,"12,972","$378,782","$270,589"
,26,,"95,832","$1,280,501","$950,288"
,GLOBL,,"84,942","$3,738,099","$2,712,581"
,TOTAL,,"193,746","$5,397,382","$3,933,459"
70240,TC,,19,$315,$252
,26,,423,"$4,461","$3,422"
,GLOBL,,351,"$9,251","$7,006"
,TOTAL,,793,"$14,027","$10,680"
70250,TC,,"5,896","$149,827","$115,241"
,26,,"44,071","$578,352","$443,776"
,GLOBL,,"13,297","$500,794","$377,555"
,TOTAL,,"63,264","$1,228,973","$936,572"
70260,TC,,"4,079","$150,222","$113,419"
,26,,"43,997","$786,008","$594,260"
,GLOBL,,"12,453","$664,784","$496,549"
,TOTAL,,"60,529","$1,601,014","$1,204,228"
70300,TC,,1,$14,$11
,26,,301,"$1,691","$1,284"
,GLOBL,,"1,233","$18,581","$13,862"
,TOTAL,,"1,535","$20,286","$15,157"
70310,26,,234,"$2,114","$1,500"
,GLOBL,,538,"$12,496","$9,762"
,TOTAL,,772,"$14,610","$11,262"
70320,TC,,5,$144,$93
,26,,822,"$9,836","$7,345"
,GLOBL,,"1,133","$47,261","$35,382"
,TOTAL,,"1,960","$57,241","$42,819"
70328,TC,,53,$979,$753
,26,,482,"$4,741","$3,562"
,GLOBL,,524,"$15,135","$11,103"
,TOTAL,,"1,059","$20,855","$15,418"
70330,TC,,206,"$6,355","$4,774"
,26,,"2,888","$38,058","$28,278"
,GLOBL,,"3,094","$138,973","$104,781"
,TOTAL,,"6,188","$183,386","$137,832"
70332,TC,,3,$227,$161
,26,,87,"$2,595","$1,880"
,GLOBL,,65,"$7,060","$5,448"
,TOTAL,,155,"$9,882","$7,489"
70336,TC,,184,"$79,818","$62,906"
,26,,"1,107","$86,110","$65,990"
,GLOBL,,"1,151","$631,670","$494,219"
,TOTAL,,"2,442","$797,597","$623,115"
70350,TC,,10,$137,$109
,26,,220,"$2,016","$1,540"
,GLOBL,,574,"$13,433","$10,279"
,TOTAL,,804,"$15,586","$11,928"
70355,TC,,89,"$2,064","$1,595"
,26,,"8,601","$93,209","$70,580"
,GLOBL,,"18,779","$620,704","$470,679"
,TOTAL,,"27,469","$715,977","$542,855"
70360,TC,,619,"$9,705","$7,028"
,26,,"46,939","$440,029","$332,720"
,GLOBL,,"12,167","$298,468","$227,140"
,TOTAL,,"59,725","$748,201","$566,888"
70370,TC,,305,"$17,371","$13,798"
,26,,"1,544","$26,549","$20,600"
,GLOBL,,793,"$53,723","$42,376"
,TOTAL,,"2,642","$97,643","$76,774"
70371,TC,,581,"$52,147","$41,484"
,26,,"29,568","$1,341,839","$1,052,894"
,GLOBL,,"6,445","$808,837","$640,873"
