Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Ranges 54000 - 55899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
54000,OTHER,MALE GENITAL,51,"$5,296","$4,123"
,TOTAL,,51,"$5,296","$4,123"
54001,SG,,56,"$23,162","$18,490"
,OTHER,,"1,889","$297,171","$232,461"
,TOTAL,,"1,945","$320,333","$250,951"
54015,OTHER,,119,"$31,877","$25,017"
,TOTAL,,119,"$31,877","$25,017"
54050,OTHER,,"1,003","$103,558","$77,683"
,TOTAL,,"1,003","$103,558","$77,683"
54055,OTHER,,693,"$121,768","$93,180"
,TOTAL,,693,"$121,768","$93,180"
54056,OTHER,,"1,765","$215,737","$160,155"
,TOTAL,,"1,765","$215,737","$160,155"
54057,SG,,26,"$7,204","$5,692"
,OTHER,,312,"$27,666","$20,973"
,TOTAL,,338,"$34,870","$26,665"
54060,SG,,87,"$24,296","$19,414"
,OTHER,,703,"$110,050","$85,372"
,TOTAL,,790,"$134,346","$104,786"
54065,SG,,25,"$6,831","$5,411"
,OTHER,,826,"$183,780","$142,339"
,TOTAL,,851,"$190,612","$147,749"
54100,SG,,52,"$14,391","$11,417"
,OTHER,,"1,785","$235,079","$181,325"
,TOTAL,,"1,837","$249,470","$192,742"
54105,SG,,10,"$2,749","$2,199"
,OTHER,,261,"$49,898","$39,494"
,TOTAL,,271,"$52,647","$41,693"
54110,SG,,10,"$3,728","$2,831"
,80'S,,3,$306,$245
,OTHER,,61,"$33,290","$26,117"
,TOTAL,,74,"$37,324","$29,193"
54111,80'S,,10,"$1,058",$819
,OTHER,,67,"$48,335","$37,585"
,TOTAL,,77,"$49,393","$38,404"
54112,80'S,,2,$306,$245
,OTHER,,35,"$35,044","$27,879"
,TOTAL,,37,"$35,350","$28,124"
54115,SG,,2,$653,$442
,80'S,,4,$266,$213
,OTHER,,73,"$29,237","$23,135"
,TOTAL,,79,"$30,156","$23,790"
54120,SG,,16,"$6,435","$5,111"
,80'S,,68,"$7,227","$5,748"
,OTHER,,474,"$303,457","$240,932"
,TOTAL,,558,"$317,119","$251,790"
54125,80'S,,28,"$3,984","$3,134"
,OTHER,,124,"$106,936","$85,418"
,TOTAL,,152,"$110,920","$88,552"
54130,80'S,,4,$822,$657
,OTHER,,13,"$14,807","$11,846"
