Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2001,,,,,
Code Range 69000 - 69990,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
69000,OTHER,EAR,"1,315","$129,957","$98,898"
,TOTAL,,"1,315","$129,957","$98,898"
69005,OTHER,,716,"$106,886","$83,571"
,TOTAL,,716,"$106,886","$83,571"
69020,OTHER,,"1,407","$158,507","$120,302"
,TOTAL,,"1,407","$158,507","$120,302"
69100,OTHER,,"35,331","$2,429,365","$1,819,245"
,TOTAL,,"35,331","$2,429,365","$1,819,245"
69105,OTHER,,"1,131","$86,299","$66,555"
,TOTAL,,"1,131","$86,299","$66,555"
69110,SG,,255,"$68,221","$54,213"
,80'S,,3,$78,$63
,OTHER,,"2,997","$665,499","$523,600"
,TOTAL,,"3,255","$733,798","$577,876"
69120,SG,,9,"$2,312","$1,849"
,OTHER,,262,"$40,409","$31,903"
,TOTAL,,271,"$42,721","$33,752"
69140,SG,,17,"$7,278","$5,822"
,OTHER,,188,"$101,856","$81,177"
,TOTAL,,205,"$109,134","$86,999"
69145,SG,,165,"$63,130","$49,421"
,OTHER,,"1,985","$404,956","$316,837"
,TOTAL,,"2,150","$468,087","$366,258"
69150,SG,,14,"$6,694","$5,355"
,80'S,,1,$159,$127
,OTHER,,357,"$297,495","$236,633"
,TOTAL,,372,"$304,348","$242,115"
69155,80'S,,4,$903,$723
,OTHER,,26,"$32,153","$25,698"
,TOTAL,,30,"$33,057","$26,421"
69200,OTHER,,"21,585","$1,440,893","$1,054,847"
,TOTAL,,"21,585","$1,440,893","$1,054,847"
69205,SG,,50,"$13,747","$10,918"
,OTHER,,457,"$41,552","$31,883"
,TOTAL,,507,"$55,299","$42,800"
69210,OTHER,,"1,148,703","$64,811,980","$45,660,667"
,TOTAL,,"1,148,703","$64,811,980","$45,660,667"
69220,OTHER,,"44,393","$3,485,599","$2,518,742"
,TOTAL,,"44,393","$3,485,599","$2,518,742"
69222,OTHER,,"6,665","$838,373","$629,298"
,TOTAL,,"6,665","$838,373","$629,298"
69300,OTHER,,17,"$6,386","$5,029"
,TOTAL,,17,"$6,386","$5,029"
69310,SG,,79,"$33,144","$26,040"
,OTHER,,746,"$483,378","$382,940"
,TOTAL,,825,"$516,522","$408,980"
69320,SG,,3,"$2,857","$2,274"
,OTHER,,36,"$37,219","$29,119"
,TOTAL,,39,"$40,076","$31,393"
69399,OTHER,,148,"$19,356","$15,289"
,TOTAL,,148,"$19,356","$15,289"
69400,OTHER,,"1,781","$127,808","$99,044"
,TOTAL,,"1,781","$127,808","$99,044"
69401,OTHER,,"3,995","$242,787","$187,414"
,TOTAL,,"3,995","$242,787","$187,414"
69405,OTHER,,34,"$4,610","$3,487"
,TOTAL,,34,"$4,610","$3,487"
69410,OTHER,,104,"$4,789","$3,629"
,TOTAL,,104,"$4,789","$3,629"
69420,OTHER,,"11,578","$1,410,623","$1,080,281"
,TOTAL,,"11,578","$1,410,623","$1,080,281"
69421,SG,,167,"$76,834","$60,503"
,OTHER,,516,"$85,968","$66,975"
,TOTAL,,683,"$162,802","$127,478"
69424,SG,,67,"$15,306","$12,033"
,OTHER,,"1,288","$97,223","$74,305"
,TOTAL,,"1,355","$112,529","$86,337"
69433,OTHER,,"35,837","$4,894,253","$3,738,110"
,TOTAL,,"35,837","$4,894,253","$3,738,110"
69436,SG,,"1,681","$766,870","$606,884"
,OTHER,,"9,685","$1,630,949","$1,278,379"
,TOTAL,,"11,366","$2,397,819","$1,885,263"
69440,SG,,50,"$22,362","$17,189"
,OTHER,,"1,046","$533,462","$420,548"
,TOTAL,,"1,096","$555,823","$437,736"
69450,SG,,21,"$4,512","$3,530"
,OTHER,,202,"$74,162","$58,364"
,TOTAL,,223,"$78,675","$61,894"
69501,SG,,5,"$4,570","$3,656"
