Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Ranges 20000 - 29999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
20000,OTHER,MUSCULOSKELETAL,"3,723","417,693","316,265"
,TOTAL,,"3,723","417,693","316,265"
20005,SG,,28,"11,427","9,062"
,OTHER,,"2,965","566,084","445,398"
,TOTAL,,"2,993","577,511","454,459"
20100,AS,,3,228,182
,80'S,,19,"1,476","1,173"
,OTHER,,307,"122,974","97,892"
,TOTAL,,329,"124,678","99,247"
20101,OTHER,,110,"14,306","11,202"
,TOTAL,,110,"14,306","11,202"
20102,AS,,1,29,23
,80'S,,8,223,179
,OTHER,,368,"75,236","58,929"
,TOTAL,,377,"75,489","59,131"
20103,80'S,,6,258,206
,OTHER,,997,"262,075","205,726"
,TOTAL,,"1,003","262,333","205,932"
20150,AS,,1,60,48
,80'S,,1,75,60
,OTHER,,8,"2,539","2,031"
,TOTAL,,10,"2,674","2,140"
20200,SG,,35,"13,462","10,732"
,OTHER,,"1,269","108,254","84,914"
,TOTAL,,"1,304","121,716","95,646"
20205,SG,,110,"53,581","42,459"
,80'S,,2,26,21
,OTHER,,"3,366","497,373","391,540"
,TOTAL,,"3,478","550,980","434,020"
20206,SG,,18,"4,041","3,153"
,OTHER,,"5,789","412,757","322,817"
,TOTAL,,"5,807","416,798","325,969"
20220,SG,,35,"9,269","7,399"
,OTHER,,"8,573","964,247","763,301"
,TOTAL,,"8,608","973,515","770,700"
20225,SG,,16,"6,021","4,817"
,80'S,,3,54,43
,OTHER,,"10,755","1,284,764","1,019,465"
,TOTAL,,"10,774","1,290,839","1,024,325"
20240,SG,,29,"10,760","8,608"
,OTHER,,"1,164","235,630","185,204"
,TOTAL,,"1,193","246,390","193,811"
20245,SG,,29,"13,494","10,795"
,80'S,,3,117,94
,OTHER,,"1,453","353,674","280,027"
,TOTAL,,"1,485","367,285","290,916"
20250,AS,,4,124,99
,SG,,2,998,798
,80'S,,1,66,53
,OTHER,,187,"47,089","37,277"
,TOTAL,,194,"48,277","38,227"
20251,AS,,25,"1,061",849
,SG,,1,459,367
,80'S,,36,"1,650","1,246"
,OTHER,,338,"111,142","88,304"
,TOTAL,,400,"114,313","90,766"
20500,OTHER,,"1,152","87,360","66,647"
,TOTAL,,"1,152","87,360","66,647"
20501,OTHER,,"9,585","372,745","293,491"
,TOTAL,,"9,585","372,745","293,491"
20520,OTHER,,"2,657","342,234","254,891"
,TOTAL,,"2,657","342,234","254,891"
20525,SG,,147,"68,414","54,474"
,OTHER,,"1,672","383,885","300,371"
,TOTAL,,"1,819","452,299","354,845"
20550,80'S,,1,3,3
,OTHER,,"1,170,851","65,579,129","49,620,584"
,TOTAL,,"1,170,852","65,579,132","49,620,587"
20600,OTHER,,"355,539","18,652,090","13,883,470"
,TOTAL,,"355,539","18,652,090","13,883,470"
20605,80'S,,8,24,19
,OTHER,,"431,449","24,410,742","18,113,865"
,TOTAL,,"431,457","24,410,766","18,113,884"
20610,SG,,2,134,107
