Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2000,,,,,
Code Range 69000 - 69990,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
69000,OTHER,EAR,"1,315","$107,303","$79,434"
,TOTAL,,"1,315","$107,303","$79,434"
69005,OTHER,,643,"$82,014","$63,642"
,TOTAL,,643,"$82,014","$63,642"
69020,OTHER,,"1,512","$136,407","$102,620"
,TOTAL,,"1,512","$136,407","$102,620"
69100,OTHER,,"31,351","$1,989,413","$1,471,578"
,TOTAL,,"31,351","$1,989,413","$1,471,578"
69105,OTHER,,"1,109","$70,611","$53,067"
,TOTAL,,"1,109","$70,611","$53,067"
69110,SG,,203,"$54,115","$43,174"
,OTHER,,"2,586","$527,479","$413,721"
,TOTAL,,"2,789","$581,593","$456,895"
69120,SG,,4,"$1,416","$1,133"
,OTHER,,261,"$36,296","$27,948"
,TOTAL,,265,"$37,713","$29,081"
69140,SG,,14,"$5,534","$4,341"
,OTHER,,178,"$92,634","$72,778"
,TOTAL,,192,"$98,168","$77,118"
69145,SG,,163,"$63,301","$49,544"
,OTHER,,"2,073","$394,400","$308,314"
,TOTAL,,"2,236","$457,701","$357,858"
69150,SG,,17,"$7,498","$5,971"
,80'S,,2,$152,$122
,OTHER,,278,"$219,122","$174,583"
,TOTAL,,297,"$226,773","$180,676"
69155,OTHER,,26,"$32,306","$25,420"
,TOTAL,,26,"$32,306","$25,420"
69200,OTHER,,"19,951","$1,084,532","$783,694"
,TOTAL,,"19,951","$1,084,532","$783,694"
69205,SG,,37,"$9,267","$7,219"
,OTHER,,491,"$42,310","$32,755"
,TOTAL,,528,"$51,578","$39,974"
69210,OTHER,,"998,800","$44,398,444","$30,442,644"
,TOTAL,,"998,800","$44,398,444","$30,442,644"
69220,OTHER,,"40,575","$2,593,589","$1,846,460"
,TOTAL,,"40,575","$2,593,589","$1,846,460"
69222,OTHER,,"5,876","$601,558","$440,198"
,TOTAL,,"5,876","$601,558","$440,198"
69300,OTHER,,12,"$4,784","$3,827"
,TOTAL,,12,"$4,784","$3,827"
69310,SG,,54,"$24,176","$19,261"
,80'S,,1,$131,$105
,OTHER,,778,"$461,555","$365,725"
,TOTAL,,833,"$485,863","$385,091"
69320,SG,,1,$982,$786
,OTHER,,45,"$42,858","$33,696"
,TOTAL,,46,"$43,840","$34,482"
