Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 60000 - 64999,,,,,
,BESS REPORTS, CODE RANGES,,,
61850,OTHER,,1,$865.04 ,$692.03 
,TOTAL,,1,$865.04 ,$692.03 
61860,80'S,,1,$203.92 ,$163.14 
,OTHER,,24,"$27,102.59 ","$21,594.06 "
,TOTAL,,25,"$27,306.51 ","$21,757.20 "
61863,80'S,,8,"$1,696.94 ","$1,335.19 "
,OTHER,,330,"$415,702.82 ","$326,656.65 "
,TOTAL,,338,"$417,399.76 ","$327,991.84 "
61864,OTHER,,90,"$33,756.28 ","$26,869.52 "
,TOTAL,,90,"$33,756.28 ","$26,869.52 "
61867,80'S,,86,"$26,083.87 ","$20,408.20 "
,OTHER,,"1,763","$3,429,041.53 ","$2,708,072.13 "
,TOTAL,,"1,849","$3,455,125.40 ","$2,728,480.33 "
61868,80'S,,33,"$3,068.75 ","$2,440.59 "
,OTHER,,683,"$384,572.03 ","$304,315.16 "
,TOTAL,,716,"$387,640.78 ","$306,755.75 "
61870,OTHER,,4,"$3,318.79 ","$2,655.03 "
,TOTAL,,4,"$3,318.79 ","$2,655.03 "
61880,80'S,,6,$377.15 ,$301.72 
,OTHER,,329,"$127,635.19 ","$100,751.60 "
,TOTAL,,335,"$128,012.34 ","$101,053.32 "
61885,SG,,11,"$5,223.73 ","$4,179.01 "
,80'S,,31,"$1,689.04 ","$1,347.34 "
,OTHER,,"3,226","$1,192,510.31 ","$944,949.37 "
,TOTAL,,"3,268","$1,199,423.08 ","$950,475.72 "
61886,SG,,1,$497.77 ,$398.22 
,80'S,,4,$295.36 ,$236.29 
,OTHER,,576,"$288,932.12 ","$225,321.24 "
,TOTAL,,581,"$289,725.25 ","$225,955.75 "
61888,SG,,2,$502.03 ,$401.63 
,OTHER,,806,"$280,492.04 ","$220,533.72 "
,TOTAL,,808,"$280,994.07 ","$220,935.35 "
62000,OTHER,,55,"$21,630.00 ","$15,898.73 "
,TOTAL,,55,"$21,630.00 ","$15,898.73 "
62005,80'S,,2,$263.01 ,$210.41 
,OTHER,,40,"$28,530.27 ","$22,002.92 "
,TOTAL,,42,"$28,793.28 ","$22,213.33 "
62010,80'S,,12,"$1,664.21 ","$1,157.00 "
,OTHER,,112,"$116,534.84 ","$91,994.19 "
,TOTAL,,124,"$118,199.05 ","$93,151.19 "
62100,80'S,,65,"$9,839.14 ","$7,871.25 "
,OTHER,,312,"$332,138.01 ","$258,803.98 "
,TOTAL,,377,"$341,977.15 ","$266,675.23 "
62115,OTHER,,2,"$1,811.95 ","$1,449.56 "
,TOTAL,,2,"$1,811.95 ","$1,449.56 "
62116,80'S,,1,$136.98 ,$109.58 
,OTHER,,2,"$2,354.77 ","$1,883.82 "
,TOTAL,,3,"$2,491.75 ","$1,993.40 "
62117,OTHER,,1,"$1,676.96 ","$1,341.57 "
,TOTAL,,1,"$1,676.96 ","$1,341.57 "
62120,80'S,,1,$115.90 ,$92.72 
,OTHER,,48,"$68,848.27 ","$54,990.62 "
,TOTAL,,49,"$68,964.17 ","$55,083.34 "
62121,80'S,,1,$134.07 ,$107.26 
,OTHER,,22,"$28,243.37 ","$22,594.67 "
,TOTAL,,23,"$28,377.44 ","$22,701.93 "
62140,80'S,,147,"$12,398.75 ","$9,918.94 "
,OTHER,,"1,268","$616,403.32 ","$488,940.14 "
,TOTAL,,"1,415","$628,802.07 ","$498,859.08 "
62141,80'S,,121,"$13,208.61 ","$10,553.27 "
,OTHER,,863,"$540,000.01 ","$428,955.26 "
,TOTAL,,984,"$553,208.62 ","$439,508.53 "
62142,80'S,,34,"$3,151.66 ","$2,521.33 "
,OTHER,,373,"$226,348.42 ","$177,483.99 "
,TOTAL,,407,"$229,500.08 ","$180,005.32 "
62143,80'S,,45,"$4,415.74 ","$3,532.61 "
,OTHER,,368,"$238,801.77 ","$188,609.13 "
,TOTAL,,413,"$243,217.51 ","$192,141.74 "
62145,80'S,,26,"$3,015.72 ","$2,412.65 "
,OTHER,,143,"$106,378.88 ","$84,891.37 "
,TOTAL,,169,"$109,394.60 ","$87,304.02 "
62146,80'S,,4,$451.18 ,$360.95 
,OTHER,,58,"$37,274.61 ","$29,530.99 "
,TOTAL,,62,"$37,725.79 ","$29,891.94 "
62147,80'S,,10,"$1,442.72 ","$1,154.18 "
,OTHER,,45,"$39,151.57 ","$31,304.46 "
,TOTAL,,55,"$40,594.29 ","$32,458.64 "
62148,OTHER,,40,"$5,117.58 ","$4,094.06 "
,TOTAL,,40,"$5,117.58 ","$4,094.06 "
62160,OTHER,,355,"$71,715.63 ","$56,847.28 "
,TOTAL,,355,"$71,715.63 ","$56,847.28 "
62161,80'S,,9,"$1,869.00 ","$1,495.20 "
,OTHER,,76,"$94,780.24 ","$74,782.30 "
,TOTAL,,85,"$96,649.24 ","$76,277.50 "
62162,80'S,,3,$885.83 ,$708.66 
,OTHER,,31,"$45,268.31 ","$36,214.63 "
,TOTAL,,34,"$46,154.14 ","$36,923.29 "
62163,OTHER,,1,$783.32 ,$626.66 
,TOTAL,,1,$783.32 ,$626.66 
62164,80'S,,2,$418.40 ,$334.72 
,OTHER,,32,"$48,703.60 ","$36,614.70 "
,TOTAL,,34,"$49,122.00 ","$36,949.42 "
62165,80'S,,6,"$1,475.01 ","$1,180.01 "
,OTHER,,255,"$250,945.90 ","$199,064.17 "
,TOTAL,,261,"$252,420.91 ","$200,244.18 "
62180,80'S,,2,$353.74 ,$283.00 
,OTHER,,62,"$71,272.92 ","$56,016.68 "
,TOTAL,,64,"$71,626.66 ","$56,299.68 "
62190,OTHER,,36,"$22,308.01 ","$17,846.42 "
,TOTAL,,36,"$22,308.01 ","$17,846.42 "
62192,80'S,,52,"$4,868.88 ","$3,885.76 "
,OTHER,,311,"$197,268.10 ","$156,683.84 "
,TOTAL,,363,"$202,136.98 ","$160,569.60 "
62194,80'S,,2,$111.27 ,$89.02 
,OTHER,,69,"$18,968.03 ","$14,842.84 "
,TOTAL,,71,"$19,079.30 ","$14,931.86 "
62200,80'S,,13,"$1,750.14 ","$1,400.12 "
,OTHER,,106,"$87,109.47 ","$68,869.28 "
,TOTAL,,119,"$88,859.61 ","$70,269.40 "
62201,OTHER,,102,"$96,326.38 ","$75,266.77 "
,TOTAL,,102,"$96,326.38 ","$75,266.77 "
62220,80'S,,24,"$3,321.92 ","$2,657.52 "
,OTHER,,233,"$182,999.13 ","$144,778.13 "
,TOTAL,,257,"$186,321.05 ","$147,435.65 "
62223,80'S,,879,"$122,863.82 ","$97,874.52 "
,OTHER,,"9,558","$7,169,928.77 ","$5,704,121.21 "
,TOTAL,,"10,437","$7,292,792.59 ","$5,801,995.73 "
62225,OTHER,,653,"$212,439.14 ","$167,538.62 "
,TOTAL,,653,"$212,439.14 ","$167,538.62 "
62230,SG,,2,$905.15 ,$724.12 
,80'S,,174,"$19,082.74 ","$15,122.00 "
,OTHER,,"2,600","$1,563,676.87 ","$1,233,959.83 "
,TOTAL,,"2,776","$1,583,664.76 ","$1,249,805.95 "
62252,OTHER,,"4,065","$322,825.53 ","$248,540.15 "
,TOTAL,,"4,065","$322,825.53 ","$248,540.15 "
62256,80'S,,27,"$1,649.42 ","$1,319.54 "
,OTHER,,770,"$302,133.29 ","$238,890.33 "
,TOTAL,,797,"$303,782.71 ","$240,209.87 "
62258,80'S,,53,"$8,336.84 ","$6,566.30 "
,OTHER,,678,"$560,719.02 ","$444,173.31 "
,TOTAL,,731,"$569,055.86 ","$450,739.61 "
62263,SG,,"1,968","$593,718.15 ","$468,724.33 "
,OTHER,,"2,990","$1,264,049.18 ","$1,000,443.09 "
,TOTAL,,"4,958","$1,857,767.33 ","$1,469,167.42 "
62264,SG,,"1,853","$540,779.84 ","$431,408.39 "
,OTHER,,"15,542","$4,970,676.25 ","$3,917,872.99 "
,TOTAL,,"17,395","$5,511,456.09 ","$4,349,281.38 "
62268,SG,,39,"$11,538.40 ","$9,223.53 "
,OTHER,,234,"$76,958.06 ","$60,674.11 "
,TOTAL,,273,"$88,496.46 ","$69,897.64 "
62269,OTHER,,391,"$91,970.28 ","$73,195.63 "
,TOTAL,,391,"$91,970.28 ","$73,195.63 "
62270,SG,,189,"$60,900.63 ","$47,659.21 "
,OTHER,,"84,351","$6,123,648.44 ","$4,807,418.35 "
,TOTAL,,"84,540","$6,184,549.07 ","$4,855,077.56 "
62272,SG,,35,"$11,246.59 ","$8,956.73 "
,OTHER,,"5,896","$518,235.10 ","$406,515.46 "
,TOTAL,,"5,931","$529,481.69 ","$415,472.19 "
62273,SG,,340,"$108,011.35 ","$84,130.61 "
,OTHER,,"3,089","$346,446.18 ","$266,988.78 "
,TOTAL,,"3,429","$454,457.53 ","$351,119.39 "
62280,SG,,3,$989.66 ,$791.72 
,OTHER,,236,"$44,485.35 ","$34,751.11 "
,TOTAL,,239,"$45,475.01 ","$35,542.83 "
62281,SG,,96,"$29,701.26 ","$22,326.71 "
,OTHER,,"1,055","$224,717.55 ","$176,358.67 "
,TOTAL,,"1,151","$254,418.81 ","$198,685.38 "
62282,SG,,651,"$210,287.65 ","$162,970.05 "
,OTHER,,"8,858","$2,384,949.68 ","$1,875,169.18 "
,TOTAL,,"9,509","$2,595,237.33 ","$2,038,139.23 "
62284,OTHER,,"76,216","$9,338,863.22 ","$7,294,456.78 "
,TOTAL,,"76,216","$9,338,863.22 ","$7,294,456.78 "
62287,SG,,473,"$589,246.70 ","$465,357.78 "
,OTHER,,"2,296","$1,125,815.22 ","$891,511.14 "
,TOTAL,,"2,769","$1,715,061.92 ","$1,356,868.92 "
62290,OTHER,,"23,481","$4,018,477.35 ","$3,124,379.80 "
,TOTAL,,"23,481","$4,018,477.35 ","$3,124,379.80 "
62291,OTHER,,"2,363","$361,529.24 ","$279,998.10 "
,TOTAL,,"2,363","$361,529.24 ","$279,998.10 "
62292,OTHER,,82,"$40,427.15 ","$31,606.09 "
,TOTAL,,82,"$40,427.15 ","$31,606.09 "
62294,OTHER,,9,"$4,428.70 ","$3,542.96 "
,TOTAL,,9,"$4,428.70 ","$3,542.96 "
62310,SG,,"40,006","$12,870,971.36 ","$10,081,663.62 "
,OTHER,,"143,268","$20,989,690.02 ","$16,290,519.50 "
,TOTAL,,"183,274","$33,860,661.38 ","$26,372,183.12 "
62311,SG,,"234,925","$75,860,044.16 ","$59,625,698.31 "
,OTHER,,"960,037","$123,178,194.10 ","$96,093,518.83 "
,TOTAL,,"1,194,962","$199,038,238.26 ","$155,719,217.14 "
62318,SG,,"1,719","$531,389.60 ","$418,489.62 "
,OTHER,,"49,446","$5,391,858.37 ","$4,272,779.62 "
,TOTAL,,"51,165","$5,923,247.97 ","$4,691,269.24 "
62319,SG,,"4,530","$1,403,033.18 ","$1,103,759.01 "
,OTHER,,"76,272","$7,866,772.68 ","$6,220,941.26 "
,TOTAL,,"80,802","$9,269,805.86 ","$7,324,700.27 "
62350,SG,,456,"$170,173.11 ","$134,171.75 "
,80'S,,36,"$2,038.25 ","$1,630.60 "
,OTHER,,"7,091","$2,182,265.89 ","$1,706,057.60 "
,TOTAL,,"7,583","$2,354,477.25 ","$1,841,859.95 "
62351,80'S,,70,"$5,181.91 ","$4,145.54 "
,OTHER,,493,"$209,794.30 ","$163,984.35 "
,TOTAL,,563,"$214,976.21 ","$168,129.89 "
62355,SG,,103,"$39,013.18 ","$30,435.92 "
,80'S,,14,$463.37 ,$370.69 
,OTHER,,"1,555","$390,965.51 ","$303,774.99 "
,TOTAL,,"1,672","$430,442.06 ","$334,581.60 "
62360,SG,,29,"$10,418.45 ","$7,699.38 "
,80'S,,6,$162.30 ,$129.84 
,OTHER,,686,"$81,199.34 ","$63,631.09 "
,TOTAL,,721,"$91,780.09 ","$71,460.31 "
62361,SG,,12,"$4,569.94 ","$3,655.95 "
,80'S,,3,$111.06 ,$88.85 
,OTHER,,380,"$69,631.69 ","$53,082.66 "
,TOTAL,,395,"$74,312.69 ","$56,827.46 "
62362,SG,,221,"$84,598.33 ","$65,684.69 "
,80'S,,60,"$4,035.06 ","$3,206.20 "
,OTHER,,"5,927","$2,524,880.78 ","$1,971,536.23 "
,TOTAL,,"6,208","$2,613,514.17 ","$2,040,427.12 "
62365,SG,,106,"$37,241.78 ","$28,181.58 "
,80'S,,16,$862.12 ,$689.68 
,OTHER,,"1,388","$441,861.39 ","$343,844.25 "
,TOTAL,,"1,510","$479,965.29 ","$372,715.51 "
62367,OTHER,,"16,412","$563,639.71 ","$428,628.70 "
,TOTAL,,"16,412","$563,639.71 ","$428,628.70 "
62368,80'S,,1,$76.56 ,$61.25 
,OTHER,,"164,835","$8,043,900.88 ","$6,077,733.40 "
,TOTAL,,"164,836","$8,043,977.44 ","$6,077,794.65 "
63001,80'S,,118,"$13,487.12 ","$10,682.17 "
,OTHER,,791,"$515,517.58 ","$409,806.05 "
,TOTAL,,909,"$529,004.70 ","$420,488.22 "
63003,80'S,,67,"$8,491.25 ","$6,666.74 "
,OTHER,,402,"$281,067.22 ","$222,564.70 "
,TOTAL,,469,"$289,558.47 ","$229,231.44 "
63005,80'S,,309,"$43,032.62 ","$34,124.62 "
,OTHER,,"1,748","$1,240,399.66 ","$983,965.56 "
,TOTAL,,"2,057","$1,283,432.28 ","$1,018,090.18 "
63011,80'S,,18,"$1,323.64 ","$1,058.95 "
,OTHER,,281,"$122,534.56 ","$97,897.24 "
,TOTAL,,299,"$123,858.20 ","$98,956.19 "
63012,80'S,,340,"$33,918.30 ","$26,879.10 "
,OTHER,,"2,023","$1,024,051.21 ","$809,680.55 "
,TOTAL,,"2,363","$1,057,969.51 ","$836,559.65 "
63015,80'S,,241,"$47,433.78 ","$37,619.36 "
,OTHER,,"2,126","$2,289,903.21 ","$1,822,912.72 "
,TOTAL,,"2,367","$2,337,336.99 ","$1,860,532.08 "
63016,80'S,,36,"$6,064.72 ","$4,851.80 "
,OTHER,,313,"$296,908.42 ","$237,311.33 "
,TOTAL,,349,"$302,973.14 ","$242,163.13 "
63017,80'S,,217,"$30,070.39 ","$24,016.98 "
,OTHER,,"1,533","$1,188,390.15 ","$940,741.93 "
,TOTAL,,"1,750","$1,218,460.54 ","$964,758.91 "
63020,80'S,,332,"$47,867.66 ","$37,910.64 "
,OTHER,,"2,341","$1,907,565.37 ","$1,498,528.73 "
,TOTAL,,"2,673","$1,955,433.03 ","$1,536,439.37 "
63030,80'S,,"5,028","$664,534.11 ","$524,528.84 "
,OTHER,,"38,023","$25,848,415.00 ","$20,405,143.08 "
,TOTAL,,"43,051","$26,512,949.11 ","$20,929,671.92 "
63035,80'S,,"2,705","$98,238.56 ","$78,124.76 "
,OTHER,,"15,693","$2,957,553.00 ","$2,347,200.20 "
,TOTAL,,"18,398","$3,055,791.56 ","$2,425,324.96 "
63040,80'S,,71,"$13,862.97 ","$10,540.31 "
,OTHER,,437,"$460,380.26 ","$361,765.25 "
,TOTAL,,508,"$474,243.23 ","$372,305.56 "
63042,80'S,,"3,378","$593,900.35 ","$469,636.21 "
,OTHER,,"20,814","$19,194,825.41 ","$15,167,502.06 "
,TOTAL,,"24,192","$19,788,725.76 ","$15,637,138.27 "
63043,80'S,,70,"$3,928.84 ","$2,920.40 "
,OTHER,,400,"$94,767.44 ","$74,681.24 "
,TOTAL,,470,"$98,696.28 ","$77,601.64 "
63044,80'S,,"2,154","$119,547.22 ","$94,938.22 "
,OTHER,,"11,704","$2,833,078.74 ","$2,254,128.53 "
,TOTAL,,"13,858","$2,952,625.96 ","$2,349,066.75 "
63045,80'S,,"1,230","$167,448.83 ","$132,892.90 "
,OTHER,,"7,307","$5,377,888.98 ","$4,261,312.49 "
,TOTAL,,"8,537","$5,545,337.81 ","$4,394,205.39 "
63046,80'S,,422,"$48,839.59 ","$38,969.93 "
,OTHER,,"2,195","$1,444,425.75 ","$1,147,214.93 "
,TOTAL,,"2,617","$1,493,265.34 ","$1,186,184.86 "
63047,80'S,,"15,177","$1,908,870.48 ","$1,513,317.10 "
,OTHER,,"98,684","$65,882,248.24 ","$52,173,777.39 "
,TOTAL,,"113,861","$67,791,118.72 ","$53,687,094.49 "
63048,80'S,,"25,445","$840,430.04 ","$668,022.98 "
,OTHER,,"153,215","$26,434,174.54 ","$20,986,633.58 "
,TOTAL,,"178,660","$27,274,604.58 ","$21,654,656.56 "
63050,80'S,,14,"$2,117.96 ","$1,694.37 "
,OTHER,,108,"$102,919.82 ","$82,159.75 "
,TOTAL,,122,"$105,037.78 ","$83,854.12 "
63051,80'S,,118,"$30,275.98 ","$24,196.15 "
,OTHER,,598,"$806,374.82 ","$641,720.86 "
,TOTAL,,716,"$836,650.80 ","$665,917.01 "
63055,80'S,,94,"$19,763.74 ","$15,810.99 "
,OTHER,,578,"$660,630.47 ","$523,849.07 "
,TOTAL,,672,"$680,394.21 ","$539,660.06 "
63056,80'S,,846,"$148,319.46 ","$117,166.63 "
,OTHER,,"6,084","$5,623,505.24 ","$4,442,745.38 "
,TOTAL,,"6,930","$5,771,824.70 ","$4,559,912.01 "
63057,80'S,,319,"$17,161.84 ","$13,544.42 "
,OTHER,,"2,404","$694,464.18 ","$549,599.24 "
,TOTAL,,"2,723","$711,626.02 ","$563,143.66 "
63064,80'S,,32,"$7,260.25 ","$5,808.22 "
,OTHER,,139,"$195,465.13 ","$153,956.88 "
,TOTAL,,171,"$202,725.38 ","$159,765.10 "
63066,80'S,,6,$206.56 ,$165.26 
,OTHER,,58,"$10,759.55 ","$8,607.65 "
,TOTAL,,64,"$10,966.11 ","$8,772.91 "
63075,80'S,,"3,965","$808,078.11 ","$635,609.80 "
,OTHER,,"28,253","$29,072,522.93 ","$22,790,269.80 "
,TOTAL,,"32,218","$29,880,601.04 ","$23,425,879.60 "
63076,80'S,,"2,800","$114,171.96 ","$90,359.15 "
,OTHER,,"19,950","$4,092,989.64 ","$3,225,333.85 "
,TOTAL,,"22,750","$4,207,161.60 ","$3,315,693.00 "
63077,80'S,,93,"$16,626.83 ","$13,301.45 "
,OTHER,,349,"$279,152.62 ","$217,148.91 "
,TOTAL,,442,"$295,779.45 ","$230,450.36 "
63078,80'S,,53,"$1,801.76 ","$1,436.48 "
,OTHER,,244,"$39,610.62 ","$31,017.92 "
,TOTAL,,297,"$41,412.38 ","$32,454.40 "
63081,80'S,,"1,209","$303,209.59 ","$238,994.68 "
,OTHER,,"7,025","$9,214,268.70 ","$7,236,893.82 "
,TOTAL,,"8,234","$9,517,478.29 ","$7,475,888.50 "
63082,80'S,,"1,146","$51,384.17 ","$40,419.15 "
,OTHER,,"6,594","$1,544,245.33 ","$1,214,570.75 "
,TOTAL,,"7,740","$1,595,629.50 ","$1,254,989.90 "
63085,80'S,,100,"$26,378.08 ","$20,995.23 "
,OTHER,,655,"$756,346.93 ","$600,544.49 "
,TOTAL,,755,"$782,725.01 ","$621,539.72 "
63086,80'S,,49,"$1,588.87 ","$1,271.06 "
,OTHER,,328,"$54,243.08 ","$42,215.66 "
,TOTAL,,377,"$55,831.95 ","$43,486.72 "
63087,80'S,,101,"$36,077.54 ","$28,862.15 "
,OTHER,,761,"$1,194,035.75 ","$949,162.75 "
,TOTAL,,862,"$1,230,113.29 ","$978,024.90 "
63088,80'S,,38,"$1,655.90 ","$1,324.72 "
,OTHER,,327,"$72,269.82 ","$57,392.33 "
,TOTAL,,365,"$73,925.72 ","$58,717.05 "
63090,80'S,,213,"$58,248.35 ","$46,174.66 "
,OTHER,,"1,620","$1,881,937.53 ","$1,481,971.34 "
,TOTAL,,"1,833","$1,940,185.88 ","$1,528,146.00 "
63091,80'S,,174,"$5,218.05 ","$4,151.20 "
,OTHER,,"1,074","$156,349.09 ","$123,072.67 "
,TOTAL,,"1,248","$161,567.14 ","$127,223.87 "
63101,80'S,,53,"$17,424.44 ","$13,939.52 "
,OTHER,,249,"$466,756.86 ","$371,759.53 "
,TOTAL,,302,"$484,181.30 ","$385,699.05 "
63102,80'S,,43,"$13,587.51 ","$10,790.35 "
,OTHER,,343,"$462,549.02 ","$365,620.30 "
,TOTAL,,386,"$476,136.53 ","$376,410.65 "
63103,80'S,,25,"$1,211.16 ",$945.30 
,OTHER,,214,"$55,065.50 ","$43,688.38 "
,TOTAL,,239,"$56,276.66 ","$44,633.68 "
63170,OTHER,,18,"$17,550.35 ","$13,139.03 "
,TOTAL,,18,"$17,550.35 ","$13,139.03 "
63172,80'S,,19,"$2,817.29 ","$2,253.82 "
,OTHER,,145,"$138,409.61 ","$108,686.20 "
,TOTAL,,164,"$141,226.90 ","$110,940.02 "
63173,80'S,,3,$726.37 ,$581.10 
,OTHER,,39,"$47,269.40 ","$37,016.31 "
,TOTAL,,42,"$47,995.77 ","$37,597.41 "
63180,80'S,,1,$117.63 ,$94.10 
,OTHER,,1,"$1,344.13 ","$1,075.30 "
,TOTAL,,2,"$1,461.76 ","$1,169.40 "
63185,80'S,,13,"$1,276.61 ","$1,021.29 "
,OTHER,,46,"$33,440.36 ","$26,752.31 "
,TOTAL,,59,"$34,716.97 ","$27,773.60 "
63190,80'S,,4,$430.16 ,$344.12 
,OTHER,,23,"$18,057.78 ","$14,446.23 "
,TOTAL,,27,"$18,487.94 ","$14,790.35 "
63191,OTHER,,3,"$2,093.91 ","$1,675.13 "
,TOTAL,,3,"$2,093.91 ","$1,675.13 "
63194,OTHER,,1,"$1,387.49 ","$1,109.99 "
,TOTAL,,1,"$1,387.49 ","$1,109.99 "
63195,OTHER,,1,"$1,315.80 ","$1,052.64 "
,TOTAL,,1,"$1,315.80 ","$1,052.64 "
63196,80'S,,1,$229.13 ,$81.79 
,OTHER,,1,"$1,432.05 ",$361.63 
,TOTAL,,2,"$1,661.18 ",$443.42 
63197,80'S,,1,$245.60 ,$196.48 
,OTHER,,3,"$4,108.81 ","$3,287.04 "
,TOTAL,,4,"$4,354.41 ","$3,483.52 "
63200,80'S,,12,"$2,122.49 ","$1,697.98 "
,OTHER,,120,"$130,812.03 ","$102,087.75 "
,TOTAL,,132,"$132,934.52 ","$103,785.73 "
63250,80'S,,2,$841.71 ,$673.37 
,OTHER,,15,"$34,224.53 ","$27,379.62 "
,TOTAL,,17,"$35,066.24 ","$28,052.99 "
63251,80'S,,2,$913.10 ,$730.48 
,OTHER,,52,"$115,728.74 ","$90,740.56 "
,TOTAL,,54,"$116,641.84 ","$91,471.04 "
63252,80'S,,2,$837.40 ,$669.92 
,OTHER,,24,"$60,907.26 ","$48,725.83 "
,TOTAL,,26,"$61,744.66 ","$49,395.75 "
63265,80'S,,43,"$9,096.25 ","$7,189.01 "
,OTHER,,356,"$412,502.03 ","$328,055.35 "
,TOTAL,,399,"$421,598.28 ","$335,244.36 "
63266,80'S,,61,"$14,116.92 ","$10,996.61 "
,OTHER,,551,"$689,608.86 ","$548,697.23 "
,TOTAL,,612,"$703,725.78 ","$559,693.84 "
63267,80'S,,536,"$94,174.86 ","$74,374.10 "
,OTHER,,"3,870","$3,530,541.79 ","$2,798,106.56 "
,TOTAL,,"4,406","$3,624,716.65 ","$2,872,480.66 "
63268,80'S,,11,"$1,687.09 ","$1,349.67 "
,OTHER,,54,"$45,848.14 ","$36,424.47 "
,TOTAL,,65,"$47,535.23 ","$37,774.14 "
63270,80'S,,14,"$3,728.79 ","$2,983.01 "
,OTHER,,58,"$78,125.76 ","$62,500.67 "
,TOTAL,,72,"$81,854.55 ","$65,483.68 "
63271,80'S,,32,"$9,047.36 ","$7,149.90 "
,OTHER,,248,"$378,122.78 ","$300,591.70 "
,TOTAL,,280,"$387,170.14 ","$307,741.60 "
63272,80'S,,51,"$13,391.98 ","$10,713.59 "
,OTHER,,431,"$584,194.08 ","$462,812.63 "
,TOTAL,,482,"$597,586.06 ","$473,526.22 "
63273,80'S,,4,$972.56 ,$778.06 
,OTHER,,20,"$27,869.49 ","$22,295.61 "
,TOTAL,,24,"$28,842.05 ","$23,073.67 "
63275,80'S,,29,"$7,443.44 ","$5,954.76 "
,OTHER,,186,"$251,512.67 ","$198,427.79 "
,TOTAL,,215,"$258,956.11 ","$204,382.55 "
63276,80'S,,144,"$34,614.84 ","$27,413.23 "
,OTHER,,993,"$1,282,581.98 ","$1,019,931.22 "
,TOTAL,,"1,137","$1,317,196.82 ","$1,047,344.45 "
63277,80'S,,110,"$22,761.32 ","$17,860.97 "
,OTHER,,698,"$758,911.10 ","$601,072.68 "
,TOTAL,,808,"$781,672.42 ","$618,933.65 "
63278,80'S,,3,$747.88 ,$598.30 
,OTHER,,67,"$71,838.30 ","$57,382.63 "
,TOTAL,,70,"$72,586.18 ","$57,980.93 "
63280,80'S,,44,"$13,289.79 ","$10,631.85 "
,OTHER,,203,"$347,632.97 ","$276,199.00 "
,TOTAL,,247,"$360,922.76 ","$286,830.85 "
63281,80'S,,118,"$34,645.48 ","$27,586.04 "
,OTHER,,597,"$969,586.27 ","$765,246.73 "
,TOTAL,,715,"$1,004,231.75 ","$792,832.77 "
63282,80'S,,78,"$22,269.09 ","$17,815.24 "
,OTHER,,406,"$614,065.46 ","$488,907.07 "
,TOTAL,,484,"$636,334.55 ","$506,722.31 "
63283,80'S,,3,$846.21 ,$676.97 
,OTHER,,19,"$27,493.54 ","$21,130.66 "
,TOTAL,,22,"$28,339.75 ","$21,807.63 "
63285,80'S,,12,"$4,116.81 ","$3,293.45 "
,OTHER,,64,"$138,863.67 ","$109,420.33 "
,TOTAL,,76,"$142,980.48 ","$112,713.78 "
63286,80'S,,22,"$7,627.94 ","$6,102.38 "
,OTHER,,150,"$283,502.18 ","$222,132.00 "
,TOTAL,,172,"$291,130.12 ","$228,234.38 "
63287,80'S,,13,"$5,080.98 ","$4,064.78 "
,OTHER,,88,"$172,486.23 ","$134,551.84 "
,TOTAL,,101,"$177,567.21 ","$138,616.62 "
63290,80'S,,24,"$9,906.87 ","$7,645.12 "
,OTHER,,74,"$175,784.45 ","$139,036.62 "
,TOTAL,,98,"$185,691.32 ","$146,681.74 "
63295,80'S,,3,$150.61 ,$120.50 
,OTHER,,19,"$5,777.83 ","$4,622.26 "
,TOTAL,,22,"$5,928.44 ","$4,742.76 "
63300,80'S,,30,"$7,592.44 ","$6,073.94 "
,OTHER,,139,"$189,192.41 ","$151,353.90 "
,TOTAL,,169,"$196,784.85 ","$157,427.84 "
63301,80'S,,9,"$2,540.09 ","$2,032.07 "
,OTHER,,111,"$143,288.21 ","$114,630.62 "
,TOTAL,,120,"$145,828.30 ","$116,662.69 "
63302,80'S,,1,$318.63 ,$254.90 
,OTHER,,24,"$36,118.82 ","$28,895.03 "
,TOTAL,,25,"$36,437.45 ","$29,149.93 "
63303,80'S,,15,"$4,222.24 ","$3,377.80 "
,OTHER,,106,"$139,718.23 ","$110,298.78 "
,TOTAL,,121,"$143,940.47 ","$113,676.58 "
63304,80'S,,4,"$1,237.66 ",$990.12 
,OTHER,,18,"$29,863.90 ","$23,891.11 "
,TOTAL,,22,"$31,101.56 ","$24,881.23 "
63305,80'S,,1,$334.52 ,$267.62 
,OTHER,,5,"$7,788.06 ","$6,230.44 "
,TOTAL,,6,"$8,122.58 ","$6,498.06 "
63306,OTHER,,3,"$3,237.90 ","$2,590.32 "
,TOTAL,,3,"$3,237.90 ","$2,590.32 "
63307,80'S,,2,$650.62 ,$520.49 
,OTHER,,3,"$6,187.71 ","$4,950.16 "
,TOTAL,,5,"$6,838.33 ","$5,470.65 "
63308,80'S,,30,"$1,611.78 ","$1,289.43 "
,OTHER,,140,"$41,932.82 ","$33,289.91 "
,TOTAL,,170,"$43,544.60 ","$34,579.34 "
63600,SG,,32,"$14,368.40 ","$11,494.72 "
,OTHER,,169,"$128,263.03 ","$100,925.32 "
,TOTAL,,201,"$142,631.43 ","$112,420.04 "
63610,SG,,3,"$1,027.55 ",$822.04 
,OTHER,,49,"$78,511.05 ","$62,574.01 "
