Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 00100 - 01999,,,,,
,BESS REPORTS,CODE RANGES,,,
00210,AA,,"14,041","$6,166,286.37 ","$4,880,317.32 "
,AD,,289,"$24,204.20 ","$19,187.63 "
,QK,,"14,449","$3,442,318.90 ","$2,730,262.62 "
,QZ,,"2,616","$1,069,536.26 ","$845,880.37 "
,OTHER,,"13,078","$2,877,933.96 ","$2,290,208.11 "
,TOTAL,,"44,473","$13,580,279.69 ","$10,765,856.05 "
00212,AA,,61,"$11,993.13 ","$9,375.62 "
,AD,,1,$67.80 ,
,QK,,58,"$5,633.40 ","$4,310.15 "
,QZ,,15,"$3,093.22 ","$2,474.58 "
,OTHER,,91,"$9,563.89 ","$7,526.23 "
,TOTAL,,226,"$30,351.44 ","$23,686.58 "
00214,AA,,"3,766","$1,070,698.02 ","$847,616.63 "
,AD,,70,"$4,889.70 ","$3,911.78 "
,QK,,"3,562","$526,963.67 ","$417,442.94 "
,QZ,,926,"$253,547.94 ","$200,730.57 "
,OTHER,,"3,862","$559,188.42 ","$444,532.31 "
,TOTAL,,"12,186","$2,415,287.75 ","$1,914,234.23 "
00215,AA,,270,"$91,369.63 ","$72,312.27 "
,AD,,2,$361.81 ,$289.45 
,QK,,345,"$67,314.77 ","$53,083.61 "
,QZ,,43,"$13,547.44 ","$10,749.03 "
,OTHER,,232,"$42,256.10 ","$33,636.27 "
,TOTAL,,892,"$214,849.75 ","$170,070.63 "
00216,AA,,"1,075","$648,520.68 ","$507,355.61 "
,AD,,14,"$1,294.19 ","$1,035.37 "
,QK,,"1,355","$458,900.48 ","$363,081.37 "
,QZ,,203,"$110,016.52 ","$87,604.23 "
,OTHER,,"2,149","$523,183.02 ","$416,259.61 "
,TOTAL,,"4,796","$1,741,914.89 ","$1,375,336.19 "
00218,AA,,934,"$473,250.12 ","$375,245.11 "
,AD,,22,"$1,862.94 ","$1,434.30 "
,QK,,"1,105","$316,179.87 ","$248,066.21 "
,QZ,,174,"$89,911.11 ","$71,751.45 "
,OTHER,,822,"$206,095.29 ","$164,212.15 "
,TOTAL,,"3,057","$1,087,299.33 ","$860,709.22 "
00220,AA,,"4,759","$1,536,180.36 ","$1,214,772.54 "
,AD,,91,"$5,889.28 ","$4,711.48 "
,QK,,"5,459","$920,806.43 ","$729,760.24 "
,QZ,,"1,176","$362,337.18 ","$288,906.17 "
,OTHER,,"4,680","$759,695.60 ","$605,034.97 "
,TOTAL,,"16,165","$3,584,908.85 ","$2,843,185.40 "
00222,AA,,292,"$60,566.52 ","$47,396.98 "
,AD,,6,$573.77 ,$459.02 
,QK,,264,"$26,330.12 ","$20,595.05 "
,QZ,,44,"$8,273.54 ","$6,442.83 "
,OTHER,,197,"$19,035.23 ","$14,918.73 "
,TOTAL,,803,"$114,779.18 ","$89,812.61 "
0023T,OTHER,,3,$204.81 ,$163.86 
,TOTAL,,3,$204.81 ,$163.86 
0024T,OTHER,,102,"$121,663.31 ","$95,866.91 "
,TOTAL,,102,"$121,663.31 ","$95,866.91 "
0027T,OTHER,,82,"$40,785.26 ","$32,628.39 "
,TOTAL,,82,"$40,785.26 ","$32,628.39 "
0028T,OTHER,,7,$431.35 ,$345.08 
,TOTAL,,7,$431.35 ,$345.08 
0029T,OTHER,,"2,751","$140,148.16 ","$109,096.97 "
,TOTAL,,"2,751","$140,148.16 ","$109,096.97 "
00300,AA,,"59,970","$11,296,925.31 ","$8,885,454.33 "
,AD,,"1,479","$105,627.58 ","$82,623.93 "
,QK,,"62,592","$6,140,096.25 ","$4,824,180.06 "
,QZ,,"28,908","$4,993,497.15 ","$3,941,183.18 "
,OTHER,,"67,871","$6,471,714.48 ","$5,123,251.11 "
,TOTAL,,"220,820","$29,007,860.77 ","$22,856,692.61 "
0031T,OTHER,,6,$156.56 ,$132.12 
,TOTAL,,6,$156.56 ,$132.12 
00320,AA,,"52,803","$11,681,466.57 ","$9,227,786.17 "
,AD,,"1,045","$76,137.10 ","$59,907.79 "
,QK,,"52,643","$6,511,164.44 ","$5,144,074.48 "
,QZ,,"15,515","$3,279,939.39 ","$2,600,116.03 "
,OTHER,,"54,459","$6,371,374.56 ","$5,068,740.19 "
,TOTAL,,"176,465","$27,920,082.06 ","$22,100,624.66 "
00322,AA,,38,"$5,820.46 ","$4,500.68 "
,AD,,42,"$3,229.28 ","$2,548.84 "
,QK,,42,"$3,120.44 ","$2,496.32 "
,QZ,,18,"$2,288.26 ","$1,699.55 "
,OTHER,,62,"$5,832.16 ","$4,651.69 "
,TOTAL,,202,"$20,290.60 ","$15,897.08 "
00326,AA,,87,"$18,831.89 ","$15,060.92 "
,AD,,1,$70.04 ,$56.03 
,QK,,41,"$4,637.84 ","$3,614.11 "
,QZ,,2,$637.18 ,$509.74 
,OTHER,,44,"$4,719.09 ","$3,725.03 "
,TOTAL,,175,"$28,896.04 ","$22,965.83 "
0033T,OTHER,,201,"$265,133.61 ","$211,177.55 "
,TOTAL,,201,"$265,133.61 ","$211,177.55 "
0034T,OTHER,,450,"$618,694.28 ","$494,747.55 "
,TOTAL,,450,"$618,694.28 ","$494,747.55 "
0035T,OTHER,,319,"$203,652.50 ","$162,611.09 "
,TOTAL,,319,"$203,652.50 ","$162,611.09 "
00350,AA,,"38,536","$13,663,407.50 ","$10,832,178.84 "
,AD,,730,"$53,437.62 ","$42,311.81 "
,QK,,"31,424","$5,797,026.48 ","$4,588,219.04 "
,QZ,,"9,638","$3,297,583.65 ","$2,619,823.95 "
,OTHER,,"33,887","$6,133,252.88 ","$4,884,770.60 "
,TOTAL,,"114,215","$28,944,708.13 ","$22,967,304.24 "
00352,AA,,"4,708","$805,428.19 ","$638,885.09 "
,AD,,100,"$6,773.64 ","$5,362.89 "
,QK,,"5,107","$439,576.23 ","$347,708.24 "
,QZ,,"1,816","$293,393.61 ","$233,500.05 "
,OTHER,,"5,533","$474,709.10 ","$377,973.11 "
,TOTAL,,"17,264","$2,019,880.77 ","$1,603,429.38 "
0036T,OTHER,,150,"$49,364.84 ","$39,491.88 "
,TOTAL,,150,"$49,364.84 ","$39,491.88 "
0037T,OTHER,,7,"$4,857.82 ","$3,886.26 "
,TOTAL,,7,"$4,857.82 ","$3,886.26 "
0038T,OTHER,,133,"$34,463.13 ","$27,570.57 "
,TOTAL,,133,"$34,463.13 ","$27,570.57 "
0039T,OTHER,,309,"$91,002.56 ","$72,780.71 "
,TOTAL,,309,"$91,002.56 ","$72,780.71 "
0040T,OTHER,,210,"$44,871.55 ","$35,662.54 "
,TOTAL,,210,"$44,871.55 ","$35,662.54 "
00400,AA,,"119,378","$16,114,620.39 ","$12,667,907.42 "
,AD,,"2,802","$192,515.77 ","$150,106.57 "
,QK,,"119,562","$8,372,822.63 ","$6,586,430.39 "
,QZ,,"50,589","$6,428,303.64 ","$5,062,752.43 "
,OTHER,,"140,899","$9,680,006.00 ","$7,660,773.32 "
,TOTAL,,"433,230","$40,788,268.43 ","$32,127,970.13 "
00402,AA,,"5,951","$1,613,839.12 ","$1,254,526.62 "
,AD,,144,"$12,792.24 ","$9,928.72 "
,QK,,"5,952","$857,550.77 ","$660,899.38 "
,QZ,,"1,647","$430,153.16 ","$335,270.79 "
,OTHER,,"6,345","$885,524.82 ","$699,079.82 "
,TOTAL,,"20,039","$3,799,860.11 ","$2,959,705.33 "
00404,AA,,"14,200","$3,328,803.12 ","$2,638,577.60 "
,AD,,316,"$22,892.87 ","$18,097.56 "
,QK,,"11,335","$1,377,235.64 ","$1,090,482.90 "
,QZ,,"5,056","$1,157,392.17 ","$915,716.18 "
,OTHER,,"13,020","$1,568,523.88 ","$1,246,025.39 "
,TOTAL,,"43,927","$7,454,847.68 ","$5,908,899.63 "
00406,AA,,247,"$96,611.03 ","$76,873.91 "
,AD,,1,$70.04 ,$56.03 
,QK,,171,"$33,588.11 ","$26,149.51 "
,QZ,,178,"$66,234.24 ","$52,827.78 "
,OTHER,,499,"$99,465.48 ","$79,302.57 "
,TOTAL,,"1,096","$295,968.90 ","$235,209.80 "
00410,AA,,"23,577","$2,367,853.94 ","$1,861,624.55 "
,AD,,287,"$18,822.25 ","$14,895.02 "
,QK,,"11,993","$599,337.14 ","$471,080.55 "
,QZ,,"6,832","$661,119.49 ","$521,122.26 "
,OTHER,,"16,398","$825,076.61 ","$650,788.26 "
,TOTAL,,"59,087","$4,472,209.43 ","$3,519,510.64 "
0042T,OTHER,,62,"$9,319.89 ","$7,455.91 "
,TOTAL,,62,"$9,319.89 ","$7,455.91 "
0044T,OTHER,,6,$347.00 ,$221.60 
,TOTAL,,6,$347.00 ,$221.60 
0045T,OTHER,,35,"$5,141.28 ","$4,113.02 "
,TOTAL,,35,"$5,141.28 ","$4,113.02 "
00450,AA,,"1,115","$226,883.10 ","$178,053.58 "
,AD,,21,"$1,513.65 ","$1,126.75 "
,QK,,"1,032","$117,597.40 ","$91,550.33 "
,QZ,,385,"$81,191.85 ","$64,717.76 "
,OTHER,,"1,244","$137,786.08 ","$108,825.97 "
,TOTAL,,"3,797","$564,972.08 ","$444,274.39 "
00452,AA,,37,"$9,917.27 ","$7,908.38 "
,AD,,1,$67.80 ,$54.24 
,QK,,32,"$5,454.18 ","$4,275.35 "
,QZ,,7,"$1,574.42 ","$1,259.54 "
,OTHER,,38,"$5,815.62 ","$4,652.52 "
,TOTAL,,115,"$22,829.29 ","$18,150.03 "
00454,AA,,52,"$6,926.73 ","$5,541.40 "
,AD,,4,$261.26 ,$209.01 
,QK,,38,"$2,616.25 ","$2,093.01 "
,QZ,,22,"$2,748.34 ","$2,198.69 "
,OTHER,,50,"$3,471.16 ","$2,776.92 "
,TOTAL,,166,"$16,023.74 ","$12,819.03 "
0046T,OTHER,,12,$729.80 ,$583.82 
,TOTAL,,12,$729.80 ,$583.82 
00470,AA,,661,"$151,752.10 ","$119,814.98 "
,AD,,18,"$1,464.59 ","$1,171.65 "
,QK,,607,"$75,154.59 ","$59,525.00 "
,QZ,,155,"$31,200.48 ","$24,867.74 "
,OTHER,,616,"$72,392.90 ","$57,599.96 "
,TOTAL,,"2,057","$331,964.66 ","$262,979.33 "
00472,AA,,110,"$39,445.96 ","$31,361.67 "
,AD,,4,$280.40 ,$224.33 
,QK,,97,"$19,801.36 ","$15,592.25 "
,QZ,,15,"$5,156.64 ","$4,125.32 "
,OTHER,,123,"$23,348.60 ","$18,609.64 "
,TOTAL,,349,"$88,032.96 ","$69,913.21 "
00474,AA,,103,"$48,381.38 ","$38,504.04 "
,AD,,1,$66.76 ,$53.41 
,QK,,84,"$21,327.96 ","$17,062.37 "
,QZ,,15,"$7,479.55 ","$5,895.64 "
,OTHER,,71,"$18,257.01 ","$14,599.29 "
,TOTAL,,274,"$95,512.66 ","$76,114.75 "
0048T,OTHER,,11,"$8,017.84 ","$6,414.28 "
,TOTAL,,11,"$8,017.84 ","$6,414.28 "
0050T,OTHER,,6,$958.50 ,$766.80 
,TOTAL,,6,$958.50 ,$766.80 
00500,AA,,"1,459","$926,996.30 ","$736,580.13 "
,AD,,35,"$2,235.24 ","$1,788.22 "
,QK,,"1,753","$601,115.60 ","$478,583.72 "
,QZ,,332,"$158,705.76 ","$125,422.53 "
,OTHER,,"1,265","$383,753.39 ","$305,625.82 "
,TOTAL,,"4,844","$2,072,806.29 ","$1,648,000.42 "
00520,AA,,"19,396","$3,451,040.98 ","$2,732,361.17 "
,AD,,253,"$17,644.80 ","$13,960.02 "
,QK,,"14,365","$1,304,126.67 ","$1,030,430.13 "
,QZ,,"8,904","$1,427,632.40 ","$1,133,018.25 "
,OTHER,,"18,309","$1,642,209.53 ","$1,304,183.20 "
,TOTAL,,"61,227","$7,842,654.38 ","$6,213,952.77 "
00522,AA,,149,"$26,556.75 ","$20,946.71 "
,AD,,3,$219.38 ,$175.50 
,QK,,188,"$15,132.53 ","$11,903.64 "
,QZ,,92,"$13,558.07 ","$10,817.45 "
,OTHER,,274,"$24,106.38 ","$19,131.99 "
,TOTAL,,706,"$79,573.11 ","$62,975.29 "
00524,AA,,277,"$41,368.73 ","$32,733.57 "
,AD,,4,$254.81 ,$203.84 
,QK,,225,"$16,710.33 ","$13,004.59 "
,QZ,,193,"$25,439.22 ","$20,274.71 "
,OTHER,,301,"$22,759.34 ","$18,110.44 "
,TOTAL,,"1,000","$106,532.43 ","$84,327.15 "
00528,AA,,"6,406","$1,747,472.80 ","$1,385,586.75 "
,AD,,133,"$9,475.14 ","$7,580.18 "
,QK,,"5,642","$779,612.11 ","$618,679.09 "
,QZ,,"1,206","$315,240.62 ","$250,575.92 "
,OTHER,,"5,651","$769,942.88 ","$613,914.19 "
,TOTAL,,"19,038","$3,621,743.55 ","$2,876,336.13 "
00529,AA,,"1,609","$574,657.66 ","$454,722.64 "
,AD,,66,"$5,387.51 ","$4,197.92 "
,QK,,"1,354","$245,504.11 ","$194,548.97 "
,QZ,,295,"$102,193.93 ","$81,313.64 "
,OTHER,,"1,388","$249,696.12 ","$198,838.39 "
,TOTAL,,"4,712","$1,177,439.33 ","$933,621.56 "
00530,AA,,"35,084","$6,410,461.67 ","$5,079,182.25 "
,AD,,323,"$24,989.33 ","$19,708.11 "
,QK,,"26,253","$2,403,378.50 ","$1,896,610.00 "
,QZ,,"9,087","$1,590,644.85 ","$1,260,541.98 "
,OTHER,,"36,301","$3,311,666.36 ","$2,629,356.48 "
,TOTAL,,"107,048","$13,741,140.71 ","$10,885,398.82 "
00532,AA,,"61,459","$9,271,413.96 ","$7,330,753.09 "
,AD,,"1,241","$85,965.74 ","$67,848.66 "
,QK,,"53,578","$4,003,135.25 ","$3,165,956.15 "
,QZ,,"24,680","$3,545,180.72 ","$2,810,303.54 "
,OTHER,,"66,368","$5,033,769.52 ","$4,000,466.51 "
,TOTAL,,"207,326","$21,939,465.19 ","$17,375,327.95 "
00534,AA,,"17,942","$4,794,946.81 ","$3,797,063.52 "
,AD,,210,"$15,757.52 ","$12,511.95 "
,QK,,"14,665","$2,001,650.16 ","$1,581,332.77 "
,QZ,,"4,823","$1,224,861.21 ","$972,105.54 "
,OTHER,,"16,751","$2,263,505.97 ","$1,798,785.67 "
,TOTAL,,"54,391","$10,300,721.67 ","$8,161,799.45 "
00537,AA,,"10,233","$2,602,324.40 ","$2,059,387.80 "
,AD,,131,"$11,271.91 ","$8,931.37 "
,QK,,"7,514","$1,008,605.34 ","$796,669.02 "
,QZ,,"2,717","$666,997.54 ","$529,115.42 "
,OTHER,,"9,358","$1,244,256.21 ","$986,425.14 "
,TOTAL,,"29,953","$5,533,455.40 ","$4,380,528.75 "
00539,AA,,61,"$38,174.19 ","$30,484.24 "
,AD,,1,$63.96 ,$51.17 
,QK,,65,"$21,718.72 ","$17,374.98 "
,QZ,,7,"$3,271.19 ","$2,616.96 "
,OTHER,,37,"$11,401.04 ","$9,120.82 "
,TOTAL,,171,"$74,629.10 ","$59,648.17 "
0054T,OTHER,,49,"$5,832.41 ","$4,665.94 "
,TOTAL,,49,"$5,832.41 ","$4,665.94 "
00540,AA,,"10,738","$4,519,603.74 ","$3,591,865.85 "
,AD,,169,"$13,058.25 ","$10,097.66 "
,QK,,"8,466","$1,866,026.11 ","$1,483,525.45 "
,QZ,,"1,837","$735,181.50 ","$583,542.05 "
,OTHER,,"8,899","$1,882,237.27 ","$1,501,662.41 "
,TOTAL,,"30,109","$9,016,106.87 ","$7,170,693.42 "
00541,AA,,"15,921","$7,803,908.68 ","$6,194,097.74 "
,AD,,223,"$17,346.16 ","$13,651.19 "
,QK,,"10,805","$2,774,396.85 ","$2,204,572.41 "
,QZ,,"2,199","$1,031,144.54 ","$819,535.10 "
,OTHER,,"9,571","$2,370,052.51 ","$1,890,189.47 "
,TOTAL,,"38,719","$13,996,848.74 ","$11,122,045.91 "
00542,AA,,"3,823","$1,745,669.73 ","$1,385,368.57 "
,AD,,51,"$5,781.13 ","$4,624.94 "
,QK,,"2,572","$600,573.37 ","$477,884.47 "
,QZ,,503,"$218,364.74 ","$174,488.27 "
,OTHER,,"2,565","$586,666.84 ","$467,940.72 "
,TOTAL,,"9,514","$3,157,055.81 ","$2,510,306.97 "
00546,AA,,209,"$112,268.33 ","$89,188.24 "
,AD,,3,$171.90 ,$137.52 
,QK,,157,"$47,186.91 ","$37,407.96 "
,QZ,,45,"$23,101.97 ","$18,481.58 "
,OTHER,,120,"$32,613.36 ","$26,090.70 "
,TOTAL,,534,"$215,342.47 ","$171,306.00 "
00548,AA,,122,"$63,375.07 ","$50,632.05 "
,AD,,3,$217.12 ,$173.70 
,QK,,99,"$26,244.05 ","$20,819.26 "
,QZ,,20,"$8,236.91 ","$6,589.53 "
,OTHER,,119,"$26,838.07 ","$21,470.48 "
,TOTAL,,363,"$124,911.22 ","$99,685.02 "
0055T,OTHER,,15,"$4,851.67 ","$3,881.38 "
,TOTAL,,15,"$4,851.67 ","$3,881.38 "
00550,AA,,"2,931","$976,509.00 ","$775,689.37 "
,AD,,32,"$2,009.11 ","$1,551.25 "
,QK,,"1,989","$337,769.11 ","$267,988.39 "
,QZ,,406,"$131,542.54 ","$104,591.41 "
,OTHER,,"2,000","$333,330.67 ","$264,944.47 "
,TOTAL,,"7,358","$1,781,160.43 ","$1,414,764.89 "
0056T,OTHER,,"1,551","$247,780.95 ","$197,196.88 "
,TOTAL,,"1,551","$247,780.95 ","$197,196.88 "
00560,AA,,"11,091","$4,912,025.45 ","$3,903,106.87 "
,AD,,106,"$7,879.47 ","$6,132.22 "
,QK,,"4,933","$1,097,314.79 ","$872,237.07 "
,QZ,,"1,371","$568,591.45 ","$452,745.23 "
,OTHER,,"6,757","$1,460,196.67 ","$1,164,170.43 "
,TOTAL,,"24,258","$8,046,007.83 ","$6,398,391.82 "
00561,AA,,107,"$100,814.57 ","$80,651.66 "
,QK,,48,"$22,175.43 ","$17,625.44 "
,QZ,,4,"$3,328.59 ","$2,662.88 "
,OTHER,,37,"$15,652.56 ","$12,522.05 "
,TOTAL,,196,"$141,971.15 ","$113,462.03 "
00562,AA,,"95,273","$71,321,577.00 ","$56,577,625.53 "
,AD,,597,"$51,138.37 ","$40,090.13 "
,QK,,"35,132","$13,500,859.77 ","$10,728,648.35 "
,QZ,,"8,661","$6,239,628.49 ","$4,963,789.77 "
,OTHER,,"37,855","$14,208,588.86 ","$11,333,822.87 "
,TOTAL,,"177,518","$105,321,792.49 ","$83,643,976.65 "
00563,AA,,"3,725","$3,302,459.08 ","$2,628,262.03 "
,AD,,14,"$2,567.92 ","$2,054.35 "
,QK,,"2,029","$883,050.12 ","$699,322.33 "
,QZ,,160,"$132,114.16 ","$105,504.76 "
,OTHER,,"1,973","$843,308.51 ","$672,719.06 "
,TOTAL,,"7,901","$5,163,499.79 ","$4,107,862.53 "
00566,AA,,"14,972","$11,749,373.30 ","$9,335,713.51 "
,AD,,64,"$6,621.97 ","$5,225.17 "
,QK,,"4,600","$1,853,233.31 ","$1,471,125.67 "
,QZ,,"1,149","$878,194.04 ","$700,194.13 "
,OTHER,,"4,557","$1,837,667.09 ","$1,462,316.39 "
,TOTAL,,"25,342","$16,325,089.71 ","$12,974,574.87 "
00580,AA,,593,"$534,893.40 ","$425,368.62 "
,AD,,2,$147.92 ,$118.34 
,QK,,287,"$132,081.57 ","$104,870.64 "
,QZ,,9,"$6,576.38 ","$5,261.11 "
,OTHER,,188,"$76,006.76 ","$60,407.99 "
,TOTAL,,"1,079","$749,706.03 ","$596,026.70 "
00600,AA,,"9,657","$3,647,890.88 ","$2,874,057.27 "
