Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 56405 - 58999,,,,,
,BESS REPORTS,CODE RANGES,,,
,80'S,,43,"$1,366.82 ","$1,079.29 "
,OTHER,,435,"$93,927.87 ","$74,227.37 "
,TOTAL,,487,"$97,943.95 ","$77,426.08 "
57210,SG,,5,"$2,202.11 ","$1,761.70 "
,80'S,,41,"$1,405.38 ","$1,124.32 "
,OTHER,,483,"$100,077.27 ","$78,299.54 "
,TOTAL,,529,"$103,684.76 ","$81,185.56 "
57220,SG,,1,$290.30 ,$232.24 
,80'S,,79,"$2,163.59 ","$1,730.89 "
,OTHER,,278,"$45,473.82 ","$36,261.65 "
,TOTAL,,358,"$47,927.71 ","$38,224.78 "
57230,SG,,4,"$1,867.53 ","$1,468.12 "
,80'S,,4,$141.54 ,$113.23 
,OTHER,,44,"$9,573.16 ","$7,533.69 "
,TOTAL,,52,"$11,582.23 ","$9,115.04 "
57240,SG,,187,"$120,840.42 ","$94,402.86 "
,80'S,,"4,681","$188,836.76 ","$148,985.58 "
,OTHER,,"15,628","$3,791,356.96 ","$2,993,867.73 "
,TOTAL,,"20,496","$4,101,034.14 ","$3,237,256.17 "
57250,SG,,63,"$43,962.29 ","$34,752.25 "
,80'S,,"3,253","$126,174.90 ","$99,603.35 "
,OTHER,,"9,899","$2,357,646.90 ","$1,855,823.58 "
,TOTAL,,"13,215","$2,527,784.09 ","$1,990,179.18 "
57260,SG,,54,"$36,781.40 ","$29,021.24 "
,80'S,,"6,681","$381,401.03 ","$300,824.05 "
,OTHER,,"17,229","$5,938,536.61 ","$4,686,435.29 "
,TOTAL,,"23,964","$6,356,719.04 ","$5,016,280.58 "
57265,SG,,12,"$11,859.32 ","$9,292.68 "
,80'S,,"2,474","$209,310.24 ","$165,211.06 "
,OTHER,,"6,781","$3,392,677.17 ","$2,677,660.31 "
,TOTAL,,"9,267","$3,613,846.73 ","$2,852,164.05 "
57267,80'S,,"2,907","$129,144.25 ","$102,263.40 "
,OTHER,,"12,385","$3,341,456.17 ","$2,644,107.21 "
,TOTAL,,"15,292","$3,470,600.42 ","$2,746,370.61 "
57268,SG,,14,"$4,079.89 ","$3,263.91 "
,80'S,,669,"$42,217.16 ","$33,186.51 "
,OTHER,,"1,776","$672,408.24 ","$530,593.96 "
,TOTAL,,"2,459","$718,705.29 ","$567,044.38 "
57270,80'S,,176,"$14,055.44 ","$11,137.26 "
,OTHER,,572,"$270,468.58 ","$214,344.36 "
,TOTAL,,748,"$284,524.02 ","$225,481.62 "
57280,80'S,,"1,495","$190,970.38 ","$150,613.96 "
,OTHER,,"3,968","$3,084,827.75 ","$2,429,847.77 "
,TOTAL,,"5,463","$3,275,798.13 ","$2,580,461.73 "
57282,80'S,,"3,572","$157,142.66 ","$123,974.87 "
,OTHER,,"9,827","$2,606,854.56 ","$2,061,989.73 "
,TOTAL,,"13,399","$2,763,997.22 ","$2,185,964.60 "
57283,80'S,,619,"$41,913.15 ","$33,515.68 "
,OTHER,,"2,410","$954,541.79 ","$755,753.38 "
,TOTAL,,"3,029","$996,454.94 ","$789,269.06 "
57284,80'S,,"1,194","$123,421.47 ","$97,638.29 "
,OTHER,,"3,611","$2,271,079.66 ","$1,793,805.38 "
,TOTAL,,"4,805","$2,394,501.13 ","$1,891,443.67 "
57287,80'S,,184,"$16,807.35 ","$12,986.19 "
,OTHER,,"1,636","$924,916.57 ","$727,887.86 "
,TOTAL,,"1,820","$941,723.92 ","$740,874.05 "
57288,SG,,345,"$231,285.47 ","$181,657.03 "
,80'S,,"9,327","$1,011,430.07 ","$795,229.28 "
,OTHER,,"42,784","$29,577,969.07 ","$23,312,208.80 "
,TOTAL,,"52,456","$30,820,684.61 ","$24,289,095.11 "
57289,80'S,,22,"$2,173.55 ","$1,738.87 "
,OTHER,,76,"$45,262.09 ","$36,119.82 "
,TOTAL,,98,"$47,435.64 ","$37,858.69 "
57291,80'S,,3,$209.11 ,$167.29 
,OTHER,,15,"$6,994.20 ","$5,595.35 "
,TOTAL,,18,"$7,203.31 ","$5,762.64 "
57292,80'S,,31,"$3,990.36 ","$3,192.31 "
,OTHER,,87,"$61,831.68 ","$48,878.02 "
,TOTAL,,118,"$65,822.04 ","$52,070.33 "
57300,SG,,5,"$2,519.87 ","$2,015.90 "
,80'S,,36,"$1,940.38 ","$1,552.31 "
,OTHER,,215,"$82,039.30 ","$64,043.70 "
,TOTAL,,256,"$86,499.55 ","$67,611.91 "
57305,80'S,,99,"$7,603.36 ","$6,082.66 "
,OTHER,,323,"$149,902.96 ","$119,055.42 "
,TOTAL,,422,"$157,506.32 ","$125,138.08 "
57307,80'S,,11,"$1,326.63 ","$1,061.31 "
,OTHER,,42,"$27,416.45 ","$21,933.18 "
,TOTAL,,53,"$28,743.08 ","$22,994.49 "
57308,80'S,,9,$726.22 ,$580.97 
,OTHER,,74,"$34,422.03 ","$27,537.62 "
,TOTAL,,83,"$35,148.25 ","$28,118.59 "
57310,80'S,,7,$355.83 ,$269.23 
,OTHER,,29,"$8,355.02 ","$6,684.02 "
,TOTAL,,36,"$8,710.85 ","$6,953.25 "
57311,80'S,,1,$83.98 ,$67.18 
,OTHER,,12,"$4,396.00 ","$3,428.81 "
,TOTAL,,13,"$4,479.98 ","$3,495.99 "
57320,80'S,,21,"$1,550.49 ","$1,185.83 "
,OTHER,,121,"$51,867.03 ","$41,003.19 "
,TOTAL,,142,"$53,417.52 ","$42,189.02 "
57330,80'S,,4,$423.40 ,$338.72 
,OTHER,,11,"$7,643.50 ","$6,114.79 "
,TOTAL,,15,"$8,066.90 ","$6,453.51 "
57335,80'S,,1,$184.11 ,$147.29 
,OTHER,,9,"$9,355.78 ","$6,782.38 "
,TOTAL,,10,"$9,539.89 ","$6,929.67 "
57400,SG,,8,"$2,937.29 ","$2,349.83 "
,80'S,,1,$10.36 ,$8.29 
,OTHER,,138,"$15,739.16 ","$12,410.07 "
,TOTAL,,147,"$18,686.81 ","$14,768.19 "
57410,SG,,421,"$130,969.63 ","$103,880.89 "
,OTHER,,"6,027","$487,144.58 ","$378,046.72 "
,TOTAL,,"6,448","$618,114.21 ","$481,927.61 "
57415,SG,,52,"$21,595.74 ","$17,242.32 "
,80'S,,5,$90.95 ,$72.77 
,OTHER,,621,"$81,429.76 ","$63,586.12 "
,TOTAL,,678,"$103,116.45 ","$80,901.21 "
57420,OTHER,,"4,331","$471,817.34 ","$350,902.77 "
,TOTAL,,"4,331","$471,817.34 ","$350,902.77 "
57421,OTHER,,"3,537","$539,698.00 ","$408,860.98 "
,TOTAL,,"3,537","$539,698.00 ","$408,860.98 "
57425,80'S,,288,"$35,961.44 ","$28,319.56 "
,OTHER,,640,"$487,454.99 ","$385,800.14 "
,TOTAL,,928,"$523,416.43 ","$414,119.70 "
57452,OTHER,,"12,807","$1,298,208.27 ","$961,383.52 "
,TOTAL,,"12,807","$1,298,208.27 ","$961,383.52 "
57454,OTHER,,"21,172","$3,295,357.07 ","$2,475,557.32 "
,TOTAL,,"21,172","$3,295,357.07 ","$2,475,557.32 "
57455,OTHER,,"2,831","$397,957.60 ","$298,183.56 "
,TOTAL,,"2,831","$397,957.60 ","$298,183.56 "
57456,OTHER,,"2,359","$310,607.96 ","$229,992.47 "
,TOTAL,,"2,359","$310,607.96 ","$229,992.47 "
57460,OTHER,,"1,540","$396,679.80 ","$307,285.58 "
,TOTAL,,"1,540","$396,679.80 ","$307,285.58 "
57461,OTHER,,697,"$195,401.56 ","$150,872.40 "
,TOTAL,,697,"$195,401.56 ","$150,872.40 "
57500,OTHER,,"8,706","$1,040,751.58 ","$784,232.77 "
,TOTAL,,"8,706","$1,040,751.58 ","$784,232.77 "
57505,OTHER,,"3,252","$296,200.47 ","$225,584.46 "
,TOTAL,,"3,252","$296,200.47 ","$225,584.46 "
57510,OTHER,,662,"$82,462.43 ","$63,374.15 "
,TOTAL,,662,"$82,462.43 ","$63,374.15 "
57511,OTHER,,"2,383","$337,396.95 ","$252,905.62 "
,TOTAL,,"2,383","$337,396.95 ","$252,905.62 "
57513,SG,,15,"$5,732.92 ","$4,478.26 "
,OTHER,,292,"$33,991.85 ","$26,609.91 "
,TOTAL,,307,"$39,724.77 ","$31,088.17 "
57520,SG,,204,"$84,412.01 ","$66,631.18 "
,OTHER,,"2,319","$607,256.67 ","$476,333.13 "
,TOTAL,,"2,523","$691,668.68 ","$542,964.31 "
57522,SG,,310,"$127,351.70 ","$98,922.26 "
,OTHER,,"2,723","$628,995.92 ","$487,892.58 "
,TOTAL,,"3,033","$756,347.62 ","$586,814.84 "
57530,80'S,,33,"$1,065.53 ",$852.45 
,OTHER,,133,"$26,382.61 ","$21,090.78 "
,TOTAL,,166,"$27,448.14 ","$21,943.23 "
57531,80'S,,1,$291.34 ,$233.07 
,OTHER,,18,"$28,956.11 ","$23,164.88 "
,TOTAL,,19,"$29,247.45 ","$23,397.95 "
57540,80'S,,8,$793.50 ,$634.79 
,OTHER,,27,"$13,957.33 ","$11,165.88 "
,TOTAL,,35,"$14,750.83 ","$11,800.67 "
57545,OTHER,,6,"$3,471.46 ","$2,777.17 "
,TOTAL,,6,"$3,471.46 ","$2,777.17 "
57550,SG,,1,$498.19 ,$398.55 
,80'S,,11,$424.52 ,$339.60 
,OTHER,,38,"$10,652.30 ","$8,433.84 "
,TOTAL,,50,"$11,575.01 ","$9,171.99 "
57555,80'S,,7,$404.09 ,$323.29 
,OTHER,,30,"$11,526.09 ","$9,220.89 "
,TOTAL,,37,"$11,930.18 ","$9,544.18 "
57556,80'S,,60,"$4,126.86 ","$3,301.48 "
,OTHER,,158,"$63,784.16 ","$50,453.79 "
,TOTAL,,218,"$67,911.02 ","$53,755.27 "
57700,OTHER,,6,"$1,335.30 ","$1,068.24 "
,TOTAL,,6,"$1,335.30 ","$1,068.24 "
57720,SG,,7,"$3,355.49 ","$2,596.39 "
,80'S,,2,$44.61 ,$35.68 
,OTHER,,38,"$7,983.25 ","$6,386.59 "
,TOTAL,,47,"$11,383.35 ","$9,018.66 "
57800,OTHER,,836,"$48,275.59 ","$35,914.96 "
,TOTAL,,836,"$48,275.59 ","$35,914.96 "
57820,SG,,5,"$2,509.68 ","$2,007.75 "
,OTHER,,101,"$9,921.72 ","$7,835.63 "
,TOTAL,,106,"$12,431.40 ","$9,843.38 "
58100,OTHER,,"79,046","$8,676,723.17 ","$6,563,933.93 "
,TOTAL,,"79,046","$8,676,723.17 ","$6,563,933.93 "
58120,SG,,"1,489","$642,020.13 ","$504,070.58 "
,OTHER,,"18,375","$3,709,048.97 ","$2,914,423.90 "
,TOTAL,,"19,864","$4,351,069.10 ","$3,418,494.48 "
58140,80'S,,112,"$14,995.19 ","$11,916.88 "
,OTHER,,348,"$272,514.94 ","$212,919.56 "
,TOTAL,,460,"$287,510.13 ","$224,836.44 "
58145,SG,,8,"$5,796.22 ","$4,636.97 "
,80'S,,7,$520.99 ,$416.80 
,OTHER,,161,"$82,973.28 ","$65,926.08 "
,TOTAL,,176,"$89,290.49 ","$70,979.85 "
58146,80'S,,21,"$4,091.57 ","$3,185.25 "
,OTHER,,65,"$73,261.37 ","$58,553.63 "
,TOTAL,,86,"$77,352.94 ","$61,738.88 "
58150,80'S,,"9,537","$1,377,187.42 ","$1,082,711.12 "
,OTHER,,"24,034","$20,922,535.37 ","$16,491,573.32 "
,TOTAL,,"33,571","$22,299,722.79 ","$17,574,284.44 "
58152,80'S,,341,"$65,300.96 ","$51,034.57 "
,OTHER,,859,"$979,039.55 ","$769,795.55 "
,TOTAL,,"1,200","$1,044,340.51 ","$820,830.12 "
58180,80'S,,501,"$72,157.00 ","$56,621.91 "
,OTHER,,"1,383","$1,206,317.11 ","$951,775.52 "
,TOTAL,,"1,884","$1,278,474.11 ","$1,008,397.43 "
58200,80'S,,540,"$108,350.56 ","$86,434.36 "
,OTHER,,"2,871","$3,474,308.72 ","$2,764,571.56 "
,TOTAL,,"3,411","$3,582,659.28 ","$2,851,005.92 "
58210,80'S,,889,"$242,552.56 ","$192,463.95 "
,OTHER,,"4,118","$6,633,293.39 ","$5,279,089.24 "
,TOTAL,,"5,007","$6,875,845.95 ","$5,471,553.19 "
58240,80'S,,72,"$26,414.18 ","$21,115.31 "
,OTHER,,216,"$442,568.01 ","$352,140.71 "
,TOTAL,,288,"$468,982.19 ","$373,256.02 "
58260,80'S,,"4,634","$578,963.01 ","$456,364.46 "
,OTHER,,"9,784","$7,440,043.42 ","$5,868,082.60 "
,TOTAL,,"14,418","$8,019,006.43 ","$6,324,447.06 "
58262,80'S,,"1,871","$262,960.26 ","$206,783.32 "
,OTHER,,"4,424","$3,758,676.81 ","$2,955,497.32 "
,TOTAL,,"6,295","$4,021,637.07 ","$3,162,280.64 "
58263,80'S,,483,"$73,936.93 ","$58,475.98 "
,OTHER,,"1,276","$1,196,431.09 ","$944,089.62 "
,TOTAL,,"1,759","$1,270,368.02 ","$1,002,565.60 "
58267,80'S,,113,"$18,793.28 ","$15,011.49 "
,OTHER,,269,"$262,956.22 ","$209,416.94 "
,TOTAL,,382,"$281,749.50 ","$224,428.43 "
58270,80'S,,542,"$73,504.81 ","$58,270.45 "
,OTHER,,"1,207","$996,964.90 ","$787,653.08 "
,TOTAL,,"1,749","$1,070,469.71 ","$845,923.53 "
58275,80'S,,44,"$6,844.37 ","$5,475.50 "
,OTHER,,136,"$128,177.00 ","$101,289.06 "
,TOTAL,,180,"$135,021.37 ","$106,764.56 "
58280,80'S,,89,"$14,923.62 ","$11,938.93 "
,OTHER,,226,"$228,794.29 ","$181,954.32 "
,TOTAL,,315,"$243,717.91 ","$193,893.25 "
58285,80'S,,4,$859.95 ,$687.96 
,OTHER,,21,"$20,152.96 ","$16,122.40 "
,TOTAL,,25,"$21,012.91 ","$16,810.36 "
58290,80'S,,62,"$11,176.77 ","$8,516.45 "
,OTHER,,165,"$182,096.14 ","$140,459.35 "
,TOTAL,,227,"$193,272.91 ","$148,975.80 "
58291,80'S,,43,"$8,589.46 ","$6,783.56 "
,OTHER,,111,"$134,358.16 ","$106,604.64 "
,TOTAL,,154,"$142,947.62 ","$113,388.20 "
58292,80'S,,13,"$2,765.43 ","$2,173.52 "
,OTHER,,50,"$63,370.43 ","$50,555.72 "
,TOTAL,,63,"$66,135.86 ","$52,729.24 "
58293,80'S,,7,"$1,553.54 ","$1,242.83 "
,OTHER,,16,"$21,938.10 ","$17,424.13 "
,TOTAL,,23,"$23,491.64 ","$18,666.96 "
58294,80'S,,25,"$4,823.52 ","$3,858.83 "
,OTHER,,132,"$76,699.13 ","$61,025.39 "
,TOTAL,,157,"$81,522.65 ","$64,884.22 "
58301,OTHER,,572,"$47,093.28 ","$35,141.08 "
,TOTAL,,572,"$47,093.28 ","$35,141.08 "
58321,OTHER,,6,$459.15 ,$364.18 
,TOTAL,,6,$459.15 ,$364.18 
58322,OTHER,,66,"$6,008.75 ","$4,561.24 "
,TOTAL,,66,"$6,008.75 ","$4,561.24 "
58323,OTHER,,27,$489.62 ,$356.42 
,TOTAL,,27,$489.62 ,$356.42 
58340,OTHER,,"6,996","$965,081.36 ","$742,749.93 "
,TOTAL,,"6,996","$965,081.36 ","$742,749.93 "
58345,OTHER,,9,"$2,048.29 ","$1,448.82 "
,TOTAL,,9,"$2,048.29 ","$1,448.82 "
58346,SG,,2,$857.28 ,$685.82 
,OTHER,,45,"$18,339.60 ","$14,671.62 "
,TOTAL,,47,"$19,196.88 ","$15,357.44 "
58350,SG,,8,"$2,300.98 ","$1,840.78 "
,OTHER,,133,"$5,921.37 ","$4,660.72 "
,TOTAL,,141,"$8,222.35 ","$6,501.50 "
58353,SG,,125,"$60,532.81 ","$47,594.88 "
,80'S,,12,$370.58 ,$296.47 
,OTHER,,591,"$132,854.54 ","$102,692.48 "
,TOTAL,,728,"$193,757.93 ","$150,583.83 "
58356,OTHER,,49,"$48,392.31 ","$38,585.28 "
,TOTAL,,49,"$48,392.31 ","$38,585.28 "
58400,80'S,,76,"$2,820.03 ","$2,232.98 "
,OTHER,,230,"$53,058.22 ","$42,167.81 "
,TOTAL,,306,"$55,878.25 ","$44,400.79 "
58410,80'S,,1,$119.28 ,$95.42 
,OTHER,,11,"$7,042.53 ","$5,616.48 "
,TOTAL,,12,"$7,161.81 ","$5,711.90 "
58520,80'S,,2,$113.58 ,$90.86 
,OTHER,,17,"$9,586.10 ","$7,668.89 "
,TOTAL,,19,"$9,699.68 ","$7,759.75 "
58540,OTHER,,3,"$2,552.72 ","$2,042.17 "
,TOTAL,,3,"$2,552.72 ","$2,042.17 "
58545,SG,,9,"$12,004.50 ","$9,603.60 "
,80'S,,27,"$3,744.94 ","$2,995.98 "
,OTHER,,161,"$132,691.32 ","$104,830.39 "
,TOTAL,,197,"$148,440.76 ","$117,429.97 "
58546,80'S,,3,$570.39 ,$456.31 
,OTHER,,11,"$12,878.62 ","$9,274.83 "
,TOTAL,,14,"$13,449.01 ","$9,731.14 "
58550,SG,,10,"$13,331.06 ","$10,605.85 "
,80'S,,619,"$83,010.92 ","$64,702.78 "
,OTHER,,"1,460","$1,188,774.89 ","$929,710.15 "
,TOTAL,,"2,089","$1,285,116.87 ","$1,005,018.78 "
58552,80'S,,"1,658","$251,262.69 ","$195,450.61 "
,OTHER,,"3,802","$3,478,127.91 ","$2,722,541.02 "
,TOTAL,,"5,460","$3,729,390.60 ","$2,917,991.63 "
58553,80'S,,28,"$4,944.50 ","$3,863.54 "
,OTHER,,86,"$94,271.34 ","$71,044.20 "
,TOTAL,,114,"$99,215.84 ","$74,907.74 "
58554,80'S,,99,"$20,997.88 ","$16,710.34 "
,OTHER,,254,"$327,467.28 ","$259,021.31 "
,TOTAL,,353,"$348,465.16 ","$275,731.65 "
58555,SG,,175,"$37,754.25 ","$29,892.70 "
,OTHER,,"2,083","$334,400.37 ","$261,466.50 "
,TOTAL,,"2,258","$372,154.62 ","$291,359.20 "
58558,SG,,"5,044","$2,508,419.01 ","$1,975,913.46 "
,OTHER,,"37,427","$10,282,862.81 ","$8,080,053.16 "
,TOTAL,,"42,471","$12,791,281.82 ","$10,055,966.62 "
58559,SG,,8,"$1,977.88 ","$1,582.31 "
,80'S,,1,$62.41 ,$49.93 
,OTHER,,147,"$46,805.32 ","$36,461.20 "
,TOTAL,,156,"$48,845.61 ","$38,093.44 "
58560,SG,,1,$253.73 ,$202.98 
,80'S,,1,$63.16 ,$50.53 
,OTHER,,73,"$28,290.69 ","$22,106.44 "
,TOTAL,,75,"$28,607.58 ","$22,359.95 "
58561,SG,,131,"$60,219.65 ","$47,163.19 "
,80'S,,6,$512.48 ,$401.34 
,OTHER,,"1,039","$596,454.76 ","$470,485.22 "
,TOTAL,,"1,176","$657,186.89 ","$518,049.75 "
58562,SG,,2,"$1,006.96 ",$805.57 
,OTHER,,75,"$22,319.86 ","$17,195.55 "
,TOTAL,,77,"$23,326.82 ","$18,001.12 "
58563,SG,,377,"$228,939.05 ","$177,118.66 "
,80'S,,7,$659.37 ,$522.73 
,OTHER,,"3,816","$1,416,251.22 ","$1,093,431.07 "
,TOTAL,,"4,200","$1,645,849.64 ","$1,271,072.46 "
58565,SG,,4,"$2,132.29 ","$1,705.82 "
,OTHER,,66,"$33,945.81 ","$26,729.72 "
,TOTAL,,70,"$36,078.10 ","$28,435.54 "
58578,80'S,,36,"$5,636.37 ","$4,509.11 "
,OTHER,,227,"$174,136.63 ","$138,887.02 "
,TOTAL,,263,"$179,773.00 ","$143,396.13 "
