Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 80048 - 89342,,,,,
,BESS REPORTS,CODE RANGES,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
,TOTAL,,326,"$10,762.98 ","$10,682.48 "
82638,GLOBL,,61,"$1,042.86 ","$1,042.86 "
,TOTAL,,61,"$1,042.86 ","$1,042.86 "
82646,GLOBL,,"1,315","$37,936.71 ","$37,839.71 "
,TOTAL,,"1,315","$37,936.71 ","$37,839.71 "
82649,GLOBL,,275,"$9,875.25 ","$9,841.85 "
,TOTAL,,275,"$9,875.25 ","$9,841.85 "
82651,GLOBL,,"6,657","$239,539.45 ","$239,272.47 "
,TOTAL,,"6,657","$239,539.45 ","$239,272.47 "
82652,GLOBL,,"55,989","$2,826,021.68 ","$2,820,783.26 "
,TOTAL,,"55,989","$2,826,021.68 ","$2,820,783.26 "
82654,GLOBL,,10,$180.99 ,$180.99 
,TOTAL,,10,$180.99 ,$180.99 
82656,GLOBL,,"1,704","$25,685.98 ","$25,565.46 "
,TOTAL,,"1,704","$25,685.98 ","$25,565.46 "
82657,GLOBL,,"2,764","$67,916.91 ","$67,639.07 "
,TOTAL,,"2,764","$67,916.91 ","$67,639.07 "
82658,GLOBL,,71,"$1,791.33 ","$1,791.33 "
,TOTAL,,71,"$1,791.33 ","$1,791.33 "
82664,GLOBL,,"66,225","$3,174,614.54 ","$3,171,173.28 "
,TOTAL,,"66,225","$3,174,614.54 ","$3,171,173.28 "
82666,GLOBL,,3,$54.75 ,$54.75 
,TOTAL,,3,$54.75 ,$54.75 
82668,GLOBL,,"81,334","$2,117,744.61 ","$2,114,550.58 "
,TOTAL,,"81,334","$2,117,744.61 ","$2,114,550.58 "
82670,GLOBL,,"82,174","$3,142,388.42 ","$3,128,628.95 "
,TOTAL,,"82,174","$3,142,388.42 ","$3,128,628.95 "
82671,GLOBL,,"2,230","$96,479.82 ","$96,003.03 "
,TOTAL,,"2,230","$96,479.82 ","$96,003.03 "
82672,GLOBL,,"11,439","$335,547.59 ","$334,889.98 "
,TOTAL,,"11,439","$335,547.59 ","$334,889.98 "
82677,GLOBL,,"7,918","$249,266.91 ","$248,572.34 "
,TOTAL,,"7,918","$249,266.91 ","$248,572.34 "
82679,GLOBL,,"6,969","$210,120.37 ","$209,494.57 "
,TOTAL,,"6,969","$210,120.37 ","$209,494.57 "
82690,GLOBL,,20,$483.00 ,$483.00 
,TOTAL,,20,$483.00 ,$483.00 
82693,GLOBL,,27,$548.60 ,$548.60 
,TOTAL,,27,$548.60 ,$548.60 
82696,GLOBL,,274,"$7,727.55 ","$7,610.65 "
,TOTAL,,274,"$7,727.55 ","$7,610.65 "
82705,GLOBL,,"11,436","$75,272.35 ","$75,177.00 "
,TOTAL,,"11,436","$75,272.35 ","$75,177.00 "
82710,GLOBL,,"1,973","$44,962.39 ","$44,808.93 "
,TOTAL,,"1,973","$44,962.39 ","$44,808.93 "
82715,GLOBL,,784,"$17,528.35 ","$17,515.35 "
,TOTAL,,784,"$17,528.35 ","$17,515.35 "
82725,GLOBL,,"4,969","$72,611.09 ","$72,522.88 "
,TOTAL,,"4,969","$72,611.09 ","$72,522.88 "
82726,GLOBL,,601,"$14,934.39 ","$14,835.86 "
,TOTAL,,601,"$14,934.39 ","$14,835.86 "
82728,GLOBL,,"2,851,652","$54,200,147.16 ","$54,134,738.62 "
,TOTAL,,"2,851,652","$54,200,147.16 ","$54,134,738.62 "
82731,GLOBL,,126,"$9,610.96 ","$9,485.47 "
,TOTAL,,126,"$9,610.96 ","$9,485.47 "
82735,GLOBL,,82,"$2,071.39 ","$2,027.94 "
,TOTAL,,82,"$2,071.39 ","$2,027.94 "
82742,GLOBL,,352,"$9,694.77 ","$9,694.77 "
,TOTAL,,352,"$9,694.77 ","$9,694.77 "
82746,GLOBL,,"1,200,769","$24,498,888.06 ","$24,468,369.68 "
,TOTAL,,"1,200,769","$24,498,888.06 ","$24,468,369.68 "
82747,GLOBL,,"48,808","$1,095,711.55 ","$1,094,095.07 "
,TOTAL,,"48,808","$1,095,711.55 ","$1,094,095.07 "
82757,GLOBL,,8,$169.47 ,$152.70 
,TOTAL,,8,$169.47 ,$152.70 
82759,GLOBL,,6,$149.36 ,$149.36 
,TOTAL,,6,$149.36 ,$149.36 
82760,GLOBL,,615,"$9,581.41 ","$9,579.85 "
,TOTAL,,615,"$9,581.41 ","$9,579.85 "
82775,GLOBL,,98,"$2,871.63 ","$2,871.63 "
,TOTAL,,98,"$2,871.63 ","$2,871.63 "
82776,GLOBL,,2,$23.42 ,$23.42 
,TOTAL,,2,$23.42 ,$23.42 
82784,GLOBL,,"881,163","$10,844,938.33 ","$10,825,579.09 "
,TOTAL,,"881,163","$10,844,938.33 ","$10,825,579.09 "
82785,GLOBL,,"74,261","$1,675,062.09 ","$1,670,304.71 "
,TOTAL,,"74,261","$1,675,062.09 ","$1,670,304.71 "
82787,GLOBL,,"30,901","$295,228.39 ","$294,788.13 "
,TOTAL,,"30,901","$295,228.39 ","$294,788.13 "
82800,GLOBL,,"1,477","$17,175.23 ","$16,959.00 "
,TOTAL,,"1,477","$17,175.23 ","$16,959.00 "
82803,GLOBL,,"51,577","$1,348,033.59 ","$1,337,757.21 "
,TOTAL,,"51,577","$1,348,033.59 ","$1,337,757.21 "
82805,GLOBL,,"23,387","$907,316.06 ","$900,012.40 "
,TOTAL,,"23,387","$907,316.06 ","$900,012.40 "
82810,GLOBL,,"1,830","$22,300.83 ","$22,253.58 "
,TOTAL,,"1,830","$22,300.83 ","$22,253.58 "
82820,GLOBL,,"1,378","$19,230.17 ","$19,112.65 "
,TOTAL,,"1,378","$19,230.17 ","$19,112.65 "
82926,GLOBL,,76,$578.36 ,$578.36 
,TOTAL,,76,$578.36 ,$578.36 
82928,GLOBL,,8,$70.57 ,$70.57 
,TOTAL,,8,$70.57 ,$70.57 
82938,GLOBL,,7,$173.04 ,$173.04 
,TOTAL,,7,$173.04 ,$173.04 
82941,GLOBL,,"8,374","$205,471.06 ","$204,941.04 "
,TOTAL,,"8,374","$205,471.06 ","$204,941.04 "
82943,GLOBL,,704,"$13,710.94 ","$13,689.07 "
,TOTAL,,704,"$13,710.94 ","$13,689.07 "
82945,GLOBL,,"19,960","$105,727.64 ","$105,599.92 "
,TOTAL,,"19,960","$105,727.64 ","$105,599.92 "
82946,GLOBL,,221,"$3,622.25 ","$3,577.80 "
,TOTAL,,221,"$3,622.25 ","$3,577.80 "
82947,TC,,18,$84.01 ,$84.01 
,GLOBL,,"3,462,751","$14,069,875.99 ","$14,024,966.79 "
,TOTAL,,"3,462,769","$14,069,960.00 ","$14,025,050.80 "
82948,GLOBL,,"442,454","$1,946,537.38 ","$1,932,871.93 "
,TOTAL,,"442,454","$1,946,537.38 ","$1,932,871.93 "
82950,GLOBL,,"79,299","$522,411.21 ","$520,858.27 "
,TOTAL,,"79,299","$522,411.21 ","$520,858.27 "
82951,GLOBL,,"65,588","$1,115,675.82 ","$1,112,149.57 "
,TOTAL,,"65,588","$1,115,675.82 ","$1,112,149.57 "
82952,GLOBL,,"55,253","$287,457.95 ","$286,435.77 "
,TOTAL,,"55,253","$287,457.95 ","$286,435.77 "
82953,GLOBL,,22,$454.13 ,$454.13 
,TOTAL,,22,$454.13 ,$454.13 
82955,GLOBL,,"9,371","$114,916.19 ","$114,559.12 "
,TOTAL,,"9,371","$114,916.19 ","$114,559.12 "
82960,GLOBL,,"1,975","$16,607.14 ","$16,592.87 "
,TOTAL,,"1,975","$16,607.14 ","$16,592.87 "
82962,GLOBL,,"3,060,103","$9,859,155.41 ","$9,807,502.54 "
,TOTAL,,"3,060,103","$9,859,155.41 ","$9,807,502.54 "
82963,GLOBL,,17,$445.13 ,$445.13 
,TOTAL,,17,$445.13 ,$445.13 
82965,GLOBL,,70,$662.12 ,$645.24 
,TOTAL,,70,$662.12 ,$645.24 
82975,GLOBL,,75,"$1,659.75 ","$1,659.75 "
,TOTAL,,75,"$1,659.75 ","$1,659.75 "
82977,GLOBL,,"1,159,107","$3,693,432.52 ","$3,684,576.59 "
,TOTAL,,"1,159,107","$3,693,432.52 ","$3,684,576.59 "
82978,GLOBL,,"2,340","$46,398.56 ","$46,279.01 "
,TOTAL,,"2,340","$46,398.56 ","$46,279.01 "
82979,GLOBL,,18,$173.16 ,$173.16 
,TOTAL,,18,$173.16 ,$173.16 
82980,GLOBL,,"6,727","$172,127.80 ","$172,122.68 "
,TOTAL,,"6,727","$172,127.80 ","$172,122.68 "
82985,GLOBL,,"124,771","$2,585,904.57 ","$2,578,915.42 "
,TOTAL,,"124,771","$2,585,904.57 ","$2,578,915.42 "
83001,GLOBL,,"105,733","$2,737,348.24 ","$2,724,669.27 "
,TOTAL,,"105,733","$2,737,348.24 ","$2,724,669.27 "
83002,GLOBL,,"86,206","$2,224,109.74 ","$2,215,253.15 "
,TOTAL,,"86,206","$2,224,109.74 ","$2,215,253.15 "
83003,GLOBL,,"9,829","$226,687.57 ","$226,132.15 "
,TOTAL,,"9,829","$226,687.57 ","$226,132.15 "
83008,GLOBL,,91,$493.63 ,$493.63 
,TOTAL,,91,$493.63 ,$493.63 
83009,GLOBL,,120,"$5,199.27 ","$5,199.27 "
,TOTAL,,120,"$5,199.27 ","$5,199.27 "
83010,GLOBL,,"57,004","$969,170.63 ","$967,640.47 "
,TOTAL,,"57,004","$969,170.63 ","$967,640.47 "
83012,GLOBL,,7,$165.56 ,$165.56 
,TOTAL,,7,$165.56 ,$165.56 
83013,GLOBL,,"42,023","$3,873,059.93 ","$3,854,974.74 "
,TOTAL,,"42,023","$3,873,059.93 ","$3,854,974.74 "
83014,GLOBL,,"35,831","$396,715.78 ","$394,414.77 "
,TOTAL,,"35,831","$396,715.78 ","$394,414.77 "
83015,GLOBL,,319,"$7,620.34 ","$7,578.19 "
,TOTAL,,319,"$7,620.34 ","$7,578.19 "
83018,GLOBL,,"3,359","$58,674.71 ","$58,653.79 "
,TOTAL,,"3,359","$58,674.71 ","$58,653.79 "
83020,26,,"6,353","$127,140.54 ","$97,930.06 "
,GLOBL,,"9,223","$159,521.14 ","$158,842.34 "
,TOTAL,,"15,576","$286,661.68 ","$256,772.40 "
83021,GLOBL,,"19,071","$456,763.08 ","$455,969.51 "
,TOTAL,,"19,071","$456,763.08 ","$455,969.51 "
83026,GLOBL,,"12,799","$42,205.60 ","$42,049.91 "
,TOTAL,,"12,799","$42,205.60 ","$42,049.91 "
83030,GLOBL,,85,$969.52 ,$959.71 
,TOTAL,,85,$969.52 ,$959.71 
83033,GLOBL,,"1,049","$6,827.77 ","$6,817.15 "
,TOTAL,,"1,049","$6,827.77 ","$6,817.15 "
83036,GLOBL,,"10,299,450","$139,170,824.15 ","$138,707,201.92 "
,TOTAL,,"10,299,450","$139,170,824.15 ","$138,707,201.92 "
83045,GLOBL,,27,$183.08 ,$112.46 
,TOTAL,,27,$183.08 ,$112.46 
83050,GLOBL,,"6,778","$52,289.98 ","$51,736.63 "
,TOTAL,,"6,778","$52,289.98 ","$51,736.63 "
83051,GLOBL,,"4,049","$39,154.10 ","$39,108.09 "
,TOTAL,,"4,049","$39,154.10 ","$39,108.09 "
83055,GLOBL,,4,$20.30 ,$20.30 
,TOTAL,,4,$20.30 ,$20.30 
83060,GLOBL,,39,$416.22 ,$415.06 
,TOTAL,,39,$416.22 ,$415.06 
83065,GLOBL,,1,$9.62 ,$9.62 
,TOTAL,,1,$9.62 ,$9.62 
83068,GLOBL,,629,"$7,335.95 ","$7,328.54 "
,TOTAL,,629,"$7,335.95 ","$7,328.54 "
83069,GLOBL,,36,$198.36 ,$198.36 
,TOTAL,,36,$198.36 ,$198.36 
83070,GLOBL,,984,"$6,150.68 ","$6,143.38 "
,TOTAL,,984,"$6,150.68 ","$6,143.38 "
83071,GLOBL,,6,$57.02 ,$57.02 
,TOTAL,,6,$57.02 ,$57.02 
83080,GLOBL,,240,"$5,527.30 ","$5,527.30 "
,TOTAL,,240,"$5,527.30 ","$5,527.30 "
83088,GLOBL,,"1,371","$55,747.26 ","$55,715.89 "
,TOTAL,,"1,371","$55,747.26 ","$55,715.89 "
83090,GLOBL,,"757,314","$17,752,309.03 ","$17,721,806.40 "
,TOTAL,,"757,314","$17,752,309.03 ","$17,721,806.40 "
83150,GLOBL,,668,"$15,283.81 ","$15,231.01 "
,TOTAL,,668,"$15,283.81 ","$15,231.01 "
83491,GLOBL,,"1,619","$39,544.32 ","$39,130.72 "
,TOTAL,,"1,619","$39,544.32 ","$39,130.72 "
83497,GLOBL,,"10,925","$193,940.20 ","$193,618.34 "
,TOTAL,,"10,925","$193,940.20 ","$193,618.34 "
83498,GLOBL,,"3,492","$129,083.70 ","$128,868.98 "
,TOTAL,,"3,492","$129,083.70 ","$128,868.98 "
83499,GLOBL,,2,$70.44 ,$70.44 
,TOTAL,,2,$70.44 ,$70.44 
83500,GLOBL,,214,"$5,733.19 ","$5,667.10 "
,TOTAL,,214,"$5,733.19 ","$5,667.10 "
83505,GLOBL,,750,"$25,407.27 ","$25,305.92 "
,TOTAL,,750,"$25,407.27 ","$25,305.92 "
83516,GLOBL,,"199,818","$3,076,626.03 ","$3,065,899.71 "
,TOTAL,,"199,818","$3,076,626.03 ","$3,065,899.71 "
83518,GLOBL,,"25,171","$278,350.44 ","$276,769.88 "
,TOTAL,,"25,171","$278,350.44 ","$276,769.88 "
83519,GLOBL,,"24,139","$448,568.68 ","$447,247.17 "
,TOTAL,,"24,139","$448,568.68 ","$447,247.17 "
83520,GLOBL,,"218,329","$3,917,532.63 ","$3,908,631.50 "
,TOTAL,,"218,329","$3,917,532.63 ","$3,908,631.50 "
83525,GLOBL,,"119,353","$1,897,971.39 ","$1,893,138.48 "
,TOTAL,,"119,353","$1,897,971.39 ","$1,893,138.48 "
83527,GLOBL,,"1,283","$23,022.47 ","$23,007.99 "
,TOTAL,,"1,283","$23,022.47 ","$23,007.99 "
83528,GLOBL,,21,$465.66 ,$443.44 
,TOTAL,,21,$465.66 ,$443.44 
83540,GLOBL,,"3,989,898","$35,284,682.50 ","$35,251,326.16 "
,TOTAL,,"3,989,898","$35,284,682.50 ","$35,251,326.16 "
83550,GLOBL,,"2,962,508","$35,409,471.89 ","$35,374,739.71 "
,TOTAL,,"2,962,508","$35,409,471.89 ","$35,374,739.71 "
83570,GLOBL,,7,$81.18 ,$81.18 
,TOTAL,,7,$81.18 ,$81.18 
83582,GLOBL,,58,"$1,148.19 ","$1,148.19 "
,TOTAL,,58,"$1,148.19 ","$1,148.19 "
83586,GLOBL,,823,"$14,699.51 ","$14,637.90 "
,TOTAL,,823,"$14,699.51 ","$14,637.90 "
83593,GLOBL,,"1,003","$31,569.66 ","$31,162.82 "
,TOTAL,,"1,003","$31,569.66 ","$31,162.82 "
83605,GLOBL,,"10,568","$152,840.78 ","$152,617.30 "
,TOTAL,,"10,568","$152,840.78 ","$152,617.30 "
83615,GLOBL,,"2,064,265","$7,142,095.10 ","$7,119,868.48 "
,TOTAL,,"2,064,265","$7,142,095.10 ","$7,119,868.48 "
83625,GLOBL,,"6,360","$108,080.83 ","$107,893.32 "
,TOTAL,,"6,360","$108,080.83 ","$107,893.32 "
83630,GLOBL,,"2,675","$42,669.22 ","$42,560.59 "
,TOTAL,,"2,675","$42,669.22 ","$42,560.59 "
83632,GLOBL,,4,$112.96 ,$112.96 
,TOTAL,,4,$112.96 ,$112.96 
83633,GLOBL,,1,$7.69 ,$7.69 
,TOTAL,,1,$7.69 ,$7.69 
83634,GLOBL,,4,$64.40 ,$64.40 
,TOTAL,,4,$64.40 ,$64.40 
83655,GLOBL,,"16,318","$273,377.91 ","$273,102.46 "
,TOTAL,,"16,318","$273,377.91 ","$273,102.46 "
83661,GLOBL,,31,$925.64 ,$925.64 
,TOTAL,,31,$925.64 ,$925.64 
83663,GLOBL,,18,$437.97 ,$437.97 
,TOTAL,,18,$437.97 ,$437.97 
83664,GLOBL,,1,$26.43 ,$26.43 
,TOTAL,,1,$26.43 ,$26.43 
83670,GLOBL,,175,"$2,235.00 ","$2,235.00 "
,TOTAL,,175,"$2,235.00 ","$2,235.00 "
83690,GLOBL,,"342,960","$3,241,013.31 ","$3,234,115.15 "
,TOTAL,,"342,960","$3,241,013.31 ","$3,234,115.15 "
83715,GLOBL,,"24,598","$381,425.46 ","$381,090.87 "
,TOTAL,,"24,598","$381,425.46 ","$381,090.87 "
83716,GLOBL,,"361,548","$12,217,065.54 ","$12,202,721.24 "
,TOTAL,,"361,548","$12,217,065.54 ","$12,202,721.24 "
83718,GLOBL,,"752,013","$8,400,859.13 ","$8,386,962.48 "
,TOTAL,,"752,013","$8,400,859.13 ","$8,386,962.48 "
83719,GLOBL,,"38,529","$572,023.98 ","$570,284.69 "
,TOTAL,,"38,529","$572,023.98 ","$570,284.69 "
83721,GLOBL,,"1,630,748","$21,588,077.84 ","$21,505,862.94 "
,TOTAL,,"1,630,748","$21,588,077.84 ","$21,505,862.94 "
83727,GLOBL,,140,"$3,351.96 ","$3,351.96 "
,TOTAL,,140,"$3,351.96 ","$3,351.96 "
83735,GLOBL,,"1,559,362","$14,399,840.29 ","$14,359,088.13 "
,TOTAL,,"1,559,362","$14,399,840.29 ","$14,359,088.13 "
83775,GLOBL,,2,$20.60 ,$20.60 
,TOTAL,,2,$20.60 ,$20.60 
83785,GLOBL,,830,"$25,994.32 ","$25,932.93 "
,TOTAL,,830,"$25,994.32 ","$25,932.93 "
83788,GLOBL,,103,"$1,308.10 ","$1,308.10 "
,TOTAL,,103,"$1,308.10 ","$1,308.10 "
83789,GLOBL,,"3,718","$93,104.29 ","$92,861.97 "
,TOTAL,,"3,718","$93,104.29 ","$92,861.97 "
83805,GLOBL,,"3,948","$97,187.46 ","$96,030.86 "
,TOTAL,,"3,948","$97,187.46 ","$96,030.86 "
83825,GLOBL,,"11,145","$247,282.82 ","$247,014.90 "
,TOTAL,,"11,145","$247,282.82 ","$247,014.90 "
83835,GLOBL,,"22,308","$526,360.53 ","$525,618.96 "
,TOTAL,,"22,308","$526,360.53 ","$525,618.96 "
83840,GLOBL,,"30,995","$698,904.90 ","$693,813.64 "
,TOTAL,,"30,995","$698,904.90 ","$693,813.64 "
83857,GLOBL,,7,$105.07 ,$105.07 
,TOTAL,,7,$105.07 ,$105.07 
83858,GLOBL,,78,"$1,548.06 ","$1,548.06 "
,TOTAL,,78,"$1,548.06 ","$1,548.06 "
83864,GLOBL,,3,$78.01 ,$78.01 
,TOTAL,,3,$78.01 ,$78.01 
83866,GLOBL,,2,$24.67 ,$24.67 
,TOTAL,,2,$24.67 ,$24.67 
83872,GLOBL,,"8,120","$66,139.52 ","$66,013.24 "
,TOTAL,,"8,120","$66,139.52 ","$66,013.24 "
83873,GLOBL,,305,"$7,322.60 ","$7,320.20 "
,TOTAL,,305,"$7,322.60 ","$7,320.20 "
83874,GLOBL,,"38,405","$690,074.45 ","$687,427.53 "
,TOTAL,,"38,405","$690,074.45 ","$687,427.53 "
83880,GLOBL,,"705,199","$32,894,420.69 ","$32,819,136.23 "
,TOTAL,,"705,199","$32,894,420.69 ","$32,819,136.23 "
83883,GLOBL,,"42,547","$779,436.87 ","$778,261.03 "
,TOTAL,,"42,547","$779,436.87 ","$778,261.03 "
83885,GLOBL,,291,"$6,563.38 ","$6,552.46 "
,TOTAL,,291,"$6,563.38 ","$6,552.46 "
83887,GLOBL,,622,"$20,411.12 ","$20,323.88 "
,TOTAL,,622,"$20,411.12 ","$20,323.88 "
83890,GLOBL,,"21,550","$117,446.60 ","$117,154.40 "
,TOTAL,,"21,550","$117,446.60 ","$117,154.40 "
83891,GLOBL,,"52,009","$283,435.77 ","$282,721.31 "
,TOTAL,,"52,009","$283,435.77 ","$282,721.31 "
83892,GLOBL,,"117,275","$654,344.80 ","$653,350.49 "
,TOTAL,,"117,275","$654,344.80 ","$653,350.49 "
83893,GLOBL,,"5,498","$29,521.69 ","$29,450.85 "
,TOTAL,,"5,498","$29,521.69 ","$29,450.85 "
83894,GLOBL,,"56,709","$291,925.01 ","$290,931.44 "
,TOTAL,,"56,709","$291,925.01 ","$290,931.44 "
83896,GLOBL,,"335,044","$1,848,112.45 ","$1,844,759.57 "
,TOTAL,,"335,044","$1,848,112.45 ","$1,844,759.57 "
83897,GLOBL,,"1,110","$6,081.15 ","$6,052.79 "
,TOTAL,,"1,110","$6,081.15 ","$6,052.79 "
83898,GLOBL,,"351,039","$5,927,137.16 ","$5,887,093.16 "
,TOTAL,,"351,039","$5,927,137.16 ","$5,887,093.16 "
83901,GLOBL,,"21,183","$415,319.77 ","$413,371.11 "
,TOTAL,,"21,183","$415,319.77 ","$413,371.11 "
83902,GLOBL,,"11,077","$155,761.37 ","$155,314.63 "
,TOTAL,,"11,077","$155,761.37 ","$155,314.63 "
83903,GLOBL,,"54,336","$1,242,819.09 ","$1,241,235.22 "
,TOTAL,,"54,336","$1,242,819.09 ","$1,241,235.22 "
83904,GLOBL,,"289,187","$4,815,447.29 ","$4,780,815.73 "
,TOTAL,,"289,187","$4,815,447.29 ","$4,780,815.73 "
83905,GLOBL,,"1,212","$27,134.78 ","$26,959.04 "
,TOTAL,,"1,212","$27,134.78 ","$26,959.04 "
83906,GLOBL,,291,"$1,679.44 ","$1,677.10 "
,TOTAL,,291,"$1,679.44 ","$1,677.10 "
83912,26,,"27,554","$532,814.34 ","$414,469.27 "
,GLOBL,,"81,803","$443,739.18 ","$442,611.39 "
,TOTAL,,"109,357","$976,553.52 ","$857,080.66 "
83915,GLOBL,,"3,050","$47,427.43 ","$47,379.96 "
,TOTAL,,"3,050","$47,427.43 ","$47,379.96 "
83916,GLOBL,,"1,635","$45,717.29 ","$45,652.20 "
,TOTAL,,"1,635","$45,717.29 ","$45,652.20 "
83918,GLOBL,,"7,972","$183,139.36 ","$182,726.90 "
,TOTAL,,"7,972","$183,139.36 ","$182,726.90 "
83919,GLOBL,,196,"$2,948.00 ","$2,948.00 "
,TOTAL,,196,"$2,948.00 ","$2,948.00 "
83921,GLOBL,,"91,766","$2,003,656.03 ","$2,001,644.95 "
,TOTAL,,"91,766","$2,003,656.03 ","$2,001,644.95 "
83925,GLOBL,,"63,537","$1,720,227.88 ","$1,710,810.36 "
,TOTAL,,"63,537","$1,720,227.88 ","$1,710,810.36 "
83930,GLOBL,,"20,871","$186,653.41 ","$186,433.28 "
,TOTAL,,"20,871","$186,653.41 ","$186,433.28 "
83935,GLOBL,,"18,686","$173,276.41 ","$173,022.08 "
,TOTAL,,"18,686","$173,276.41 ","$173,022.08 "
83937,GLOBL,,"8,727","$290,684.87 ","$290,200.00 "
,TOTAL,,"8,727","$290,684.87 ","$290,200.00 "
83945,GLOBL,,"20,574","$368,388.59 ","$366,668.33 "
,TOTAL,,"20,574","$368,388.59 ","$366,668.33 "
83950,GLOBL,,472,"$41,483.97 ","$41,474.97 "
,TOTAL,,472,"$41,483.97 ","$41,474.97 "
83970,GLOBL,,"2,215,163","$127,678,476.25 ","$127,570,567.42 "
,TOTAL,,"2,215,163","$127,678,476.25 ","$127,570,567.42 "
83986,GLOBL,,"53,693","$260,991.17 ","$259,004.90 "
,TOTAL,,"53,693","$260,991.17 ","$259,004.90 "
83992,GLOBL,,"27,032","$554,426.80 ","$549,654.82 "
,TOTAL,,"27,032","$554,426.80 ","$549,654.82 "
84022,GLOBL,,779,"$16,547.93 ","$16,543.58 "
,TOTAL,,779,"$16,547.93 ","$16,543.58 "
84030,GLOBL,,581,"$4,333.20 ","$4,325.51 "
,TOTAL,,581,"$4,333.20 ","$4,325.51 "
84035,GLOBL,,10,$50.30 ,$50.30 
,TOTAL,,10,$50.30 ,$50.30 
84060,GLOBL,,"4,852","$49,846.92 ","$49,825.92 "
,TOTAL,,"4,852","$49,846.92 ","$49,825.92 "
84061,GLOBL,,1,$11.06 ,$11.06 
,TOTAL,,1,$11.06 ,$11.06 
84066,GLOBL,,"32,124","$433,433.68 ","$432,012.41 "
,TOTAL,,"32,124","$433,433.68 ","$432,012.41 "
84075,GLOBL,,"1,034,720","$1,850,793.92 ","$1,847,108.06 "
,TOTAL,,"1,034,720","$1,850,793.92 ","$1,847,108.06 "
84078,GLOBL,,"1,027","$10,137.51 ","$10,083.39 "
,TOTAL,,"1,027","$10,137.51 ","$10,083.39 "
84080,GLOBL,,"39,579","$794,912.62 ","$793,135.68 "
,TOTAL,,"39,579","$794,912.62 ","$793,135.68 "
84081,GLOBL,,112,"$2,530.76 ","$2,523.83 "
,TOTAL,,112,"$2,530.76 ","$2,523.83 "
84087,GLOBL,,22,$301.69 ,$301.69 
,TOTAL,,22,$301.69 ,$301.69 
84100,GLOBL,,"2,758,325","$7,973,643.49 ","$7,962,937.52 "
,TOTAL,,"2,758,325","$7,973,643.49 ","$7,962,937.52 "
84105,GLOBL,,"20,240","$145,265.69 ","$144,530.13 "
,TOTAL,,"20,240","$145,265.69 ","$144,530.13 "
84106,GLOBL,,14,$83.67 ,$83.67 
,TOTAL,,14,$83.67 ,$83.67 
84110,GLOBL,,902,"$10,613.85 ","$10,544.25 "
,TOTAL,,902,"$10,613.85 ","$10,544.25 "
84119,GLOBL,,31,$313.19 ,$302.36 
,TOTAL,,31,$313.19 ,$302.36 
84120,GLOBL,,"1,448","$29,723.31 ","$29,587.58 "
,TOTAL,,"1,448","$29,723.31 ","$29,587.58 "
84126,GLOBL,,96,"$3,415.86 ","$3,380.27 "
,TOTAL,,96,"$3,415.86 ","$3,380.27 "
84127,GLOBL,,1,$16.28 ,$16.28 
,TOTAL,,1,$16.28 ,$16.28 
84132,GLOBL,,"2,171,855","$7,965,470.11 ","$7,950,598.14 "
,TOTAL,,"2,171,855","$7,965,470.11 ","$7,950,598.14 "
84133,GLOBL,,"24,342","$145,873.08 ","$145,326.48 "
,TOTAL,,"24,342","$145,873.08 ","$145,326.48 "
84134,GLOBL,,"276,803","$4,493,948.90 ","$4,491,287.25 "
,TOTAL,,"276,803","$4,493,948.90 ","$4,491,287.25 "
84135,GLOBL,,188,"$4,289.56 ","$4,173.31 "
,TOTAL,,188,"$4,289.56 ","$4,173.31 "
84138,GLOBL,,150,"$3,655.02 ","$3,591.00 "
,TOTAL,,150,"$3,655.02 ","$3,591.00 "
84140,GLOBL,,"5,147","$143,725.34 ","$143,604.05 "
,TOTAL,,"5,147","$143,725.34 ","$143,604.05 "
84143,GLOBL,,283,"$8,823.97 ","$8,769.49 "
,TOTAL,,283,"$8,823.97 ","$8,769.49 "
84144,GLOBL,,"44,497","$1,274,552.33 ","$1,270,971.32 "
,TOTAL,,"44,497","$1,274,552.33 ","$1,270,971.32 "
84146,GLOBL,,"100,277","$2,711,921.90 ","$2,703,489.88 "
,TOTAL,,"100,277","$2,711,921.90 ","$2,703,489.88 "
84150,GLOBL,,783,"$26,261.41 ","$26,074.73 "
,TOTAL,,783,"$26,261.41 ","$26,074.73 "
84152,GLOBL,,"21,512","$552,091.33 ","$549,790.95 "
,TOTAL,,"21,512","$552,091.33 ","$549,790.95 "
84153,GLOBL,,"3,282,174","$84,178,526.50 ","$83,923,245.04 "
,TOTAL,,"3,282,174","$84,178,526.50 ","$83,923,245.04 "
84154,GLOBL,,"210,272","$5,391,281.05 ","$5,380,522.84 "
,TOTAL,,"210,272","$5,391,281.05 ","$5,380,522.84 "
84155,GLOBL,,"708,588","$1,515,310.97 ","$1,513,512.61 "
,TOTAL,,"708,588","$1,515,310.97 ","$1,513,512.61 "
84156,GLOBL,,"358,126","$1,824,633.21 ","$1,820,777.02 "
,TOTAL,,"358,126","$1,824,633.21 ","$1,820,777.02 "
84157,GLOBL,,"10,727","$54,532.54 ","$54,222.69 "
