Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 65091 - 68899,,,,,
,BESS REPORTS,CODE RANGES,,,
,TOTAL,,"2,677","$1,392,045.84 ","$1,100,230.08 "
67316,SG,,73,"$41,074.37 ","$32,728.42 "
,80'S,,2,$213.07 ,$170.45 
,OTHER,,263,"$177,343.60 ","$140,861.67 "
,TOTAL,,338,"$218,631.04 ","$173,760.54 "
67318,SG,,56,"$28,585.21 ","$22,371.09 "
,OTHER,,247,"$122,780.21 ","$95,722.00 "
,TOTAL,,303,"$151,365.42 ","$118,093.09 "
67320,SG,,89,"$41,130.82 ","$32,595.80 "
,OTHER,,344,"$88,166.46 ","$69,212.19 "
,TOTAL,,433,"$129,297.28 ","$101,807.99 "
67331,SG,,173,"$75,533.79 ","$59,847.60 "
,OTHER,,553,"$131,227.34 ","$104,153.47 "
,TOTAL,,726,"$206,761.13 ","$164,001.07 "
67332,SG,,396,"$183,820.51 ","$146,159.75 "
,80'S,,42,"$1,962.66 ","$1,456.63 "
,OTHER,,"1,571","$419,511.01 ","$330,551.70 "
,TOTAL,,"2,009","$605,294.18 ","$478,168.08 "
67334,SG,,17,"$6,463.87 ","$5,171.10 "
,OTHER,,99,"$22,764.95 ","$18,007.73 "
,TOTAL,,116,"$29,228.82 ","$23,178.83 "
67335,SG,,522,"$215,026.46 ","$171,119.23 "
,OTHER,,"1,518","$220,666.39 ","$174,177.81 "
,TOTAL,,"2,040","$435,692.85 ","$345,297.04 "
67340,SG,,12,"$4,949.97 ","$3,871.98 "
,80'S,,4,$178.57 ,$142.87 
,OTHER,,58,"$16,166.25 ","$12,739.88 "
,TOTAL,,74,"$21,294.79 ","$16,754.73 "
67343,SG,,10,"$9,082.29 ","$7,265.84 "
,80'S,,6,$560.67 ,$448.54 
,OTHER,,143,"$49,641.97 ","$39,308.22 "
,TOTAL,,159,"$59,284.93 ","$47,022.60 "
67345,OTHER,,611,"$121,798.55 ","$94,978.88 "
,TOTAL,,611,"$121,798.55 ","$94,978.88 "
67350,SG,,11,"$2,197.50 ","$1,758.00 "
,80'S,,2,$36.18 ,$28.94 
,OTHER,,31,"$3,398.50 ","$2,718.75 "
,TOTAL,,44,"$5,632.18 ","$4,505.69 "
67399,80'S,,1,$102.33 ,$81.86 
,OTHER,,21,"$8,061.19 ","$6,448.93 "
,TOTAL,,22,"$8,163.52 ","$6,530.79 "
67400,SG,,363,"$154,752.58 ","$123,246.28 "
,80'S,,108,"$14,175.45 ","$11,308.35 "
,OTHER,,"1,667","$1,236,449.95 ","$983,160.84 "
,TOTAL,,"2,138","$1,405,377.98 ","$1,117,715.47 "
67405,SG,,27,"$15,950.86 ","$12,464.63 "
,80'S,,7,$855.34 ,$684.27 
,OTHER,,161,"$100,401.34 ","$78,955.21 "
,TOTAL,,195,"$117,207.54 ","$92,104.11 "
67412,SG,,638,"$442,553.00 ","$350,194.34 "
,80'S,,54,"$6,935.32 ","$5,473.26 "
,OTHER,,"1,643","$1,262,624.17 ","$997,689.99 "
,TOTAL,,"2,335","$1,712,112.49 ","$1,353,357.59 "
67413,SG,,36,"$24,784.61 ","$19,786.95 "
,80'S,,8,"$1,035.62 ",$828.50 
,OTHER,,136,"$102,400.97 ","$80,124.41 "
,TOTAL,,180,"$128,221.20 ","$100,739.86 "
67414,80'S,,25,"$3,076.68 ","$2,461.38 "
,OTHER,,234,"$190,800.37 ","$150,021.74 "
,TOTAL,,259,"$193,877.05 ","$152,483.12 "
67415,SG,,5,"$1,170.04 ",$936.02 
,80'S,,2,$28.01 ,$22.41 
,OTHER,,76,"$6,084.38 ","$4,746.30 "
,TOTAL,,83,"$7,282.43 ","$5,704.73 "
67420,SG,,50,"$37,113.29 ","$29,074.19 "
,80'S,,16,"$3,793.84 ","$3,035.08 "
,OTHER,,164,"$223,208.68 ","$175,836.84 "
,TOTAL,,230,"$264,115.81 ","$207,946.11 "
67430,SG,,3,"$2,542.19 ","$2,033.75 "
,OTHER,,9,"$9,203.64 ","$7,362.92 "
,TOTAL,,12,"$11,745.83 ","$9,396.67 "
67440,SG,,1,$816.25 ,$653.00 
,OTHER,,23,"$20,377.63 ","$15,179.04 "
,TOTAL,,24,"$21,193.88 ","$15,832.04 "
67445,SG,,4,"$3,330.06 ","$2,664.05 "
,80'S,,38,"$7,157.17 ","$5,713.12 "
,OTHER,,202,"$221,833.83 ","$176,150.63 "
,TOTAL,,244,"$232,321.06 ","$184,527.80 "
67450,SG,,19,"$12,936.16 ","$10,291.17 "
,80'S,,5,$917.20 ,$733.76 
,OTHER,,87,"$91,727.22 ","$73,379.49 "
,TOTAL,,111,"$105,580.58 ","$84,404.42 "
67500,OTHER,,"14,694","$763,388.24 ","$596,477.34 "
,TOTAL,,"14,694","$763,388.24 ","$596,477.34 "
67505,OTHER,,"1,087","$62,414.66 ","$48,810.94 "
,TOTAL,,"1,087","$62,414.66 ","$48,810.94 "
67515,OTHER,,"37,747","$1,591,665.40 ","$1,220,073.52 "
,TOTAL,,"37,747","$1,591,665.40 ","$1,220,073.52 "
67550,SG,,50,"$27,453.66 ","$20,101.22 "
,OTHER,,210,"$162,485.22 ","$128,017.71 "
,TOTAL,,260,"$189,938.88 ","$148,118.93 "
67560,SG,,57,"$19,732.32 ","$15,443.77 "
,80'S,,4,$567.01 ,$453.60 
,OTHER,,150,"$120,557.51 ","$95,070.14 "
,TOTAL,,211,"$140,856.84 ","$110,967.51 "
67570,SG,,9,"$4,344.48 ","$3,475.58 "
,80'S,,11,"$1,464.46 ","$1,171.57 "
,OTHER,,157,"$116,504.71 ","$92,548.73 "
,TOTAL,,177,"$122,313.65 ","$97,195.88 "
67599,80'S,,3,$409.75 ,$327.80 
,OTHER,,42,"$18,644.19 ","$14,898.15 "
,TOTAL,,45,"$19,053.94 ","$15,225.95 "
67700,OTHER,,"5,790","$1,418,510.77 ","$1,110,257.73 "
,TOTAL,,"5,790","$1,418,510.77 ","$1,110,257.73 "
67710,OTHER,,870,"$159,389.55 ","$123,877.96 "
,TOTAL,,870,"$159,389.55 ","$123,877.96 "
67715,SG,,204,"$38,926.00 ","$31,140.84 "
,OTHER,,488,"$44,172.02 ","$35,138.12 "
,TOTAL,,692,"$83,098.02 ","$66,278.96 "
67800,OTHER,,"21,745","$2,440,795.10 ","$1,804,022.53 "
,TOTAL,,"21,745","$2,440,795.10 ","$1,804,022.53 "
67801,OTHER,,"3,666","$543,407.70 ","$414,836.98 "
,TOTAL,,"3,666","$543,407.70 ","$414,836.98 "
67805,OTHER,,"1,575","$278,814.52 ","$216,599.17 "
,TOTAL,,"1,575","$278,814.52 ","$216,599.17 "
67808,SG,,141,"$51,548.45 ","$41,043.70 "
,OTHER,,263,"$66,579.18 ","$52,677.98 "
,TOTAL,,404,"$118,127.63 ","$93,721.68 "
67810,OTHER,,"40,229","$6,876,781.83 ","$5,317,476.02 "
,TOTAL,,"40,229","$6,876,781.83 ","$5,317,476.02 "
67820,OTHER,,"293,554","$16,009,845.74 ","$11,994,332.74 "
,TOTAL,,"293,554","$16,009,845.74 ","$11,994,332.74 "
67825,OTHER,,"11,422","$1,222,575.66 ","$935,661.47 "
,TOTAL,,"11,422","$1,222,575.66 ","$935,661.47 "
67830,SG,,248,"$75,118.83 ","$59,987.81 "
,OTHER,,775,"$121,841.30 ","$95,888.77 "
,TOTAL,,"1,023","$196,960.13 ","$155,876.58 "
67835,SG,,27,"$8,430.74 ","$6,744.55 "
,OTHER,,88,"$25,388.01 ","$19,915.43 "
,TOTAL,,115,"$33,818.75 ","$26,659.98 "
67840,OTHER,,"51,670","$12,899,821.52 ","$10,052,355.12 "
,TOTAL,,"51,670","$12,899,821.52 ","$10,052,355.12 "
67850,OTHER,,"4,948","$879,381.24 ","$682,652.38 "
,TOTAL,,"4,948","$879,381.24 ","$682,652.38 "
67875,OTHER,,"5,387","$527,475.87 ","$415,257.69 "
,TOTAL,,"5,387","$527,475.87 ","$415,257.69 "
67880,SG,,739,"$291,060.14 ","$230,723.24 "
,OTHER,,"2,936","$800,997.82 ","$631,542.59 "
,TOTAL,,"3,675","$1,092,057.96 ","$862,265.83 "
67882,SG,,184,"$81,734.26 ","$65,077.05 "
,OTHER,,904,"$299,941.59 ","$237,961.64 "
,TOTAL,,"1,088","$381,675.85 ","$303,038.69 "
67900,SG,,"5,310","$2,064,005.34 ","$1,639,417.84 "
,OTHER,,"9,686","$2,869,748.90 ","$2,275,862.22 "
,TOTAL,,"14,996","$4,933,754.24 ","$3,915,280.06 "
67901,SG,,563,"$347,612.85 ","$276,631.49 "
,OTHER,,905,"$411,911.96 ","$326,774.55 "
,TOTAL,,"1,468","$759,524.81 ","$603,406.04 "
67902,SG,,71,"$46,478.53 ","$37,086.47 "
,OTHER,,161,"$76,741.54 ","$60,705.97 "
,TOTAL,,232,"$123,220.07 ","$97,792.44 "
67903,SG,,"1,551","$768,219.89 ","$610,554.94 "
,OTHER,,"2,739","$1,189,569.88 ","$940,091.85 "
,TOTAL,,"4,290","$1,957,789.77 ","$1,550,646.79 "
67904,SG,,"28,673","$13,386,819.64 ","$10,614,850.39 "
,OTHER,,"45,288","$18,057,400.38 ","$14,284,769.84 "
,TOTAL,,"73,961","$31,444,220.02 ","$24,899,620.23 "
67906,SG,,20,"$13,273.66 ","$10,513.59 "
,OTHER,,40,"$15,579.42 ","$12,259.31 "
,TOTAL,,60,"$28,853.08 ","$22,772.90 "
67908,SG,,"2,195","$1,128,338.78 ","$894,151.14 "
,OTHER,,"3,538","$1,335,572.35 ","$1,056,493.02 "
,TOTAL,,"5,733","$2,463,911.13 ","$1,950,644.16 "
67909,SG,,113,"$64,853.51 ","$51,740.75 "
,OTHER,,333,"$131,163.08 ","$103,270.07 "
,TOTAL,,446,"$196,016.59 ","$155,010.82 "
67911,SG,,"1,219","$443,476.58 ","$350,946.44 "
,OTHER,,"2,778","$741,055.77 ","$585,260.93 "
,TOTAL,,"3,997","$1,184,532.35 ","$936,207.37 "
67912,SG,,148,"$56,929.16 ","$45,522.81 "
,OTHER,,"1,028","$476,368.98 ","$377,079.99 "
,TOTAL,,"1,176","$533,298.14 ","$422,602.80 "
67914,SG,,"1,014","$454,889.26 ","$360,679.89 "
,OTHER,,"2,013","$533,315.42 ","$419,596.31 "
,TOTAL,,"3,027","$988,204.68 ","$780,276.20 "
67915,OTHER,,659,"$210,751.34 ","$165,872.83 "
,TOTAL,,659,"$210,751.34 ","$165,872.83 "
67916,SG,,"2,090","$1,176,905.52 ","$936,336.06 "
,OTHER,,"4,671","$1,719,696.17 ","$1,360,688.63 "
,TOTAL,,"6,761","$2,896,601.69 ","$2,297,024.69 "
67917,SG,,"11,091","$6,062,590.95 ","$4,814,196.65 "
,OTHER,,"22,249","$8,587,163.90 ","$6,801,325.14 "
,TOTAL,,"33,340","$14,649,754.85 ","$11,615,521.79 "
67921,SG,,"1,467","$647,019.60 ","$513,722.93 "
,OTHER,,"5,723","$1,687,769.99 ","$1,324,524.53 "
,TOTAL,,"7,190","$2,334,789.59 ","$1,838,247.46 "
67922,OTHER,,346,"$105,362.67 ","$82,803.24 "
,TOTAL,,346,"$105,362.67 ","$82,803.24 "
67923,SG,,"1,616","$955,823.18 ","$759,379.14 "
,OTHER,,"3,825","$1,648,175.01 ","$1,303,466.30 "
,TOTAL,,"5,441","$2,603,998.19 ","$2,062,845.44 "
67924,SG,,"5,663","$3,233,530.47 ","$2,572,001.75 "
,OTHER,,"10,997","$4,492,378.76 ","$3,557,169.76 "
,TOTAL,,"16,660","$7,725,909.23 ","$6,129,171.51 "
67930,OTHER,,363,"$100,348.72 ","$78,836.69 "
,TOTAL,,363,"$100,348.72 ","$78,836.69 "
67935,SG,,112,"$40,650.05 ","$32,160.04 "
,OTHER,,738,"$267,725.92 ","$210,066.59 "
,TOTAL,,850,"$308,375.97 ","$242,226.63 "
67938,OTHER,,"2,266","$468,765.04 ","$363,480.11 "
,TOTAL,,"2,266","$468,765.04 ","$363,480.11 "
67950,SG,,"3,521","$943,979.91 ","$750,370.83 "
,80'S,,3,$150.03 ,$120.03 
,OTHER,,"6,339","$2,268,584.98 ","$1,800,142.94 "
,TOTAL,,"9,863","$3,212,714.92 ","$2,550,633.80 "
67961,SG,,"3,507","$1,460,604.47 ","$1,159,339.57 "
,80'S,,10,$511.88 ,$409.50 
,OTHER,,"7,104","$2,700,474.22 ","$2,133,643.96 "
,TOTAL,,"10,621","$4,161,590.57 ","$3,293,393.03 "
67966,SG,,"2,294","$1,007,807.84 ","$799,914.29 "
,OTHER,,"5,971","$2,388,951.25 ","$1,892,509.09 "
,TOTAL,,"8,265","$3,396,759.09 ","$2,692,423.38 "
67971,SG,,438,"$195,621.35 ","$155,662.34 "
,80'S,,24,"$2,311.29 ","$1,849.06 "
,OTHER,,"1,125","$541,321.37 ","$429,780.00 "
,TOTAL,,"1,587","$739,254.01 ","$587,291.40 "
67973,SG,,476,"$177,433.02 ","$141,053.76 "
,80'S,,58,"$6,712.44 ","$5,369.94 "
,OTHER,,"1,009","$794,894.09 ","$631,598.01 "
,TOTAL,,"1,543","$979,039.55 ","$778,021.71 "
67974,SG,,84,"$34,005.50 ","$27,108.41 "
,80'S,,29,"$3,439.60 ","$2,751.71 "
,OTHER,,260,"$217,663.29 ","$173,515.98 "
,TOTAL,,373,"$255,108.39 ","$203,376.10 "
67975,SG,,323,"$153,177.94 ","$121,455.10 "
,OTHER,,"1,180","$678,194.47 ","$534,394.60 "
,TOTAL,,"1,503","$831,372.41 ","$655,849.70 "
67999,OTHER,,261,"$134,483.40 ","$105,958.67 "
,TOTAL,,261,"$134,483.40 ","$105,958.67 "
68020,OTHER,,"3,397","$346,331.77 ","$262,456.27 "
,TOTAL,,"3,397","$346,331.77 ","$262,456.27 "
68040,OTHER,,"2,136","$109,120.47 ","$85,219.96 "
,TOTAL,,"2,136","$109,120.47 ","$85,219.96 "
68100,OTHER,,"1,380","$174,578.11 ","$135,823.24 "
,TOTAL,,"1,380","$174,578.11 ","$135,823.24 "
68110,OTHER,,"4,377","$819,659.42 ","$640,609.62 "
,TOTAL,,"4,377","$819,659.42 ","$640,609.62 "
68115,SG,,366,"$143,253.35 ","$113,179.95 "
,OTHER,,"1,348","$258,950.07 ","$200,861.76 "
,TOTAL,,"1,714","$402,203.42 ","$314,041.71 "
68130,SG,,168,"$69,813.07 ","$55,220.84 "
,OTHER,,296,"$91,917.18 ","$72,894.18 "
,TOTAL,,464,"$161,730.25 ","$128,115.02 "
68135,OTHER,,596,"$75,737.83 ","$59,598.18 "
,TOTAL,,596,"$75,737.83 ","$59,598.18 "
68200,OTHER,,"19,198","$606,694.83 ","$466,923.22 "
,TOTAL,,"19,198","$606,694.83 ","$466,923.22 "
68320,SG,,"2,492","$1,258,243.94 ","$1,001,284.76 "
,OTHER,,"4,323","$1,359,096.54 ","$1,079,948.50 "
,TOTAL,,"6,815","$2,617,340.48 ","$2,081,233.26 "
68325,SG,,25,"$14,351.03 ","$11,480.82 "
,OTHER,,61,"$29,677.66 ","$23,514.61 "
,TOTAL,,86,"$44,028.69 ","$34,995.43 "
68326,SG,,550,"$281,656.78 ","$223,050.06 "
,OTHER,,"1,667","$604,455.47 ","$479,285.44 "
,TOTAL,,"2,217","$886,112.25 ","$702,335.50 "
68328,SG,,75,"$35,379.61 ","$28,303.62 "
,80'S,,17,$901.56 ,$721.25 
,OTHER,,247,"$116,415.69 ","$91,667.03 "
,TOTAL,,339,"$152,696.86 ","$120,691.90 "
68330,SG,,60,"$31,458.37 ","$24,950.27 "
,OTHER,,209,"$66,619.72 ","$53,086.64 "
,TOTAL,,269,"$98,078.09 ","$78,036.91 "
68335,SG,,55,"$31,985.50 ","$25,412.42 "
,OTHER,,179,"$70,083.55 ","$55,979.01 "
,TOTAL,,234,"$102,069.05 ","$81,391.43 "
68340,SG,,27,"$12,870.02 ","$10,296.03 "
,OTHER,,145,"$48,536.99 ","$38,203.02 "
,TOTAL,,172,"$61,407.01 ","$48,499.05 "
68360,SG,,120,"$35,170.92 ","$28,118.57 "
,OTHER,,173,"$43,193.26 ","$33,967.76 "
,TOTAL,,293,"$78,364.18 ","$62,086.33 "
68362,SG,,209,"$86,876.45 ","$68,270.62 "
,OTHER,,429,"$200,300.41 ","$158,999.56 "
,TOTAL,,638,"$287,176.86 ","$227,270.18 "
68371,SG,,1,$222.75 ,$178.20 
,OTHER,,17,"$3,634.46 ","$2,907.56 "
,TOTAL,,18,"$3,857.21 ","$3,085.76 "
68399,OTHER,,118,"$21,563.54 ","$17,250.83 "
,TOTAL,,118,"$21,563.54 ","$17,250.83 "
68400,OTHER,,135,"$32,685.56 ","$25,533.62 "
,TOTAL,,135,"$32,685.56 ","$25,533.62 "
68420,OTHER,,634,"$176,392.24 ","$138,282.71 "
,TOTAL,,634,"$176,392.24 ","$138,282.71 "
68440,OTHER,,"8,648","$759,131.28 ","$585,356.48 "
,TOTAL,,"8,648","$759,131.28 ","$585,356.48 "
68500,SG,,2,"$1,026.27 ",$821.01 
,OTHER,,12,"$8,871.44 ","$7,089.14 "
,TOTAL,,14,"$9,897.71 ","$7,910.15 "
68505,SG,,8,"$3,370.95 ","$2,608.76 "
,OTHER,,49,"$36,876.48 ","$28,818.48 "
,TOTAL,,57,"$40,247.43 ","$31,427.24 "
68510,SG,,26,"$6,270.20 ","$5,016.18 "
,OTHER,,106,"$24,422.84 ","$19,294.88 "
,TOTAL,,132,"$30,693.04 ","$24,311.06 "
68520,SG,,47,"$20,786.53 ","$16,541.24 "
,80'S,,1,$89.01 ,$71.21 
,OTHER,,154,"$76,223.46 ","$60,324.53 "
,TOTAL,,202,"$97,099.00 ","$76,936.98 "
68525,SG,,25,"$4,686.53 ","$3,749.25 "
,OTHER,,127,"$20,022.64 ","$15,830.44 "
,TOTAL,,152,"$24,709.17 ","$19,579.69 "
68530,OTHER,,"1,563","$622,375.34 ","$488,311.72 "
,TOTAL,,"1,563","$622,375.34 ","$488,311.72 "
68540,SG,,23,"$10,812.18 ","$8,615.34 "
,OTHER,,43,"$30,070.03 ","$24,056.03 "
,TOTAL,,66,"$40,882.21 ","$32,671.37 "
68550,OTHER,,3,"$2,009.38 ","$1,607.50 "
,TOTAL,,3,"$2,009.38 ","$1,607.50 "
68700,SG,,908,"$254,211.08 ","$202,428.03 "
,OTHER,,"2,607","$1,002,269.07 ","$795,769.08 "
,TOTAL,,"3,515","$1,256,480.15 ","$998,197.11 "
68705,OTHER,,773,"$136,772.10 ","$107,273.91 "
,TOTAL,,773,"$136,772.10 ","$107,273.91 "
68720,SG,,"2,485","$1,488,389.13 ","$1,176,693.34 "
,80'S,,287,"$28,702.88 ","$22,473.51 "
,OTHER,,"6,177","$3,685,493.82 ","$2,914,626.52 "
,TOTAL,,"8,949","$5,202,585.83 ","$4,113,793.37 "
68745,SG,,10,"$4,846.85 ","$3,877.48 "
,OTHER,,16,"$9,131.29 ","$7,305.03 "
,TOTAL,,26,"$13,978.14 ","$11,182.51 "
68750,SG,,311,"$182,111.07 ","$144,752.25 "
,80'S,,39,"$4,215.20 ","$3,287.75 "
,OTHER,,822,"$504,421.84 ","$400,430.57 "
,TOTAL,,"1,172","$690,748.11 ","$548,470.57 "
68760,OTHER,,"14,856","$2,643,748.65 ","$2,065,225.52 "
,TOTAL,,"14,856","$2,643,748.65 ","$2,065,225.52 "
68761,80'S,,1,$24.84 ,$19.87 
,OTHER,,"288,335","$35,994,919.55 ","$28,109,125.81 "
,TOTAL,,"288,336","$35,994,944.39 ","$28,109,145.68 "
68770,SG,,4,"$1,882.84 ","$1,506.27 "
,OTHER,,53,"$16,713.54 ","$12,859.75 "
,TOTAL,,57,"$18,596.38 ","$14,366.02 "
68801,OTHER,,"35,052","$3,520,008.33 ","$2,700,207.88 "
,TOTAL,,"35,052","$3,520,008.33 ","$2,700,207.88 "
68810,SG,,420,"$100,400.70 ","$79,967.19 "
,OTHER,,"26,899","$5,722,787.00 ","$4,486,286.32 "
,TOTAL,,"27,319","$5,823,187.70 ","$4,566,253.51 "
68811,SG,,248,"$78,440.12 ","$62,257.75 "
,OTHER,,771,"$116,259.91 ","$91,414.60 "
,TOTAL,,"1,019","$194,700.03 ","$153,672.35 "
68815,SG,,"2,102","$586,009.92 ","$463,769.92 "
,OTHER,,"6,396","$1,119,919.36 ","$885,264.44 "
,TOTAL,,"8,498","$1,705,929.28 ","$1,349,034.36 "
68840,OTHER,,"38,662","$3,804,933.28 ","$2,942,444.63 "
,TOTAL,,"38,662","$3,804,933.28 ","$2,942,444.63 "
68850,OTHER,,264,"$13,540.25 ","$10,393.25 "
,TOTAL,,264,"$13,540.25 ","$10,393.25 "
68899,OTHER,,164,"$31,060.30 ","$24,810.07 "
,TOTAL,,164,"$31,060.30 ","$24,810.07 "
,,,,,
