Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 70010 - 79999,,,,,
,BESS REPORTS,CODE RANGES,,,
,GLOBL,,"181,429","$94,832,348.78 ","$74,196,494.97 "
,TOTAL,,"491,119","$136,724,320.60 ","$106,893,156.23 "
72142,TC,,459,"$235,818.85 ","$183,715.32 "
,26,,"3,347","$338,617.00 ","$266,274.93 "
,GLOBL,,"1,525","$940,368.52 ","$737,693.44 "
,TOTAL,,"5,331","$1,514,804.37 ","$1,187,683.69 "
72146,TC,,"15,338","$7,108,934.89 ","$5,616,276.17 "
,26,,"107,277","$8,880,440.54 ","$6,967,863.89 "
,GLOBL,,"57,525","$32,658,278.79 ","$25,727,805.03 "
,TOTAL,,"180,140","$48,647,654.22 ","$38,311,945.09 "
72147,TC,,251,"$129,463.36 ","$99,647.91 "
,26,,"3,049","$307,131.41 ","$242,824.13 "
,GLOBL,,"1,064","$660,289.71 ","$519,950.00 "
,TOTAL,,"4,364","$1,096,884.48 ","$862,422.04 "
72148,TC,,"120,495","$55,785,715.63 ","$43,984,851.26 "
,26,,"599,535","$45,986,903.53 ","$35,726,965.34 "
,GLOBL,,"448,369","$254,460,132.85 ","$200,000,516.71 "
,TOTAL,,"1,168,399","$356,232,752.01 ","$279,712,333.31 "
72149,TC,,711,"$355,595.23 ","$282,535.38 "
,26,,"6,780","$631,414.59 ","$495,659.48 "
,GLOBL,,"3,345","$2,020,074.73 ","$1,591,490.80 "
,TOTAL,,"10,836","$3,007,084.55 ","$2,369,685.66 "
72156,TC,,"7,656","$7,150,494.17 ","$5,614,986.02 "
,26,,"65,677","$8,799,697.18 ","$6,887,898.72 "
,GLOBL,,"29,167","$32,497,998.27 ","$25,437,247.92 "
,TOTAL,,"102,500","$48,448,189.62 ","$37,940,132.66 "
72157,TC,,"4,892","$4,567,252.98 ","$3,610,846.18 "
,26,,"58,926","$7,875,289.06 ","$6,215,972.22 "
,GLOBL,,"19,555","$21,862,306.86 ","$17,210,668.23 "
,TOTAL,,"83,373","$34,304,848.90 ","$27,037,486.63 "
72158,TC,,"33,961","$31,105,140.41 ","$24,533,280.42 "
,26,,"215,911","$26,407,025.47 ","$20,660,537.52 "
,GLOBL,,"109,890","$119,531,224.16 ","$94,018,493.26 "
,TOTAL,,"359,762","$177,043,390.04 ","$139,212,311.20 "
72159,26,,2,$0.02 ,$0.02 
,TOTAL,,2,$0.02 ,$0.02 
72170,TC,,"78,536","$1,504,017.95 ","$1,136,320.47 "
,26,,"993,119","$9,042,441.41 ","$6,951,988.70 "
,GLOBL,,"605,354","$17,289,749.09 ","$13,033,511.36 "
,TOTAL,,"1,677,009","$27,836,208.45 ","$21,121,820.53 "
72190,TC,,"3,917","$96,280.38 ","$72,215.89 "
,26,,"43,369","$479,975.35 ","$367,250.22 "
,GLOBL,,"31,131","$1,161,480.45 ","$871,759.51 "
,TOTAL,,"78,417","$1,737,736.18 ","$1,311,225.62 "
72191,TC,,"2,935","$1,328,597.02 ","$1,057,518.82 "
,26,,"47,193","$4,458,152.23 ","$3,513,409.18 "
,GLOBL,,"11,575","$6,480,353.48 ","$5,132,221.43 "
,TOTAL,,"61,703","$12,267,102.73 ","$9,703,149.43 "
72192,TC,,"38,883","$8,547,805.80 ","$6,750,541.05 "
,26,,"1,194,341","$68,278,951.82 ","$53,536,012.65 "
,GLOBL,,"176,166","$48,366,777.47 ","$38,180,521.11 "
,TOTAL,,"1,409,390","$125,193,535.09 ","$98,467,074.81 "
72193,TC,,"94,643","$24,034,090.02 ","$19,045,154.47 "
,26,,"2,090,974","$126,178,530.84 ","$98,951,056.23 "
,GLOBL,,"356,485","$110,304,038.15 ","$87,215,450.47 "
,TOTAL,,"2,542,102","$260,516,659.01 ","$205,211,661.17 "
72194,TC,,"23,633","$7,589,761.07 ","$6,020,887.53 "
,26,,"243,447","$15,339,716.26 ","$12,038,218.77 "
,GLOBL,,"92,817","$36,214,319.10 ","$28,658,850.20 "
,TOTAL,,"359,897","$59,143,796.43 ","$46,717,956.50 "
72195,TC,,"7,135","$2,965,892.70 ","$2,342,221.39 "
,26,,"41,528","$3,146,524.77 ","$2,463,369.57 "
,GLOBL,,"25,064","$12,963,846.67 ","$10,219,194.71 "
,TOTAL,,"73,727","$19,076,264.14 ","$15,024,785.67 "
72196,TC,,305,"$158,047.59 ","$125,144.84 "
,26,,"5,104","$460,055.15 ","$360,303.29 "
,GLOBL,,"1,626","$979,862.95 ","$774,029.62 "
,TOTAL,,"7,035","$1,597,965.69 ","$1,259,477.75 "
72197,TC,,"2,822","$2,656,267.93 ","$2,109,854.69 "
,26,,"29,129","$3,463,267.58 ","$2,724,075.25 "
,GLOBL,,"16,204","$18,271,087.49 ","$14,476,749.22 "
,TOTAL,,"48,155","$24,390,623.00 ","$19,310,679.16 "
72198,TC,,641,"$279,448.84 ","$222,753.47 "
,26,,"8,631","$819,549.96 ","$648,316.46 "
,GLOBL,,"4,125","$2,282,404.64 ","$1,808,905.43 "
,TOTAL,,"13,397","$3,381,403.44 ","$2,679,975.36 "
72200,TC,,"1,711","$31,802.65 ","$24,408.22 "
,26,,"7,971","$72,217.80 ","$55,164.96 "
,GLOBL,,"5,917","$169,122.49 ","$129,330.80 "
,TOTAL,,"15,599","$273,142.94 ","$208,903.98 "
72202,TC,,"2,001","$48,258.14 ","$36,134.68 "
,26,,"13,871","$137,018.75 ","$103,881.79 "
,GLOBL,,"8,079","$275,654.63 ","$207,082.45 "
,TOTAL,,"23,951","$460,931.52 ","$347,098.92 "
72220,TC,,"10,189","$226,852.66 ","$170,501.10 "
,26,,"78,729","$715,843.97 ","$543,460.27 "
,GLOBL,,"30,074","$904,027.64 ","$676,257.18 "
,TOTAL,,"118,992","$1,846,724.27 ","$1,390,218.55 "
72240,TC,,245,"$42,605.14 ","$32,939.05 "
,26,,"10,571","$487,379.47 ","$380,278.47 "
,GLOBL,,"2,574","$587,375.52 ","$460,149.01 "
,TOTAL,,"13,390","$1,117,360.13 ","$873,366.53 "
72255,TC,,25,"$3,121.21 ","$2,448.36 "
,26,,"1,089","$49,542.71 ","$38,780.56 "
,GLOBL,,210,"$42,453.77 ","$32,603.46 "
,TOTAL,,"1,324","$95,117.69 ","$73,832.38 "
72265,TC,,"1,258","$191,387.03 ","$149,322.74 "
,26,,"46,495","$1,947,227.31 ","$1,527,522.55 "
,GLOBL,,"11,508","$2,297,782.70 ","$1,803,788.20 "
,TOTAL,,"59,261","$4,436,397.04 ","$3,480,633.49 "
72270,TC,,233,"$52,326.26 ","$40,559.39 "
,26,,"7,189","$483,265.63 ","$378,277.06 "
,GLOBL,,"1,251","$378,178.44 ","$296,166.14 "
,TOTAL,,"8,673","$913,770.33 ","$715,002.59 "
72275,TC,,"3,230","$259,603.35 ","$206,246.08 "
,26,,"34,820","$1,326,729.73 ","$1,046,079.13 "
,GLOBL,,"30,389","$3,806,531.16 ","$3,004,780.41 "
,TOTAL,,"68,439","$5,392,864.24 ","$4,257,105.62 "
72285,TC,,12,"$3,364.78 ","$2,691.84 "
,26,,"1,482","$87,469.36 ","$68,582.02 "
,GLOBL,,414,"$143,357.00 ","$112,678.95 "
,TOTAL,,"1,908","$234,191.14 ","$183,952.81 "
72295,TC,,159,"$45,892.16 ","$35,923.61 "
,26,,"13,355","$578,264.12 ","$451,282.92 "
,GLOBL,,"4,534","$1,546,738.32 ","$1,203,397.69 "
,TOTAL,,"18,048","$2,170,894.60 ","$1,690,604.22 "
73000,TC,,"7,475","$146,385.62 ","$109,997.67 "
,26,,"43,347","$361,253.77 ","$272,115.01 "
,GLOBL,,"34,420","$949,637.41 ","$708,631.88 "
,TOTAL,,"85,242","$1,457,276.80 ","$1,090,744.56 "
73010,TC,,"2,991","$57,634.47 ","$43,768.38 "
,26,,"20,893","$190,073.63 ","$144,649.49 "
,GLOBL,,"24,089","$703,560.81 ","$534,353.15 "
,TOTAL,,"47,973","$951,268.91 ","$722,771.02 "
73020,TC,,"11,376","$190,224.17 ","$141,929.81 "
,26,,"94,652","$751,836.29 ","$577,272.73 "
,GLOBL,,"65,593","$1,636,711.34 ","$1,232,988.68 "
,TOTAL,,"171,621","$2,578,771.80 ","$1,952,191.22 "
73030,TC,,"172,975","$3,758,469.72 ","$2,797,414.39 "
,26,,"983,231","$9,328,046.89 ","$7,030,972.53 "
,GLOBL,,"994,601","$31,644,548.76 ","$23,717,997.24 "
,TOTAL,,"2,150,807","$44,731,065.37 ","$33,546,384.16 "
73040,TC,,"1,344","$103,409.65 ","$80,882.96 "
,26,,"13,762","$381,541.92 ","$296,821.23 "
,GLOBL,,"7,056","$773,143.57 ","$603,625.94 "
,TOTAL,,"22,162","$1,258,095.14 ","$981,330.13 "
73050,TC,,962,"$24,052.21 ","$18,107.85 "
,26,,"4,203","$44,815.54 ","$33,397.93 "
,GLOBL,,"8,479","$312,831.55 ","$237,893.28 "
,TOTAL,,"13,644","$381,699.30 ","$289,399.06 "
73060,TC,,"28,319","$628,088.43 ","$476,678.40 "
,26,,"239,969","$2,183,355.39 ","$1,670,177.44 "
,GLOBL,,"113,717","$3,461,593.45 ","$2,597,321.43 "
,TOTAL,,"382,005","$6,273,037.27 ","$4,744,177.27 "
73070,TC,,"23,565","$449,736.81 ","$339,496.23 "
,26,,"124,708","$986,470.88 ","$753,769.80 "
,GLOBL,,"122,863","$3,324,257.84 ","$2,494,295.66 "
,TOTAL,,"271,136","$4,760,465.53 ","$3,587,561.69 "
73080,TC,,"16,790","$373,603.21 ","$278,350.42 "
,26,,"167,169","$1,527,884.00 ","$1,154,225.02 "
,GLOBL,,"78,477","$2,466,909.50 ","$1,838,347.52 "
,TOTAL,,"262,436","$4,368,396.71 ","$3,270,922.96 "
73085,TC,,20,"$1,414.44 ","$1,131.54 "
,26,,229,"$7,148.30 ","$5,668.05 "
,GLOBL,,99,"$10,206.23 ","$7,869.91 "
,TOTAL,,348,"$18,768.97 ","$14,669.50 "
73090,TC,,"19,331","$381,233.49 ","$289,777.28 "
,26,,"161,518","$1,347,004.34 ","$1,025,917.26 "
,GLOBL,,"56,471","$1,488,286.89 ","$1,116,447.52 "
,TOTAL,,"237,320","$3,216,524.72 ","$2,432,142.06 "
73092,TC,,21,$365.61 ,$265.61 
,26,,153,"$1,262.33 ",$917.27 
,GLOBL,,143,"$3,937.80 ","$2,976.75 "
,TOTAL,,317,"$5,565.74 ","$4,159.63 "
73100,TC,,"39,595","$710,015.42 ","$542,948.58 "
,26,,"153,220","$1,273,938.71 ","$976,840.18 "
,GLOBL,,"298,496","$8,022,608.05 ","$6,052,453.26 "
,TOTAL,,"491,311","$10,006,562.18 ","$7,572,242.02 "
73110,TC,,"64,813","$1,281,731.71 ","$955,224.82 "
,26,,"454,704","$4,146,947.47 ","$3,123,661.48 "
,GLOBL,,"325,963","$9,549,796.16 ","$7,166,534.74 "
,TOTAL,,"845,480","$14,978,475.34 ","$11,245,421.04 "
73115,TC,,72,"$4,184.50 ","$3,154.99 "
,26,,486,"$13,718.11 ","$10,679.18 "
,GLOBL,,690,"$63,450.35 ","$49,843.78 "
,TOTAL,,"1,248","$81,352.96 ","$63,677.95 "
73120,TC,,"32,082","$589,150.06 ","$444,614.73 "
,26,,"108,779","$919,661.20 ","$699,530.07 "
,GLOBL,,"184,903","$5,109,262.61 ","$3,862,727.85 "
,TOTAL,,"325,764","$6,618,073.87 ","$5,006,872.65 "
73130,TC,,"68,662","$1,384,702.05 ","$1,029,676.00 "
,26,,"462,423","$4,247,306.10 ","$3,181,650.68 "
,GLOBL,,"315,759","$9,405,843.23 ","$7,033,165.32 "
,TOTAL,,"846,844","$15,037,851.38 ","$11,244,492.00 "
73140,TC,,"26,341","$409,611.53 ","$297,660.61 "
,26,,"144,739","$984,429.72 ","$723,438.70 "
,GLOBL,,"174,169","$3,953,727.63 ","$2,927,767.32 "
,TOTAL,,"345,249","$5,347,768.88 ","$3,948,866.63 "
73200,TC,,"1,928","$355,744.11 ","$279,279.85 "
,26,,"34,277","$1,952,531.41 ","$1,520,881.16 "
,GLOBL,,"10,884","$2,737,884.40 ","$2,148,817.22 "
,TOTAL,,"47,089","$5,046,159.92 ","$3,948,978.23 "
73201,TC,,184,"$41,419.25 ","$32,622.89 "
,26,,"3,759","$226,893.63 ","$177,457.66 "
,GLOBL,,"1,007","$289,826.49 ","$227,315.09 "
,TOTAL,,"4,950","$558,139.37 ","$437,395.64 "
73202,TC,,281,"$65,837.62 ","$52,042.72 "
,26,,"1,020","$64,336.18 ","$50,617.95 "
,GLOBL,,365,"$131,444.08 ","$103,563.54 "
,TOTAL,,"1,666","$261,617.88 ","$206,224.21 "
73206,TC,,39,"$15,574.88 ","$12,459.84 "
,26,,834,"$79,415.76 ","$62,783.08 "
,GLOBL,,191,"$96,308.58 ","$76,405.18 "
,TOTAL,,"1,064","$191,299.22 ","$151,648.10 "
73218,TC,,"3,624","$1,534,630.72 ","$1,214,921.50 "
,26,,"10,974","$767,889.07 ","$599,480.16 "
,GLOBL,,"9,863","$5,123,078.27 ","$4,024,729.84 "
,TOTAL,,"24,461","$7,425,598.06 ","$5,839,131.50 "
73219,TC,,48,"$24,257.11 ","$19,267.09 "
,26,,331,"$28,158.01 ","$22,279.60 "
,GLOBL,,201,"$125,391.67 ","$99,476.85 "
,TOTAL,,580,"$177,806.79 ","$141,023.54 "
73220,TC,,956,"$811,488.03 ","$637,485.72 "
,26,,"6,717","$745,027.95 ","$581,747.07 "
,GLOBL,,"3,467","$3,638,397.99 ","$2,875,548.31 "
,TOTAL,,"11,140","$5,194,913.97 ","$4,094,781.10 "
73221,TC,,"62,530","$26,254,302.42 ","$20,661,566.21 "
,26,,"194,829","$13,594,794.87 ","$10,519,824.83 "
,GLOBL,,"181,740","$92,099,156.39 ","$72,115,130.00 "
,TOTAL,,"439,099","$131,948,253.68 ","$103,296,521.04 "
73222,TC,,"1,755","$864,212.79 ","$681,993.85 "
,26,,"7,814","$649,653.40 ","$504,197.18 "
,GLOBL,,"6,170","$3,701,092.69 ","$2,888,905.24 "
,TOTAL,,"15,739","$5,214,958.88 ","$4,075,096.27 "
73223,TC,,"1,314","$1,143,828.61 ","$909,498.93 "
,26,,"6,845","$759,981.75 ","$593,533.02 "
,GLOBL,,"4,921","$5,355,600.78 ","$4,225,638.55 "
,TOTAL,,"13,080","$7,259,411.14 ","$5,728,670.50 "
73225,26,,5,$1.04 ,$0.84 
,GLOBL,,2,$0.02 ,$0.02 
,TOTAL,,7,$1.06 ,$0.86 
73500,TC,,"32,767","$568,864.47 ","$428,170.16 "
,26,,"315,854","$2,874,003.49 ","$2,227,528.12 "
,GLOBL,,"207,434","$5,480,368.67 ","$4,111,485.10 "
,TOTAL,,"556,055","$8,923,236.63 ","$6,767,183.38 "
73510,TC,,"192,014","$4,185,011.88 ","$3,122,084.10 "
,26,,"1,559,778","$17,113,608.15 ","$13,092,847.38 "
,GLOBL,,"971,814","$31,737,088.40 ","$23,541,437.99 "
,TOTAL,,"2,723,606","$53,035,708.43 ","$39,756,369.47 "
73520,TC,,"28,332","$728,283.69 ","$545,655.77 "
,26,,"187,537","$2,565,822.57 ","$1,948,578.76 "
,GLOBL,,"157,797","$6,257,646.56 ","$4,642,222.71 "
,TOTAL,,"373,666","$9,551,752.82 ","$7,136,457.24 "
73525,TC,,790,"$60,227.99 ","$47,768.84 "
,26,,"8,144","$233,064.84 ","$182,878.66 "
,GLOBL,,"3,870","$431,348.69 ","$340,254.94 "
,TOTAL,,"12,804","$724,641.52 ","$570,902.44 "
73530,TC,,23,$426.86 ,$327.58 
,26,,"70,115","$1,062,607.80 ","$836,000.16 "
,GLOBL,,494,"$9,497.00 ","$7,339.93 "
,TOTAL,,"70,632","$1,072,531.66 ","$843,667.67 "
73540,TC,,99,"$2,162.19 ","$1,583.57 "
,26,,298,"$3,187.96 ","$2,450.99 "
,GLOBL,,497,"$16,578.40 ","$12,671.94 "
,TOTAL,,894,"$21,928.55 ","$16,706.50 "
73542,TC,,"1,260","$95,052.48 ","$76,004.20 "
,26,,"8,525","$253,179.80 ","$198,770.74 "
,GLOBL,,"11,259","$1,258,719.68 ","$995,896.24 "
,TOTAL,,"21,044","$1,606,951.96 ","$1,270,671.18 "
73550,TC,,"31,549","$709,116.54 ","$543,197.06 "
,26,,"354,910","$3,240,275.90 ","$2,501,980.17 "
,GLOBL,,"138,750","$4,267,809.18 ","$3,205,343.60 "
,TOTAL,,"525,209","$8,217,201.62 ","$6,250,520.83 "
73560,TC,,"198,009","$3,786,951.48 ","$2,820,186.59 "
,26,,"977,201","$8,919,162.60 ","$6,793,127.97 "
,GLOBL,,"1,215,503","$35,231,627.52 ","$26,291,869.41 "
,TOTAL,,"2,390,713","$47,937,741.60 ","$35,905,183.97 "
73562,TC,,"116,450","$2,580,048.09 ","$1,923,460.69 "
,26,,"582,714","$5,588,731.99 ","$4,198,809.87 "
,GLOBL,,"901,390","$29,316,384.91 ","$21,838,311.07 "
,TOTAL,,"1,600,554","$37,485,164.99 ","$27,960,581.63 "
73564,TC,,"50,474","$1,193,594.21 ","$874,618.22 "
,26,,"410,807","$4,724,893.43 ","$3,541,792.62 "
,GLOBL,,"512,258","$18,643,589.59 ","$13,968,736.31 "
,TOTAL,,"973,539","$24,562,077.23 ","$18,385,147.15 "
73565,TC,,"29,178","$514,008.75 ","$386,293.99 "
,26,,"69,599","$627,267.46 ","$473,050.07 "
,GLOBL,,"256,079","$7,035,021.23 ","$5,307,195.17 "
,TOTAL,,"354,856","$8,176,297.44 ","$6,166,539.23 "
73580,TC,,526,"$50,109.17 ","$39,687.82 "
,26,,"2,096","$58,695.34 ","$46,335.97 "
,GLOBL,,"4,964","$638,514.38 ","$505,736.92 "
,TOTAL,,"7,586","$747,318.89 ","$591,760.71 "
73590,TC,,"37,116","$730,122.79 ","$552,558.95 "
,26,,"341,883","$3,111,294.62 ","$2,373,661.90 "
,GLOBL,,"140,236","$3,910,859.66 ","$2,919,007.14 "
,TOTAL,,"519,235","$7,752,277.07 ","$5,845,227.99 "
73592,TC,,21,$391.29 ,$269.26 
,26,,81,$683.69 ,$500.71 
,GLOBL,,138,"$3,736.64 ","$2,783.05 "
,TOTAL,,240,"$4,811.62 ","$3,553.02 "
73600,TC,,"29,255","$530,189.40 ","$402,325.86 "
,26,,"137,012","$1,144,091.75 ","$877,595.80 "
,GLOBL,,"172,149","$4,623,121.43 ","$3,469,554.69 "
,TOTAL,,"338,416","$6,297,402.58 ","$4,749,476.35 "
73610,TC,,"83,043","$1,633,573.84 ","$1,214,034.70 "
,26,,"589,817","$5,372,757.20 ","$4,047,152.27 "
,GLOBL,,"457,649","$13,249,817.27 ","$9,869,750.47 "
,TOTAL,,"1,130,509","$20,256,148.31 ","$15,130,937.44 "
73615,TC,,40,"$2,884.28 ","$2,307.38 "
,26,,322,"$9,113.67 ","$7,040.20 "
,GLOBL,,289,"$30,431.01 ","$23,329.62 "
,TOTAL,,651,"$42,428.96 ","$32,677.20 "
73620,TC,,"57,930","$1,053,140.78 ","$794,373.68 "
,26,,"188,564","$1,582,120.60 ","$1,211,672.61 "
,GLOBL,,"771,565","$21,453,579.38 ","$16,178,500.64 "
,TOTAL,,"1,018,059","$24,088,840.76 ","$18,184,546.93 "
73630,TC,,"124,618","$2,432,250.64 ","$1,806,908.01 "
,26,,"784,997","$7,179,462.75 ","$5,414,701.82 "
,GLOBL,,"1,062,918","$31,548,313.38 ","$23,633,304.90 "
,TOTAL,,"1,972,533","$41,160,026.77 ","$30,854,914.73 "
73650,TC,,"11,429","$199,016.80 ","$144,997.64 "
,26,,"50,430","$422,342.22 ","$317,074.60 "
,GLOBL,,"71,093","$1,854,387.09 ","$1,362,896.88 "
,TOTAL,,"132,952","$2,475,746.11 ","$1,824,969.12 "
73660,TC,,"11,565","$182,430.87 ","$134,201.04 "
,26,,"59,755","$406,913.54 ","$305,560.25 "
,GLOBL,,"52,492","$1,178,675.36 ","$871,544.43 "
,TOTAL,,"123,812","$1,768,019.77 ","$1,311,305.72 "
73700,TC,,"3,338","$613,372.37 ","$481,395.49 "
,26,,"99,539","$5,680,992.30 ","$4,439,648.60 "
,GLOBL,,"20,481","$5,054,560.51 ","$3,970,313.02 "
,TOTAL,,"123,358","$11,348,925.18 ","$8,891,357.11 "
73701,TC,,461,"$101,948.39 ","$80,109.82 "
,26,,"30,934","$1,909,760.07 ","$1,509,143.48 "
,GLOBL,,"1,353","$381,933.68 ","$302,523.26 "
,TOTAL,,"32,748","$2,393,642.14 ","$1,891,776.56 "
73702,TC,,494,"$127,891.36 ","$101,082.83 "
,26,,"2,504","$156,876.18 ","$122,724.71 "
,GLOBL,,685,"$239,657.01 ","$188,118.20 "
,TOTAL,,"3,683","$524,424.55 ","$411,925.74 "
73706,TC,,739,"$290,474.02 ","$230,591.51 "
,26,,"9,402","$933,873.23 ","$739,502.22 "
,GLOBL,,"3,156","$1,627,097.83 ","$1,287,080.44 "
,TOTAL,,"13,297","$2,851,445.08 ","$2,257,174.17 "
73718,TC,,"7,156","$2,944,865.41 ","$2,330,745.25 "
,26,,"36,501","$2,566,325.86 ","$2,008,449.16 "
,GLOBL,,"32,803","$16,884,619.97 ","$13,260,495.58 "
,TOTAL,,"76,460","$22,395,811.24 ","$17,599,689.99 "
73719,TC,,72,"$37,201.18 ","$29,564.13 "
,26,,"1,492","$127,266.28 ","$100,183.61 "
,GLOBL,,533,"$327,921.84 ","$257,733.16 "
,TOTAL,,"2,097","$492,389.30 ","$387,480.90 "
73720,TC,,"2,345","$2,115,396.66 ","$1,674,264.56 "
,26,,"35,969","$4,031,741.74 ","$3,161,637.57 "
,GLOBL,,"11,206","$11,817,397.92 ","$9,320,382.45 "
,TOTAL,,"49,520","$17,964,536.32 ","$14,156,284.58 "
73721,TC,,"78,939","$32,842,555.43 ","$25,838,584.96 "
,26,,"288,376","$20,191,946.42 ","$15,659,570.09 "
,GLOBL,,"264,605","$135,884,990.48 ","$106,492,262.78 "
,TOTAL,,"631,920","$188,919,492.33 ","$147,990,417.83 "
73722,TC,,214,"$107,789.22 ","$85,497.38 "
,26,,"2,074","$176,326.01 ","$138,109.62 "
,GLOBL,,"1,355","$820,367.88 ","$645,000.67 "
,TOTAL,,"3,643","$1,104,483.11 ","$868,607.67 "
73723,TC,,"1,868","$1,706,368.77 ","$1,348,885.98 "
,26,,"16,935","$1,906,589.44 ","$1,499,674.66 "
,GLOBL,,"7,057","$7,710,213.89 ","$6,077,260.12 "
,TOTAL,,"25,860","$11,323,172.10 ","$8,925,820.76 "
73725,TC,,"3,529","$1,557,270.23 ","$1,234,459.93 "
,26,,"49,774","$4,879,775.13 ","$3,862,914.73 "
,GLOBL,,"17,798","$10,341,338.35 ","$8,208,360.68 "
,TOTAL,,"71,101","$16,778,383.71 ","$13,305,735.34 "
74000,TC,,"88,571","$1,736,762.63 ","$1,315,450.44 "
,26,,"1,618,483","$15,341,104.03 ","$11,972,659.92 "
,GLOBL,,"261,612","$6,944,055.96 ","$5,163,831.71 "
,TOTAL,,"1,968,666","$24,021,922.62 ","$18,451,942.07 "
74010,TC,,"5,414","$116,765.26 ","$87,315.06 "
,26,,"117,469","$1,436,197.67 ","$1,114,571.44 "
,GLOBL,,"19,893","$627,134.07 ","$466,025.33 "
,TOTAL,,"142,776","$2,180,097.00 ","$1,667,911.83 "
74020,TC,,"23,390","$534,119.20 ","$392,766.17 "
,26,,"892,192","$12,501,631.83 ","$9,688,907.43 "
,GLOBL,,"75,686","$2,281,201.58 ","$1,702,906.30 "
,TOTAL,,"991,268","$15,316,952.61 ","$11,784,579.90 "
74022,TC,,"10,808","$295,482.67 ","$218,222.69 "
,26,,"1,018,235","$16,484,189.18 ","$12,709,232.76 "
,GLOBL,,"51,916","$1,443,788.13 ","$1,090,258.49 "
,TOTAL,,"1,080,959","$18,223,459.98 ","$14,017,713.94 "
74150,TC,,"40,169","$8,501,006.66 ","$6,677,929.17 "
,26,,"1,260,894","$78,191,104.71 ","$61,089,949.99 "
,GLOBL,,"190,596","$51,357,554.04 ","$40,330,978.34 "
,TOTAL,,"1,491,659","$138,049,665.41 ","$108,098,857.50 "
74160,TC,,"77,152","$19,778,226.15 ","$15,596,991.43 "
,26,,"1,952,332","$129,704,346.45 ","$101,181,339.45 "
,GLOBL,,"300,210","$94,179,430.99 ","$74,157,098.49 "
,TOTAL,,"2,329,694","$243,662,003.59 ","$190,935,429.37 "
74170,TC,,"71,059","$22,257,560.54 ","$17,552,774.16 "
,26,,"779,690","$56,395,665.40 ","$43,959,547.41 "
,GLOBL,,"254,472","$99,824,491.30 ","$78,588,031.91 "
,TOTAL,,"1,105,221","$178,477,717.24 ","$140,100,353.48 "
74175,TC,,"5,254","$2,319,250.98 ","$1,837,647.97 "
,26,,"88,117","$8,671,721.43 ","$6,789,307.72 "
,GLOBL,,"20,465","$11,417,011.16 ","$9,019,833.73 "
,TOTAL,,"113,836","$22,407,983.57 ","$17,646,789.42 "
74181,TC,,"3,155","$1,348,097.91 ","$1,061,873.79 "
,26,,"57,380","$4,367,248.74 ","$3,430,084.94 "
,GLOBL,,"16,405","$8,594,272.69 ","$6,778,841.12 "
,TOTAL,,"76,940","$14,309,619.34 ","$11,270,799.85 "
74182,TC,,165,"$81,296.03 ","$64,272.91 "
,26,,"3,989","$361,551.44 ","$282,966.63 "
,GLOBL,,"1,520","$968,214.34 ","$766,277.42 "
,TOTAL,,"5,674","$1,411,061.81 ","$1,113,516.96 "
74183,TC,,"8,291","$7,917,052.07 ","$6,270,027.96 "
,26,,"103,795","$12,332,291.24 ","$9,655,950.23 "
,GLOBL,,"45,981","$52,114,966.53 ","$41,203,099.81 "
,TOTAL,,"158,067","$72,364,309.84 ","$57,129,078.00 "
74185,TC,,"6,058","$2,624,163.73 ","$2,080,147.71 "
,26,,"79,323","$7,432,427.69 ","$5,847,811.40 "
,GLOBL,,"27,724","$15,025,280.44 ","$11,870,724.29 "
,TOTAL,,"113,105","$25,081,871.86 ","$19,798,683.40 "
74190,TC,,5,$243.78 ,$195.01 
,26,,591,"$14,572.77 ","$11,274.44 "
,GLOBL,,43,"$3,241.87 ","$2,578.04 "
,TOTAL,,639,"$18,058.42 ","$14,047.49 "
74210,TC,,61,"$2,728.24 ","$2,061.09 "
,26,,"4,057","$76,416.47 ","$58,775.78 "
,GLOBL,,"1,344","$86,009.16 ","$66,416.97 "
,TOTAL,,"5,462","$165,153.87 ","$127,253.84 "
74220,TC,,"5,249","$229,895.36 ","$174,947.66 "
,26,,"180,972","$4,301,334.89 ","$3,322,680.86 "
,GLOBL,,"35,719","$2,380,527.66 ","$1,803,836.53 "
,TOTAL,,"221,940","$6,911,757.91 ","$5,301,465.05 "
74230,TC,,537,"$25,860.56 ","$19,602.73 "
,26,,"370,104","$10,059,011.91 ","$7,878,735.68 "
,GLOBL,,"11,058","$673,800.02 ","$515,846.21 "
,TOTAL,,"381,699","$10,758,672.49 ","$8,414,184.62 "
74235,26,,52,"$3,311.32 ","$2,649.01 "
,GLOBL,,1,$153.03 ,$122.42 
,TOTAL,,53,"$3,464.35 ","$2,771.43 "
74240,TC,,"2,061","$105,961.38 ","$79,850.00 "
,26,,"66,990","$2,383,300.56 ","$1,834,557.17 "
,GLOBL,,"10,437","$858,366.37 ","$650,079.68 "
,TOTAL,,"79,488","$3,347,628.31 ","$2,564,486.85 "
74241,TC,,945,"$51,317.86 ","$38,304.44 "
,26,,"38,861","$1,407,873.45 ","$1,091,140.66 "
,GLOBL,,"8,767","$782,181.63 ","$589,251.21 "
,TOTAL,,"48,573","$2,241,372.94 ","$1,718,696.31 "
74245,TC,,723,"$66,302.12 ","$50,885.59 "
,26,,"43,080","$2,044,284.75 ","$1,595,011.91 "
