Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 90281 -  99199,,,,,
,BESS REPORTS, CODE RANGES,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
93890,TOTAL,,"1,673","$281,102.07 ","$223,321.12 "
93892,TOTAL,,"1,012","$182,896.09 ","$145,126.53 "
93893,TOTAL,,825,"$147,110.74 ","$116,316.95 "
93922,TOTAL,,"396,072","$30,159,266.09 ","$23,388,226.31 "
93923,TOTAL,,"666,204","$70,954,674.14 ","$55,371,004.19 "
93924,TOTAL,,"122,350","$17,824,051.91 ","$13,923,687.97 "
93925,TOTAL,,"559,588","$110,966,962.44 ","$87,753,189.54 "
93926,TOTAL,,"190,797","$17,528,999.37 ","$13,673,973.08 "
93930,TOTAL,,"19,394","$2,440,380.67 ","$1,925,806.12 "
93931,TOTAL,,"32,836","$1,998,351.35 ","$1,562,018.33 "
93965,TOTAL,,"239,193","$19,565,119.47 ","$15,476,832.62 "
93970,TOTAL,,"1,411,731","$126,944,043.74 ","$99,957,926.87 "
93971,TOTAL,,"1,245,288","$65,459,703.19 ","$50,639,112.03 "
93975,TOTAL,,"162,518","$34,674,398.05 ","$27,205,304.28 "
93976,TOTAL,,"72,648","$7,576,698.04 ","$5,914,212.38 "
93978,TOTAL,,"224,122","$39,442,601.52 ","$30,976,350.65 "
93979,TOTAL,,"56,485","$5,785,014.63 ","$4,498,757.81 "
93980,TOTAL,,"5,343","$874,861.34 ","$680,002.89 "
93981,TOTAL,,268,"$27,608.97 ","$21,877.30 "
93990,TOTAL,,"27,921","$2,996,756.01 ","$2,328,970.70 "
94010,TOTAL,,"1,342,737","$37,340,903.56 ","$28,226,407.11 "
94014,TOTAL,,"6,204","$292,332.91 ","$226,979.44 "
94015,TOTAL,,"5,584","$117,829.50 ","$92,168.33 "
94016,TOTAL,,"28,997","$772,051.16 ","$600,142.02 "
94060,TOTAL,,"1,282,048","$52,388,121.08 ","$40,202,267.32 "
94070,TOTAL,,"38,766","$1,968,225.35 ","$1,522,536.96 "
94200,TOTAL,,"266,586","$5,778,722.75 ","$4,540,934.90 "
94240,TOTAL,,"690,336","$18,418,337.31 ","$14,349,204.12 "
94250,TOTAL,,"48,091","$1,337,444.19 ","$1,057,960.50 "
94260,TOTAL,,"252,189","$4,559,539.95 ","$3,580,959.32 "
94350,TOTAL,,"183,658","$6,524,827.32 ","$5,138,393.85 "
94360,TOTAL,,"273,388","$7,705,770.17 ","$6,055,005.12 "
94370,TOTAL,,"106,835","$3,963,331.19 ","$3,135,824.95 "
94375,TOTAL,,"215,965","$6,083,652.47 ","$4,669,235.73 "
94400,TOTAL,,"6,737","$358,060.56 ","$284,775.37 "
94450,TOTAL,,"5,962","$189,400.82 ","$149,982.61 "
94452,TOTAL,,56,"$1,970.59 ","$1,560.20 "
94453,TOTAL,,61,"$2,846.19 ","$2,244.36 "
94620,TOTAL,,"142,666","$14,197,490.74 ","$11,117,684.53 "
94621,TOTAL,,"11,396","$1,223,540.83 ","$959,234.34 "
94640,TOTAL,,"727,483","$8,870,291.74 ","$6,692,057.09 "
94642,TOTAL,,"3,335","$104,849.92 ","$80,251.26 "
94656,TOTAL,,"35,782","$2,142,745.61 ","$1,700,778.75 "
94657,TOTAL,,"283,326","$12,459,656.11 ","$9,902,043.58 "
94660,TOTAL,,"14,031","$685,707.42 ","$529,017.10 "
94662,TOTAL,,204,"$8,080.81 ","$6,296.80 "
94664,TOTAL,,"230,524","$2,979,199.26 ","$2,219,366.20 "
94667,TOTAL,,"24,093","$549,335.03 ","$431,754.06 "
94668,TOTAL,,"61,220","$1,158,955.71 ","$914,855.84 "
94680,TOTAL,,"14,706","$765,794.56 ","$598,215.95 "
94681,TOTAL,,"58,468","$5,852,896.32 ","$4,664,926.82 "
94690,TOTAL,,"7,193","$488,247.56 ","$382,068.41 "
94720,TOTAL,,"883,266","$27,992,520.78 ","$21,900,121.94 "
94725,TOTAL,,"88,479","$11,258,244.18 ","$8,978,379.76 "
94750,TOTAL,,"75,756","$4,012,089.84 ","$3,180,040.59 "
94760,TOTAL,,"75,168","$157,344.90 ","$114,754.45 "
94761,TOTAL,,"28,237","$147,683.26 ","$113,443.26 "
94762,TOTAL,,"174,012","$3,639,608.54 ","$2,826,785.72 "
94770,TOTAL,,"26,290","$861,541.07 ","$682,756.23 "
94799,TOTAL,,795,"$17,781.75 ","$14,188.14 "
95004,TOTAL,,"10,238,525","$43,855,729.15 ","$34,673,107.83 "
95010,TOTAL,,"309,276","$5,676,533.83 ","$4,532,123.01 "
95015,TOTAL,,"56,905","$630,240.88 ","$494,633.76 "
95024,TOTAL,,"3,294,538","$20,457,076.51 ","$16,154,082.68 "
95027,TOTAL,,"356,960","$2,090,826.58 ","$1,628,007.67 "
95028,TOTAL,,"95,224","$819,974.62 ","$638,355.05 "
95044,TOTAL,,"576,950","$4,551,122.05 ","$3,550,792.87 "
95052,TOTAL,,"2,045","$20,308.68 ","$16,088.22 "
95056,TOTAL,,588,"$4,027.73 ","$3,173.29 "
95060,TOTAL,,"10,419","$155,871.87 ","$118,451.79 "
95065,TOTAL,,663,"$4,999.67 ","$3,688.27 "
95070,TOTAL,,"4,249","$354,000.72 ","$276,992.72 "
95071,TOTAL,,24,"$2,197.01 ","$1,757.61 "
95075,TOTAL,,"3,481","$104,427.73 ","$81,148.63 "
95078,TOTAL,,"6,336","$43,621.12 ","$33,815.81 "
95115,TOTAL,,"1,486,648","$20,881,198.42 ","$15,237,221.19 "
95117,TOTAL,,"1,772,976","$34,211,979.27 ","$25,374,488.97 "
95120,TOTAL,,68,$0.68 ,$0.62 
95125,TOTAL,,172,$1.72 ,$1.70 
95130,TOTAL,,4,$0.04 ,$0.04 
95131,TOTAL,,2,$0.02 ,$0.02 
95132,TOTAL,,5,$0.05 ,$0.05 
95133,TOTAL,,2,$0.02 ,$0.02 
95134,TOTAL,,5,$0.05 ,$0.05 
95144,TOTAL,,"291,893","$2,690,430.47 ","$1,970,572.94 "
95145,TOTAL,,"24,249","$334,286.16 ","$249,017.22 "
95146,TOTAL,,"5,822","$104,805.49 ","$76,790.91 "
95147,TOTAL,,"14,758","$252,925.40 ","$186,971.99 "
95148,TOTAL,,"14,229","$319,332.55 ","$235,959.18 "
95149,TOTAL,,"8,979","$221,881.81 ","$167,069.45 "
95165,TOTAL,,"6,045,413","$54,427,241.46 ","$41,168,570.81 "
95170,TOTAL,,"20,296","$143,195.12 ","$108,977.22 "
95180,TOTAL,,"2,639","$348,047.71 ","$273,286.13 "
95199,TOTAL,,82,"$1,435.76 ","$1,134.00 "
95250,TOTAL,,"3,824","$547,812.24 ","$424,673.01 "
95805,TOTAL,,"10,986","$3,753,052.93 ","$2,961,491.11 "
95806,TOTAL,,"1,575","$225,225.28 ","$177,243.11 "
95807,TOTAL,,"7,117","$2,575,460.51 ","$2,053,603.97 "
95808,TOTAL,,"2,055","$392,504.52 ","$308,376.21 "
95810,TOTAL,,"282,353","$107,432,387.48 ","$84,444,840.09 "
95811,TOTAL,,"253,003","$101,841,576.06 ","$80,055,858.04 "
95812,TOTAL,,"18,610","$2,061,079.91 ","$1,614,571.83 "
95813,TOTAL,,"10,364","$1,601,526.01 ","$1,262,900.47 "
95816,TOTAL,,"252,138","$20,953,207.99 ","$16,405,631.11 "
95819,TOTAL,,"376,309","$28,900,625.20 ","$22,628,109.23 "
95822,TOTAL,,"14,618","$1,130,867.36 ","$889,643.70 "
95824,TOTAL,,551,"$22,159.83 ","$17,189.52 "
95827,TOTAL,,439,"$28,090.75 ","$21,652.23 "
95829,TOTAL,,289,"$96,820.52 ","$75,714.12 "
95830,TOTAL,,281,"$42,516.00 ","$33,641.88 "
95831,TOTAL,,"32,583","$896,114.02 ","$708,262.76 "
95832,TOTAL,,"2,919","$63,015.41 ","$49,303.67 "
95833,TOTAL,,844,"$35,731.56 ","$27,738.20 "
95834,TOTAL,,"1,822","$87,789.34 ","$69,587.36 "
95851,TOTAL,,"34,756","$710,034.30 ","$556,932.32 "
95852,TOTAL,,"3,650","$47,048.77 ","$36,822.97 "
95857,TOTAL,,"1,705","$61,810.74 ","$48,254.44 "
95858,TOTAL,,238,"$23,777.12 ","$18,768.84 "
95860,TOTAL,,"283,505","$22,573,520.45 ","$17,360,871.09 "
95861,TOTAL,,"329,143","$35,409,527.30 ","$27,565,813.35 "
95863,TOTAL,,"14,525","$1,867,990.97 ","$1,464,061.73 "
95864,TOTAL,,"15,269","$2,619,978.38 ","$2,059,608.28 "
95867,TOTAL,,"3,554","$183,507.12 ","$143,753.32 "
95868,TOTAL,,"3,441","$284,438.27 ","$219,801.02 "
95869,TOTAL,,"7,668","$197,130.45 ","$152,467.76 "
95870,TOTAL,,"81,899","$2,055,211.40 ","$1,597,881.53 "
95872,TOTAL,,"1,039","$78,072.02 ","$60,849.25 "
95875,TOTAL,,21,"$1,533.02 ","$1,128.44 "
95900,TOTAL,,"1,504,059","$81,355,573.37 ","$63,979,264.56 "
95903,TOTAL,,"2,135,231","$129,536,289.76 ","$102,301,510.26 "
95904,TOTAL,,"3,358,755","$157,180,394.68 ","$124,284,047.44 "
95920,TOTAL,,"64,540","$8,036,305.51 ","$6,384,919.59 "
95921,TOTAL,,"69,567","$4,181,704.44 ","$3,291,763.07 "
95922,TOTAL,,"19,696","$1,126,988.05 ","$888,647.83 "
95923,TOTAL,,"6,002","$478,112.08 ","$377,656.17 "
95925,TOTAL,,"41,949","$2,081,545.03 ","$1,635,592.92 "
95926,TOTAL,,"51,888","$2,698,387.30 ","$2,132,785.77 "
95927,TOTAL,,"4,482","$192,735.90 ","$152,599.11 "
95928,TOTAL,,"2,234","$195,500.03 ","$155,298.69 "
95929,TOTAL,,"2,474","$220,878.39 ","$175,532.11 "
95930,TOTAL,,"14,928","$1,086,260.80 ","$847,742.93 "
95933,TOTAL,,"2,044","$96,124.30 ","$75,659.58 "
95934,TOTAL,,"361,200","$14,472,496.51 ","$11,483,997.30 "
95936,TOTAL,,"17,602","$729,467.02 ","$578,283.09 "
95937,TOTAL,,"44,434","$2,014,007.77 ","$1,587,598.45 "
95950,TOTAL,,"2,629","$302,032.63 ","$237,033.39 "
95951,TOTAL,,"33,297","$14,002,123.54 ","$11,031,614.78 "
95953,TOTAL,,"12,237","$3,705,369.07 ","$2,912,436.31 "
95954,TOTAL,,"3,767","$674,628.35 ","$533,861.33 "
95955,TOTAL,,"9,172","$531,753.99 ","$420,187.71 "
95956,TOTAL,,"6,099","$2,871,309.27 ","$2,267,818.85 "
95957,TOTAL,,"50,235","$7,094,370.80 ","$5,613,428.04 "
95958,TOTAL,,273,"$66,752.02 ","$51,277.08 "
95961,TOTAL,,919,"$167,993.81 ","$131,545.60 "
95962,TOTAL,,"1,461","$275,693.34 ","$219,110.56 "
95965,TOTAL,,94,"$160,189.14 ","$125,675.27 "
95966,TOTAL,,59,"$61,938.11 ","$49,529.64 "
95967,TOTAL,,36,"$18,172.57 ","$14,538.07 "
95970,TOTAL,,"8,215","$355,643.38 ","$261,707.49 "
95971,TOTAL,,"5,813","$286,597.13 ","$215,311.30 "
95972,TOTAL,,"22,039","$2,129,209.83 ","$1,620,391.89 "
95973,TOTAL,,"1,092","$61,245.99 ","$47,799.92 "
95974,TOTAL,,"17,165","$3,035,231.09 ","$2,304,363.32 "
95975,TOTAL,,619,"$61,457.46 ","$46,993.98 "
95978,TOTAL,,"12,809","$2,633,869.91 ","$2,047,304.60 "
95979,TOTAL,,"2,635","$249,577.71 ","$196,682.31 "
95990,TOTAL,,"72,676","$4,006,692.93 ","$2,962,242.35 "
95991,TOTAL,,"61,679","$4,551,093.47 ","$3,432,284.75 "
95999,TOTAL,,735,"$62,875.95 ","$49,978.36 "
96000,TOTAL,,208,"$17,036.87 ","$13,011.01 "
96001,TOTAL,,"10,988","$1,269,142.66 ","$1,010,815.90 "
96002,TOTAL,,928,"$21,589.02 ","$17,232.73 "
96003,TOTAL,,2,$40.70 ,$32.56 
96004,TOTAL,,"10,844","$1,353,068.79 ","$1,080,243.71 "
96100,TOTAL,,"231,449","$15,907,687.36 ","$12,534,699.91 "
96105,TOTAL,,400,"$30,645.73 ","$24,299.71 "
96110,TOTAL,,405,"$4,613.48 ","$3,554.54 "
96111,TOTAL,,203,"$24,920.15 ","$18,027.67 "
96115,TOTAL,,"100,702","$7,399,294.73 ","$5,751,910.63 "
96117,TOTAL,,"449,435","$33,090,559.27 ","$26,165,114.49 "
96150,TOTAL,,"90,002","$2,322,839.73 ","$1,818,717.43 "
96151,TOTAL,,"22,113","$535,477.34 ","$399,607.42 "
96152,TOTAL,,"300,476","$7,173,581.15 ","$5,625,111.04 "
96153,TOTAL,,"34,052","$159,806.82 ","$124,542.69 "
96154,TOTAL,,"7,941","$186,263.43 ","$144,940.63 "
96400,TOTAL,,355,$216.14 ,$173.46 
96405,TOTAL,,"1,220","$120,587.52 ","$93,535.55 "
96406,TOTAL,,197,"$27,377.46 ","$21,348.93 "
96408,TOTAL,,139,$130.09 ,$75.64 
96410,TOTAL,,"1,027","$167,294.77 ","$90,265.96 "
96412,TOTAL,,"1,259","$44,591.75 ","$25,868.54 "
96414,TOTAL,,59,"$8,995.81 ","$7,196.77 "
96420,TOTAL,,149,"$16,596.02 ","$13,043.77 "
96422,TOTAL,,174,"$35,849.87 ","$28,299.20 "
96423,TOTAL,,40,"$2,987.95 ","$2,374.32 "
96425,TOTAL,,"1,648","$305,302.59 ","$240,709.45 "
96440,TOTAL,,79,"$15,745.92 ","$12,531.69 "
96445,TOTAL,,317,"$98,418.45 ","$77,610.17 "
96450,TOTAL,,"2,129","$446,145.57 ","$354,199.77 "
96520,TOTAL,,"62,082","$9,315,619.12 ","$7,356,842.81 "
96530,TOTAL,,"36,574","$4,199,333.84 ","$3,194,477.36 "
96542,TOTAL,,"2,376","$536,324.06 ","$424,605.21 "
96549,TOTAL,,106,"$3,786.17 ","$2,795.34 "
96567,TOTAL,,"10,295","$659,300.96 ","$509,590.98 "
96570,TOTAL,,671,"$40,011.65 ","$31,717.53 "
96571,TOTAL,,101,"$2,139.75 ","$1,687.13 "
96900,TOTAL,,"84,109","$1,419,806.42 ","$1,079,524.28 "
96910,TOTAL,,"285,805","$11,221,735.60 ","$8,654,264.34 "
96912,TOTAL,,"78,593","$3,768,992.60 ","$2,891,935.39 "
96913,TOTAL,,629,"$39,661.08 ","$29,759.89 "
96920,TOTAL,,"11,514","$1,583,086.24 ","$1,239,295.50 "
96921,TOTAL,,"3,877","$544,841.49 ","$426,852.53 "
96922,TOTAL,,"2,048","$427,818.10 ","$337,997.68 "
96999,TOTAL,,89,"$2,726.91 ","$2,126.32 "
97001,TOTAL,,"1,525,438","$115,504,245.38 ","$88,333,088.26 "
97002,TOTAL,,"348,858","$14,177,602.07 ","$11,090,480.20 "
97003,TOTAL,,"108,843","$8,771,109.74 ","$6,786,282.06 "
97004,TOTAL,,"36,830","$1,639,195.78 ","$1,285,360.59 "
97006,TOTAL,,1,$0.01 ,$0.01 
97010,TOTAL,,2,$25.76 ,$20.61 
97012,TOTAL,,"605,564","$8,921,022.81 ","$7,017,512.74 "
97014,TOTAL,,2,$28.72 ,$22.98 
97016,TOTAL,,"148,946","$2,021,960.70 ","$1,597,199.96 "
97018,TOTAL,,"142,614","$936,002.99 ","$739,522.73 "
97020,TOTAL,,527,"$2,427.68 ","$1,837.81 "
97022,TOTAL,,"307,233","$4,651,660.36 ","$3,656,574.50 "
97024,TOTAL,,"96,651","$522,421.47 ","$411,684.11 "
97026,TOTAL,,"533,638","$2,646,431.36 ","$2,092,787.75 "
97028,TOTAL,,"4,816","$28,591.07 ","$22,491.94 "
97032,TOTAL,,"3,154,256","$51,275,209.31 ","$40,488,965.37 "
97033,TOTAL,,"217,829","$4,342,229.16 ","$3,410,444.71 "
97034,TOTAL,,"42,839","$612,953.63 ","$487,951.99 "
97035,TOTAL,,"6,066,658","$75,103,332.92 ","$59,271,147.72 "
97036,TOTAL,,"15,572","$362,214.87 ","$286,952.61 "
97039,TOTAL,,"84,827","$979,171.69 ","$766,482.45 "
97110,TOTAL,,"33,473,873","$954,789,275.05 ","$753,407,728.61 "
97112,TOTAL,,"5,124,369","$157,133,583.77 ","$124,552,423.95 "
97113,TOTAL,,"1,433,730","$46,125,010.60 ","$36,444,066.00 "
97116,TOTAL,,"1,192,299","$30,144,932.60 ","$23,967,232.75 "
97124,TOTAL,,"2,102,401","$48,545,083.59 ","$38,463,794.12 "
97139,TOTAL,,"44,320","$703,995.05 ","$557,985.23 "
97140,TOTAL,,"13,228,229","$360,216,815.74 ","$284,482,537.08 "
97150,TOTAL,,"497,665","$8,663,139.19 ","$6,852,157.48 "
97504,TOTAL,,"50,574","$1,542,684.00 ","$1,202,644.52 "
97520,TOTAL,,"7,591","$207,980.22 ","$162,819.97 "
97530,TOTAL,,"6,059,201","$184,812,162.99 ","$146,219,045.05 "
97532,TOTAL,,"66,679","$1,721,022.17 ","$1,357,343.08 "
97533,TOTAL,,"10,340","$262,997.75 ","$207,986.42 "
97535,TOTAL,,"761,318","$23,342,677.30 ","$18,547,114.84 "
97537,TOTAL,,"17,557","$466,479.91 ","$370,751.84 "
97542,TOTAL,,"6,715","$188,604.64 ","$149,417.62 "
97545,TOTAL,,91,$89.03 ,$71.20 
97597,TOTAL,,"68,785","$3,189,061.73 ","$2,509,664.02 "
97598,TOTAL,,"8,525","$500,599.06 ","$397,163.02 "
97602,TOTAL,,13,$0.13 ,$0.09 
97703,TOTAL,,"10,291","$264,186.85 ","$204,723.56 "
97750,TOTAL,,"88,579","$2,640,607.84 ","$2,073,223.41 "
97755,TOTAL,,"2,443","$85,961.37 ","$67,335.52 "
97799,TOTAL,,128,"$2,323.98 ","$1,852.42 "
97802,TOTAL,,"177,966","$2,724,385.73 ","$2,079,890.92 "
97803,TOTAL,,"96,161","$1,512,002.81 ","$1,151,629.38 "
97804,TOTAL,,"5,929","$35,411.87 ","$26,762.36 "
97810,TOTAL,,251,$2.60 ,$2.56 
97811,TOTAL,,55,$0.64 ,$0.61 
97813,TOTAL,,180,$1.80 ,$1.78 
97814,TOTAL,,143,$1.43 ,$1.42 
98925,TOTAL,,"103,616","$3,049,938.34 ","$2,263,820.48 "
98926,TOTAL,,"133,845","$5,444,737.68 ","$4,100,052.92 "
98927,TOTAL,,"101,488","$5,406,325.32 ","$4,122,942.64 "
98928,TOTAL,,"76,604","$4,871,295.57 ","$3,766,794.90 "
98929,TOTAL,,"47,031","$3,488,751.63 ","$2,715,568.56 "
98940,TOTAL,,"7,690,516","$195,103,403.48 ","$142,323,031.68 "
98941,TOTAL,,"13,096,061","$465,952,727.06 ","$347,387,409.24 "
98942,TOTAL,,"2,401,154","$110,743,986.36 ","$83,975,350.55 "
98943,TOTAL,,"1,237","$25,705.80 ","$20,180.49 "
99000,TOTAL,,1,$0.01 ,$0.01 
99024,TOTAL,,2,$87.31 ,$69.57 
99070,TOTAL,,2,"$1,146.40 ",$917.12 
99082,TOTAL,,"204,524","$191,858.99 ","$150,432.84 "
99141,TOTAL,,1,$174.00 ,$139.20 
99170,TOTAL,,15,"$1,499.74 ","$1,154.73 "
99173,TOTAL,,2,$0.02 ,$0.02 
99175,TOTAL,,4,$189.70 ,$151.76 
99183,TOTAL,,"334,808","$42,382,415.78 ","$33,610,165.73 "
99185,TOTAL,,50,"$1,627.60 ","$1,301.96 "
99186,TOTAL,,3,$244.16 ,$195.33 
99195,TOTAL,,"83,076","$1,400,958.84 ","$1,012,788.25 "
99199,TOTAL,,"4,395","$350,900.12 ","$278,737.20 "
,,,,,
