Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 40490 - 49999,,,,,
,BESS REPORTS,CODE RANGES,,,
,OTHER,,"5,254","$705,223.81 ","$542,405.96 "
,TOTAL,,"6,324","$1,038,901.19 ","$804,001.24 "
45339,SG,,261,"$80,999.19 ","$63,846.14 "
,OTHER,,"2,256","$399,868.32 ","$311,029.08 "
,TOTAL,,"2,517","$480,867.51 ","$374,875.22 "
45340,SG,,118,"$37,355.11 ","$29,578.94 "
,OTHER,,"1,090","$115,997.44 ","$89,328.01 "
,TOTAL,,"1,208","$153,352.55 ","$118,906.95 "
45341,SG,,71,"$23,072.57 ","$18,148.21 "
,OTHER,,"2,553","$371,509.52 ","$289,694.61 "
,TOTAL,,"2,624","$394,582.09 ","$307,842.82 "
45342,SG,,8,"$2,656.59 ","$2,125.29 "
,OTHER,,254,"$54,611.58 ","$43,019.39 "
,TOTAL,,262,"$57,268.17 ","$45,144.68 "
45345,OTHER,,289,"$47,767.65 ","$37,693.19 "
,TOTAL,,289,"$47,767.65 ","$37,693.19 "
45355,SG,,138,"$40,719.84 ","$32,027.69 "
,OTHER,,"1,083","$202,728.49 ","$159,770.39 "
,TOTAL,,"1,221","$243,448.33 ","$191,798.08 "
45378,SG,,"331,555","$144,362,245.73 ","$113,130,145.65 "
,OTHER,,"1,125,483","$238,861,567.05 ","$186,024,020.47 "
,TOTAL,,"1,457,038","$383,223,812.78 ","$299,154,166.12 "
45379,SG,,177,"$68,795.32 ","$53,657.24 "
,OTHER,,972,"$242,625.16 ","$190,295.47 "
,TOTAL,,"1,149","$311,420.48 ","$243,952.71 "
45380,SG,,"252,400","$101,993,723.60 ","$80,091,019.90 "
,OTHER,,"739,052","$164,568,290.99 ","$128,693,217.20 "
,TOTAL,,"991,452","$266,562,014.59 ","$208,784,237.10 "
45381,SG,,"8,898","$2,412,373.09 ","$1,908,726.01 "
,OTHER,,"29,168","$1,427,863.80 ","$1,127,840.41 "
,TOTAL,,"38,066","$3,840,236.89 ","$3,036,566.42 "
45382,SG,,"2,379","$918,283.20 ","$724,410.78 "
,OTHER,,"21,704","$6,790,968.76 ","$5,382,764.43 "
,TOTAL,,"24,083","$7,709,251.96 ","$6,107,175.21 "
45383,SG,,"21,347","$8,816,345.00 ","$6,920,860.77 "
,OTHER,,"74,701","$25,142,416.60 ","$19,709,941.17 "
,TOTAL,,"96,048","$33,958,761.60 ","$26,630,801.94 "
45384,SG,,"101,329","$41,000,868.43 ","$32,172,307.70 "
,OTHER,,"298,269","$68,547,782.97 ","$53,430,282.95 "
,TOTAL,,"399,598","$109,548,651.40 ","$85,602,590.65 "
45385,SG,,"242,503","$104,652,686.49 ","$82,042,875.83 "
,OTHER,,"714,464","$214,185,477.85 ","$167,357,967.13 "
,TOTAL,,"956,967","$318,838,164.34 ","$249,400,842.96 "
45386,SG,,457,"$180,192.44 ","$141,432.58 "
,OTHER,,"2,078","$500,259.94 ","$393,463.91 "
,TOTAL,,"2,535","$680,452.38 ","$534,896.49 "
45387,SG,,5,"$1,463.83 ","$1,171.07 "
,OTHER,,576,"$188,330.19 ","$149,279.72 "
,TOTAL,,581,"$189,794.02 ","$150,450.79 "
45391,SG,,8,"$3,489.65 ","$2,791.71 "
,OTHER,,297,"$71,340.51 ","$56,232.90 "
,TOTAL,,305,"$74,830.16 ","$59,024.61 "
45392,SG,,2,$920.58 ,$736.46 
,OTHER,,65,"$22,511.34 ","$17,649.26 "
,TOTAL,,67,"$23,431.92 ","$18,385.72 "
45500,SG,,29,"$10,715.08 ","$8,572.06 "
,OTHER,,139,"$54,309.31 ","$43,014.67 "
,TOTAL,,168,"$65,024.39 ","$51,586.73 "
45505,SG,,87,"$28,426.06 ","$22,652.76 "
,OTHER,,646,"$283,829.65 ","$224,830.87 "
,TOTAL,,733,"$312,255.71 ","$247,483.63 "
45520,OTHER,,181,"$9,624.98 ","$7,428.88 "
,TOTAL,,181,"$9,624.98 ","$7,428.88 "
45540,80'S,,143,"$18,250.03 ","$14,599.91 "
,OTHER,,529,"$415,909.12 ","$329,704.97 "
,TOTAL,,672,"$434,159.15 ","$344,304.88 "
45541,80'S,,50,"$6,522.19 ","$5,162.50 "
,OTHER,,644,"$474,488.51 ","$374,676.27 "
,TOTAL,,694,"$481,010.70 ","$379,838.77 "
45550,80'S,,177,"$36,401.59 ","$29,016.35 "
,OTHER,,570,"$668,263.88 ","$532,758.44 "
,TOTAL,,747,"$704,665.47 ","$561,774.79 "
45560,SG,,77,"$30,800.63 ","$24,381.77 "
,80'S,,540,"$38,283.92 ","$29,942.46 "
,OTHER,,"2,037","$935,564.21 ","$737,076.04 "
,TOTAL,,"2,654","$1,004,648.76 ","$791,400.27 "
45562,80'S,,21,"$2,421.72 ","$1,816.82 "
,OTHER,,144,"$107,167.39 ","$84,799.44 "
,TOTAL,,165,"$109,589.11 ","$86,616.26 "
45563,80'S,,5,"$1,014.53 ",$811.64 
,OTHER,,51,"$65,587.31 ","$52,469.83 "
,TOTAL,,56,"$66,601.84 ","$53,281.47 "
45800,80'S,,33,"$3,458.28 ","$2,766.62 "
,OTHER,,140,"$104,073.16 ","$82,231.18 "
,TOTAL,,173,"$107,531.44 ","$84,997.80 "
45805,80'S,,5,$858.94 ,$687.15 
,OTHER,,23,"$18,917.07 ","$15,133.66 "
,TOTAL,,28,"$19,776.01 ","$15,820.81 "
45820,80'S,,8,"$1,229.28 ",$983.42 
,OTHER,,64,"$56,352.50 ","$45,071.94 "
,TOTAL,,72,"$57,581.78 ","$46,055.36 "
45825,80'S,,1,$190.37 ,$152.30 
,OTHER,,7,"$8,343.34 ","$6,674.67 "
,TOTAL,,8,"$8,533.71 ","$6,826.97 "
45900,OTHER,,219,"$34,865.19 ","$27,150.33 "
,TOTAL,,219,"$34,865.19 ","$27,150.33 "
45905,SG,,91,"$27,078.29 ","$21,376.45 "
,OTHER,,725,"$92,165.42 ","$72,235.53 "
,TOTAL,,816,"$119,243.71 ","$93,611.98 "
45910,SG,,69,"$21,541.41 ","$16,848.07 "
,OTHER,,513,"$81,420.72 ","$63,140.59 "
,TOTAL,,582,"$102,962.13 ","$79,988.66 "
45915,SG,,47,"$14,176.30 ","$11,049.94 "
,OTHER,,"2,983","$656,792.97 ","$518,454.73 "
,TOTAL,,"3,030","$670,969.27 ","$529,504.67 "
45999,80'S,,3,$267.46 ,$213.97 
,OTHER,,575,"$138,495.29 ","$110,233.05 "
,TOTAL,,578,"$138,762.75 ","$110,447.02 "
46020,SG,,53,"$20,914.78 ","$16,484.97 "
,OTHER,,433,"$66,913.33 ","$52,462.11 "
,TOTAL,,486,"$87,828.11 ","$68,947.08 "
46030,SG,,16,"$3,526.27 ","$2,821.02 "
,OTHER,,146,"$10,526.94 ","$8,035.38 "
,TOTAL,,162,"$14,053.21 ","$10,856.40 "
46040,SG,,92,"$45,472.20 ","$34,837.09 "
,OTHER,,"5,998","$2,069,953.96 ","$1,621,028.75 "
,TOTAL,,"6,090","$2,115,426.16 ","$1,655,865.84 "
46045,SG,,15,"$5,769.94 ","$4,580.11 "
,OTHER,,349,"$95,586.32 ","$76,028.79 "
,TOTAL,,364,"$101,356.26 ","$80,608.90 "
46050,SG,,40,"$10,535.82 ","$7,828.86 "
,OTHER,,"2,966","$329,226.36 ","$248,604.46 "
,TOTAL,,"3,006","$339,762.18 ","$256,433.32 "
46060,SG,,40,"$16,270.79 ","$13,016.65 "
,OTHER,,"1,096","$375,633.66 ","$293,868.17 "
,TOTAL,,"1,136","$391,904.45 ","$306,884.82 "
46080,SG,,388,"$192,980.84 ","$151,456.89 "
,OTHER,,"2,617","$358,180.82 ","$279,565.91 "
,TOTAL,,"3,005","$551,161.66 ","$431,022.80 "
46083,OTHER,,"3,285","$419,431.28 ","$306,156.10 "
,TOTAL,,"3,285","$419,431.28 ","$306,156.10 "
46200,SG,,320,"$128,934.67 ","$101,355.21 "
,OTHER,,"2,033","$461,574.98 ","$360,963.29 "
,TOTAL,,"2,353","$590,509.65 ","$462,318.50 "
46210,SG,,3,$653.32 ,$522.65 
,OTHER,,27,"$4,403.72 ","$3,522.98 "
,TOTAL,,30,"$5,057.04 ","$4,045.63 "
46211,SG,,5,"$1,844.51 ","$1,438.52 "
,OTHER,,28,"$9,088.33 ","$7,225.60 "
,TOTAL,,33,"$10,932.84 ","$8,664.12 "
46220,SG,,81,"$23,526.54 ","$18,349.63 "
,OTHER,,933,"$110,147.83 ","$82,462.38 "
,TOTAL,,"1,014","$133,674.37 ","$100,812.01 "
46221,OTHER,,"36,728","$6,075,595.07 ","$4,670,637.35 "
,TOTAL,,"36,728","$6,075,595.07 ","$4,670,637.35 "
46230,SG,,45,"$11,224.57 ","$8,979.67 "
,OTHER,,"1,572","$250,822.31 ","$191,889.98 "
,TOTAL,,"1,617","$262,046.88 ","$200,869.65 "
46250,SG,,269,"$131,012.98 ","$102,235.80 "
,OTHER,,"2,147","$563,659.50 ","$440,243.55 "
,TOTAL,,"2,416","$694,672.48 ","$542,479.35 "
46255,SG,,539,"$266,418.60 ","$209,427.01 "
,80'S,,1,$42.52 ,$34.02 
,OTHER,,"4,533","$1,326,100.48 ","$1,041,726.70 "
,TOTAL,,"5,073","$1,592,561.60 ","$1,251,187.73 "
46257,SG,,26,"$12,541.57 ","$9,632.67 "
,OTHER,,269,"$86,119.04 ","$66,423.68 "
,TOTAL,,295,"$98,660.61 ","$76,056.35 "
46258,SG,,11,"$5,562.75 ","$4,450.19 "
,OTHER,,101,"$35,258.73 ","$28,028.85 "
,TOTAL,,112,"$40,821.48 ","$32,479.04 "
46260,SG,,"1,021","$517,662.59 ","$408,509.80 "
,OTHER,,"9,504","$3,558,746.00 ","$2,799,627.99 "
,TOTAL,,"10,525","$4,076,408.59 ","$3,208,137.79 "
46261,SG,,68,"$43,285.95 ","$34,099.45 "
,OTHER,,701,"$287,774.12 ","$226,765.39 "
,TOTAL,,769,"$331,060.07 ","$260,864.84 "
46262,SG,,36,"$22,623.74 ","$18,017.93 "
,OTHER,,291,"$127,458.78 ","$100,476.16 "
,TOTAL,,327,"$150,082.52 ","$118,494.09 "
46270,SG,,330,"$163,931.70 ","$129,114.53 "
,OTHER,,"1,750","$419,114.08 ","$329,090.74 "
,TOTAL,,"2,080","$583,045.78 ","$458,205.27 "
46275,SG,,132,"$65,374.26 ","$51,016.56 "
,OTHER,,"1,185","$347,029.08 ","$272,178.23 "
,TOTAL,,"1,317","$412,403.34 ","$323,194.79 "
46280,SG,,160,"$101,248.62 ","$79,341.12 "
,OTHER,,"1,575","$566,079.81 ","$442,319.50 "
,TOTAL,,"1,735","$667,328.43 ","$521,660.62 "
46285,SG,,22,"$7,353.20 ","$5,738.67 "
,OTHER,,143,"$37,691.22 ","$29,699.58 "
,TOTAL,,165,"$45,044.42 ","$35,438.25 "
46288,SG,,17,"$11,048.28 ","$8,838.65 "
,OTHER,,170,"$68,893.92 ","$53,703.03 "
,TOTAL,,187,"$79,942.20 ","$62,541.68 "
46320,OTHER,,"2,498","$333,485.51 ","$247,706.19 "
,TOTAL,,"2,498","$333,485.51 ","$247,706.19 "
46500,OTHER,,"9,651","$1,430,270.08 ","$1,091,295.98 "
,TOTAL,,"9,651","$1,430,270.08 ","$1,091,295.98 "
46600,OTHER,,"98,582","$7,123,428.84 ","$5,341,247.89 "
,TOTAL,,"98,582","$7,123,428.84 ","$5,341,247.89 "
46604,OTHER,,"1,698","$375,468.73 ","$295,551.41 "
,TOTAL,,"1,698","$375,468.73 ","$295,551.41 "
46606,OTHER,,"1,869","$156,764.83 ","$122,463.42 "
,TOTAL,,"1,869","$156,764.83 ","$122,463.42 "
46608,SG,,4,"$1,384.69 ",$862.43 
,80'S,,1,$7.59 ,$6.07 
,OTHER,,128,"$14,511.42 ","$11,199.74 "
,TOTAL,,133,"$15,903.70 ","$12,068.24 "
46610,SG,,78,"$25,326.86 ","$19,898.24 "
,OTHER,,285,"$27,882.31 ","$21,646.47 "
,TOTAL,,363,"$53,209.17 ","$41,544.71 "
46611,SG,,8,"$1,788.98 ","$1,431.18 "
,OTHER,,144,"$19,267.74 ","$14,629.50 "
,TOTAL,,152,"$21,056.72 ","$16,060.68 "
46612,SG,,22,"$6,936.04 ","$5,202.55 "
,OTHER,,95,"$13,183.17 ","$10,361.11 "
,TOTAL,,117,"$20,119.21 ","$15,563.66 "
46614,OTHER,,"1,613","$246,224.20 ","$191,219.08 "
,TOTAL,,"1,613","$246,224.20 ","$191,219.08 "
46615,SG,,34,"$13,121.82 ","$10,279.16 "
,OTHER,,311,"$54,921.73 ","$42,932.83 "
,TOTAL,,345,"$68,043.55 ","$53,211.99 "
46700,SG,,87,"$41,305.00 ","$32,479.59 "
,OTHER,,783,"$394,530.56 ","$312,312.09 "
,TOTAL,,870,"$435,835.56 ","$344,791.68 "
46706,SG,,2,$734.58 ,$587.67 
,OTHER,,164,"$21,590.03 ","$17,003.05 "
,TOTAL,,166,"$22,324.61 ","$17,590.72 "
46716,OTHER,,1,$901.75 ,$721.40 
,TOTAL,,1,$901.75 ,$721.40 
46735,OTHER,,1,$956.00 ,$764.80 
,TOTAL,,1,$956.00 ,$764.80 
46740,80'S,,1,$259.38 ,$207.50 
,OTHER,,8,"$13,287.46 ","$10,541.97 "
,TOTAL,,9,"$13,546.84 ","$10,749.47 "
46742,OTHER,,1,"$1,850.55 ","$1,480.44 "
,TOTAL,,1,"$1,850.55 ","$1,480.44 "
46744,80'S,,3,"$1,427.44 ","$1,141.95 "
,OTHER,,7,"$19,477.77 ","$15,582.22 "
,TOTAL,,10,"$20,905.21 ","$16,724.17 "
46750,SG,,9,"$3,982.48 ","$3,174.12 "
,80'S,,106,"$7,830.41 ","$6,233.01 "
,OTHER,,756,"$368,325.33 ","$290,357.05 "
,TOTAL,,871,"$380,138.22 ","$299,764.18 "
46753,SG,,7,"$3,260.33 ","$2,608.26 "
,OTHER,,128,"$61,549.38 ","$49,184.83 "
,TOTAL,,135,"$64,809.71 ","$51,793.09 "
46754,SG,,1,$444.71 ,$355.77 
,OTHER,,58,"$7,429.11 ","$5,591.65 "
,TOTAL,,59,"$7,873.82 ","$5,947.42 "
46760,80'S,,6,$711.64 ,$482.74 
,OTHER,,24,"$18,927.62 ","$14,522.75 "
,TOTAL,,30,"$19,639.26 ","$15,005.49 "
46761,SG,,3,"$1,590.45 ","$1,272.36 "
,80'S,,31,"$3,060.46 ","$2,395.08 "
,OTHER,,260,"$155,513.19 ","$122,942.69 "
,TOTAL,,294,"$160,164.10 ","$126,610.13 "
46762,80'S,,1,$113.56 ,$90.85 
,OTHER,,27,"$17,270.37 ","$13,040.84 "
,TOTAL,,28,"$17,383.93 ","$13,131.69 "
46900,OTHER,,"2,213","$368,284.21 ","$281,052.13 "
,TOTAL,,"2,213","$368,284.21 ","$281,052.13 "
46910,OTHER,,695,"$98,528.21 ","$75,159.68 "
,TOTAL,,695,"$98,528.21 ","$75,159.68 "
46916,OTHER,,943,"$168,637.38 ","$130,204.43 "
,TOTAL,,943,"$168,637.38 ","$130,204.43 "
46917,SG,,20,"$5,389.21 ","$4,144.24 "
,OTHER,,236,"$54,359.97 ","$42,890.38 "
,TOTAL,,256,"$59,749.18 ","$47,034.62 "
46922,SG,,217,"$62,508.76 ","$48,780.04 "
,OTHER,,"1,446","$171,793.74 ","$134,138.87 "
,TOTAL,,"1,663","$234,302.50 ","$182,918.91 "
46924,SG,,167,"$48,972.38 ","$38,849.94 "
,OTHER,,"1,931","$492,727.62 ","$384,002.04 "
,TOTAL,,"2,098","$541,700.00 ","$422,851.98 "
46934,OTHER,,"40,191","$13,410,186.54 ","$10,573,207.14 "
,TOTAL,,"40,191","$13,410,186.54 ","$10,573,207.14 "
46935,OTHER,,560,"$117,683.81 ","$92,239.17 "
,TOTAL,,560,"$117,683.81 ","$92,239.17 "
46936,OTHER,,"1,952","$664,601.80 ","$519,273.89 "
,TOTAL,,"1,952","$664,601.80 ","$519,273.89 "
46937,OTHER,,17,"$2,673.79 ","$2,139.05 "
,TOTAL,,17,"$2,673.79 ","$2,139.05 "
46938,OTHER,,6,"$1,990.78 ","$1,395.94 "
,TOTAL,,6,"$1,990.78 ","$1,395.94 "
46940,OTHER,,480,"$84,588.64 ","$63,869.43 "
,TOTAL,,480,"$84,588.64 ","$63,869.43 "
46942,OTHER,,363,"$62,174.03 ","$49,167.56 "
,TOTAL,,363,"$62,174.03 ","$49,167.56 "
46945,OTHER,,"1,744","$299,181.78 ","$231,364.94 "
,TOTAL,,"1,744","$299,181.78 ","$231,364.94 "
46946,OTHER,,"1,283","$246,139.83 ","$191,454.28 "
,TOTAL,,"1,283","$246,139.83 ","$191,454.28 "
46947,SG,,236,"$115,647.30 ","$92,233.04 "
,OTHER,,"4,093","$1,273,334.79 ","$1,004,390.07 "
,TOTAL,,"4,329","$1,388,982.09 ","$1,096,623.11 "
46999,80'S,,1,$32.19 ,$25.75 
,OTHER,,282,"$62,245.54 ","$49,134.55 "
,TOTAL,,283,"$62,277.73 ","$49,160.30 "
47000,SG,,672,"$216,604.47 ","$169,781.97 "
,80'S,,3,$34.58 ,$27.67 
,OTHER,,"54,687","$5,506,480.99 ","$4,312,217.97 "
,TOTAL,,"55,362","$5,723,120.04 ","$4,482,027.61 "
47001,80'S,,3,$51.31 ,$41.04 
,OTHER,,"9,004","$936,393.31 ","$742,938.45 "
,TOTAL,,"9,007","$936,444.62 ","$742,979.49 "
47010,80'S,,79,"$10,506.90 ","$8,393.33 "
,OTHER,,488,"$399,102.52 ","$317,176.45 "
,TOTAL,,567,"$409,609.42 ","$325,569.78 "
47011,80'S,,2,$28.24 ,$22.59 
,OTHER,,"2,795","$522,094.46 ","$415,604.47 "
,TOTAL,,"2,797","$522,122.70 ","$415,627.06 "
47015,80'S,,13,"$1,598.07 ","$1,278.45 "
,OTHER,,121,"$85,735.62 ","$67,508.03 "
,TOTAL,,134,"$87,333.69 ","$68,786.48 "
47100,80'S,,"1,078","$81,307.90 ","$64,664.10 "
,OTHER,,"7,138","$3,093,678.68 ","$2,453,377.80 "
,TOTAL,,"8,216","$3,174,986.58 ","$2,518,041.90 "
47120,80'S,,377,"$124,665.89 ","$98,756.15 "
,OTHER,,"1,901","$3,674,416.51 ","$2,920,092.22 "
,TOTAL,,"2,278","$3,799,082.40 ","$3,018,848.37 "
47122,80'S,,40,"$21,234.03 ","$16,899.16 "
,OTHER,,201,"$625,530.85 ","$496,398.69 "
,TOTAL,,241,"$646,764.88 ","$513,297.85 "
47125,80'S,,75,"$33,865.39 ","$26,770.69 "
,OTHER,,325,"$883,637.89 ","$698,890.96 "
,TOTAL,,400,"$917,503.28 ","$725,661.65 "
47130,80'S,,107,"$53,396.58 ","$42,093.19 "
,OTHER,,599,"$1,806,731.26 ","$1,438,601.22 "
,TOTAL,,706,"$1,860,127.84 ","$1,480,694.41 "
47135,80'S,,552,"$419,695.43 ","$334,828.34 "
,OTHER,,"1,437","$5,993,432.34 ","$4,769,836.69 "
,TOTAL,,"1,989","$6,413,127.77 ","$5,104,665.03 "
47136,80'S,,1,$682.32 ,$545.86 
,OTHER,,5,"$18,304.80 ","$14,643.85 "
,TOTAL,,6,"$18,987.12 ","$15,189.71 "
47140,80'S,,2,$957.48 ,$765.99 
,OTHER,,5,"$15,032.61 ","$12,026.09 "
,TOTAL,,7,"$15,990.09 ","$12,792.08 "
47141,80'S,,1,$347.62 ,$278.10 
,OTHER,,1,"$4,345.19 ","$3,476.15 "
,TOTAL,,2,"$4,692.81 ","$3,754.25 "
47142,80'S,,11,"$7,306.74 ","$5,973.96 "
,OTHER,,22,"$79,029.62 ","$65,224.56 "
,TOTAL,,33,"$86,336.36 ","$71,198.52 "
47143,80'S,,80,"$3,153.83 ","$2,521.07 "
,OTHER,,713,"$179,112.68 ","$142,840.36 "
,TOTAL,,793,"$182,266.51 ","$145,361.43 "
47144,80'S,,2,$592.33 ,$473.86 
,OTHER,,7,"$2,107.40 ","$1,685.91 "
,TOTAL,,9,"$2,699.73 ","$2,159.77 "
47145,OTHER,,2,$677.59 ,$542.07 
,TOTAL,,2,$677.59 ,$542.07 
47146,80'S,,6,$192.97 ,$154.38 
,OTHER,,43,"$8,999.95 ","$7,200.02 "
,TOTAL,,49,"$9,192.92 ","$7,354.40 "
47147,80'S,,31,"$1,180.91 ",$944.64 
,OTHER,,122,"$30,542.01 ","$24,433.71 "
,TOTAL,,153,"$31,722.92 ","$25,378.35 "
47300,80'S,,33,"$4,245.72 ","$3,396.56 "
,OTHER,,184,"$141,626.48 ","$113,030.85 "
,TOTAL,,217,"$145,872.20 ","$116,427.41 "
47350,80'S,,50,"$7,953.17 ","$6,362.53 "
,OTHER,,343,"$342,985.17 ","$272,677.76 "
,TOTAL,,393,"$350,938.34 ","$279,040.29 "
47360,80'S,,10,"$2,622.12 ","$2,097.69 "
,OTHER,,110,"$151,090.94 ","$119,887.08 "
,TOTAL,,120,"$153,713.06 ","$121,984.77 "
47361,80'S,,29,"$12,318.91 ","$9,855.11 "
,OTHER,,196,"$466,474.80 ","$371,260.91 "
,TOTAL,,225,"$478,793.71 ","$381,116.02 "
47362,80'S,,13,"$2,316.52 ","$1,853.22 "
,OTHER,,112,"$105,724.39 ","$84,113.43 "
,TOTAL,,125,"$108,040.91 ","$85,966.65 "
47370,80'S,,76,"$13,481.81 ","$10,404.52 "
,OTHER,,414,"$442,755.17 ","$348,080.53 "
,TOTAL,,490,"$456,236.98 ","$358,485.05 "
47371,80'S,,1,$98.30 ,$78.64 
,OTHER,,9,"$11,018.00 ","$8,814.38 "
,TOTAL,,10,"$11,116.30 ","$8,893.02 "
47379,80'S,,84,"$9,654.40 ","$7,663.06 "
,OTHER,,857,"$432,154.72 ","$343,931.95 "
,TOTAL,,941,"$441,809.12 ","$351,595.01 "
47380,80'S,,112,"$20,950.82 ","$16,609.03 "
,OTHER,,651,"$714,870.11 ","$570,295.88 "
,TOTAL,,763,"$735,820.93 ","$586,904.91 "
47381,80'S,,7,"$1,483.34 ","$1,186.67 "
,OTHER,,30,"$36,927.03 ","$29,453.64 "
,TOTAL,,37,"$38,410.37 ","$30,640.31 "
47382,80'S,,11,"$1,464.42 ","$1,171.50 "
,OTHER,,"1,522","$1,260,071.19 ","$1,000,686.53 "
,TOTAL,,"1,533","$1,261,535.61 ","$1,001,858.03 "
47399,80'S,,16,"$3,352.57 ","$2,682.04 "
,OTHER,,219,"$136,750.45 ","$109,292.25 "
,TOTAL,,235,"$140,103.02 ","$111,974.29 "
47400,80'S,,8,"$2,144.44 ","$1,715.55 "
,OTHER,,30,"$46,561.15 ","$37,248.90 "
,TOTAL,,38,"$48,705.59 ","$38,964.45 "
47420,80'S,,140,"$23,117.24 ","$18,478.60 "
,OTHER,,672,"$648,663.53 ","$517,636.80 "
,TOTAL,,812,"$671,780.77 ","$536,115.40 "
47425,80'S,,9,"$1,547.93 ","$1,223.58 "
,OTHER,,35,"$35,372.16 ","$28,205.53 "
,TOTAL,,44,"$36,920.09 ","$29,429.11 "
47460,80'S,,22,"$3,140.04 ","$2,512.04 "
,OTHER,,113,"$109,642.95 ","$87,714.34 "
,TOTAL,,135,"$112,782.99 ","$90,226.38 "
47480,80'S,,94,"$8,083.04 ","$6,378.44 "
,OTHER,,533,"$299,237.27 ","$237,717.61 "
,TOTAL,,627,"$307,320.31 ","$244,096.05 "
47490,OTHER,,"4,261","$2,121,714.22 ","$1,690,680.83 "
,TOTAL,,"4,261","$2,121,714.22 ","$1,690,680.83 "
47500,OTHER,,"7,010","$443,736.22 ","$352,038.50 "
,TOTAL,,"7,010","$443,736.22 ","$352,038.50 "
47505,80'S,,4,$12.99 ,$10.40 
,OTHER,,"19,548","$638,176.15 ","$505,013.93 "
,TOTAL,,"19,552","$638,189.14 ","$505,024.33 "
47510,SG,,1,$430.77 ,$344.62 
,OTHER,,"3,028","$1,434,609.12 ","$1,141,103.71 "
,TOTAL,,"3,029","$1,435,039.89 ","$1,141,448.33 "
47511,OTHER,,"5,427","$3,239,986.84 ","$2,578,936.48 "
,TOTAL,,"5,427","$3,239,986.84 ","$2,578,936.48 "
47525,SG,,3,$963.30 ,$770.63 
,OTHER,,"10,610","$3,085,413.53 ","$2,442,341.21 "
,TOTAL,,"10,613","$3,086,376.83 ","$2,443,111.84 "
47530,OTHER,,406,"$135,028.22 ","$106,915.12 "
,TOTAL,,406,"$135,028.22 ","$106,915.12 "
47550,80'S,,166,"$4,420.53 ","$3,536.45 "
,OTHER,,"1,312","$211,884.55 ","$168,573.63 "
,TOTAL,,"1,478","$216,305.08 ","$172,110.08 "
47552,SG,,1,$411.66 ,$329.33 
,OTHER,,342,"$81,002.04 ","$64,440.25 "
,TOTAL,,343,"$81,413.70 ","$64,769.58 "
47553,OTHER,,448,"$109,845.58 ","$87,187.15 "
,TOTAL,,448,"$109,845.58 ","$87,187.15 "
47554,OTHER,,207,"$76,507.90 ","$61,109.07 "
,TOTAL,,207,"$76,507.90 ","$61,109.07 "
47555,OTHER,,"1,326","$402,005.64 ","$316,427.70 "
,TOTAL,,"1,326","$402,005.64 ","$316,427.70 "
47556,OTHER,,"1,799","$697,673.25 ","$556,547.39 "
,TOTAL,,"1,799","$697,673.25 ","$556,547.39 "
47560,SG,,3,"$1,667.80 ","$1,290.86 "
,80'S,,3,$127.71 ,$102.16 
,OTHER,,117,"$23,588.95 ","$18,564.41 "
,TOTAL,,123,"$25,384.46 ","$19,957.43 "
47561,SG,,3,"$1,553.07 ","$1,242.46 "
,80'S,,4,$140.86 ,$112.69 
,OTHER,,52,"$11,139.20 ","$8,735.01 "
,TOTAL,,59,"$12,833.13 ","$10,090.16 "
47562,80'S,,"21,049","$2,162,415.82 ","$1,706,465.63 "
,OTHER,,"126,287","$76,993,099.30 ","$60,832,808.13 "
,TOTAL,,"147,336","$79,155,515.12 ","$62,539,273.76 "
47563,80'S,,"11,137","$1,230,073.13 ","$971,901.02 "
,OTHER,,"68,374","$44,548,481.07 ","$35,235,432.80 "
,TOTAL,,"79,511","$45,778,554.20 ","$36,207,333.82 "
47564,80'S,,344,"$44,598.80 ","$35,538.30 "
,OTHER,,"2,041","$1,577,296.47 ","$1,252,661.94 "
,TOTAL,,"2,385","$1,621,895.27 ","$1,288,200.24 "
47570,80'S,,9,$831.64 ,$665.31 
,OTHER,,37,"$21,763.95 ","$17,402.57 "
,TOTAL,,46,"$22,595.59 ","$18,067.88 "
47579,80'S,,13,"$1,103.81 ",$883.05 
,OTHER,,90,"$49,172.11 ","$39,311.98 "
,TOTAL,,103,"$50,275.92 ","$40,195.03 "
47600,80'S,,"6,048","$609,626.12 ","$484,490.90 "
,OTHER,,"28,746","$17,772,020.41 ","$14,112,875.52 "
,TOTAL,,"34,794","$18,381,646.53 ","$14,597,366.42 "
47605,80'S,,"1,562","$196,886.81 ","$156,259.75 "
,OTHER,,"7,705","$5,810,236.83 ","$4,614,382.44 "
,TOTAL,,"9,267","$6,007,123.64 ","$4,770,642.19 "
47610,80'S,,947,"$160,352.88 ","$127,659.82 "
,OTHER,,"3,715","$3,718,669.97 ","$2,958,852.16 "
,TOTAL,,"4,662","$3,879,022.85 ","$3,086,511.98 "
47612,80'S,,188,"$31,620.00 ","$25,279.41 "
,OTHER,,585,"$587,101.51 ","$467,494.86 "
,TOTAL,,773,"$618,721.51 ","$492,774.27 "
47620,80'S,,26,"$5,022.76 ","$4,018.20 "
,OTHER,,119,"$128,123.94 ","$102,482.24 "
,TOTAL,,145,"$133,146.70 ","$106,500.44 "
47630,OTHER,,553,"$252,470.51 ","$201,156.03 "
,TOTAL,,553,"$252,470.51 ","$201,156.03 "
47700,80'S,,9,"$1,344.86 ","$1,075.88 "
