Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 50010 - 53899,,,,,
,BESS REPORTS, CODE RANGES,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
_____,________,___________,________________,_______________,_______
51610,OTHER,,"5,925","$373,634.23 ","$292,241.22 "
,TOTAL,,"5,925","$373,634.23 ","$292,241.22 "
51700,OTHER,,"106,609","$8,996,853.24 ","$6,918,396.36 "
,TOTAL,,"106,609","$8,996,853.24 ","$6,918,396.36 "
51701,OTHER,,"151,167","$11,236,008.42 ","$8,585,322.25 "
,TOTAL,,"151,167","$11,236,008.42 ","$8,585,322.25 "
51702,OTHER,,"189,612","$15,469,234.74 ","$11,852,532.25 "
,TOTAL,,"189,612","$15,469,234.74 ","$11,852,532.25 "
51703,OTHER,,"48,793","$6,028,799.57 ","$4,704,915.97 "
,TOTAL,,"48,793","$6,028,799.57 ","$4,704,915.97 "
51705,OTHER,,"71,069","$8,088,902.05 ","$6,172,257.13 "
,TOTAL,,"71,069","$8,088,902.05 ","$6,172,257.13 "
51710,SG,,97,"$29,049.66 ","$22,973.05 "
,80'S,,1,$16.32 ,$13.06 
,OTHER,,"8,794","$1,414,773.35 ","$1,093,686.39 "
,TOTAL,,"8,892","$1,443,839.33 ","$1,116,672.50 "
51715,SG,,"1,349","$671,383.20 ","$531,145.86 "
,80'S,,9,$207.39 ,$165.93 
,OTHER,,"13,286","$2,942,713.45 ","$2,306,908.87 "
,TOTAL,,"14,644","$3,614,304.04 ","$2,838,220.66 "
51720,OTHER,,"198,150","$27,858,858.13 ","$21,809,943.05 "
,TOTAL,,"198,150","$27,858,858.13 ","$21,809,943.05 "
51725,OTHER,,"20,869","$4,242,303.59 ","$3,343,544.79 "
,TOTAL,,"20,869","$4,242,303.59 ","$3,343,544.79 "
51726,SG,,"10,292","$2,676,438.15 ","$2,111,569.15 "
,OTHER,,"200,271","$55,324,444.39 ","$43,527,188.67 "
,TOTAL,,"210,563","$58,000,882.54 ","$45,638,757.82 "
51736,OTHER,,"17,348","$656,228.84 ","$504,313.07 "
,TOTAL,,"17,348","$656,228.84 ","$504,313.07 "
51741,OTHER,,"547,989","$33,219,365.12 ","$25,461,349.03 "
,TOTAL,,"547,989","$33,219,365.12 ","$25,461,349.03 "
51772,SG,,"1,404","$257,437.69 ","$204,897.32 "
,OTHER,,"66,362","$8,476,935.06 ","$6,719,766.68 "
,TOTAL,,"67,766","$8,734,372.75 ","$6,924,664.00 "
51784,OTHER,,"157,880","$21,987,472.92 ","$17,418,145.41 "
,TOTAL,,"157,880","$21,987,472.92 ","$17,418,145.41 "
51785,SG,,"1,035","$179,924.51 ","$143,162.24 "
,OTHER,,"14,501","$1,365,059.97 ","$1,082,264.91 "
,TOTAL,,"15,536","$1,544,984.48 ","$1,225,427.15 "
51792,OTHER,,"6,970","$1,200,390.11 ","$948,811.38 "
,TOTAL,,"6,970","$1,200,390.11 ","$948,811.38 "
51795,OTHER,,"142,307","$22,506,697.86 ","$17,834,949.95 "
,TOTAL,,"142,307","$22,506,697.86 ","$17,834,949.95 "
51797,OTHER,,"124,635","$16,104,073.55 ","$12,750,925.26 "
,TOTAL,,"124,635","$16,104,073.55 ","$12,750,925.26 "
51798,80'S,,1,$2.56 ,$2.05 
,OTHER,,"1,346,938","$21,507,395.73 ","$16,094,309.66 "
,TOTAL,,"1,346,939","$21,507,398.29 ","$16,094,311.71 "
51800,80'S,,185,"$20,721.48 ","$16,398.04 "
,OTHER,,471,"$334,379.56 ","$263,559.67 "
,TOTAL,,656,"$355,101.04 ","$279,957.71 "
51820,80'S,,4,$580.01 ,$464.01 
,OTHER,,32,"$17,495.59 ","$13,996.46 "
,TOTAL,,36,"$18,075.60 ","$14,460.47 "
51840,80'S,,612,"$49,391.88 ","$38,871.28 "
,OTHER,,"1,713","$821,898.54 ","$648,732.78 "
,TOTAL,,"2,325","$871,290.42 ","$687,604.06 "
51841,80'S,,117,"$12,551.56 ","$9,957.73 "
,OTHER,,342,"$221,998.21 ","$175,270.68 "
,TOTAL,,459,"$234,549.77 ","$185,228.41 "
51845,80'S,,105,"$8,448.24 ","$6,758.66 "
,OTHER,,521,"$262,641.09 ","$208,381.37 "
,TOTAL,,626,"$271,089.33 ","$215,140.03 "
51860,80'S,,203,"$16,717.27 ","$13,295.73 "
,OTHER,,"1,028","$538,778.42 ","$427,513.48 "
,TOTAL,,"1,231","$555,495.69 ","$440,809.21 "
51865,80'S,,145,"$17,219.99 ","$13,682.02 "
,OTHER,,697,"$519,390.89 ","$412,616.86 "
,TOTAL,,842,"$536,610.88 ","$426,298.88 "
51880,SG,,2,$654.08 ,$523.26 
,80'S,,34,"$1,644.69 ","$1,259.36 "
,OTHER,,239,"$83,020.69 ","$65,651.22 "
,TOTAL,,275,"$85,319.46 ","$67,433.84 "
51900,80'S,,32,"$3,265.72 ","$2,612.61 "
,OTHER,,103,"$63,236.67 ","$50,044.70 "
,TOTAL,,135,"$66,502.39 ","$52,657.31 "
51920,OTHER,,4,"$2,357.66 ","$1,886.13 "
,TOTAL,,4,"$2,357.66 ","$1,886.13 "
51925,80'S,,1,$158.44 ,$126.75 
,TOTAL,,1,$158.44 ,$126.75 
51940,80'S,,1,$249.55 ,$199.64 
,OTHER,,4,"$5,292.75 ","$4,210.20 "
,TOTAL,,5,"$5,542.30 ","$4,409.84 "
51960,80'S,,46,"$9,145.37 ","$7,316.31 "
,OTHER,,162,"$199,408.64 ","$159,347.67 "
,TOTAL,,208,"$208,554.01 ","$166,663.98 "
51980,80'S,,13,$965.65 ,$772.53 
,OTHER,,50,"$25,612.17 ","$19,984.59 "
,TOTAL,,63,"$26,577.82 ","$20,757.12 "
51990,80'S,,78,"$7,099.36 ","$5,679.47 "
,OTHER,,246,"$123,978.73 ","$96,984.99 "
,TOTAL,,324,"$131,078.09 ","$102,664.46 "
51992,SG,,5,"$3,426.79 ","$2,741.43 "
,80'S,,127,"$14,837.68 ","$11,766.50 "
,OTHER,,412,"$297,507.20 ","$235,743.55 "
,TOTAL,,544,"$315,771.67 ","$250,251.48 "
52000,SG,,"72,641","$23,330,321.27 ","$18,309,618.09 "
,OTHER,,"976,548","$178,170,900.10 ","$137,037,591.77 "
,TOTAL,,"1,049,189","$201,501,221.37 ","$155,347,209.86 "
52001,SG,,299,"$115,498.90 ","$92,088.76 "
,OTHER,,"12,500","$3,642,615.51 ","$2,882,336.53 "
,TOTAL,,"12,799","$3,758,114.41 ","$2,974,425.29 "
52005,SG,,"8,571","$3,354,936.97 ","$2,646,998.31 "
,80'S,,1,$10.69 ,$8.55 
,OTHER,,"57,388","$6,542,387.47 ","$5,120,390.71 "
,TOTAL,,"65,960","$9,897,335.13 ","$7,767,397.57 "
52007,SG,,91,"$35,903.61 ","$28,717.84 "
,OTHER,,847,"$197,635.70 ","$154,831.10 "
,TOTAL,,938,"$233,539.31 ","$183,548.94 "
52010,SG,,3,"$1,331.21 ","$1,020.11 "
,OTHER,,197,"$90,067.57 ","$71,460.68 "
,TOTAL,,200,"$91,398.78 ","$72,480.79 "
52204,SG,,"5,232","$2,127,673.27 ","$1,679,485.79 "
,OTHER,,"41,782","$9,662,535.00 ","$7,590,020.18 "
,TOTAL,,"47,014","$11,790,208.27 ","$9,269,505.97 "
52214,SG,,"1,569","$640,624.58 ","$505,520.80 "
,OTHER,,"21,516","$17,071,657.19 ","$13,550,059.76 "
,TOTAL,,"23,085","$17,712,281.77 ","$14,055,580.56 "
52224,SG,,"3,471","$1,473,333.96 ","$1,162,467.93 "
,OTHER,,"40,364","$32,756,975.35 ","$26,024,359.80 "
,TOTAL,,"43,835","$34,230,309.31 ","$27,186,827.73 "
52234,SG,,"4,416","$1,883,321.44 ","$1,487,496.92 "
,OTHER,,"29,444","$6,974,648.10 ","$5,486,503.83 "
,TOTAL,,"33,860","$8,857,969.54 ","$6,974,000.75 "
52235,SG,,"3,120","$1,563,078.76 ","$1,239,051.49 "
,OTHER,,"33,243","$9,426,296.13 ","$7,442,418.20 "
,TOTAL,,"36,363","$10,989,374.89 ","$8,681,469.69 "
52240,SG,,"1,544","$775,025.61 ","$610,694.94 "
,OTHER,,"27,525","$14,140,490.95 ","$11,216,007.93 "
,TOTAL,,"29,069","$14,915,516.56 ","$11,826,702.87 "
52250,SG,,7,"$4,225.59 ","$3,380.47 "
,OTHER,,266,"$54,584.72 ","$43,166.09 "
,TOTAL,,273,"$58,810.31 ","$46,546.56 "
52260,SG,,"1,570","$655,091.02 ","$511,647.14 "
,OTHER,,"6,883","$1,374,133.20 ","$1,066,576.12 "
,TOTAL,,"8,453","$2,029,224.22 ","$1,578,223.26 "
52265,OTHER,,"2,624","$1,251,029.75 ","$990,330.40 "
,TOTAL,,"2,624","$1,251,029.75 ","$990,330.40 "
52270,SG,,123,"$41,949.93 ","$33,346.32 "
,OTHER,,868,"$317,475.90 ","$252,187.14 "
,TOTAL,,991,"$359,425.83 ","$285,533.46 "
52275,SG,,254,"$105,534.80 ","$83,790.64 "
,OTHER,,"3,392","$1,794,400.75 ","$1,420,033.50 "
,TOTAL,,"3,646","$1,899,935.55 ","$1,503,824.14 "
52276,SG,,"1,826","$878,484.45 ","$694,495.04 "
,OTHER,,"14,102","$3,476,818.25 ","$2,740,045.33 "
,TOTAL,,"15,928","$4,355,302.70 ","$3,434,540.37 "
52277,SG,,9,"$2,849.95 ","$2,279.96 "
,OTHER,,164,"$41,539.44 ","$32,946.62 "
,TOTAL,,173,"$44,389.39 ","$35,226.58 "
52281,SG,,"10,334","$4,533,874.12 ","$3,577,972.11 "
,OTHER,,"137,519","$45,124,217.40 ","$35,383,885.58 "
,TOTAL,,"147,853","$49,658,091.52 ","$38,961,857.69 "
52282,SG,,95,"$127,471.53 ","$101,860.91 "
,OTHER,,"1,013","$308,958.39 ","$244,562.00 "
,TOTAL,,"1,108","$436,429.92 ","$346,422.91 "
52283,SG,,71,"$18,956.20 ","$15,139.50 "
,OTHER,,564,"$70,297.56 ","$55,282.52 "
,TOTAL,,635,"$89,253.76 ","$70,422.02 "
52285,SG,,599,"$255,376.97 ","$200,910.78 "
,OTHER,,"8,350","$2,136,737.32 ","$1,672,916.03 "
,TOTAL,,"8,949","$2,392,114.29 ","$1,873,826.81 "
52290,SG,,35,"$11,437.36 ","$8,889.18 "
,OTHER,,335,"$56,576.85 ","$44,885.52 "
,TOTAL,,370,"$68,014.21 ","$53,774.70 "
52300,SG,,10,"$3,285.09 ","$2,628.07 "
,80'S,,1,$47.62 ,$38.10 
,OTHER,,190,"$43,165.02 ","$34,193.96 "
,TOTAL,,201,"$46,497.73 ","$36,860.13 "
52301,SG,,2,$744.61 ,$595.69 
,80'S,,2,$48.18 ,$38.54 
,OTHER,,130,"$19,037.03 ","$14,911.97 "
,TOTAL,,134,"$19,829.82 ","$15,546.20 "
52305,SG,,23,"$8,427.20 ","$6,603.01 "
,OTHER,,312,"$68,892.41 ","$54,656.30 "
,TOTAL,,335,"$77,319.61 ","$61,259.31 "
52310,SG,,"4,454","$1,905,054.77 ","$1,499,819.70 "
,OTHER,,"59,462","$13,698,212.71 ","$10,674,241.72 "
,TOTAL,,"63,916","$15,603,267.48 ","$12,174,061.42 "
52315,SG,,394,"$167,819.49 ","$130,758.44 "
,OTHER,,"4,187","$1,527,707.67 ","$1,203,330.31 "
,TOTAL,,"4,581","$1,695,527.16 ","$1,334,088.75 "
52317,SG,,498,"$132,618.75 ","$104,358.86 "
,OTHER,,"7,738","$3,202,075.56 ","$2,537,473.42 "
,TOTAL,,"8,236","$3,334,694.31 ","$2,641,832.28 "
52318,SG,,371,"$148,581.35 ","$117,853.29 "
,OTHER,,"7,486","$3,265,067.09 ","$2,582,320.36 "
,TOTAL,,"7,857","$3,413,648.44 ","$2,700,173.65 "
52320,SG,,159,"$118,277.59 ","$92,240.59 "
,OTHER,,"1,743","$356,781.82 ","$280,430.69 "
,TOTAL,,"1,902","$475,059.41 ","$372,671.28 "
52325,SG,,83,"$42,095.74 ","$33,293.30 "
,OTHER,,759,"$222,720.35 ","$176,322.37 "
,TOTAL,,842,"$264,816.09 ","$209,615.67 "
52327,SG,,35,"$14,877.30 ","$11,791.87 "
,OTHER,,175,"$61,182.28 ","$48,308.53 "
,TOTAL,,210,"$76,059.58 ","$60,100.40 "
52330,SG,,78,"$29,867.21 ","$23,052.88 "
,OTHER,,"2,631","$814,808.51 ","$644,528.07 "
,TOTAL,,"2,709","$844,675.72 ","$667,580.95 "
52332,SG,,"5,459","$1,998,710.83 ","$1,578,891.33 "
,80'S,,1,$23.72 ,$18.98 
,OTHER,,"101,591","$12,340,108.70 ","$9,725,436.11 "
,TOTAL,,"107,051","$14,338,843.25 ","$11,304,346.42 "
52334,SG,,33,"$16,182.99 ","$12,881.54 "
,OTHER,,458,"$105,206.19 ","$82,942.00 "
,TOTAL,,491,"$121,389.18 ","$95,823.54 "
52341,SG,,130,"$60,560.47 ","$47,790.09 "
,OTHER,,"1,832","$535,502.13 ","$422,006.51 "
,TOTAL,,"1,962","$596,062.60 ","$469,796.60 "
52342,SG,,12,"$6,078.89 ","$4,801.28 "
,OTHER,,346,"$115,561.82 ","$91,272.62 "
,TOTAL,,358,"$121,640.71 ","$96,073.90 "
52343,SG,,3,"$1,039.45 ",$743.56 
,OTHER,,46,"$16,948.16 ","$13,364.90 "
,TOTAL,,49,"$17,987.61 ","$14,108.46 "
52344,SG,,156,"$72,959.67 ","$57,974.18 "
,OTHER,,"2,057","$822,399.99 ","$648,881.54 "
,TOTAL,,"2,213","$895,359.66 ","$706,855.72 "
52345,SG,,26,"$12,487.24 ","$9,970.50 "
,80'S,,1,$26.47 ,$21.18 
,OTHER,,482,"$205,049.22 ","$162,538.15 "
,TOTAL,,509,"$217,562.93 ","$172,529.83 "
52346,SG,,4,"$1,761.53 ","$1,370.09 "
,OTHER,,57,"$26,831.43 ","$21,377.09 "
,TOTAL,,61,"$28,592.96 ","$22,747.18 "
52351,SG,,"1,497","$729,443.57 ","$575,588.22 "
,OTHER,,"18,530","$5,579,425.02 ","$4,401,834.50 "
,TOTAL,,"20,027","$6,308,868.59 ","$4,977,422.72 "
52352,SG,,921,"$556,446.49 ","$439,259.87 "
,OTHER,,"14,837","$5,288,902.14 ","$4,164,595.60 "
,TOTAL,,"15,758","$5,845,348.63 ","$4,603,855.47 "
52353,SG,,"1,551","$934,946.72 ","$738,518.24 "
,OTHER,,"22,815","$9,568,392.01 ","$7,537,562.79 "
,TOTAL,,"24,366","$10,503,338.73 ","$8,276,081.03 "
52354,SG,,380,"$234,670.05 ","$186,201.22 "
,OTHER,,"5,800","$2,225,733.08 ","$1,762,291.15 "
,TOTAL,,"6,180","$2,460,403.13 ","$1,948,492.37 "
52355,SG,,31,"$19,867.68 ","$15,806.14 "
,OTHER,,859,"$393,557.07 ","$311,821.30 "
,TOTAL,,890,"$413,424.75 ","$327,627.44 "
52400,SG,,111,"$56,048.15 ","$44,196.26 "
,OTHER,,"1,115","$575,637.99 ","$457,022.44 "
,TOTAL,,"1,226","$631,686.14 ","$501,218.70 "
52402,SG,,1,$505.10 ,$404.08 
,OTHER,,33,"$8,482.96 ","$6,746.97 "
,TOTAL,,34,"$8,988.06 ","$7,151.05 "
52450,SG,,216,"$106,376.64 ","$84,570.29 "
,OTHER,,"2,631","$1,078,773.63 ","$845,958.87 "
,TOTAL,,"2,847","$1,185,150.27 ","$930,529.16 "
52500,SG,,841,"$406,455.53 ","$321,943.42 "
,OTHER,,"6,515","$3,017,078.93 ","$2,385,615.33 "
,TOTAL,,"7,356","$3,423,534.46 ","$2,707,558.75 "
52510,SG,,28,"$13,786.59 ","$10,941.24 "
,OTHER,,"1,310","$284,137.52 ","$225,605.94 "
,TOTAL,,"1,338","$297,924.11 ","$236,547.18 "
52601,SG,,809,"$497,866.20 ","$391,612.61 "
,OTHER,,"61,900","$42,410,723.64 ","$33,568,678.91 "
,TOTAL,,"62,709","$42,908,589.84 ","$33,960,291.52 "
52606,SG,,11,"$3,494.17 ","$2,795.34 "
,OTHER,,520,"$220,061.29 ","$174,445.98 "
,TOTAL,,531,"$223,555.46 ","$177,241.32 "
52612,SG,,35,"$13,541.79 ","$10,727.66 "
,80'S,,1,$42.10 ,$33.68 
,OTHER,,570,"$235,279.65 ","$186,830.49 "
,TOTAL,,606,"$248,863.54 ","$197,591.83 "
52614,SG,,2,$701.45 ,$355.74 
,OTHER,,334,"$125,299.57 ","$99,637.54 "
,TOTAL,,336,"$126,001.02 ","$99,993.28 "
52620,SG,,28,"$7,898.69 ","$6,318.96 "
,OTHER,,800,"$281,454.73 ","$224,293.18 "
,TOTAL,,828,"$289,353.42 ","$230,612.14 "
52630,SG,,119,"$49,653.00 ","$39,336.45 "
,OTHER,,"3,358","$1,321,310.92 ","$1,048,556.58 "
,TOTAL,,"3,477","$1,370,963.92 ","$1,087,893.03 "
52640,SG,,270,"$113,874.92 ","$90,440.96 "
,OTHER,,"2,572","$897,342.65 ","$708,105.42 "
,TOTAL,,"2,842","$1,011,217.57 ","$798,546.38 "
52647,SG,,504,"$662,525.95 ","$519,789.44 "
,OTHER,,"17,625","$35,986,672.36 ","$28,443,494.60 "
,TOTAL,,"18,129","$36,649,198.31 ","$28,963,284.04 "
52648,SG,,762,"$1,026,616.63 ","$815,481.14 "
,OTHER,,"23,332","$14,655,655.63 ","$11,596,478.20 "
,TOTAL,,"24,094","$15,682,272.26 ","$12,411,959.34 "
52700,SG,,2,$892.97 ,$714.37 
,OTHER,,70,"$21,287.48 ","$16,391.45 "
,TOTAL,,72,"$22,180.45 ","$17,105.82 "
53000,SG,,17,"$4,763.36 ","$3,810.71 "
,OTHER,,147,"$14,286.29 ","$11,184.59 "
,TOTAL,,164,"$19,049.65 ","$14,995.30 "
53010,SG,,5,"$1,288.51 ","$1,030.81 "
,OTHER,,240,"$39,400.99 ","$30,890.59 "
,TOTAL,,245,"$40,689.50 ","$31,921.40 "
53020,SG,,105,"$23,052.37 ","$18,255.57 "
,OTHER,,969,"$74,210.61 ","$57,376.73 "
,TOTAL,,"1,074","$97,262.98 ","$75,632.30 "
53025,OTHER,,2,$66.48 ,$28.13 
,TOTAL,,2,$66.48 ,$28.13 
53040,SG,,1,$219.89 ,$175.91 
,OTHER,,94,"$32,124.60 ","$25,598.38 "
,TOTAL,,95,"$32,344.49 ","$25,774.29 "
53060,OTHER,,27,"$4,390.18 ","$3,491.04 "
,TOTAL,,27,"$4,390.18 ","$3,491.04 "
53080,OTHER,,7,"$2,947.50 ","$2,358.00 "
,TOTAL,,7,"$2,947.50 ","$2,358.00 "
53085,OTHER,,77,"$43,930.48 ","$35,099.19 "
,TOTAL,,77,"$43,930.48 ","$35,099.19 "
53200,SG,,37,"$8,720.91 ","$6,976.74 "
,OTHER,,609,"$65,134.05 ","$50,937.43 "
,TOTAL,,646,"$73,854.96 ","$57,914.17 "
53210,80'S,,21,"$1,625.27 ","$1,300.21 "
,OTHER,,107,"$53,689.31 ","$42,515.87 "
,TOTAL,,128,"$55,314.58 ","$43,816.08 "
53215,80'S,,83,"$8,442.22 ","$6,753.78 "
,OTHER,,254,"$173,618.02 ","$138,822.40 "
,TOTAL,,337,"$182,060.24 ","$145,576.18 "
53220,SG,,7,"$2,634.31 ","$2,107.44 "
,80'S,,1,$32.63 ,$26.10 
,OTHER,,141,"$51,092.64 ","$40,584.44 "
,TOTAL,,149,"$53,759.58 ","$42,717.98 "
53230,SG,,13,"$5,659.16 ","$4,527.33 "
,80'S,,29,"$2,502.88 ","$1,976.84 "
,OTHER,,190,"$95,838.45 ","$74,610.90 "
,TOTAL,,232,"$104,000.49 ","$81,115.07 "
53235,SG,,4,"$2,051.94 ","$1,641.55 "
,80'S,,5,$368.75 ,$295.01 
,OTHER,,33,"$15,091.56 ","$11,844.38 "
,TOTAL,,42,"$17,512.25 ","$13,780.94 "
53240,SG,,5,"$2,156.81 ","$1,725.46 "
,OTHER,,31,"$10,201.11 ","$8,101.29 "
,TOTAL,,36,"$12,357.92 ","$9,826.75 "
53250,OTHER,,7,"$2,200.47 ","$1,760.38 "
,TOTAL,,7,"$2,200.47 ","$1,760.38 "
53260,SG,,25,"$9,505.13 ","$7,563.53 "
,OTHER,,304,"$45,994.57 ","$36,513.64 "
,TOTAL,,329,"$55,499.70 ","$44,077.17 "
53265,SG,,128,"$50,909.01 ","$40,462.93 "
,OTHER,,"1,017","$166,268.23 ","$130,434.85 "
,TOTAL,,"1,145","$217,177.24 ","$170,897.78 "
53270,SG,,4,"$1,725.82 ","$1,380.65 "
,OTHER,,28,"$4,943.15 ","$3,743.51 "
,TOTAL,,32,"$6,668.97 ","$5,124.16 "
53275,SG,,37,"$16,293.90 ","$12,941.27 "
,OTHER,,480,"$101,696.97 ","$80,642.57 "
,TOTAL,,517,"$117,990.87 ","$93,583.84 "
53400,SG,,10,"$5,085.06 ","$4,068.07 "
,80'S,,19,"$1,749.42 ","$1,399.51 "
,OTHER,,153,"$104,547.12 ","$82,318.72 "
,TOTAL,,182,"$111,381.60 ","$87,786.30 "
53405,80'S,,2,$255.31 ,$204.25 
,OTHER,,8,"$5,689.83 ","$4,551.86 "
,TOTAL,,10,"$5,945.14 ","$4,756.11 "
53410,SG,,7,"$3,118.21 ","$2,436.77 "
,80'S,,27,"$3,853.61 ","$3,082.91 "
,OTHER,,261,"$224,793.99 ","$177,302.24 "
,TOTAL,,295,"$231,765.81 ","$182,821.92 "
53415,80'S,,26,"$4,554.14 ","$3,634.98 "
,OTHER,,139,"$141,662.68 ","$113,153.02 "
,TOTAL,,165,"$146,216.82 ","$116,788.00 "
53420,OTHER,,15,"$5,313.13 ","$4,228.90 "
,TOTAL,,15,"$5,313.13 ","$4,228.90 "
53425,SG,,1,$459.89 ,$367.91 
,OTHER,,7,"$6,520.44 ","$5,174.53 "
,TOTAL,,8,"$6,980.33 ","$5,542.44 "
53430,SG,,6,"$2,091.27 ","$1,673.02 "
,80'S,,19,"$2,595.43 ","$2,076.34 "
,OTHER,,164,"$142,613.06 ","$113,640.65 "
,TOTAL,,189,"$147,299.76 ","$117,390.01 "
53431,80'S,,11,"$1,189.56 ",$951.67 
,OTHER,,24,"$16,217.12 ","$12,543.13 "
,TOTAL,,35,"$17,406.68 ","$13,494.80 "
53440,SG,,4,"$1,760.93 ","$1,408.75 "
,80'S,,159,"$19,674.25 ","$15,418.32 "
,OTHER,,897,"$671,556.82 ","$527,694.26 "
,TOTAL,,"1,060","$692,992.00 ","$544,521.33 "
53442,SG,,5,"$1,493.83 ","$1,195.06 "
,80'S,,16,"$1,599.44 ","$1,279.53 "
,OTHER,,136,"$82,116.32 ","$65,149.53 "
,TOTAL,,157,"$85,209.59 ","$67,624.12 "
53444,80'S,,24,"$2,765.30 ","$2,104.15 "
,OTHER,,121,"$81,343.16 ","$64,084.07 "
,TOTAL,,145,"$84,108.46 ","$66,188.22 "
53445,SG,,5,"$1,650.16 ","$1,320.11 "
,80'S,,432,"$56,718.75 ","$44,403.82 "
,OTHER,,"1,999","$1,587,972.77 ","$1,253,780.58 "
,TOTAL,,"2,436","$1,646,341.68 ","$1,299,504.51 "
53446,SG,,20,"$5,799.90 ","$4,482.62 "
,80'S,,77,"$6,663.68 ","$5,330.91 "
,OTHER,,731,"$391,029.27 ","$310,559.55 "
,TOTAL,,828,"$403,492.85 ","$320,373.08 "
53447,SG,,7,"$2,304.93 ","$1,843.93 "
,80'S,,106,"$13,403.38 ","$10,606.67 "
,OTHER,,567,"$424,712.96 ","$336,724.79 "
,TOTAL,,680,"$440,421.27 ","$349,175.39 "
53448,80'S,,14,"$2,643.81 ","$2,115.05 "
,OTHER,,57,"$64,608.49 ","$51,686.85 "
,TOTAL,,71,"$67,252.30 ","$53,801.90 "
53449,SG,,4,"$1,150.74 ",$832.59 
,80'S,,26,"$2,255.92 ","$1,748.14 "
,OTHER,,182,"$93,004.51 ","$72,993.64 "
,TOTAL,,212,"$96,411.17 ","$75,574.37 "
53450,SG,,26,"$5,857.23 ","$4,570.65 "
,OTHER,,222,"$72,192.16 ","$57,169.19 "
,TOTAL,,248,"$78,049.39 ","$61,739.84 "
53460,SG,,1,$160.02 ,$128.02 
,80'S,,1,$56.34 ,$45.07 
,OTHER,,52,"$18,575.84 ","$14,421.99 "
,TOTAL,,54,"$18,792.20 ","$14,595.08 "
53500,80'S,,179,"$15,736.17 ","$12,325.95 "
,OTHER,,689,"$378,251.09 ","$298,978.83 "
,TOTAL,,868,"$393,987.26 ","$311,304.78 "
53502,SG,,2,$875.91 ,$700.72 
,OTHER,,50,"$17,381.49 ","$13,374.11 "
,TOTAL,,52,"$18,257.40 ","$14,074.83 "
53505,80'S,,7,$290.17 ,$232.14 
,OTHER,,46,"$13,700.95 ","$10,872.76 "
,TOTAL,,53,"$13,991.12 ","$11,104.90 "
53510,80'S,,2,$151.19 ,$120.96 
,OTHER,,38,"$16,581.18 ","$13,264.93 "
,TOTAL,,40,"$16,732.37 ","$13,385.89 "
53515,80'S,,3,$245.69 ,$196.55 
,OTHER,,13,"$7,874.99 ","$6,300.00 "
,TOTAL,,16,"$8,120.68 ","$6,496.55 "
53520,SG,,2,$703.43 ,$562.74 
,OTHER,,58,"$25,806.17 ","$20,621.58 "
,TOTAL,,60,"$26,509.60 ","$21,184.32 "
53600,OTHER,,"11,396","$907,382.46 ","$681,143.61 "
,TOTAL,,"11,396","$907,382.46 ","$681,143.61 "
53601,OTHER,,"17,909","$1,500,984.74 ","$1,114,086.59 "
,TOTAL,,"17,909","$1,500,984.74 ","$1,114,086.59 "
53605,SG,,19,"$7,335.11 ","$5,239.59 "
,OTHER,,519,"$28,736.41 ","$21,801.74 "
,TOTAL,,538,"$36,071.52 ","$27,041.33 "
53620,OTHER,,"9,726","$1,122,723.57 ","$865,829.63 "
,TOTAL,,"9,726","$1,122,723.57 ","$865,829.63 "
53621,OTHER,,"7,018","$876,531.28 ","$654,469.07 "
,TOTAL,,"7,018","$876,531.28 ","$654,469.07 "
53660,OTHER,,"25,326","$1,847,301.71 ","$1,386,239.44 "
,TOTAL,,"25,326","$1,847,301.71 ","$1,386,239.44 "
53661,OTHER,,"46,959","$3,558,547.38 ","$2,627,508.61 "
,TOTAL,,"46,959","$3,558,547.38 ","$2,627,508.61 "
53665,SG,,13,"$4,016.72 ","$3,166.52 "
,OTHER,,260,"$9,263.23 ","$6,923.77 "
,TOTAL,,273,"$13,279.95 ","$10,090.29 "
53850,SG,,5,"$6,634.48 ","$4,612.51 "
,OTHER,,"34,053","$131,891,699.24 ","$104,210,553.36 "
,TOTAL,,"34,058","$131,898,333.72 ","$104,215,165.87 "
53852,OTHER,,"10,427","$37,427,254.11 ","$29,574,695.28 "
,TOTAL,,"10,427","$37,427,254.11 ","$29,574,695.28 "
53853,OTHER,,120,"$246,426.50 ","$195,406.36 "
,TOTAL,,120,"$246,426.50 ","$195,406.36 "
53899,80'S,,42,"$5,501.06 ","$4,400.84 "
,OTHER,,"3,184","$1,379,358.84 ","$1,100,380.30 "
,TOTAL,,"3,226","$1,384,859.90 ","$1,104,781.14 "
,,,,,
