Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 33010 - 37799,,,,,
,BESS REPORTS, CODE RANGES,,,
,TOTAL,,"2,328","$464,013.42 ","$364,220.25 "
33300,80'S,,46,"$7,530.01 ","$5,927.97 "
,OTHER,,310,"$253,907.16 ","$201,810.68 "
,TOTAL,,356,"$261,437.17 ","$207,738.65 "
33305,80'S,,85,"$10,716.19 ","$8,556.01 "
,OTHER,,335,"$221,019.42 ","$176,680.91 "
,TOTAL,,420,"$231,735.61 ","$185,236.92 "
33310,80'S,,13,"$1,908.28 ","$1,526.63 "
,OTHER,,78,"$73,194.42 ","$58,464.86 "
,TOTAL,,91,"$75,102.70 ","$59,991.49 "
33315,80'S,,55,"$7,518.52 ","$6,014.77 "
,OTHER,,337,"$231,206.68 ","$183,831.79 "
,TOTAL,,392,"$238,725.20 ","$189,846.56 "
33320,80'S,,43,"$5,276.28 ","$4,221.00 "
,OTHER,,198,"$144,324.43 ","$113,908.34 "
,TOTAL,,241,"$149,600.71 ","$118,129.34 "
33321,80'S,,1,$107.53 ,$86.02 
,OTHER,,4,"$2,395.87 ","$1,916.70 "
,TOTAL,,5,"$2,503.40 ","$2,002.72 "
33322,80'S,,62,"$7,464.76 ","$5,971.80 "
,OTHER,,220,"$143,940.62 ","$115,113.51 "
,TOTAL,,282,"$151,405.38 ","$121,085.31 "
33330,80'S,,13,"$1,845.25 ","$1,476.19 "
,OTHER,,53,"$49,037.42 ","$39,229.98 "
,TOTAL,,66,"$50,882.67 ","$40,706.17 "
33332,80'S,,1,$115.89 ,$92.71 
,TOTAL,,1,$115.89 ,$92.71 
33335,80'S,,50,"$8,313.06 ","$6,650.44 "
,OTHER,,184,"$151,193.97 ","$120,801.03 "
,TOTAL,,234,"$159,507.03 ","$127,451.47 "
33400,80'S,,98,"$16,728.50 ","$13,382.76 "
,OTHER,,370,"$344,089.71 ","$273,831.23 "
,TOTAL,,468,"$360,818.21 ","$287,213.99 "
33401,80'S,,1,$257.86 ,$206.29 
,OTHER,,7,"$4,675.17 ","$3,740.13 "
,TOTAL,,8,"$4,933.03 ","$3,946.42 "
33403,80'S,,2,$254.31 ,$203.44 
,OTHER,,8,"$6,789.04 ","$5,407.64 "
,TOTAL,,10,"$7,043.35 ","$5,611.08 "
33404,80'S,,9,"$2,274.20 ","$1,819.34 "
,OTHER,,47,"$67,654.07 ","$54,123.23 "
,TOTAL,,56,"$69,928.27 ","$55,942.57 "
33405,80'S,,"11,938","$4,080,884.35 ","$3,246,140.94 "
,OTHER,,"39,047","$67,312,251.94 ","$53,527,423.11 "
,TOTAL,,"50,985","$71,393,136.29 ","$56,773,564.05 "
33406,80'S,,187,"$66,810.08 ","$53,415.80 "
,OTHER,,691,"$1,248,545.54 ","$992,435.00 "
,TOTAL,,878,"$1,315,355.62 ","$1,045,850.80 "
33410,80'S,,522,"$140,703.57 ","$111,723.20 "
,OTHER,,"2,091","$2,841,832.12 ","$2,258,959.63 "
,TOTAL,,"2,613","$2,982,535.69 ","$2,370,682.83 "
33411,80'S,,325,"$118,521.49 ","$93,905.99 "
,OTHER,,"1,037","$1,866,128.98 ","$1,488,683.53 "
,TOTAL,,"1,362","$1,984,650.47 ","$1,582,589.52 "
33412,80'S,,10,"$4,205.64 ","$3,364.51 "
,OTHER,,41,"$82,675.00 ","$64,680.89 "
,TOTAL,,51,"$86,880.64 ","$68,045.40 "
33413,80'S,,4,"$1,505.62 ","$1,204.50 "
,OTHER,,12,"$24,499.61 ","$19,599.68 "
,TOTAL,,16,"$26,005.23 ","$20,804.18 "
33414,80'S,,30,"$4,727.94 ","$3,782.34 "
,OTHER,,99,"$77,166.61 ","$61,733.28 "
,TOTAL,,129,"$81,894.55 ","$65,515.62 "
33415,80'S,,29,"$4,280.65 ","$3,424.53 "
,OTHER,,146,"$94,270.87 ","$74,708.03 "
,TOTAL,,175,"$98,551.52 ","$78,132.56 "
33416,80'S,,203,"$33,031.59 ","$26,410.39 "
,OTHER,,749,"$630,782.71 ","$502,599.21 "
,TOTAL,,952,"$663,814.30 ","$529,009.60 "
33417,80'S,,90,"$13,195.43 ","$10,467.71 "
,OTHER,,351,"$227,499.71 ","$181,445.11 "
,TOTAL,,441,"$240,695.14 ","$191,912.82 "
33420,80'S,,1,$221.21 ,$176.97 
,OTHER,,260,"$22,238.03 ","$17,450.08 "
,TOTAL,,261,"$22,459.24 ","$17,627.05 "
33422,80'S,,22,"$3,403.55 ","$2,722.81 "
,OTHER,,60,"$45,981.13 ","$36,784.95 "
,TOTAL,,82,"$49,384.68 ","$39,507.76 "
33425,80'S,,306,"$48,426.00 ","$38,606.03 "
,OTHER,,832,"$707,160.08 ","$560,217.36 "
,TOTAL,,"1,138","$755,586.08 ","$598,823.39 "
33426,80'S,,"2,563","$759,561.41 ","$604,998.47 "
,OTHER,,"9,763","$14,344,291.81 ","$11,407,022.29 "
,TOTAL,,"12,326","$15,103,853.22 ","$12,012,020.76 "
33427,80'S,,979,"$387,503.34 ","$307,789.36 "
,OTHER,,"3,922","$7,689,435.68 ","$6,111,815.71 "
,TOTAL,,"4,901","$8,076,939.02 ","$6,419,605.07 "
33430,80'S,,"4,204","$1,243,063.16 ","$989,660.08 "
,OTHER,,"13,993","$21,100,645.76 ","$16,760,619.07 "
,TOTAL,,"18,197","$22,343,708.92 ","$17,750,279.15 "
33460,80'S,,19,"$2,524.35 ","$2,019.48 "
,OTHER,,61,"$40,731.83 ","$32,491.68 "
,TOTAL,,80,"$43,256.18 ","$34,511.16 "
33463,80'S,,323,"$44,676.40 ","$35,719.98 "
,OTHER,,"1,201","$853,395.77 ","$678,738.86 "
,TOTAL,,"1,524","$898,072.17 ","$714,458.84 "
33464,80'S,,899,"$126,646.26 ","$100,632.70 "
,OTHER,,"3,503","$2,484,446.66 ","$1,979,027.09 "
,TOTAL,,"4,402","$2,611,092.92 ","$2,079,659.79 "
33465,80'S,,128,"$23,304.17 ","$18,358.22 "
,OTHER,,424,"$416,152.57 ","$330,939.69 "
,TOTAL,,552,"$439,456.74 ","$349,297.91 "
33468,80'S,,4,$640.04 ,$512.02 
,OTHER,,9,"$8,848.66 ","$7,078.92 "
,TOTAL,,13,"$9,488.70 ","$7,590.94 "
33470,OTHER,,2,"$1,674.82 ","$1,339.85 "
,TOTAL,,2,"$1,674.82 ","$1,339.85 "
33471,80'S,,1,$209.78 ,$167.82 
,OTHER,,2,$200.00 ,$160.00 
,TOTAL,,3,$409.78 ,$327.82 
33474,80'S,,1,$223.44 ,$178.75 
,OTHER,,10,"$7,516.00 ","$5,615.22 "
,TOTAL,,11,"$7,739.44 ","$5,793.97 "
33475,80'S,,7,"$2,150.58 ","$1,720.46 "
,OTHER,,65,"$97,690.38 ","$77,274.78 "
,TOTAL,,72,"$99,840.96 ","$78,995.24 "
33476,80'S,,2,$257.65 ,$206.12 
,OTHER,,20,"$13,960.58 ","$10,703.99 "
,TOTAL,,22,"$14,218.23 ","$10,910.11 "
33478,80'S,,4,$524.13 ,$419.31 
,OTHER,,14,"$9,272.08 ","$7,417.68 "
,TOTAL,,18,"$9,796.21 ","$7,836.99 "
33496,80'S,,26,"$5,628.83 ","$4,503.04 "
,OTHER,,120,"$132,731.69 ","$106,046.88 "
,TOTAL,,146,"$138,360.52 ","$110,549.92 "
33500,80'S,,12,"$1,622.98 ","$1,298.39 "
,OTHER,,48,"$33,782.68 ","$27,026.14 "
,TOTAL,,60,"$35,405.66 ","$28,324.53 "
33501,80'S,,6,$867.67 ,$670.76 
,OTHER,,32,"$18,689.56 ","$14,951.67 "
,TOTAL,,38,"$19,557.23 ","$15,622.43 "
33502,80'S,,45,"$5,256.34 ","$4,205.07 "
,OTHER,,132,"$82,880.14 ","$65,612.53 "
,TOTAL,,177,"$88,136.48 ","$69,817.60 "
33503,OTHER,,10,"$8,915.53 ","$7,132.42 "
,TOTAL,,10,"$8,915.53 ","$7,132.42 "
33504,80'S,,12,"$1,885.85 ","$1,508.67 "
,OTHER,,37,"$26,184.78 ","$20,942.12 "
,TOTAL,,49,"$28,070.63 ","$22,450.79 "
33505,80'S,,5,$672.03 ,$537.62 
,OTHER,,7,"$4,500.03 ","$3,535.38 "
,TOTAL,,12,"$5,172.06 ","$4,073.00 "
33506,80'S,,3,$791.73 ,$554.14 
,OTHER,,11,"$11,854.77 ","$9,483.82 "
,TOTAL,,14,"$12,646.50 ","$10,037.96 "
33508,80'S,,"10,501","$27,547.24 ","$21,934.68 "
,OTHER,,"75,702","$1,059,501.85 ","$840,797.32 "
,TOTAL,,"86,203","$1,087,049.09 ","$862,732.00 "
33510,80'S,,"2,854","$506,707.55 ","$403,897.24 "
,OTHER,,"9,599","$8,619,350.47 ","$6,850,268.02 "
,TOTAL,,"12,453","$9,126,058.02 ","$7,254,165.26 "
33511,80'S,,"2,669","$619,707.69 ","$492,269.34 "
,OTHER,,"9,488","$10,978,806.37 ","$8,722,217.45 "
,TOTAL,,"12,157","$11,598,514.06 ","$9,214,486.79 "
33512,80'S,,"2,603","$715,892.65 ","$568,793.74 "
,OTHER,,"9,212","$12,652,107.49 ","$10,058,734.57 "
,TOTAL,,"11,815","$13,368,000.14 ","$10,627,528.31 "
33513,80'S,,"1,229","$359,043.20 ","$284,878.22 "
,OTHER,,"4,270","$6,129,253.72 ","$4,842,636.43 "
,TOTAL,,"5,499","$6,488,296.92 ","$5,127,514.65 "
33514,80'S,,314,"$95,522.57 ","$75,944.23 "
,OTHER,,"1,078","$1,646,075.40 ","$1,306,688.44 "
,TOTAL,,"1,392","$1,741,597.97 ","$1,382,632.67 "
33516,80'S,,69,"$23,337.50 ","$18,543.54 "
,OTHER,,233,"$373,570.59 ","$297,206.94 "
,TOTAL,,302,"$396,908.09 ","$315,750.48 "
33517,80'S,,"6,983","$156,824.61 ","$124,655.27 "
,OTHER,,"24,906","$2,822,584.03 ","$2,240,797.02 "
,TOTAL,,"31,889","$2,979,408.64 ","$2,365,452.29 "
33518,80'S,,"16,742","$668,495.91 ","$531,590.83 "
,OTHER,,"57,916","$12,165,732.39 ","$9,659,074.78 "
,TOTAL,,"74,658","$12,834,228.30 ","$10,190,665.61 "
33519,80'S,,"12,476","$771,102.10 ","$612,588.31 "
,OTHER,,"45,786","$13,884,944.80 ","$11,013,046.93 "
,TOTAL,,"58,262","$14,656,046.90 ","$11,625,635.24 "
33521,80'S,,"3,967","$322,939.15 ","$256,933.20 "
,OTHER,,"14,782","$5,797,391.42 ","$4,597,506.56 "
,TOTAL,,"18,749","$6,120,330.57 ","$4,854,439.76 "
33522,80'S,,796,"$80,511.41 ","$64,028.69 "
,OTHER,,"2,761","$1,344,319.58 ","$1,065,560.37 "
,TOTAL,,"3,557","$1,424,830.99 ","$1,129,589.06 "
33523,80'S,,138,"$16,468.83 ","$13,076.07 "
,OTHER,,504,"$298,054.74 ","$236,135.83 "
,TOTAL,,642,"$314,523.57 ","$249,211.90 "
33530,80'S,,"5,167","$253,367.68 ","$201,494.05 "
,OTHER,,"18,108","$4,780,018.11 ","$3,789,028.58 "
,TOTAL,,"23,275","$5,033,385.79 ","$3,990,522.63 "
33533,80'S,,"38,930","$10,885,146.01 ","$8,633,172.27 "
,OTHER,,"141,521","$195,186,048.72 ","$154,790,579.33 "
,TOTAL,,"180,451","$206,071,194.73 ","$163,423,751.60 "
33534,80'S,,"3,666","$1,124,401.71 ","$890,939.32 "
,OTHER,,"13,714","$20,999,693.19 ","$16,605,703.01 "
,TOTAL,,"17,380","$22,124,094.90 ","$17,496,642.33 "
33535,80'S,,929,"$308,099.54 ","$245,082.53 "
,OTHER,,"3,233","$5,385,341.82 ","$4,277,136.57 "
,TOTAL,,"4,162","$5,693,441.36 ","$4,522,219.10 "
33536,80'S,,294,"$102,028.89 ","$81,377.10 "
,OTHER,,"1,146","$1,996,506.54 ","$1,584,335.66 "
,TOTAL,,"1,440","$2,098,535.43 ","$1,665,712.76 "
33542,80'S,,371,"$57,294.68 ","$45,542.17 "
,OTHER,,"1,389","$1,031,834.34 ","$815,495.91 "
,TOTAL,,"1,760","$1,089,129.02 ","$861,038.08 "
33545,80'S,,56,"$18,375.82 ","$14,548.86 "
,OTHER,,217,"$366,706.99 ","$290,699.96 "
,TOTAL,,273,"$385,082.81 ","$305,248.82 "
33572,80'S,,865,"$33,366.87 ","$26,530.17 "
,OTHER,,"4,285","$818,471.70 ","$652,495.18 "
,TOTAL,,"5,150","$851,838.57 ","$679,025.35 "
33600,80'S,,6,$779.75 ,$623.81 
,OTHER,,19,"$15,513.84 ","$12,411.06 "
,TOTAL,,25,"$16,293.59 ","$13,034.87 "
33602,OTHER,,5,"$4,123.36 ","$3,298.68 "
,TOTAL,,5,"$4,123.36 ","$3,298.68 "
33606,80'S,,7,"$1,205.62 ",$964.51 
,OTHER,,12,"$11,440.30 ","$9,152.21 "
,TOTAL,,19,"$12,645.92 ","$10,116.72 "
33608,80'S,,6,"$1,061.62 ",$849.29 
,OTHER,,9,"$13,949.53 ","$11,159.62 "
,TOTAL,,15,"$15,011.15 ","$12,008.91 "
33610,80'S,,1,$157.35 ,$125.88 
,OTHER,,2,"$1,143.41 ",$914.73 
,TOTAL,,3,"$1,300.76 ","$1,040.61 "
33611,OTHER,,1,"$1,868.35 ","$1,494.68 "
,TOTAL,,1,"$1,868.35 ","$1,494.68 "
33612,OTHER,,3,"$6,148.08 ","$4,918.46 "
,TOTAL,,3,"$6,148.08 ","$4,918.46 "
33615,80'S,,1,$159.55 ,$127.64 
,OTHER,,9,"$5,980.64 ","$4,784.52 "
,TOTAL,,10,"$6,140.19 ","$4,912.16 "
33617,80'S,,1,$295.12 ,$236.10 
,OTHER,,12,"$22,660.54 ","$18,076.69 "
,TOTAL,,13,"$22,955.66 ","$18,312.79 "
33619,80'S,,2,$527.41 ,$417.13 
,OTHER,,3,"$4,875.81 ","$3,900.64 "
,TOTAL,,5,"$5,403.22 ","$4,317.77 "
33641,80'S,,734,"$81,596.24 ","$64,981.81 "
,OTHER,,"3,089","$1,662,165.44 ","$1,316,476.51 "
,TOTAL,,"3,823","$1,743,761.68 ","$1,381,458.32 "
33645,80'S,,17,"$2,755.40 ","$2,204.33 "
,OTHER,,61,"$57,203.42 ","$45,762.77 "
,TOTAL,,78,"$59,958.82 ","$47,967.10 "
33647,80'S,,14,"$2,543.17 ","$2,023.67 "
,OTHER,,54,"$50,804.69 ","$40,575.90 "
,TOTAL,,68,"$53,347.86 ","$42,599.57 "
33660,80'S,,6,"$1,559.56 ","$1,247.65 "
,OTHER,,65,"$56,382.66 ","$43,865.27 "
,TOTAL,,71,"$57,942.22 ","$45,112.92 "
33665,OTHER,,1,"$1,626.83 ","$1,301.46 "
,TOTAL,,1,"$1,626.83 ","$1,301.46 "
33670,80'S,,3,$632.22 ,$505.78 
,OTHER,,5,"$6,369.41 ","$5,095.53 "
,TOTAL,,8,"$7,001.63 ","$5,601.31 "
33681,80'S,,79,"$16,206.83 ","$12,819.61 "
,OTHER,,279,"$284,320.47 ","$226,570.94 "
,TOTAL,,358,"$300,527.30 ","$239,390.55 "
33684,80'S,,1,$243.24 ,$194.59 
,OTHER,,2,"$1,850.54 ","$1,480.44 "
,TOTAL,,3,"$2,093.78 ","$1,675.03 "
33690,80'S,,3,$383.14 ,$306.52 
,OTHER,,8,"$5,733.03 ","$4,586.43 "
,TOTAL,,11,"$6,116.17 ","$4,892.95 "
33697,OTHER,,7,"$12,542.28 ","$10,033.83 "
,TOTAL,,7,"$12,542.28 ","$10,033.83 "
33702,80'S,,8,"$1,129.99 ",$903.99 
,OTHER,,15,"$13,892.25 ","$11,113.78 "
,TOTAL,,23,"$15,022.24 ","$12,017.77 "
33710,80'S,,1,$322.86 ,$258.29 
,OTHER,,1,"$1,754.71 ","$1,403.77 "
,TOTAL,,2,"$2,077.57 ","$1,662.06 "
33720,80'S,,22,"$3,115.12 ","$2,384.67 "
,OTHER,,56,"$45,071.44 ","$35,365.72 "
,TOTAL,,78,"$48,186.56 ","$37,750.39 "
33730,80'S,,5,"$1,128.13 ",$902.50 
,OTHER,,13,"$17,142.26 ","$13,713.83 "
,TOTAL,,18,"$18,270.39 ","$14,616.33 "
33732,80'S,,2,$254.23 ,$203.39 
,OTHER,,9,"$6,155.56 ","$4,883.87 "
,TOTAL,,11,"$6,409.79 ","$5,087.26 "
33735,OTHER,,1,$575.37 ,$460.30 
,TOTAL,,1,$575.37 ,$460.30 
33736,80'S,,3,$371.91 ,$297.52 
,OTHER,,15,"$10,634.79 ","$8,507.82 "
,TOTAL,,18,"$11,006.70 ","$8,805.34 "
33750,OTHER,,9,"$7,893.78 ","$6,315.03 "
,TOTAL,,9,"$7,893.78 ","$6,315.03 "
33764,OTHER,,2,"$1,213.54 ",$970.83 
,TOTAL,,2,"$1,213.54 ",$970.83 
33766,OTHER,,1,"$1,388.02 ","$1,110.42 "
,TOTAL,,1,"$1,388.02 ","$1,110.42 "
33767,80'S,,1,$138.39 ,$110.71 
,OTHER,,5,"$4,581.98 ","$3,665.58 "
,TOTAL,,6,"$4,720.37 ","$3,776.29 "
33774,80'S,,10,"$1,538.70 ","$1,231.00 "
,OTHER,,44,"$29,150.99 ","$23,320.75 "
,TOTAL,,54,"$30,689.69 ","$24,551.75 "
33776,80'S,,1,$189.71 ,$151.77 
,TOTAL,,1,$189.71 ,$151.77 
33778,80'S,,1,$408.20 ,$326.56 
,OTHER,,3,"$7,949.20 ","$6,359.37 "
,TOTAL,,4,"$8,357.40 ","$6,685.93 "
33781,OTHER,,1,"$1,120.27 ",$896.22 
,TOTAL,,1,"$1,120.27 ",$896.22 
33788,80'S,,1,$141.19 ,$112.95 
,OTHER,,2,"$1,656.12 ","$1,324.90 "
,TOTAL,,3,"$1,797.31 ","$1,437.85 "
33800,80'S,,1,$78.07 ,$62.46 
,OTHER,,3,"$1,436.41 ","$1,149.13 "
,TOTAL,,4,"$1,514.48 ","$1,211.59 "
33802,OTHER,,4,"$1,847.56 ","$1,450.72 "
,TOTAL,,4,"$1,847.56 ","$1,450.72 "
33803,OTHER,,1,$570.61 ,$456.49 
,TOTAL,,1,$570.61 ,$456.49 
33813,OTHER,,1,"$1,319.06 ","$1,055.25 "
,TOTAL,,1,"$1,319.06 ","$1,055.25 "
33814,80'S,,11,"$1,710.82 ","$1,368.66 "
,OTHER,,26,"$21,469.93 ","$17,127.55 "
,TOTAL,,37,"$23,180.75 ","$18,496.21 "
33820,80'S,,9,$915.88 ,$732.70 
,OTHER,,27,"$15,800.04 ","$12,640.03 "
,TOTAL,,36,"$16,715.92 ","$13,372.73 "
33824,80'S,,3,$382.44 ,$305.95 
,OTHER,,6,"$4,197.58 ","$3,358.07 "
,TOTAL,,9,"$4,580.02 ","$3,664.02 "
33840,80'S,,1,$93.03 ,$74.42 
,OTHER,,6,"$5,046.43 ","$4,037.13 "
,TOTAL,,7,"$5,139.46 ","$4,111.55 "
33845,80'S,,3,$459.77 ,$367.81 
,OTHER,,10,"$6,984.13 ","$5,587.29 "
,TOTAL,,13,"$7,443.90 ","$5,955.10 "
33851,80'S,,1,$205.38 ,$164.30 
,OTHER,,5,"$3,442.26 ","$2,753.81 "
,TOTAL,,6,"$3,647.64 ","$2,918.11 "
33852,80'S,,1,$117.31 ,$93.85 
,OTHER,,4,"$2,213.49 ","$1,770.80 "
,TOTAL,,5,"$2,330.80 ","$1,864.65 "
33853,OTHER,,19,"$17,870.89 ","$14,132.79 "
,TOTAL,,19,"$17,870.89 ","$14,132.79 "
