Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2005,,,,,
Code Ranges - 20000 - 29999,,,,,
,BESS REPORTS,CODE RANGES,,,
,OTHER,,"3,486","$5,008,967.21 ","$3,979,192.25 "
,TOTAL,,"4,782","$5,285,919.39 ","$4,199,221.84 "
23620,SG,,1,$160.96 ,$128.77 
,OTHER,,"4,003","$849,991.95 ","$660,216.27 "
,TOTAL,,"4,004","$850,152.91 ","$660,345.04 "
23625,SG,,2,$851.21 ,$592.96 
,OTHER,,235,"$69,119.60 ","$54,753.91 "
,TOTAL,,237,"$69,970.81 ","$55,346.87 "
23630,AS,,130,"$8,655.76 ","$6,909.06 "
,SG,,42,"$25,842.57 ","$20,293.71 "
,80'S,,72,"$5,479.85 ","$4,383.83 "
,OTHER,,784,"$352,586.90 ","$279,483.89 "
,TOTAL,,"1,028","$392,565.08 ","$311,070.49 "
23650,SG,,4,"$1,333.50 ","$1,066.80 "
,OTHER,,"13,872","$2,933,007.76 ","$2,303,519.87 "
,TOTAL,,"13,876","$2,934,341.26 ","$2,304,586.67 "
23655,SG,,74,"$21,537.64 ","$17,047.09 "
,OTHER,,"3,769","$1,226,896.12 ","$969,691.82 "
,TOTAL,,"3,843","$1,248,433.76 ","$986,738.91 "
23660,AS,,35,"$1,827.00 ","$1,461.62 "
,SG,,6,"$2,478.71 ","$1,982.97 "
,80'S,,22,"$1,344.30 ","$1,075.44 "
,OTHER,,206,"$79,519.34 ","$63,614.05 "
,TOTAL,,269,"$85,169.35 ","$68,134.08 "
23665,SG,,5,"$2,204.40 ","$1,715.99 "
,OTHER,,826,"$288,143.98 ","$227,590.36 "
,TOTAL,,831,"$290,348.38 ","$229,306.35 "
23670,AS,,23,"$1,636.66 ","$1,309.33 "
,SG,,12,"$5,097.91 ","$4,078.33 "
,80'S,,28,"$2,232.36 ","$1,785.88 "
,OTHER,,194,"$95,494.84 ","$75,915.65 "
,TOTAL,,257,"$104,461.77 ","$83,089.19 "
23675,SG,,2,$856.84 ,$685.48 
,OTHER,,349,"$160,001.29 ","$127,251.07 "
,TOTAL,,351,"$160,858.13 ","$127,936.55 "
23680,AS,,20,"$1,746.13 ","$1,396.88 "
,SG,,3,"$1,484.95 ","$1,187.96 "
,80'S,,22,"$2,315.79 ","$1,852.64 "
,OTHER,,158,"$101,249.64 ","$80,409.92 "
,TOTAL,,203,"$106,796.51 ","$84,847.40 "
23700,SG,,"1,354","$398,846.63 ","$312,000.90 "
,OTHER,,"5,197","$818,242.33 ","$638,407.70 "
,TOTAL,,"6,551","$1,217,088.96 ","$950,408.60 "
23800,AS,,7,$880.09 ,$600.14 
,SG,,2,$956.87 ,$765.49 
,80'S,,5,$780.32 ,$624.25 
,OTHER,,47,"$34,251.96 ","$27,293.44 "
,TOTAL,,61,"$36,869.24 ","$29,283.32 "
23802,SG,,1,"$1,170.47 ",$936.38 
,80'S,,2,$351.45 ,$281.16 
,OTHER,,20,"$19,465.22 ","$15,441.60 "
,TOTAL,,23,"$20,987.14 ","$16,659.14 "
23900,AS,,1,$177.37 ,$141.90 
,80'S,,4,$807.03 ,$645.63 
,OTHER,,30,"$37,752.61 ","$30,202.09 "
,TOTAL,,35,"$38,737.01 ","$30,989.62 "
23920,AS,,1,$131.79 ,$105.43 
,80'S,,1,$150.99 ,$120.79 
,OTHER,,24,"$22,311.05 ","$17,788.63 "
,TOTAL,,26,"$22,593.83 ","$18,014.85 "
23921,SG,,2,$496.85 ,$397.48 
,OTHER,,3,$721.44 ,$418.80 
,TOTAL,,5,"$1,218.29 ",$816.28 
23929,AS,,85,"$11,282.23 ","$8,962.59 "
,80'S,,49,"$8,715.33 ","$6,972.31 "
,OTHER,,567,"$404,647.82 ","$322,888.28 "
,TOTAL,,701,"$424,645.38 ","$338,823.18 "
23930,SG,,51,"$14,386.44 ","$11,480.38 "
,OTHER,,"2,199","$435,063.35 ","$343,548.28 "
,TOTAL,,"2,250","$449,449.79 ","$355,028.66 "
23931,SG,,38,"$15,842.68 ","$12,151.75 "
,OTHER,,"1,707","$323,172.23 ","$251,473.80 "
,TOTAL,,"1,745","$339,014.91 ","$263,625.55 "
23935,AS,,2,$117.12 ,$93.70 
,SG,,11,"$4,221.22 ","$3,376.98 "
,80'S,,6,$412.42 ,$329.94 
,OTHER,,224,"$90,863.84 ","$71,546.41 "
,TOTAL,,243,"$95,614.60 ","$75,347.03 "
24000,AS,,11,$597.23 ,$477.78 
,SG,,16,"$9,997.38 ","$7,263.94 "
,80'S,,6,$308.37 ,$246.69 
,OTHER,,459,"$174,460.06 ","$136,561.95 "
,TOTAL,,492,"$185,363.04 ","$144,550.36 "
24006,AS,,8,$611.82 ,$489.46 
,SG,,17,"$10,062.96 ","$8,050.35 "
,80'S,,13,"$1,282.79 ","$1,026.24 "
,OTHER,,144,"$89,238.14 ","$69,899.36 "
,TOTAL,,182,"$101,195.71 ","$79,465.41 "
24065,OTHER,,767,"$129,607.09 ","$100,221.48 "
,TOTAL,,767,"$129,607.09 ","$100,221.48 "
24066,SG,,43,"$15,135.36 ","$11,586.39 "
,OTHER,,395,"$135,485.03 ","$106,649.00 "
,TOTAL,,438,"$150,620.39 ","$118,235.39 "
24075,SG,,739,"$266,483.28 ","$210,560.52 "
,OTHER,,"3,562","$977,327.78 ","$768,425.12 "
,TOTAL,,"4,301","$1,243,811.06 ","$978,985.64 "
24076,SG,,348,"$133,477.56 ","$106,133.29 "
,OTHER,,"1,919","$796,632.35 ","$627,247.29 "
,TOTAL,,"2,267","$930,109.91 ","$733,380.58 "
24077,AS,,30,"$3,254.78 ","$2,603.88 "
,SG,,69,"$31,140.90 ","$24,824.73 "
,80'S,,27,"$3,250.05 ","$2,600.04 "
,OTHER,,852,"$637,730.60 ","$506,401.32 "
,TOTAL,,978,"$675,376.33 ","$536,429.97 "
24100,AS,,1,$25.34 ,$20.27 
,80'S,,3,$154.11 ,$123.29 
,OTHER,,18,"$5,200.81 ","$4,160.67 "
,TOTAL,,22,"$5,380.26 ","$4,304.23 "
24101,AS,,34,"$2,087.36 ","$1,633.33 "
,SG,,65,"$40,381.01 ","$31,325.89 "
,80'S,,12,$829.48 ,$630.03 
,OTHER,,307,"$125,443.01 ","$98,747.92 "
,TOTAL,,418,"$168,740.86 ","$132,337.17 "
24102,AS,,23,"$1,551.32 ","$1,174.47 "
,SG,,46,"$27,601.32 ","$21,254.31 "
,80'S,,5,$449.70 ,$359.76 
,OTHER,,221,"$113,207.91 ","$88,075.44 "
,TOTAL,,295,"$142,810.25 ","$110,863.98 "
24105,SG,,"1,256","$609,779.84 ","$479,373.58 "
,80'S,,1,$61.72 ,$49.38 
,OTHER,,"5,400","$1,560,052.61 ","$1,222,948.67 "
,TOTAL,,"6,657","$2,169,894.17 ","$1,702,371.63 "
24110,SG,,19,"$6,940.08 ","$5,265.13 "
,OTHER,,113,"$52,361.60 ","$40,564.53 "
,TOTAL,,132,"$59,301.68 ","$45,829.66 "
24115,AS,,2,$137.60 ,$110.08 
,OTHER,,8,"$4,471.38 ","$3,577.10 "
,TOTAL,,10,"$4,608.98 ","$3,687.18 "
24116,AS,,2,$240.71 ,$192.57 
,SG,,1,$244.94 ,$195.95 
,80'S,,1,$127.93 ,$102.34 
,OTHER,,19,"$13,572.31 ","$10,233.80 "
,TOTAL,,23,"$14,185.89 ","$10,724.66 "
24120,AS,,7,$479.21 ,$383.36 
,SG,,88,"$40,108.64 ","$31,622.84 "
,80'S,,1,$80.38 ,$64.30 
,OTHER,,271,"$125,434.34 ","$99,158.28 "
,TOTAL,,367,"$166,102.57 ","$131,228.78 "
24125,SG,,2,"$1,012.27 ",$721.81 
,OTHER,,3,"$1,791.79 ","$1,433.43 "
,TOTAL,,5,"$2,804.06 ","$2,155.24 "
24126,AS,,2,$83.81 ,$67.05 
,OTHER,,11,"$5,808.56 ","$4,646.85 "
,TOTAL,,13,"$5,892.37 ","$4,713.90 "
24130,AS,,1,$31.06 ,$24.85 
,SG,,56,"$26,016.52 ","$20,115.34 "
,OTHER,,424,"$162,570.71 ","$125,981.95 "
,TOTAL,,481,"$188,618.29 ","$146,122.14 "
24134,AS,,3,$218.49 ,$174.79 
,SG,,1,$453.68 ,$362.94 
,80'S,,8,$651.03 ,$520.83 
,OTHER,,46,"$29,193.17 ","$23,354.52 "
,TOTAL,,58,"$30,516.37 ","$24,413.08 "
24136,SG,,1,$216.18 ,$172.94 
,OTHER,,7,"$3,951.09 ","$3,160.86 "
,TOTAL,,8,"$4,167.27 ","$3,333.80 "
24138,AS,,5,$360.05 ,$288.04 
,SG,,6,"$2,196.55 ","$1,717.79 "
,80'S,,3,$152.45 ,$121.96 
,OTHER,,60,"$30,908.12 ","$24,057.63 "
,TOTAL,,74,"$33,617.17 ","$26,185.42 "
24140,AS,,22,"$1,806.08 ","$1,444.85 "
,SG,,38,"$17,761.21 ","$13,356.05 "
,80'S,,10,$840.47 ,$672.37 
,OTHER,,205,"$128,832.33 ","$101,559.77 "
,TOTAL,,275,"$149,240.09 ","$117,033.04 "
24145,SG,,8,"$2,697.34 ","$2,077.88 "
,OTHER,,42,"$21,056.80 ","$16,494.57 "
,TOTAL,,50,"$23,754.14 ","$18,572.45 "
24147,SG,,66,"$23,069.96 ","$18,193.40 "
,OTHER,,484,"$278,926.33 ","$219,568.77 "
,TOTAL,,550,"$301,996.29 ","$237,762.17 "
24149,AS,,28,"$3,731.58 ","$2,907.79 "
,80'S,,19,"$2,972.01 ","$2,377.62 "
,OTHER,,235,"$224,135.48 ","$174,329.15 "
,TOTAL,,282,"$230,839.07 ","$179,614.56 "
24150,AS,,12,"$1,321.49 ","$1,057.20 "
,80'S,,7,$976.89 ,$781.53 
,OTHER,,61,"$48,402.13 ","$37,779.91 "
,TOTAL,,80,"$50,700.51 ","$39,618.64 "
24151,OTHER,,2,"$2,285.64 ","$1,828.51 "
,TOTAL,,2,"$2,285.64 ","$1,828.51 "
24152,80'S,,1,$63.09 ,$50.47 
,OTHER,,3,"$1,422.04 ","$1,137.63 "
,TOTAL,,4,"$1,485.13 ","$1,188.10 "
24155,AS,,2,$159.29 ,$127.43 
,OTHER,,14,"$9,369.89 ","$7,495.92 "
,TOTAL,,16,"$9,529.18 ","$7,623.35 "
24160,SG,,9,"$3,059.11 ","$2,447.28 "
,OTHER,,281,"$123,824.65 ","$98,063.50 "
,TOTAL,,290,"$126,883.76 ","$100,510.78 "
24164,SG,,7,"$3,059.82 ","$2,447.85 "
,OTHER,,61,"$19,870.05 ","$15,238.26 "
,TOTAL,,68,"$22,929.87 ","$17,686.11 "
24200,AS,,1,$12.54 ,$10.03 
,OTHER,,271,"$40,627.88 ","$31,345.56 "
,TOTAL,,272,"$40,640.42 ","$31,355.59 "
24201,SG,,10,"$4,320.76 ","$3,456.62 "
,OTHER,,165,"$50,604.95 ","$39,791.32 "
,TOTAL,,175,"$54,925.71 ","$43,247.94 "
24220,OTHER,,153,"$20,168.76 ","$15,974.79 "
,TOTAL,,153,"$20,168.76 ","$15,974.79 "
24300,OTHER,,174,"$51,927.27 ","$41,036.45 "
,TOTAL,,174,"$51,927.27 ","$41,036.45 "
24301,AS,,10,$795.21 ,$636.17 
,SG,,22,"$11,250.41 ","$9,000.33 "
,80'S,,2,$193.73 ,$154.99 
,OTHER,,76,"$44,899.86 ","$35,845.93 "
,TOTAL,,110,"$57,139.21 ","$45,637.42 "
24305,AS,,14,"$1,085.99 ",$868.81 
,SG,,60,"$33,968.00 ","$26,700.25 "
,80'S,,1,$43.94 ,$35.15 
,OTHER,,455,"$205,135.08 ","$160,695.93 "
,TOTAL,,530,"$240,233.01 ","$188,300.14 "
24310,AS,,5,$191.47 ,$153.18 
,SG,,38,"$12,081.46 ","$9,577.19 "
,80'S,,9,$332.29 ,$242.00 
,OTHER,,193,"$53,722.59 ","$42,303.68 "
,TOTAL,,245,"$66,327.81 ","$52,276.05 "
24320,AS,,3,$253.77 ,$203.02 
,80'S,,4,$354.50 ,$283.60 
,OTHER,,17,"$10,251.89 ","$8,183.36 "
,TOTAL,,24,"$10,860.16 ","$8,669.98 "
24330,SG,,4,"$1,951.33 ","$1,561.06 "
,80'S,,1,$127.20 ,$101.76 
,OTHER,,38,"$23,056.46 ","$18,445.14 "
,TOTAL,,43,"$25,134.99 ","$20,107.96 "
24331,SG,,1,$293.12 ,$234.50 
,OTHER,,9,"$6,392.56 ","$5,114.05 "
,TOTAL,,10,"$6,685.68 ","$5,348.55 "
24332,OTHER,,23,"$8,109.26 ","$6,435.38 "
,TOTAL,,23,"$8,109.26 ","$6,435.38 "
24340,AS,,19,"$1,085.23 ",$868.17 
,SG,,42,"$16,021.97 ","$12,817.59 "
,80'S,,8,$519.15 ,$372.92 
,OTHER,,116,"$49,039.37 ","$38,693.46 "
,TOTAL,,185,"$66,665.72 ","$52,752.14 "
24341,AS,,82,"$5,314.14 ","$4,237.11 "
,SG,,132,"$53,275.19 ","$41,719.95 "
,80'S,,34,"$2,648.06 ","$2,037.77 "
,OTHER,,568,"$274,098.14 ","$216,769.98 "
,TOTAL,,816,"$335,335.53 ","$264,764.81 "
24342,AS,,100,"$10,251.26 ","$8,095.66 "
,SG,,145,"$70,411.92 ","$54,663.23 "
,80'S,,70,"$8,231.33 ","$6,526.79 "
,OTHER,,759,"$562,693.31 ","$439,241.84 "
,TOTAL,,"1,074","$651,587.82 ","$508,527.52 "
24343,AS,,42,"$3,008.77 ","$2,407.01 "
,80'S,,20,"$1,614.44 ","$1,271.82 "
,OTHER,,280,"$134,810.18 ","$105,969.62 "
,TOTAL,,342,"$139,433.39 ","$109,648.45 "
24344,AS,,7,$973.13 ,$778.51 
,80'S,,3,$410.66 ,$328.54 
,OTHER,,43,"$40,962.25 ","$32,608.39 "
,TOTAL,,53,"$42,346.04 ","$33,715.44 "
24345,AS,,14,$849.10 ,$679.27 
,SG,,6,"$1,770.40 ","$1,416.33 "
,80'S,,9,$640.72 ,$512.60 
,OTHER,,85,"$37,441.78 ","$29,778.06 "
,TOTAL,,114,"$40,702.00 ","$32,386.26 "
24346,AS,,5,$642.78 ,$514.22 
,OTHER,,20,"$17,669.22 ","$13,459.71 "
,TOTAL,,25,"$18,312.00 ","$13,973.93 "
24350,AS,,10,$375.85 ,$257.59 
,SG,,156,"$73,521.27 ","$57,370.87 "
,80'S,,2,$155.52 ,$124.42 
,OTHER,,421,"$159,245.89 ","$124,165.42 "
,TOTAL,,589,"$233,298.53 ","$181,918.30 "
24351,AS,,6,$315.15 ,$252.11 
,SG,,94,"$41,642.61 ","$32,143.36 "
,80'S,,6,$238.65 ,$190.92 
,OTHER,,325,"$130,968.30 ","$100,642.52 "
,TOTAL,,431,"$173,164.71 ","$133,228.91 "
24352,AS,,1,$35.35 ,$28.28 
,SG,,4,"$1,753.50 ","$1,402.80 "
,80'S,,1,$41.59 ,$33.27 
,OTHER,,35,"$16,102.69 ","$12,733.91 "
,TOTAL,,41,"$17,933.13 ","$14,198.26 "
24354,SG,,27,"$12,270.04 ","$9,198.11 "
,OTHER,,68,"$30,211.86 ","$23,323.32 "
,TOTAL,,95,"$42,481.90 ","$32,521.43 "
24356,AS,,29,"$1,890.71 ","$1,408.45 "
,SG,,305,"$141,983.61 ","$108,869.67 "
,80'S,,13,$994.45 ,$795.58 
,OTHER,,925,"$451,028.03 ","$345,739.62 "
,TOTAL,,"1,272","$595,896.80 ","$456,813.32 "
24360,AS,,9,"$1,007.62 ",$718.11 
,SG,,4,"$2,829.81 ","$2,263.86 "
,80'S,,5,$635.44 ,$508.34 
,OTHER,,37,"$30,951.04 ","$24,760.83 "
,TOTAL,,55,"$35,423.91 ","$28,251.14 "
24361,AS,,10,"$1,366.54 ","$1,093.24 "
,SG,,2,"$1,424.92 ","$1,139.94 "
,80'S,,6,$977.30 ,$781.84 
,OTHER,,46,"$44,365.14 ","$34,888.94 "
,TOTAL,,64,"$48,133.90 ","$37,903.96 "
24362,SG,,2,"$1,413.90 ","$1,131.12 "
,80'S,,1,$167.90 ,$134.32 
,OTHER,,5,"$3,841.85 ","$3,073.48 "
,TOTAL,,8,"$5,423.65 ","$4,338.92 "
24363,AS,,189,"$33,611.56 ","$26,574.06 "
,SG,,5,"$4,460.54 ","$3,489.09 "
,80'S,,161,"$33,978.37 ","$26,772.95 "
,OTHER,,"1,038","$1,353,837.65 ","$1,070,951.55 "
,TOTAL,,"1,393","$1,425,888.12 ","$1,127,787.65 "
24365,AS,,6,$384.47 ,$307.58 
,SG,,4,"$2,864.56 ","$2,291.65 "
,80'S,,5,$287.01 ,$229.62 
,OTHER,,33,"$16,677.46 ","$12,858.74 "
,TOTAL,,48,"$20,213.50 ","$15,687.59 "
24366,AS,,32,"$2,534.83 ","$2,027.85 "
,SG,,18,"$12,819.43 ","$10,255.54 "
,80'S,,18,"$1,684.74 ","$1,259.81 "
,OTHER,,203,"$111,462.13 ","$88,469.37 "
,TOTAL,,271,"$128,501.13 ","$102,012.57 "
24400,AS,,25,"$1,862.10 ","$1,489.70 "
,SG,,7,"$2,785.87 ","$2,228.68 "
,80'S,,20,"$1,732.51 ","$1,386.05 "
,OTHER,,119,"$68,631.61 ","$52,870.65 "
,TOTAL,,171,"$75,012.09 ","$57,975.08 "
24410,AS,,2,$285.90 ,$228.72 
,80'S,,2,$237.77 ,$190.22 
,OTHER,,5,"$5,503.39 ","$4,402.71 "
,TOTAL,,9,"$6,027.06 ","$4,821.65 "
24420,AS,,4,$537.18 ,$429.75 
,80'S,,1,$75.00 ,$60.00 
,OTHER,,24,"$18,346.28 ","$14,570.67 "
,TOTAL,,29,"$18,958.46 ","$15,060.42 "
24430,AS,,108,"$12,557.47 ","$10,035.18 "
,SG,,3,"$1,263.80 ","$1,011.05 "
,80'S,,80,"$11,289.46 ","$9,031.61 "
,OTHER,,595,"$509,025.47 ","$403,954.22 "
,TOTAL,,786,"$534,136.20 ","$424,032.06 "
24435,AS,,84,"$11,051.46 ","$8,841.19 "
,SG,,4,"$1,922.42 ","$1,484.93 "
,80'S,,73,"$11,204.73 ","$8,818.13 "
,OTHER,,550,"$512,661.19 ","$406,229.28 "
,TOTAL,,711,"$536,839.80 ","$425,373.53 "
24470,AS,,1,$46.05 ,$36.84 
,OTHER,,2,"$1,017.58 ",$814.06 
,TOTAL,,3,"$1,063.63 ",$850.90 
24495,SG,,2,$459.58 ,$367.66 
,80'S,,4,$271.50 ,$217.20 
,OTHER,,168,"$98,882.94 ","$78,949.44 "
,TOTAL,,174,"$99,614.02 ","$79,534.30 "
24498,AS,,22,"$2,221.86 ","$1,777.47 "
,SG,,1,$492.94 ,$394.35 
,80'S,,8,$740.09 ,$592.07 
,OTHER,,134,"$103,104.47 ","$81,998.55 "
,TOTAL,,165,"$106,559.36 ","$84,762.44 "
24500,SG,,5,"$1,201.33 ",$961.07 
,OTHER,,"6,441","$1,854,888.09 ","$1,451,302.42 "
,TOTAL,,"6,446","$1,856,089.42 ","$1,452,263.49 "
24505,SG,,4,"$1,344.80 ","$1,075.84 "
,OTHER,,"1,570","$662,872.66 ","$525,120.47 "
,TOTAL,,"1,574","$664,217.46 ","$526,196.31 "
24515,AS,,353,"$39,373.07 ","$31,162.88 "
,SG,,11,"$6,933.45 ","$5,546.75 "
,80'S,,234,"$30,719.99 ","$24,487.92 "
,OTHER,,"2,017","$1,603,654.00 ","$1,271,129.82 "
,TOTAL,,"2,615","$1,680,680.51 ","$1,332,327.37 "
24516,AS,,595,"$65,092.40 ","$51,859.48 "
,SG,,11,"$6,835.06 ","$5,468.07 "
,80'S,,326,"$42,703.88 ","$33,943.67 "
,OTHER,,"3,719","$2,951,705.61 ","$2,345,236.10 "
,TOTAL,,"4,651","$3,066,336.95 ","$2,436,507.32 "
24530,OTHER,,"2,019","$634,846.44 ","$501,155.17 "
,TOTAL,,"2,019","$634,846.44 ","$501,155.17 "
24535,SG,,1,$171.57 ,$137.26 
,OTHER,,336,"$175,253.64 ","$138,847.58 "
,TOTAL,,337,"$175,425.21 ","$138,984.84 "
24538,SG,,14,"$5,667.53 ","$4,061.28 "
,OTHER,,224,"$151,868.32 ","$118,738.31 "
,TOTAL,,238,"$157,535.85 ","$122,799.59 "
24545,AS,,188,"$18,342.98 ","$14,507.24 "
,SG,,7,"$4,323.47 ","$3,458.77 "
,80'S,,109,"$12,512.52 ","$9,921.92 "
,OTHER,,"1,156","$828,203.88 ","$659,701.23 "
,TOTAL,,"1,460","$863,382.85 ","$687,589.16 "
24546,AS,,162,"$23,845.01 ","$18,691.37 "
,SG,,7,"$4,759.48 ","$3,807.58 "
,80'S,,115,"$20,172.06 ","$16,120.59 "
,OTHER,,"1,081","$1,158,546.09 ","$922,175.52 "
,TOTAL,,"1,365","$1,207,322.64 ","$960,795.06 "
24560,OTHER,,541,"$132,530.95 ","$103,606.58 "
,TOTAL,,541,"$132,530.95 ","$103,606.58 "
24565,OTHER,,58,"$24,396.83 ","$19,517.50 "
,TOTAL,,58,"$24,396.83 ","$19,517.50 "
24566,OTHER,,21,"$11,829.37 ","$9,463.48 "
,TOTAL,,21,"$11,829.37 ","$9,463.48 "
24575,AS,,30,"$2,908.11 ","$2,326.49 "
,SG,,8,"$3,991.85 ","$3,193.48 "
,80'S,,10,"$1,038.11 ",$830.49 
,OTHER,,160,"$107,341.42 ","$85,701.05 "
,TOTAL,,208,"$115,279.49 ","$92,051.51 "
24576,SG,,1,$332.70 ,$266.16 
,OTHER,,576,"$153,776.51 ","$120,546.50 "
,TOTAL,,577,"$154,109.21 ","$120,812.66 "
24577,OTHER,,82,"$35,528.14 ","$28,317.74 "
,TOTAL,,82,"$35,528.14 ","$28,317.74 "
24579,AS,,69,"$7,213.57 ","$5,715.29 "
,SG,,19,"$8,339.41 ","$6,671.54 "
,80'S,,46,"$5,618.16 ","$4,494.52 "
,OTHER,,531,"$411,287.80 ","$327,148.56 "
,TOTAL,,665,"$432,458.94 ","$344,029.91 "
24582,OTHER,,37,"$22,587.43 ","$18,069.95 "
,TOTAL,,37,"$22,587.43 ","$18,069.95 "
24586,AS,,54,"$7,665.12 ","$6,118.50 "
,SG,,27,"$16,346.34 ","$12,989.07 "
,80'S,,41,"$6,747.63 ","$5,310.13 "
,OTHER,,399,"$423,144.27 ","$335,617.05 "
,TOTAL,,521,"$453,903.36 ","$360,034.75 "
24587,AS,,13,"$1,882.63 ","$1,506.10 "
,SG,,1,$708.45 ,$566.76 
,80'S,,9,"$1,539.65 ","$1,214.99 "
,OTHER,,81,"$83,711.21 ","$66,776.45 "
,TOTAL,,104,"$87,841.94 ","$70,064.30 "
24600,SG,,1,$327.60 ,$262.08 
,OTHER,,"1,448","$394,841.02 ","$309,472.98 "
,TOTAL,,"1,449","$395,168.62 ","$309,735.06 "
24605,SG,,25,"$9,978.87 ","$7,895.09 "
,OTHER,,894,"$340,055.94 ","$268,205.42 "
,TOTAL,,919,"$350,034.81 ","$276,100.51 "
24615,AS,,30,"$2,324.84 ","$1,859.86 "
,SG,,10,"$4,541.90 ","$3,633.52 "
,80'S,,19,"$1,556.04 ","$1,244.83 "
,OTHER,,263,"$145,760.60 ","$115,697.33 "
,TOTAL,,322,"$154,183.38 ","$122,435.54 "
24620,SG,,2,$883.15 ,$706.52 
,OTHER,,194,"$97,370.54 ","$76,852.19 "
,TOTAL,,196,"$98,253.69 ","$77,558.71 "
24635,AS,,67,"$9,924.51 ","$7,939.61 "
,SG,,22,"$9,989.10 ","$7,667.80 "
,80'S,,34,"$5,987.32 ","$4,789.87 "
,OTHER,,585,"$631,596.44 ","$499,504.66 "
,TOTAL,,708,"$657,497.37 ","$519,901.94 "
24640,OTHER,,94,"$7,656.51 ","$6,076.07 "
,TOTAL,,94,"$7,656.51 ","$6,076.07 "
24650,OTHER,,"8,547","$1,767,903.22 ","$1,368,391.30 "
,TOTAL,,"8,547","$1,767,903.22 ","$1,368,391.30 "
24655,SG,,6,"$1,697.18 ","$1,357.74 "
,OTHER,,399,"$131,865.29 ","$104,210.63 "
,TOTAL,,405,"$133,562.47 ","$105,568.37 "
24665,AS,,78,"$5,180.59 ","$4,144.45 "
,SG,,61,"$38,250.56 ","$30,377.60 "
,80'S,,29,"$2,330.85 ","$1,864.68 "
,OTHER,,636,"$299,749.50 ","$236,879.88 "
,TOTAL,,804,"$345,511.50 ","$273,266.61 "
24666,AS,,78,"$6,943.05 ","$5,554.41 "
,SG,,16,"$9,999.52 ","$7,999.62 "
,80'S,,39,"$4,107.58 ","$3,225.18 "
,OTHER,,511,"$323,638.57 ","$257,343.22 "
,TOTAL,,644,"$344,688.72 ","$274,122.43 "
24670,SG,,1,$160.62 ,$128.50 
,OTHER,,"2,222","$500,059.01 ","$392,230.21 "
,TOTAL,,"2,223","$500,219.63 ","$392,358.71 "
24675,SG,,3,$669.39 ,$535.52 
,OTHER,,152,"$56,241.73 ","$44,479.72 "
,TOTAL,,155,"$56,911.12 ","$45,015.24 "
24685,AS,,831,"$68,714.93 ","$54,798.24 "
,SG,,346,"$172,069.52 ","$137,223.98 "
,80'S,,281,"$26,028.81 ","$20,536.20 "
,OTHER,,"5,737","$3,439,132.48 ","$2,731,995.59 "
,TOTAL,,"7,195","$3,705,945.74 ","$2,944,554.01 "
24800,AS,,1,$57.47 ,$45.98 
,80'S,,1,$130.10 ,$104.08 
,OTHER,,10,"$7,377.08 ","$5,901.65 "
,TOTAL,,12,"$7,564.65 ","$6,051.71 "
24802,AS,,3,$401.45 ,$321.16 
,80'S,,1,$77.35 ,$61.88 
,OTHER,,9,"$8,293.27 ","$5,933.85 "
,TOTAL,,13,"$8,772.07 ","$6,316.89 "
24900,AS,,18,"$1,631.11 ","$1,304.90 "
,80'S,,9,$948.18 ,$758.54 
,OTHER,,130,"$81,710.96 ","$64,226.68 "
,TOTAL,,157,"$84,290.25 ","$66,290.12 "
24920,AS,,1,$88.53 ,$70.82 
,80'S,,1,$100.43 ,$80.34 
,OTHER,,14,"$8,241.29 ","$6,593.03 "
,TOTAL,,16,"$8,430.25 ","$6,744.19 "
24925,AS,,1,$69.13 ,$55.30 
,SG,,1,$477.50 ,$382.00 
,OTHER,,6,"$2,793.21 ","$2,200.04 "
,TOTAL,,8,"$3,339.84 ","$2,637.34 "
24930,AS,,1,$88.19 ,$70.55 
,80'S,,1,$106.48 ,$85.18 
,OTHER,,21,"$13,701.54 ","$10,901.38 "
,TOTAL,,23,"$13,896.21 ","$11,057.11 "
24931,AS,,1,$102.99 ,$82.39 
,OTHER,,1,$757.27 ,$605.82 
,TOTAL,,2,$860.26 ,$688.21 
24935,OTHER,,2,"$1,878.93 ","$1,503.14 "
,TOTAL,,2,"$1,878.93 ","$1,503.14 "
24999,AS,,2,$528.04 ,$422.43 
,80'S,,10,"$1,361.35 ","$1,089.08 "
,OTHER,,186,"$100,542.63 ","$80,027.72 "
,TOTAL,,198,"$102,432.02 ","$81,539.23 "
25000,SG,,"2,101","$956,571.30 ","$751,366.47 "
,OTHER,,"5,957","$1,998,115.82 ","$1,564,102.17 "
,TOTAL,,"8,058","$2,954,687.12 ","$2,315,468.64 "
25001,OTHER,,132,"$24,404.50 ","$18,951.42 "
,TOTAL,,132,"$24,404.50 ","$18,951.42 "
25020,SG,,109,"$38,941.90 ","$30,458.05 "
,OTHER,,718,"$389,136.38 ","$307,739.59 "
,TOTAL,,827,"$428,078.28 ","$338,197.64 "
25023,AS,,1,$151.92 ,$121.54 
,SG,,7,"$2,527.53 ","$2,022.04 "
,80'S,,1,$164.46 ,$131.57 
,OTHER,,106,"$113,403.19 ","$90,619.60 "
,TOTAL,,115,"$116,247.10 ","$92,894.75 "
25024,SG,,5,"$1,777.76 ","$1,422.21 "
,OTHER,,115,"$74,100.80 ","$59,074.44 "
,TOTAL,,120,"$75,878.56 ","$60,496.65 "
