Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Ranges 40490 - 49999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
40490,OTHER,DIGESTIVE,"24,416","$2,435,658.08 ","$1,852,564.87 "
,TOTAL,,"24,416","$2,435,658.08 ","$1,852,564.87 "
40500,SG,,90,"$37,825.24 ","$29,716.99 "
,OTHER,,807,"$272,198.75 ","$213,964.03 "
,TOTAL,,897,"$310,023.99 ","$243,681.02 "
40510,SG,,175,"$71,368.36 ","$56,862.00 "
,OTHER,,"1,419","$537,340.58 ","$424,402.44 "
,TOTAL,,"1,594","$608,708.94 ","$481,264.44 "
40520,SG,,217,"$90,628.07 ","$72,065.79 "
,OTHER,,"2,033","$831,697.16 ","$657,568.60 "
,TOTAL,,"2,250","$922,325.23 ","$729,634.39 "
40525,SG,,88,"$34,447.17 ","$27,529.71 "
,OTHER,,376,"$205,547.85 ","$163,587.98 "
,TOTAL,,464,"$239,995.02 ","$191,117.69 "
40527,SG,,12,"$4,783.44 ","$3,826.77 "
,80'S,,1,$111.41 ,$89.13 
,OTHER,,102,"$62,566.01 ","$49,972.84 "
,TOTAL,,115,"$67,460.86 ","$53,888.74 "
40530,SG,,44,"$13,416.63 ","$10,653.30 "
,OTHER,,258,"$89,418.99 ","$71,083.42 "
,TOTAL,,302,"$102,835.62 ","$81,736.72 "
40650,SG,,20,"$9,800.28 ","$7,840.20 "
,OTHER,,266,"$77,491.63 ","$61,467.69 "
,TOTAL,,286,"$87,291.91 ","$69,307.89 "
40652,SG,,22,"$10,173.45 ","$8,138.75 "
,OTHER,,207,"$78,149.62 ","$60,754.83 "
,TOTAL,,229,"$88,323.07 ","$68,893.58 "
40654,SG,,77,"$38,278.50 ","$30,093.62 "
,OTHER,,652,"$291,778.61 ","$230,386.59 "
,TOTAL,,729,"$330,057.11 ","$260,480.21 "
40700,OTHER,,6,"$2,899.37 ","$2,319.50 "
,TOTAL,,6,"$2,899.37 ","$2,319.50 "
40702,OTHER,,4,$40.00 ,$32.00 
,TOTAL,,4,$40.00 ,$32.00 
40720,OTHER,,8,"$8,144.04 ","$6,515.24 "
,TOTAL,,8,"$8,144.04 ","$6,515.24 "
40761,SG,,3,"$1,454.75 ","$1,163.79 "
,OTHER,,16,"$15,683.07 ","$12,466.45 "
,TOTAL,,19,"$17,137.82 ","$13,630.24 "
40799,OTHER,,28,"$6,999.06 ","$5,463.62 "
,TOTAL,,28,"$6,999.06 ","$5,463.62 "
40800,OTHER,,"1,104","$110,063.89 ","$81,834.55 "
,TOTAL,,"1,104","$110,063.89 ","$81,834.55 "
40801,SG,,17,"$7,309.66 ","$5,847.74 "
,OTHER,,497,"$80,095.82 ","$62,170.10 "
,TOTAL,,514,"$87,405.48 ","$68,017.84 "
40804,OTHER,,124,"$13,925.17 ","$10,629.83 "
,TOTAL,,124,"$13,925.17 ","$10,629.83 "
40805,SG,,4,"$1,758.24 ","$1,326.60 "
,OTHER,,79,"$12,124.00 ","$9,402.25 "
,TOTAL,,83,"$13,882.24 ","$10,728.85 "
40806,OTHER,,29,"$1,057.46 ",$786.54 
,TOTAL,,29,"$1,057.46 ",$786.54 
40808,OTHER,,"8,390","$808,385.94 ","$614,508.77 "
,TOTAL,,"8,390","$808,385.94 ","$614,508.77 "
40810,OTHER,,"2,268","$259,053.71 ","$199,131.66 "
,TOTAL,,"2,268","$259,053.71 ","$199,131.66 "
40812,OTHER,,"7,609","$1,266,476.87 ","$973,270.66 "
,TOTAL,,"7,609","$1,266,476.87 ","$973,270.66 "
40814,SG,,120,"$50,450.04 ","$40,240.94 "
,OTHER,,"1,875","$457,669.23 ","$358,730.10 "
,TOTAL,,"1,995","$508,119.27 ","$398,971.04 "
40816,SG,,27,"$11,115.86 ","$8,892.70 "
,OTHER,,979,"$228,843.31 ","$180,002.24 "
,TOTAL,,"1,006","$239,959.17 ","$188,894.94 "
40818,SG,,59,"$11,127.55 ","$8,902.00 "
