Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 60000 - 64999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
60000,OTHER,ENDOCRINE,26,"$1,696.28 ","$1,314.38 "
,TOTAL,,26,"$1,696.28 ","$1,314.38 "
60001,OTHER,,"6,868","$185,100.10 ","$138,899.89 "
,TOTAL,,"6,868","$185,100.10 ","$138,899.89 "
60100,OTHER,,"18,608","$1,773,628.04 ","$1,386,137.76 "
,TOTAL,,"18,608","$1,773,628.04 ","$1,386,137.76 "
60200,SG,,9,"$3,931.56 ","$3,145.24 "
,80'S,,190,"$13,975.94 ","$10,987.72 "
,OTHER,,"1,826","$966,289.21 ","$767,496.82 "
,TOTAL,,"2,025","$984,196.71 ","$781,629.78 "
60210,80'S,,489,"$45,898.00 ","$36,438.72 "
,OTHER,,"1,809","$974,672.07 ","$774,919.13 "
,TOTAL,,"2,298","$1,020,570.07 ","$811,357.85 "
60212,80'S,,76,"$11,192.62 ","$8,920.96 "
,OTHER,,298,"$259,658.62 ","$203,634.70 "
,TOTAL,,374,"$270,851.24 ","$212,555.66 "
60220,SG,,32,"$14,166.19 ","$11,160.03 "
,80'S,,"2,136","$237,174.88 ","$186,701.68 "
,OTHER,,"7,154","$4,690,285.00 ","$3,703,044.27 "
,TOTAL,,"9,322","$4,941,626.07 ","$3,900,905.98 "
60225,SG,,7,"$3,632.16 ","$2,905.72 "
,80'S,,327,"$43,243.78 ","$34,439.13 "
,OTHER,,"1,178","$920,949.18 ","$727,594.19 "
,TOTAL,,"1,512","$967,825.12 ","$764,939.04 "
60240,80'S,,"1,309","$199,273.00 ","$157,399.67 "
,OTHER,,"4,817","$4,408,801.60 ","$3,486,436.40 "
,TOTAL,,"6,126","$4,608,074.60 ","$3,643,836.07 "
60252,80'S,,195,"$37,904.40 ","$29,827.93 "
,OTHER,,712,"$832,853.09 ","$661,241.46 "
,TOTAL,,907,"$870,757.49 ","$691,069.39 "
60254,80'S,,51,"$13,216.12 ","$10,572.92 "
,OTHER,,240,"$383,453.45 ","$306,556.24 "
,TOTAL,,291,"$396,669.57 ","$317,129.16 "
60260,80'S,,206,"$33,680.29 ","$26,774.38 "
,OTHER,,831,"$806,080.28 ","$640,511.66 "
,TOTAL,,"1,037","$839,760.57 ","$667,286.04 "
60270,80'S,,63,"$12,179.14 ","$9,743.28 "
,OTHER,,256,"$270,853.27 ","$216,510.77 "
,TOTAL,,319,"$283,032.41 ","$226,254.05 "
60271,80'S,,196,"$30,991.91 ","$24,630.98 "
,OTHER,,852,"$826,293.42 ","$652,767.91 "
,TOTAL,,"1,048","$857,285.33 ","$677,398.89 "
60280,SG,,27,"$16,153.51 ","$12,919.19 "
,80'S,,45,"$2,841.86 ","$2,170.51 "
,OTHER,,341,"$131,897.49 ","$104,445.75 "
,TOTAL,,413,"$150,892.86 ","$119,535.45 "
60281,OTHER,,14,"$5,042.08 ","$4,033.65 "
,TOTAL,,14,"$5,042.08 ","$4,033.65 "
60500,80'S,,"3,045","$444,226.16 ","$350,919.66 "
,OTHER,,"12,946","$11,338,903.29 ","$8,988,221.03 "
,TOTAL,,"15,991","$11,783,129.45 ","$9,339,140.69 "
60502,80'S,,107,"$19,804.95 ","$15,763.84 "
,OTHER,,582,"$648,001.51 ","$515,994.84 "
,TOTAL,,689,"$667,806.46 ","$531,758.68 "
60505,80'S,,47,"$9,552.21 ","$7,523.65 "
,OTHER,,148,"$181,942.45 ","$144,669.68 "
,TOTAL,,195,"$191,494.66 ","$152,193.33 "
60512,80'S,,287,"$10,810.41 ","$8,490.70 "
,OTHER,,"1,759","$408,519.07 ","$323,009.96 "
,TOTAL,,"2,046","$419,329.48 ","$331,500.66 "
60520,80'S,,59,"$8,326.55 ","$6,661.25 "
,OTHER,,284,"$245,474.75 ","$193,629.61 "
,TOTAL,,343,"$253,801.30 ","$200,290.86 "
60521,80'S,,61,"$8,922.78 ","$7,121.65 "
,OTHER,,278,"$243,606.61 ","$192,998.59 "
,TOTAL,,339,"$252,529.39 ","$200,120.24 "
60522,80'S,,30,"$6,092.64 ","$4,737.78 "
,OTHER,,152,"$192,289.59 ","$152,162.77 "
,TOTAL,,182,"$198,382.23 ","$156,900.55 "
60540,80'S,,311,"$36,716.75 ","$29,118.24 "
,OTHER,,863,"$631,583.59 ","$499,951.77 "
