Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 69000 - 69990,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
69000,OTHER,EAR,"1,573","$182,684.53 ","$139,491.22 "
,TOTAL,,"1,573","$182,684.53 ","$139,491.22 "
69005,OTHER,,882,"$136,249.79 ","$105,710.35 "
,TOTAL,,882,"$136,249.79 ","$105,710.35 "
69020,OTHER,,"1,815","$235,616.17 ","$181,913.97 "
,TOTAL,,"1,815","$235,616.17 ","$181,913.97 "
69100,OTHER,,"46,072","$3,557,053.72 ","$2,713,632.44 "
,TOTAL,,"46,072","$3,557,053.72 ","$2,713,632.44 "
69105,OTHER,,"1,190","$95,923.09 ","$73,452.83 "
,TOTAL,,"1,190","$95,923.09 ","$73,452.83 "
69110,SG,,259,"$67,062.02 ","$53,024.66 "
,OTHER,,"2,613","$557,728.82 ","$437,620.25 "
,TOTAL,,"2,872","$624,790.84 ","$490,644.91 "
69120,SG,,5,"$1,524.07 ","$1,219.26 "
,OTHER,,230,"$40,746.27 ","$32,432.61 "
,TOTAL,,235,"$42,270.34 ","$33,651.87 "
69140,SG,,22,"$9,163.89 ","$7,112.28 "
,OTHER,,178,"$88,360.98 ","$70,199.62 "
,TOTAL,,200,"$97,524.87 ","$77,311.90 "
69145,SG,,233,"$94,856.02 ","$75,465.55 "
,OTHER,,"2,199","$444,461.44 ","$349,683.00 "
,TOTAL,,"2,432","$539,317.46 ","$425,148.55 "
69150,SG,,26,"$12,217.83 ","$9,774.24 "
,80'S,,1,$83.90 ,$67.12 
,OTHER,,327,"$274,803.54 ","$219,580.64 "
,TOTAL,,354,"$287,105.27 ","$229,422.00 "
69155,80'S,,2,$425.34 ,$340.27 
,OTHER,,28,"$32,946.39 ","$26,357.10 "
,TOTAL,,30,"$33,371.73 ","$26,697.37 "
69200,OTHER,,"23,370","$1,729,680.52 ","$1,283,256.55 "
,TOTAL,,"23,370","$1,729,680.52 ","$1,283,256.55 "
69205,SG,,65,"$18,412.73 ","$14,556.52 "
,OTHER,,464,"$40,839.22 ","$30,847.19 "
,TOTAL,,529,"$59,251.95 ","$45,403.71 "
69210,OTHER,,"1,261,028","$53,745,745.16 ","$37,746,783.61 "
,TOTAL,,"1,261,028","$53,745,745.16 ","$37,746,783.61 "
69220,OTHER,,"49,872","$4,303,617.24 ","$3,138,728.40 "
,TOTAL,,"49,872","$4,303,617.24 ","$3,138,728.40 "
69222,OTHER,,"7,712","$1,051,029.03 ","$794,158.95 "
,TOTAL,,"7,712","$1,051,029.03 ","$794,158.95 "
69300,SG,,1,$493.92 ,$395.14 
,OTHER,,26,"$10,968.67 ","$8,739.23 "
,TOTAL,,27,"$11,462.59 ","$9,134.37 "
69310,SG,,126,"$56,258.07 ","$44,078.35 "
,OTHER,,949,"$524,933.72 ","$416,547.72 "
,TOTAL,,"1,075","$581,191.79 ","$460,626.07 "
69320,SG,,5,"$5,046.66 ","$4,037.33 "
,OTHER,,38,"$43,091.92 ","$34,363.99 "
,TOTAL,,43,"$48,138.58 ","$38,401.32 "
69399,80'S,,1,$9.44 ,$7.55 
,OTHER,,135,"$16,966.52 ","$13,437.66 "
,TOTAL,,136,"$16,975.96 ","$13,445.21 "
69400,OTHER,,"1,456","$129,018.37 ","$99,656.97 "
,TOTAL,,"1,456","$129,018.37 ","$99,656.97 "
69401,OTHER,,"3,333","$240,551.61 ","$186,435.81 "
,TOTAL,,"3,333","$240,551.61 ","$186,435.81 "
69405,OTHER,,29,"$4,978.67 ","$3,955.41 "
,TOTAL,,29,"$4,978.67 ","$3,955.41 "
69410,OTHER,,145,"$8,414.07 ","$6,296.28 "
,TOTAL,,145,"$8,414.07 ","$6,296.28 "
69420,OTHER,,"12,234","$1,642,526.04 ","$1,267,558.38 "
,TOTAL,,"12,234","$1,642,526.04 ","$1,267,558.38 "
69421,SG,,147,"$64,895.46 ","$51,643.06 "
,OTHER,,489,"$62,273.31 ","$48,908.43 "
,TOTAL,,636,"$127,168.77 ","$100,551.49 "
69424,SG,,36,"$9,817.99 ","$7,573.35 "
,OTHER,,"1,276","$107,360.13 ","$81,208.41 "
,TOTAL,,"1,312","$117,178.12 ","$88,781.76 "
69433,OTHER,,"38,055","$5,370,006.97 ","$4,117,538.10 "
,TOTAL,,"38,055","$5,370,006.97 ","$4,117,538.10 "
69436,SG,,"2,763","$1,354,507.01 ","$1,069,870.08 "
,OTHER,,"10,544","$1,626,708.07 ","$1,279,314.13 "
,TOTAL,,"13,307","$2,981,215.08 ","$2,349,184.21 "
69440,SG,,82,"$34,493.01 ","$26,536.09 "
,OTHER,,"1,027","$500,689.65 ","$394,131.81 "
,TOTAL,,"1,109","$535,182.66 ","$420,667.90 "
69450,SG,,48,"$9,228.02 ","$7,382.44 "
,OTHER,,399,"$146,054.71 ","$114,639.20 "
,TOTAL,,447,"$155,282.73 ","$122,021.64 "
69501,SG,,9,"$8,819.37 ","$7,055.50 "
,OTHER,,74,"$38,962.01 ","$31,009.59 "
,TOTAL,,83,"$47,781.38 ","$38,065.09 "
69502,SG,,27,"$26,596.39 ","$21,277.10 "
,80'S,,2,$130.48 ,$104.39 
,OTHER,,285,"$214,455.95 ","$169,096.81 "
,TOTAL,,314,"$241,182.82 ","$190,478.30 "
69505,SG,,12,"$11,777.30 ","$9,421.86 "
,OTHER,,123,"$101,951.41 ","$80,195.93 "
,TOTAL,,135,"$113,728.71 ","$89,617.79 "
69511,SG,,15,"$14,746.09 ","$11,742.27 "
,OTHER,,91,"$77,470.56 ","$61,217.02 "
,TOTAL,,106,"$92,216.65 ","$72,959.29 "
69530,OTHER,,28,"$27,446.91 ","$21,957.54 "
,TOTAL,,28,"$27,446.91 ","$21,957.54 "
69535,80'S,,1,$372.69 ,$298.15 
,OTHER,,162,"$361,408.23 ","$286,623.99 "
,TOTAL,,163,"$361,780.92 ","$286,922.14 "
69540,OTHER,,603,"$68,684.20 ","$52,617.80 "
,TOTAL,,603,"$68,684.20 ","$52,617.80 "
69550,SG,,6,"$3,859.75 ","$3,087.80 "
,OTHER,,70,"$48,985.16 ","$38,158.60 "
,TOTAL,,76,"$52,844.91 ","$41,246.40 "
69552,SG,,7,"$6,961.60 ","$5,569.27 "
,80'S,,1,$191.80 ,$153.44 
,OTHER,,32,"$40,051.60 ","$31,151.43 "
,TOTAL,,40,"$47,205.00 ","$36,874.14 "
69554,OTHER,,8,"$16,563.16 ","$13,250.53 "
,TOTAL,,8,"$16,563.16 ","$13,250.53 "
69601,SG,,8,"$7,616.20 ","$5,932.97 "
,OTHER,,75,"$68,503.46 ","$54,019.91 "
,TOTAL,,83,"$76,119.66 ","$59,952.88 "
69602,SG,,10,"$9,847.26 ","$7,797.69 "
,80'S,,1,$168.37 ,$134.70 
,OTHER,,96,"$85,980.69 ","$67,410.11 "
,TOTAL,,107,"$95,996.32 ","$75,342.50 "
69603,SG,,4,"$3,995.11 ","$2,689.09 "
,OTHER,,67,"$63,067.04 ","$49,930.53 "
,TOTAL,,71,"$67,062.15 ","$52,619.62 "
69604,SG,,12,"$11,068.80 ","$8,855.06 "
,OTHER,,71,"$64,896.57 ","$50,488.49 "
,TOTAL,,83,"$75,965.37 ","$59,343.55 "
69605,80'S,,1,$188.99 ,$151.19 
,OTHER,,8,"$8,976.92 ","$7,181.53 "
,TOTAL,,9,"$9,165.91 ","$7,332.72 "
69610,OTHER,,"2,591","$783,842.37 ","$613,974.62 "
,TOTAL,,"2,591","$783,842.37 ","$613,974.62 "
69620,SG,,106,"$42,700.29 ","$33,682.53 "
,OTHER,,595,"$215,607.19 ","$169,833.84 "
,TOTAL,,701,"$258,307.48 ","$203,516.37 "
69631,SG,,604,"$419,589.42 ","$331,280.19 "
,OTHER,,"2,823","$1,929,252.89 ","$1,522,986.67 "
,TOTAL,,"3,427","$2,348,842.31 ","$1,854,266.86 "
69632,SG,,77,"$51,732.36 ","$40,928.77 "
,OTHER,,427,"$377,221.89 ","$298,146.70 "
,TOTAL,,504,"$428,954.25 ","$339,075.47 "
69633,SG,,166,"$102,093.35 ","$80,832.14 "
,OTHER,,668,"$550,740.99 ","$432,172.35 "
,TOTAL,,834,"$652,834.34 ","$513,004.49 "
69635,SG,,40,"$39,306.06 ","$30,351.82 "
,OTHER,,241,"$214,119.69 ","$169,376.24 "
,TOTAL,,281,"$253,425.75 ","$199,728.06 "
69636,SG,,16,"$15,300.29 ","$12,160.22 "
,80'S,,1,$159.56 ,$127.65 
,OTHER,,109,"$111,230.19 ","$88,091.44 "
,TOTAL,,126,"$126,690.04 ","$100,379.31 "
69637,SG,,13,"$12,989.36 ","$10,337.18 "
,OTHER,,105,"$107,186.52 ","$83,369.18 "
,TOTAL,,118,"$120,175.88 ","$93,706.36 "
69641,SG,,176,"$170,905.99 ","$135,922.24 "
,OTHER,,786,"$667,956.92 ","$522,870.12 "
,TOTAL,,962,"$838,862.91 ","$658,792.36 "
69642,SG,,78,"$76,790.55 ","$58,257.99 "
,OTHER,,322,"$359,074.72 ","$281,947.67 "
,TOTAL,,400,"$435,865.27 ","$340,205.66 "
69643,SG,,42,"$41,608.82 ","$33,122.77 "
,OTHER,,667,"$691,567.62 ","$548,639.80 "
,TOTAL,,709,"$733,176.44 ","$581,762.57 "
69644,SG,,47,"$45,565.32 ","$35,496.02 "
,OTHER,,383,"$438,724.40 ","$345,565.99 "
,TOTAL,,430,"$484,289.72 ","$381,062.01 "
69645,SG,,44,"$43,013.00 ","$34,082.38 "
,OTHER,,382,"$421,031.80 ","$332,275.32 "
,TOTAL,,426,"$464,044.80 ","$366,357.70 "
69646,SG,,28,"$27,325.50 ","$21,860.41 "
,OTHER,,272,"$327,237.69 ","$256,012.48 "
,TOTAL,,300,"$354,563.19 ","$277,872.89 "
69650,SG,,29,"$27,680.24 ","$22,144.16 "
,OTHER,,80,"$39,492.03 ","$31,014.67 "
,TOTAL,,109,"$67,172.27 ","$53,158.83 "
69660,SG,,138,"$97,195.66 ","$76,653.92 "
,OTHER,,902,"$706,093.21 ","$554,322.32 "
,TOTAL,,"1,040","$803,288.87 ","$630,976.24 "
69661,SG,,48,"$33,409.42 ","$26,647.50 "
,OTHER,,197,"$205,297.57 ","$161,862.16 "
,TOTAL,,245,"$238,706.99 ","$188,509.66 "
69662,SG,,48,"$33,582.25 ","$26,354.57 "
,OTHER,,209,"$215,839.95 ","$170,973.49 "
,TOTAL,,257,"$249,422.20 ","$197,328.06 "
69666,SG,,25,"$10,689.53 ","$8,471.67 "
,OTHER,,114,"$52,504.68 ","$41,653.29 "
,TOTAL,,139,"$63,194.21 ","$50,124.96 "
69667,SG,,15,"$7,380.40 ","$5,904.34 "
,OTHER,,113,"$61,637.18 ","$48,486.71 "
,TOTAL,,128,"$69,017.58 ","$54,391.05 "
69670,SG,,2,$543.52 ,$434.82 
,OTHER,,37,"$20,176.54 ","$16,022.80 "
,TOTAL,,39,"$20,720.06 ","$16,457.62 "
69676,SG,,4,"$1,511.65 ",$995.72 
