Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Ranges 54000 - 55899,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
54000,OTHER,MALE GENITAL,62,"$7,240.31 ","$5,768.85 "
,TOTAL,,62,"$7,240.31 ","$5,768.85 "
54001,SG,,112,"$47,986.41 ","$38,135.57 "
,OTHER,,"1,963","$346,184.26 ","$271,312.63 "
,TOTAL,,"2,075","$394,170.67 ","$309,448.20 "
54015,SG,,1,$677.90 ,$542.32 
,OTHER,,148,"$41,922.54 ","$33,253.90 "
,TOTAL,,149,"$42,600.44 ","$33,796.22 "
54050,OTHER,,992,"$127,911.16 ","$95,285.38 "
,TOTAL,,992,"$127,911.16 ","$95,285.38 "
54055,OTHER,,655,"$129,733.49 ","$99,653.41 "
,TOTAL,,655,"$129,733.49 ","$99,653.41 "
54056,OTHER,,"2,289","$325,352.73 ","$245,179.73 "
,TOTAL,,"2,289","$325,352.73 ","$245,179.73 "
54057,SG,,39,"$12,096.80 ","$9,293.81 "
,OTHER,,303,"$25,664.42 ","$20,069.85 "
,TOTAL,,342,"$37,761.22 ","$29,363.66 "
54060,SG,,106,"$30,945.04 ","$24,662.77 "
,OTHER,,828,"$136,489.76 ","$105,885.16 "
,TOTAL,,934,"$167,434.80 ","$130,547.93 "
54065,SG,,37,"$11,326.28 ","$8,981.00 "
,OTHER,,974,"$232,229.11 ","$181,440.90 "
,TOTAL,,"1,011","$243,555.39 ","$190,421.90 "
54100,SG,,125,"$35,002.01 ","$27,660.32 "
,80'S,,1,$15.24 ,$12.19 
,OTHER,,"2,236","$311,264.09 ","$239,972.72 "
,TOTAL,,"2,362","$346,281.34 ","$267,645.23 "
54105,SG,,25,"$7,120.13 ","$5,696.08 "
,OTHER,,301,"$61,404.41 ","$48,289.39 "
,TOTAL,,326,"$68,524.54 ","$53,985.47 "
54110,SG,,2,$893.46 ,$714.77 
,80'S,,5,$418.32 ,$334.66 
,OTHER,,72,"$32,259.22 ","$25,426.82 "
,TOTAL,,79,"$33,571.00 ","$26,476.25 "
54111,80'S,,8,"$1,065.97 ",$852.78 
,OTHER,,42,"$33,034.93 ","$24,608.36 "
,TOTAL,,50,"$34,100.90 ","$25,461.14 "
54112,SG,,2,$861.99 ,$689.59 
,80'S,,5,$738.80 ,$591.03 
,OTHER,,46,"$40,228.90 ","$32,183.12 "
,TOTAL,,53,"$41,829.69 ","$33,463.74 "
54115,SG,,8,"$2,392.93 ","$1,875.42 "
,80'S,,2,$112.81 ,$90.24 
,OTHER,,55,"$21,387.42 ","$17,109.95 "
,TOTAL,,65,"$23,893.16 ","$19,075.61 "
54120,SG,,14,"$6,068.45 ","$4,624.11 "
