Medicare Part B Physician/Supplier BESS Data,,,,,
For Calendar Year 2003,,,,,
Code Range 56405 - 58999,,,,,
,,,,,
HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,,,,,
56405,SG,FEMALE GENITAL,12,"$5,022.07 ","$3,937.67 "
,OTHER,,"3,476","$422,473.24 ","$321,380.18 "
,TOTAL,,"3,488","$427,495.31 ","$325,317.85 "
56420,OTHER,,"1,645","$195,553.80 ","$145,463.08 "
,TOTAL,,"1,645","$195,553.80 ","$145,463.08 "
56440,SG,,44,"$18,682.85 ","$14,815.04 "
,OTHER,,452,"$83,104.44 ","$64,156.17 "
,TOTAL,,496,"$101,787.29 ","$78,971.21 "
56441,SG,,32,"$8,182.57 ","$6,345.44 "
,80'S,,1,$22.71 ,$18.17 
,OTHER,,334,"$40,483.17 ","$32,001.49 "
,TOTAL,,367,"$48,688.45 ","$38,365.10 "
56501,OTHER,,"3,516","$430,521.20 ","$323,986.61 "
,TOTAL,,"3,516","$430,521.20 ","$323,986.61 "
56515,SG,,109,"$52,526.69 ","$41,434.71 "
,OTHER,,"1,513","$277,963.75 ","$214,736.68 "
,TOTAL,,"1,622","$330,490.44 ","$256,171.39 "
56605,SG,,102,"$29,055.67 ","$22,436.17 "
,OTHER,,"25,138","$1,987,106.87 ","$1,485,841.34 "
,TOTAL,,"25,240","$2,016,162.54 ","$1,508,277.51 "
56606,OTHER,,"4,446","$177,276.67 ","$139,885.35 "
,TOTAL,,"4,446","$177,276.67 ","$139,885.35 "
56620,SG,,108,"$76,713.08 ","$59,222.17 "
,80'S,,90,"$6,194.77 ","$4,872.24 "
,OTHER,,"2,072","$925,005.65 ","$727,112.66 "
,TOTAL,,"2,270","$1,007,913.50 ","$791,207.07 "
56625,SG,,4,"$3,865.57 ","$3,092.45 "
,80'S,,13,"$1,040.18 ",$832.15 
,OTHER,,179,"$90,698.51 ","$71,702.73 "
,TOTAL,,196,"$95,604.26 ","$75,627.33 "
56630,80'S,,69,"$8,325.75 ","$6,384.00 "
,OTHER,,650,"$480,616.87 ","$381,893.92 "
,TOTAL,,719,"$488,942.62 ","$388,277.92 "
56631,80'S,,30,"$4,864.77 ","$3,891.79 "
,OTHER,,257,"$240,725.22 ","$192,459.35 "
,TOTAL,,287,"$245,589.99 ","$196,351.14 "
56632,80'S,,32,"$5,925.94 ","$4,740.79 "
,OTHER,,219,"$248,082.15 ","$196,695.88 "
,TOTAL,,251,"$254,008.09 ","$201,436.67 "
56633,80'S,,24,"$3,642.56 ","$2,914.03 "
,OTHER,,201,"$188,177.93 ","$150,178.90 "
,TOTAL,,225,"$191,820.49 ","$153,092.93 "
56634,80'S,,22,"$3,391.21 ","$2,712.95 "
,OTHER,,82,"$83,224.01 ","$66,579.24 "
,TOTAL,,104,"$86,615.22 ","$69,292.19 "
56637,80'S,,46,"$9,665.58 ","$7,690.71 "
,OTHER,,218,"$273,467.81 ","$217,995.93 "
,TOTAL,,264,"$283,133.39 ","$225,686.64 "
56640,80'S,,2,$447.92 ,$339.74 
,OTHER,,26,"$36,725.42 ","$29,380.33 "
,TOTAL,,28,"$37,173.34 ","$29,720.07 "
56700,SG,,1,$157.86 ,$126.29 
,80'S,,2,$36.93 ,$29.55 
,OTHER,,56,"$6,730.93 ","$5,217.25 "
,TOTAL,,59,"$6,925.72 ","$5,373.09 "
56720,SG,,2,$505.65 ,$404.52 
,OTHER,,32,$933.69 ,$693.99 
,TOTAL,,34,"$1,439.34 ","$1,098.51 "
56740,SG,,40,"$19,677.40 ","$15,619.32 "
,OTHER,,460,"$115,087.77 ","$90,471.85 "
,TOTAL,,500,"$134,765.17 ","$106,091.17 "
56800,SG,,10,"$5,105.84 ","$3,738.25 "
,80'S,,23,$600.07 ,$447.30 
,OTHER,,213,"$38,341.63 ","$30,532.34 "
,TOTAL,,246,"$44,047.54 ","$34,717.89 "
56805,OTHER,,3,"$3,359.02 ","$2,687.22 "
,TOTAL,,3,"$3,359.02 ","$2,687.22 "
56810,SG,,29,"$20,526.19 ","$15,419.01 "
,80'S,,95,"$2,260.41 ","$1,785.64 "
,OTHER,,784,"$137,297.67 ","$107,814.47 "
,TOTAL,,908,"$160,084.27 ","$125,019.12 "
56820,OTHER,,"1,983","$197,520.30 ","$152,547.35 "
,TOTAL,,"1,983","$197,520.30 ","$152,547.35 "
56821,OTHER,,"1,464","$201,256.78 ","$158,193.26 "
,TOTAL,,"1,464","$201,256.78 ","$158,193.26 "
57000,SG,,5,"$1,160.27 ",$928.22 
,80'S,,3,$60.96 ,$48.77 
,OTHER,,95,"$14,699.35 ","$11,697.09 "
,TOTAL,,103,"$15,920.58 ","$12,674.08 "
57010,SG,,3,$918.13 ,$734.51 
,80'S,,2,$89.58 ,$71.66 
,OTHER,,91,"$29,790.47 ","$23,439.53 "
,TOTAL,,96,"$30,798.18 ","$24,245.70 "
57020,SG,,1,$462.04 ,$369.63 
,OTHER,,109,"$9,108.34 ","$7,098.92 "
,TOTAL,,110,"$9,570.38 ","$7,468.55 "
57022,OTHER,,4,$690.81 ,$472.65 
,TOTAL,,4,$690.81 ,$472.65 
57023,SG,,1,$165.29 ,$132.23 
,OTHER,,75,"$17,129.54 ","$13,543.67 "
,TOTAL,,76,"$17,294.83 ","$13,675.90 "
57061,OTHER,,"2,018","$221,515.08 ","$168,301.22 "
,TOTAL,,"2,018","$221,515.08 ","$168,301.22 "
57065,SG,,94,"$27,912.94 ","$21,309.61 "
,OTHER,,"1,159","$200,994.47 ","$157,121.65 "
,TOTAL,,"1,253","$228,907.41 ","$178,431.26 "
57100,OTHER,,"6,234","$505,445.00 ","$380,185.18 "
,TOTAL,,"6,234","$505,445.00 ","$380,185.18 "
57105,SG,,51,"$21,149.97 ","$16,854.93 "
,OTHER,,"1,015","$118,538.47 ","$92,087.99 "
,TOTAL,,"1,066","$139,688.44 ","$108,942.92 "
57106,80'S,,228,"$8,627.37 ","$6,864.39 "
